fecha,vacuna_fabricante,dosis,departamento,cantidad
2021-07-23,total,1ra_dosis_suministradas,la paz,658164.0
2021-07-23,total,1ra_dosis_suministradas,oruro,138096.0
2021-07-23,total,1ra_dosis_suministradas,pando,41440.0
2021-07-23,total,1ra_dosis_suministradas,potosi,134244.0
2021-07-23,total,1ra_dosis_suministradas,santa cruz,832805.0
2021-07-23,total,1ra_dosis_suministradas,tarija,191113.0
2021-07-23,total,2da_dosis_suministradas,almacen nacional,0.0
2021-07-23,total,2da_dosis_suministradas,beni,38627.0
2021-07-23,total,2da_dosis_suministradas,chuquisaca,64964.0
2021-07-23,total,2da_dosis_suministradas,cochabamba,217088.0
2021-07-23,total,2da_dosis_suministradas,la paz,283543.0
2021-07-23,total,2da_dosis_suministradas,oruro,60109.0
2021-07-23,total,2da_dosis_suministradas,pando,20049.0
2021-07-23,total,2da_dosis_suministradas,potosi,51593.0
2021-07-23,total,2da_dosis_suministradas,santa cruz,399923.0
2021-07-23,total,2da_dosis_suministradas,tarija,78794.0
2021-07-23,total,dosis_entregadas,almacen nacional,47700.0
2021-07-23,total,dosis_entregadas,beni,305357.0
2021-07-23,total,dosis_entregadas,chuquisaca,461970.0
2021-07-23,total,dosis_entregadas,cochabamba,1119415.0
2021-07-23,total,dosis_entregadas,la paz,1454782.0
2021-07-23,total,dosis_entregadas,oruro,415032.0
2021-07-23,total,dosis_entregadas,pando,165210.0
2021-07-23,total,dosis_entregadas,potosi,394524.0
2021-07-23,total,dosis_entregadas,santa cruz,1743008.0
2021-07-23,total,dosis_entregadas,tarija,444052.0
2021-07-24,astrazeneca,1ra_dosis,beni,48563.0
2021-07-24,astrazeneca,1ra_dosis,chuquisaca,8020.0
2021-07-24,astrazeneca,1ra_dosis,cochabamba,31853.0
2021-07-24,astrazeneca,1ra_dosis,la paz,45204.0
2021-07-24,astrazeneca,1ra_dosis,oruro,8046.0
2021-07-24,astrazeneca,1ra_dosis,pando,19135.0
2021-07-24,astrazeneca,1ra_dosis,potosi,10160.0
2021-07-24,astrazeneca,1ra_dosis,santa cruz,38703.0
2021-07-24,astrazeneca,1ra_dosis,tarija,6847.0
2021-07-24,astrazeneca,2da_dosis,beni,9926.0
2021-07-24,astrazeneca,2da_dosis,chuquisaca,6191.0
2021-07-24,astrazeneca,2da_dosis,cochabamba,22590.0
2021-07-24,astrazeneca,2da_dosis,la paz,28111.0
2021-07-24,astrazeneca,2da_dosis,oruro,6742.0
2021-07-24,astrazeneca,2da_dosis,pando,10183.0
2021-07-24,astrazeneca,2da_dosis,potosi,4539.0
2021-07-24,astrazeneca,2da_dosis,santa cruz,16823.0
2021-07-24,astrazeneca,2da_dosis,tarija,3888.0
2021-07-24,janssen,dosis_unica,beni,0.0
2021-07-24,janssen,dosis_unica,chuquisaca,0.0
2021-07-24,janssen,dosis_unica,cochabamba,0.0
2021-07-24,janssen,dosis_unica,la paz,11028.0
2021-07-24,janssen,dosis_unica,oruro,45.0
2021-07-24,janssen,dosis_unica,pando,0.0
2021-07-24,janssen,dosis_unica,potosi,3659.0
2021-07-24,janssen,dosis_unica,santa cruz,80970.0
2021-07-24,janssen,dosis_unica,tarija,192.0
2021-07-24,pfizer,1ra_dosis,beni,0.0
2021-07-24,pfizer,1ra_dosis,chuquisaca,8379.0
2021-07-24,pfizer,1ra_dosis,cochabamba,17609.0
2021-07-24,pfizer,1ra_dosis,la paz,29586.0
2021-07-24,pfizer,1ra_dosis,oruro,8947.0
2021-07-24,pfizer,1ra_dosis,pando,0.0
2021-07-24,pfizer,1ra_dosis,potosi,0.0
2021-07-24,pfizer,1ra_dosis,santa cruz,26509.0
2021-07-24,pfizer,1ra_dosis,tarija,5891.0
2021-07-24,pfizer,2da_dosis,beni,0.0
2021-07-24,pfizer,2da_dosis,chuquisaca,7830.0
2021-07-24,pfizer,2da_dosis,cochabamba,16901.0
2021-07-24,pfizer,2da_dosis,la paz,27700.0
2021-07-24,pfizer,2da_dosis,oruro,8272.0
2021-07-24,pfizer,2da_dosis,pando,0.0
2021-07-24,pfizer,2da_dosis,potosi,0.0
2021-07-24,pfizer,2da_dosis,santa cruz,25162.0
2021-07-24,pfizer,2da_dosis,tarija,5706.0
2021-07-24,sinopharm,1ra_dosis,beni,36583.0
2021-07-24,sinopharm,1ra_dosis,chuquisaca,92880.0
2021-07-24,sinopharm,1ra_dosis,cochabamba,263453.0
2021-07-24,sinopharm,1ra_dosis,la paz,335246.0
2021-07-24,sinopharm,1ra_dosis,oruro,79004.0
2021-07-24,sinopharm,1ra_dosis,pando,14199.0
2021-07-24,sinopharm,1ra_dosis,potosi,80475.0
2021-07-24,sinopharm,1ra_dosis,santa cruz,414064.0
2021-07-24,sinopharm,1ra_dosis,tarija,137789.0
2021-07-24,sinopharm,2da_dosis,beni,27141.0
2021-07-24,sinopharm,2da_dosis,chuquisaca,50193.0
2021-07-24,sinopharm,2da_dosis,cochabamba,176232.0
2021-07-24,sinopharm,2da_dosis,la paz,216418.0
2021-07-24,sinopharm,2da_dosis,oruro,43800.0
2021-07-24,sinopharm,2da_dosis,pando,9407.0
2021-07-24,sinopharm,2da_dosis,potosi,42965.0
2021-07-24,sinopharm,2da_dosis,santa cruz,275427.0
2021-07-24,sinopharm,2da_dosis,tarija,69234.0
2021-07-24,sputnik-v,1ra_dosis,beni,21292.0
2021-07-24,sputnik-v,1ra_dosis,chuquisaca,59090.0
2021-07-24,sputnik-v,1ra_dosis,cochabamba,189185.0
2021-07-24,sputnik-v,1ra_dosis,la paz,249577.0
2021-07-24,sputnik-v,1ra_dosis,oruro,42546.0
2021-07-24,sputnik-v,1ra_dosis,pando,8161.0
2021-07-24,sputnik-v,1ra_dosis,potosi,44190.0
2021-07-24,sputnik-v,1ra_dosis,santa cruz,355647.0
2021-07-24,sputnik-v,1ra_dosis,tarija,41823.0
2021-07-24,sputnik-v,2da_dosis,beni,1591.0
2021-07-24,sputnik-v,2da_dosis,chuquisaca,2223.0
2021-07-24,sputnik-v,2da_dosis,cochabamba,4228.0
2021-07-24,sputnik-v,2da_dosis,la paz,5465.0
2021-07-24,sputnik-v,2da_dosis,oruro,1930.0
2021-07-24,sputnik-v,2da_dosis,pando,796.0
2021-07-24,sputnik-v,2da_dosis,potosi,1668.0
2021-07-24,sputnik-v,2da_dosis,santa cruz,8463.0
2021-07-24,sputnik-v,2da_dosis,tarija,2395.0
2021-07-24,total,1ra_dosis_suministradas,almacen nacional,0.0
2021-07-24,total,1ra_dosis_suministradas,beni,106438.0
2021-07-24,total,1ra_dosis_suministradas,chuquisaca,168369.0
2021-07-24,total,1ra_dosis_suministradas,cochabamba,502100.0
2021-07-24,total,1ra_dosis_suministradas,la paz,659613.0
2021-07-24,total,1ra_dosis_suministradas,oruro,138543.0
2021-07-24,total,1ra_dosis_suministradas,pando,41495.0
2021-07-24,total,1ra_dosis_suministradas,potosi,134825.0
2021-07-24,total,1ra_dosis_suministradas,santa cruz,834923.0
2021-07-24,total,1ra_dosis_suministradas,tarija,192350.0
2021-07-24,total,2da_dosis_suministradas,almacen nacional,0.0
2021-07-24,total,2da_dosis_suministradas,beni,38658.0
2021-07-24,total,2da_dosis_suministradas,chuquisaca,66437.0
2021-07-24,total,2da_dosis_suministradas,cochabamba,219951.0
2021-07-24,total,2da_dosis_suministradas,la paz,288722.0
2021-07-24,total,2da_dosis_suministradas,oruro,60789.0
2021-07-24,total,2da_dosis_suministradas,pando,20386.0
2021-07-24,total,2da_dosis_suministradas,potosi,52831.0
2021-07-24,total,2da_dosis_suministradas,santa cruz,406845.0
2021-07-24,total,2da_dosis_suministradas,tarija,81415.0
2021-07-24,total,dosis_entregadas,almacen nacional,47700.0
2021-07-24,total,dosis_entregadas,beni,333057.0
2021-07-24,total,dosis_entregadas,chuquisaca,497170.0
2021-07-24,total,dosis_entregadas,cochabamba,1176115.0
2021-07-24,total,dosis_entregadas,la paz,1525182.0
2021-07-24,total,dosis_entregadas,oruro,450232.0
2021-07-24,total,dosis_entregadas,pando,165210.0
2021-07-24,total,dosis_entregadas,potosi,423324.0
2021-07-24,total,dosis_entregadas,santa cruz,1954208.0
2021-07-24,total,dosis_entregadas,tarija,478852.0
2021-07-25,astrazeneca,1ra_dosis,beni,48563.0
2021-07-25,astrazeneca,1ra_dosis,chuquisaca,8020.0
2021-07-25,astrazeneca,1ra_dosis,cochabamba,31854.0
2021-07-25,astrazeneca,1ra_dosis,la paz,45202.0
2021-07-25,astrazeneca,1ra_dosis,oruro,8046.0
2021-07-25,astrazeneca,1ra_dosis,pando,19140.0
2021-07-25,astrazeneca,1ra_dosis,potosi,10163.0
2021-07-25,astrazeneca,1ra_dosis,santa cruz,38703.0
2021-07-25,astrazeneca,1ra_dosis,tarija,6847.0
2021-07-25,astrazeneca,2da_dosis,beni,9926.0
2021-07-25,astrazeneca,2da_dosis,chuquisaca,6346.0
2021-07-25,astrazeneca,2da_dosis,cochabamba,22798.0
2021-07-25,astrazeneca,2da_dosis,la paz,28180.0
2021-07-25,astrazeneca,2da_dosis,oruro,6742.0
2021-07-25,astrazeneca,2da_dosis,pando,10281.0
2021-07-25,astrazeneca,2da_dosis,potosi,4629.0
2021-07-25,astrazeneca,2da_dosis,santa cruz,17204.0
2021-07-25,astrazeneca,2da_dosis,tarija,3907.0
2021-07-25,janssen,dosis_unica,beni,0.0
2021-07-25,janssen,dosis_unica,chuquisaca,0.0
2021-07-25,janssen,dosis_unica,cochabamba,0.0
2021-07-25,janssen,dosis_unica,la paz,22298.0
2021-07-25,janssen,dosis_unica,oruro,45.0
2021-07-25,janssen,dosis_unica,pando,0.0
2021-07-25,janssen,dosis_unica,potosi,3962.0
2021-07-25,janssen,dosis_unica,santa cruz,85822.0
2021-07-25,janssen,dosis_unica,tarija,301.0
2021-07-25,pfizer,1ra_dosis,beni,0.0
2021-07-25,pfizer,1ra_dosis,chuquisaca,8379.0
2021-07-25,pfizer,1ra_dosis,cochabamba,17609.0
2021-07-25,pfizer,1ra_dosis,la paz,29586.0
2021-07-25,pfizer,1ra_dosis,oruro,8947.0
2021-07-25,pfizer,1ra_dosis,pando,0.0
2021-07-25,pfizer,1ra_dosis,potosi,0.0
2021-07-25,pfizer,1ra_dosis,santa cruz,26509.0
2021-07-25,pfizer,1ra_dosis,tarija,5891.0
2021-07-25,pfizer,2da_dosis,beni,0.0
2021-07-25,pfizer,2da_dosis,chuquisaca,7830.0
2021-07-25,pfizer,2da_dosis,cochabamba,16901.0
2021-07-25,pfizer,2da_dosis,la paz,27700.0
2021-07-25,pfizer,2da_dosis,oruro,8272.0
2021-07-25,pfizer,2da_dosis,pando,0.0
2021-07-25,pfizer,2da_dosis,potosi,0.0
2021-07-25,pfizer,2da_dosis,santa cruz,25168.0
2021-07-25,pfizer,2da_dosis,tarija,5706.0
2021-07-25,sinopharm,1ra_dosis,beni,36617.0
2021-07-25,sinopharm,1ra_dosis,chuquisaca,93186.0
2021-07-25,sinopharm,1ra_dosis,cochabamba,265703.0
2021-07-25,sinopharm,1ra_dosis,la paz,335688.0
2021-07-25,sinopharm,1ra_dosis,oruro,79339.0
2021-07-25,sinopharm,1ra_dosis,pando,14305.0
2021-07-25,sinopharm,1ra_dosis,potosi,80922.0
2021-07-25,sinopharm,1ra_dosis,santa cruz,414115.0
2021-07-25,sinopharm,1ra_dosis,tarija,138337.0
2021-07-25,sinopharm,2da_dosis,beni,27143.0
2021-07-25,sinopharm,2da_dosis,chuquisaca,51005.0
2021-07-25,sinopharm,2da_dosis,cochabamba,176820.0
2021-07-25,sinopharm,2da_dosis,la paz,217911.0
2021-07-25,sinopharm,2da_dosis,oruro,43997.0
2021-07-25,sinopharm,2da_dosis,pando,9497.0
2021-07-25,sinopharm,2da_dosis,potosi,43142.0
2021-07-25,sinopharm,2da_dosis,santa cruz,281079.0
2021-07-25,sinopharm,2da_dosis,tarija,70185.0
2021-07-25,sputnik-v,1ra_dosis,beni,21311.0
2021-07-25,sputnik-v,1ra_dosis,chuquisaca,59210.0
2021-07-25,sputnik-v,1ra_dosis,cochabamba,189185.0
2021-07-25,sputnik-v,1ra_dosis,la paz,249768.0
2021-07-25,sputnik-v,1ra_dosis,oruro,42546.0
2021-07-25,sputnik-v,1ra_dosis,pando,8161.0
2021-07-25,sputnik-v,1ra_dosis,potosi,44190.0
2021-07-25,sputnik-v,1ra_dosis,santa cruz,359711.0
2021-07-25,sputnik-v,1ra_dosis,tarija,42382.0
2021-07-25,sputnik-v,2da_dosis,beni,1591.0
2021-07-25,sputnik-v,2da_dosis,chuquisaca,2223.0
2021-07-25,sputnik-v,2da_dosis,cochabamba,4228.0
2021-07-25,sputnik-v,2da_dosis,la paz,5466.0
2021-07-25,sputnik-v,2da_dosis,oruro,1930.0
2021-07-25,sputnik-v,2da_dosis,pando,797.0
2021-07-25,sputnik-v,2da_dosis,potosi,1711.0
2021-07-25,sputnik-v,2da_dosis,santa cruz,8470.0
2021-07-25,sputnik-v,2da_dosis,tarija,2424.0
2021-07-25,total,1ra_dosis_suministradas,almacen nacional,0.0
2021-07-25,total,1ra_dosis_suministradas,beni,106491.0
2021-07-25,total,1ra_dosis_suministradas,chuquisaca,168795.0
2021-07-25,total,1ra_dosis_suministradas,cochabamba,504351.0
2021-07-25,total,1ra_dosis_suministradas,la paz,660244.0
2021-07-25,total,1ra_dosis_suministradas,oruro,138878.0
2021-07-25,total,1ra_dosis_suministradas,pando,41606.0
2021-07-25,total,1ra_dosis_suministradas,potosi,135275.0
2021-07-25,total,1ra_dosis_suministradas,santa cruz,839038.0
2021-07-25,total,1ra_dosis_suministradas,tarija,193457.0
2021-07-25,total,2da_dosis_suministradas,almacen nacional,0.0
2021-07-25,total,2da_dosis_suministradas,beni,38660.0
2021-07-25,total,2da_dosis_suministradas,chuquisaca,67404.0
2021-07-25,total,2da_dosis_suministradas,cochabamba,220747.0
2021-07-25,total,2da_dosis_suministradas,la paz,301555.0
2021-07-25,total,2da_dosis_suministradas,oruro,60986.0
2021-07-25,total,2da_dosis_suministradas,pando,20575.0
2021-07-25,total,2da_dosis_suministradas,potosi,53444.0
2021-07-25,total,2da_dosis_suministradas,santa cruz,417743.0
2021-07-25,total,2da_dosis_suministradas,tarija,82523.0
2021-07-25,total,dosis_entregadas,almacen nacional,47700.0
2021-07-25,total,dosis_entregadas,beni,333057.0
2021-07-25,total,dosis_entregadas,chuquisaca,497170.0
2021-07-25,total,dosis_entregadas,cochabamba,1176115.0
2021-07-25,total,dosis_entregadas,la paz,1525182.0
2021-07-25,total,dosis_entregadas,oruro,450232.0
2021-07-25,total,dosis_entregadas,pando,165210.0
2021-07-25,total,dosis_entregadas,potosi,423324.0
2021-07-25,total,dosis_entregadas,santa cruz,1954208.0
2021-07-25,total,dosis_entregadas,tarija,478852.0
2021-07-26,astrazeneca,1ra_dosis,beni,48601.0
2021-07-26,astrazeneca,1ra_dosis,chuquisaca,8020.0
2021-07-26,astrazeneca,1ra_dosis,cochabamba,31846.0
2021-07-26,astrazeneca,1ra_dosis,la paz,45213.0
2021-07-26,astrazeneca,1ra_dosis,oruro,8046.0
2021-07-26,astrazeneca,1ra_dosis,pando,19144.0
2021-07-26,astrazeneca,1ra_dosis,potosi,10164.0
2021-07-26,astrazeneca,1ra_dosis,santa cruz,38703.0
2021-07-26,astrazeneca,1ra_dosis,tarija,6848.0
2021-07-26,astrazeneca,2da_dosis,beni,10887.0
2021-07-26,astrazeneca,2da_dosis,chuquisaca,6536.0
2021-07-26,astrazeneca,2da_dosis,cochabamba,23308.0
2021-07-26,astrazeneca,2da_dosis,la paz,30353.0
2021-07-26,astrazeneca,2da_dosis,oruro,6774.0
2021-07-26,astrazeneca,2da_dosis,pando,10692.0
2021-07-26,astrazeneca,2da_dosis,potosi,4913.0
2021-07-26,astrazeneca,2da_dosis,santa cruz,17946.0
2021-07-26,astrazeneca,2da_dosis,tarija,4120.0
2021-07-26,janssen,dosis_unica,beni,0.0
2021-07-26,janssen,dosis_unica,chuquisaca,0.0
2021-07-26,janssen,dosis_unica,cochabamba,0.0
2021-07-26,janssen,dosis_unica,la paz,27974.0
2021-07-26,janssen,dosis_unica,oruro,45.0
2021-07-26,janssen,dosis_unica,pando,0.0
2021-07-26,janssen,dosis_unica,potosi,4514.0
2021-07-26,janssen,dosis_unica,santa cruz,96199.0
2021-07-26,janssen,dosis_unica,tarija,593.0
2021-07-26,pfizer,1ra_dosis,beni,0.0
2021-07-26,pfizer,1ra_dosis,chuquisaca,8379.0
2021-07-26,pfizer,1ra_dosis,cochabamba,17615.0
2021-07-26,pfizer,1ra_dosis,la paz,29588.0
2021-07-26,pfizer,1ra_dosis,oruro,8949.0
2021-07-26,pfizer,1ra_dosis,pando,0.0
2021-07-26,pfizer,1ra_dosis,potosi,0.0
2021-07-26,pfizer,1ra_dosis,santa cruz,26508.0
2021-07-26,pfizer,1ra_dosis,tarija,5891.0
2021-07-26,pfizer,2da_dosis,beni,0.0
2021-07-26,pfizer,2da_dosis,chuquisaca,7830.0
2021-07-26,pfizer,2da_dosis,cochabamba,16913.0
2021-07-26,pfizer,2da_dosis,la paz,27727.0
2021-07-26,pfizer,2da_dosis,oruro,8278.0
2021-07-26,pfizer,2da_dosis,pando,0.0
2021-07-26,pfizer,2da_dosis,potosi,0.0
2021-07-26,pfizer,2da_dosis,santa cruz,25174.0
2021-07-26,pfizer,2da_dosis,tarija,5706.0
2021-07-26,sinopharm,1ra_dosis,beni,37046.0
2021-07-26,sinopharm,1ra_dosis,chuquisaca,94296.0
2021-07-26,sinopharm,1ra_dosis,cochabamba,270884.0
2021-07-26,sinopharm,1ra_dosis,la paz,337653.0
2021-07-26,sinopharm,1ra_dosis,oruro,81092.0
2021-07-26,sinopharm,1ra_dosis,pando,14448.0
2021-07-26,sinopharm,1ra_dosis,potosi,81795.0
2021-07-26,sinopharm,1ra_dosis,santa cruz,414613.0
2021-07-26,sinopharm,1ra_dosis,tarija,139692.0
2021-07-26,sinopharm,2da_dosis,beni,27372.0
2021-07-26,sinopharm,2da_dosis,chuquisaca,53924.0
2021-07-26,sinopharm,2da_dosis,cochabamba,186524.0
2021-07-26,sinopharm,2da_dosis,la paz,228434.0
2021-07-26,sinopharm,2da_dosis,oruro,47039.0
2021-07-26,sinopharm,2da_dosis,pando,9587.0
2021-07-26,sinopharm,2da_dosis,potosi,44730.0
2021-07-26,sinopharm,2da_dosis,santa cruz,300603.0
2021-07-26,sinopharm,2da_dosis,tarija,74567.0
2021-07-26,sputnik-v,1ra_dosis,beni,21623.0
2021-07-26,sputnik-v,1ra_dosis,chuquisaca,59691.0
2021-07-26,sputnik-v,1ra_dosis,cochabamba,189210.0
2021-07-26,sputnik-v,1ra_dosis,la paz,250810.0
2021-07-26,sputnik-v,1ra_dosis,oruro,42546.0
2021-07-26,sputnik-v,1ra_dosis,pando,8198.0
2021-07-26,sputnik-v,1ra_dosis,potosi,44230.0
2021-07-26,sputnik-v,1ra_dosis,santa cruz,366408.0
2021-07-26,sputnik-v,1ra_dosis,tarija,42985.0
2021-07-26,sputnik-v,2da_dosis,beni,1903.0
2021-07-26,sputnik-v,2da_dosis,chuquisaca,2226.0
2021-07-26,sputnik-v,2da_dosis,cochabamba,4456.0
2021-07-26,sputnik-v,2da_dosis,la paz,6234.0
2021-07-26,sputnik-v,2da_dosis,oruro,1930.0
2021-07-26,sputnik-v,2da_dosis,pando,1073.0
2021-07-26,sputnik-v,2da_dosis,potosi,1962.0
2021-07-26,sputnik-v,2da_dosis,santa cruz,9127.0
2021-07-26,sputnik-v,2da_dosis,tarija,2648.0
2021-07-26,total,1ra_dosis_suministradas,almacen nacional,0.0
2021-07-26,total,1ra_dosis_suministradas,beni,107270.0
2021-07-26,total,1ra_dosis_suministradas,chuquisaca,170386.0
2021-07-26,total,1ra_dosis_suministradas,cochabamba,509555.0
2021-07-26,total,1ra_dosis_suministradas,la paz,663264.0
2021-07-26,total,1ra_dosis_suministradas,oruro,140633.0
2021-07-26,total,1ra_dosis_suministradas,pando,41790.0
2021-07-26,total,1ra_dosis_suministradas,potosi,136189.0
2021-07-26,total,1ra_dosis_suministradas,santa cruz,846232.0
2021-07-26,total,1ra_dosis_suministradas,tarija,195416.0
2021-07-26,total,2da_dosis_suministradas,almacen nacional,0.0
2021-07-26,total,2da_dosis_suministradas,beni,40162.0
2021-07-26,total,2da_dosis_suministradas,chuquisaca,70516.0
2021-07-26,total,2da_dosis_suministradas,cochabamba,231201.0
2021-07-26,total,2da_dosis_suministradas,la paz,320722.0
2021-07-26,total,2da_dosis_suministradas,oruro,64066.0
2021-07-26,total,2da_dosis_suministradas,pando,21352.0
2021-07-26,total,2da_dosis_suministradas,potosi,56119.0
2021-07-26,total,2da_dosis_suministradas,santa cruz,449049.0
2021-07-26,total,2da_dosis_suministradas,tarija,87634.0
2021-07-26,total,dosis_entregadas,almacen nacional,47700.0
2021-07-26,total,dosis_entregadas,beni,333057.0
2021-07-26,total,dosis_entregadas,chuquisaca,497170.0
2021-07-26,total,dosis_entregadas,cochabamba,1176115.0
2021-07-26,total,dosis_entregadas,la paz,1525182.0
2021-07-26,total,dosis_entregadas,oruro,450232.0
2021-07-26,total,dosis_entregadas,pando,165210.0
2021-07-26,total,dosis_entregadas,potosi,423324.0
2021-07-26,total,dosis_entregadas,santa cruz,1954208.0
2021-07-26,total,dosis_entregadas,tarija,478852.0
2021-07-27,astrazeneca,1ra_dosis,beni,48616.0
2021-07-27,astrazeneca,1ra_dosis,chuquisaca,8020.0
2021-07-27,astrazeneca,1ra_dosis,cochabamba,31847.0
2021-07-27,astrazeneca,1ra_dosis,la paz,45238.0
2021-07-27,astrazeneca,1ra_dosis,oruro,8046.0
2021-07-27,astrazeneca,1ra_dosis,pando,19144.0
2021-07-27,astrazeneca,1ra_dosis,potosi,10167.0
2021-07-27,astrazeneca,1ra_dosis,santa cruz,38703.0
2021-07-27,astrazeneca,1ra_dosis,tarija,6848.0
2021-07-27,astrazeneca,2da_dosis,beni,11708.0
2021-07-27,astrazeneca,2da_dosis,chuquisaca,6645.0
2021-07-27,astrazeneca,2da_dosis,cochabamba,23815.0
2021-07-27,astrazeneca,2da_dosis,la paz,32341.0
2021-07-27,astrazeneca,2da_dosis,oruro,6899.0
2021-07-27,astrazeneca,2da_dosis,pando,11088.0
2021-07-27,astrazeneca,2da_dosis,potosi,5304.0
2021-07-27,astrazeneca,2da_dosis,santa cruz,18590.0
2021-07-27,astrazeneca,2da_dosis,tarija,4371.0
2021-07-27,janssen,dosis_unica,beni,0.0
2021-07-27,janssen,dosis_unica,chuquisaca,0.0
2021-07-27,janssen,dosis_unica,cochabamba,73.0
2021-07-27,janssen,dosis_unica,la paz,35893.0
2021-07-27,janssen,dosis_unica,oruro,71.0
2021-07-27,janssen,dosis_unica,pando,0.0
2021-07-27,janssen,dosis_unica,potosi,5569.0
2021-07-27,janssen,dosis_unica,santa cruz,108389.0
2021-07-27,janssen,dosis_unica,tarija,1189.0
2021-07-27,pfizer,1ra_dosis,beni,0.0
2021-07-27,pfizer,1ra_dosis,chuquisaca,8379.0
2021-07-27,pfizer,1ra_dosis,cochabamba,17622.0
2021-07-27,pfizer,1ra_dosis,la paz,29599.0
2021-07-27,pfizer,1ra_dosis,oruro,8949.0
2021-07-27,pfizer,1ra_dosis,pando,0.0
2021-07-27,pfizer,1ra_dosis,potosi,0.0
2021-07-27,pfizer,1ra_dosis,santa cruz,26508.0
2021-07-27,pfizer,1ra_dosis,tarija,5891.0
2021-07-27,pfizer,2da_dosis,beni,0.0
2021-07-27,pfizer,2da_dosis,chuquisaca,7830.0
2021-07-27,pfizer,2da_dosis,cochabamba,16919.0
2021-07-27,pfizer,2da_dosis,la paz,27775.0
2021-07-27,pfizer,2da_dosis,oruro,8278.0
2021-07-27,pfizer,2da_dosis,pando,0.0
2021-07-27,pfizer,2da_dosis,potosi,0.0
2021-07-27,pfizer,2da_dosis,santa cruz,25186.0
2021-07-27,pfizer,2da_dosis,tarija,5711.0
2021-07-27,sinopharm,1ra_dosis,beni,37570.0
2021-07-27,sinopharm,1ra_dosis,chuquisaca,95660.0
2021-07-27,sinopharm,1ra_dosis,cochabamba,276380.0
2021-07-27,sinopharm,1ra_dosis,la paz,339668.0
2021-07-27,sinopharm,1ra_dosis,oruro,82451.0
2021-07-27,sinopharm,1ra_dosis,pando,14622.0
2021-07-27,sinopharm,1ra_dosis,potosi,82996.0
2021-07-27,sinopharm,1ra_dosis,santa cruz,416349.0
2021-07-27,sinopharm,1ra_dosis,tarija,141380.0
2021-07-27,sinopharm,2da_dosis,beni,27775.0
2021-07-27,sinopharm,2da_dosis,chuquisaca,56752.0
2021-07-27,sinopharm,2da_dosis,cochabamba,195066.0
2021-07-27,sinopharm,2da_dosis,la paz,239987.0
2021-07-27,sinopharm,2da_dosis,oruro,49611.0
2021-07-27,sinopharm,2da_dosis,pando,9699.0
2021-07-27,sinopharm,2da_dosis,potosi,46976.0
2021-07-27,sinopharm,2da_dosis,santa cruz,323358.0
2021-07-27,sinopharm,2da_dosis,tarija,79254.0
2021-07-27,sputnik-v,1ra_dosis,beni,22037.0
2021-07-27,sputnik-v,1ra_dosis,chuquisaca,60125.0
2021-07-27,sputnik-v,1ra_dosis,cochabamba,189226.0
2021-07-27,sputnik-v,1ra_dosis,la paz,251547.0
2021-07-27,sputnik-v,1ra_dosis,oruro,42546.0
2021-07-27,sputnik-v,1ra_dosis,pando,8276.0
2021-07-27,sputnik-v,1ra_dosis,potosi,44249.0
2021-07-27,sputnik-v,1ra_dosis,santa cruz,372370.0
2021-07-27,sputnik-v,1ra_dosis,tarija,43707.0
2021-07-27,sputnik-v,2da_dosis,beni,2340.0
2021-07-27,sputnik-v,2da_dosis,chuquisaca,2233.0
2021-07-27,sputnik-v,2da_dosis,cochabamba,4843.0
2021-07-27,sputnik-v,2da_dosis,la paz,6518.0
2021-07-27,sputnik-v,2da_dosis,oruro,1934.0
2021-07-27,sputnik-v,2da_dosis,pando,1315.0
2021-07-27,sputnik-v,2da_dosis,potosi,2042.0
2021-07-27,sputnik-v,2da_dosis,santa cruz,9399.0
2021-07-27,sputnik-v,2da_dosis,tarija,2805.0
2021-07-27,total,1ra_dosis_suministradas,almacen nacional,0.0
2021-07-27,total,1ra_dosis_suministradas,beni,108223.0
2021-07-27,total,1ra_dosis_suministradas,chuquisaca,172184.0
2021-07-27,total,1ra_dosis_suministradas,cochabamba,515075.0
2021-07-27,total,1ra_dosis_suministradas,la paz,666052.0
2021-07-27,total,1ra_dosis_suministradas,oruro,141992.0
2021-07-27,total,1ra_dosis_suministradas,pando,42042.0
2021-07-27,total,1ra_dosis_suministradas,potosi,137412.0
2021-07-27,total,1ra_dosis_suministradas,santa cruz,853930.0
2021-07-27,total,1ra_dosis_suministradas,tarija,197826.0
2021-07-27,total,2da_dosis_suministradas,almacen nacional,0.0
2021-07-27,total,2da_dosis_suministradas,beni,41823.0
2021-07-27,total,2da_dosis_suministradas,chuquisaca,73460.0
2021-07-27,total,2da_dosis_suministradas,cochabamba,240716.0
2021-07-27,total,2da_dosis_suministradas,la paz,342514.0
2021-07-27,total,2da_dosis_suministradas,oruro,66793.0
2021-07-27,total,2da_dosis_suministradas,pando,22102.0
2021-07-27,total,2da_dosis_suministradas,potosi,59891.0
2021-07-27,total,2da_dosis_suministradas,santa cruz,484922.0
2021-07-27,total,2da_dosis_suministradas,tarija,93330.0
2021-07-27,total,dosis_entregadas,almacen nacional,47700.0
2021-07-27,total,dosis_entregadas,beni,333057.0
2021-07-27,total,dosis_entregadas,chuquisaca,497170.0
2021-07-27,total,dosis_entregadas,cochabamba,1176115.0
2021-07-27,total,dosis_entregadas,la paz,1525182.0
2021-07-27,total,dosis_entregadas,oruro,450232.0
