,La Paz,La Paz,La Paz,Cochabamba,Cochabamba,Cochabamba,Santa Cruz,Santa Cruz,Santa Cruz,Oruro,Oruro,Oruro,Potosi,Potosi,Potosi,Tarija,Tarija,Tarija,Chuquisaca,Chuquisaca,Chuquisaca,Beni,Beni,Beni,Pando,Pando,Pando
,Primera,Segunda,Unica,Primera,Segunda,Unica,Primera,Segunda,Unica,Primera,Segunda,Unica,Primera,Segunda,Unica,Primera,Segunda,Unica,Primera,Segunda,Unica,Primera,Segunda,Unica,Primera,Segunda,Unica
2021-08-19,702717,409051,121062,547501,338772,98478,935481,485410,224140,154144,95532,13482,142509,72672,20736,212009,137019,18558,181015,108592,16027,115140,51148,646,43000,25622,0
2021-08-20,705525,413685,124146,549761,341185,101138,938683,494514,229154,154751,97535,14481,142916,73387,21976,212448,138399,19342,181274,110328,16891,115572,52895,827,43081,25817,0
2021-08-21,707010,414384,125214,550262,341584,101792,939751,495854,229917,154881,97704,14756,143187,73500,22204,212504,138580,19582,181349,110873,17450,115583,52921,832,43101,25850,0
2021-08-22,708566,414590,125747,551146,341854,102753,941024,496720,232233,154887,97728,15095,143322,73605,22562,212514,138607,19587,181401,110990,17678,115592,52956,832,43102,25852,0
2021-08-23,710951,420822,128020,553116,344259,105182,944214,505757,237018,155518,99159,15737,143743,74858,23359,213071,140696,20262,181630,112906,18598,115995,54566,1035,43166,25994,0
2021-08-24,715041,431832,132918,557033,349972,109660,949602,520366,246848,156794,102846,17430,144517,77189,25496,213907,144985,21408,182091,116428,19932,116728,56831,1299,43289,26327,0
2021-08-25,718753,443325,138149,560242,364221,115936,954638,531886,256963,157792,104691,19020,145061,79028,26677,214654,148309,23333,182492,120397,21374,117402,58691,1498,43393,27002,0
2021-08-26,731838,451863,140839,570579,368590,118318,977697,535728,262904,160137,106157,19351,146444,82877,27022,218374,150386,24399,184609,121959,23019,118636,60327,1639,43519,27566,0
2021-08-27,736367,462658,147490,574389,368808,120186,985890,536430,268637,161156,107697,21715,147268,102343,42117,219286,154725,26037,185239,124693,25183,119397,61703,1816,43629,28111,0
2021-08-28,740993,464051,150254,577888,370347,124117,989360,538176,277858,161347,107872,22916,147885,103557,43595,219370,154872,26124,185545,125367,26229,119461,61882,1851,43648,28123,0
2021-08-29,745557,465643,152740,581486,371924,128173,993534,539856,286765,161376,107950,24148,148440,103921,44937,219399,154935,26187,185765,125821,27076,119524,62002,1852,43654,28129,0
2021-08-30,749780,471431,167491,583054,372822,130022,994976,541096,306993,161888,111188,26910,159697,105266,47862,220492,158599,26616,193399,131625,27443,123276,63457,2027,44335,28387,0
2021-08-31,755460,474538,171799,588860,375909,134515,1001434,545222,,163055,112046,28223,160919,107152,52040,221253,159887,27062,193888,135100,28309,123889,65585,2153,44555,29266,0
2021-09-01,756698,480736,178974,588880,376299,136315,1001483,546150,,164130,113405,28347,163074,109201,54973,221783,161058,27163,195932,138461,28622,124461,66672,2587,44935,29776,0
2021-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-03,759013,485585,188089,588961,378476,139057,1001617,548501,,165766,114879,28794,166007,112605,56970,222512,162472,27412,197447,140777,29131,125325,69029,3201,45869,30822,0
2021-09-04,759798,487996,190608,589022,379161,140025,1001679,550250,,166371,115337,29066,167140,114133,57763,222898,162872,27806,197922,141376,29328,125639,69765,3420,46283,30952,0
2021-09-05,759844,488232,191259,589022,379281,140321,1001693,551397,,166564,115373,29097,167356,114404,57985,222940,162925,27806,197935,141408,29349,125664,69819,3420,46283,30952,0
2021-09-06,760749,490839,193696,589044,381382,141719,1001759,554820,,167277,115871,29443,168559,116398,58986,223639,163966,28400,198442,142272,29647,126021,70945,3706,46832,31037,0
2021-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-08,764066,500069,197166,589891,391410,143623,1001860,565876,,168697,117198,29728,170703,119985,60554,225074,166485,29297,199442,144569,30168,127077,73056,4013,47309,31263,0
2021-09-09,765607,504156,198521,589984,393784,144504,1002688,573291,314997,169224,118622,29801,172088,121403,61110,225608,167484,29638,199926,146006,30363,127484,74047,4185,47478,31450,0
2021-09-10,767358,506997,199762,590261,395863,145540,1003888,577728,315022,169608,119494,29914,173331,122556,61599,226154,168441,29973,200342,146882,30664,127879,75355,4367,47745,31727,0
2021-09-11,767864,508316,200216,590263,396153,145849,1004030,578542,315025,169681,119564,29945,173547,122774,61800,226196,168590,30062,200473,147013,30708,127891,75381,4379,47755,31752,0
2021-09-12,768369,509613,200568,590267,396455,146150,1004208,578983,315025,169695,119585,29945,173692,122816,61949,226200,168596,30102,200521,147085,30715,127912,75382,4391,47759,31754,0
2021-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-14,772649,514546,203632,590278,399328,147959,1006656,585192,315035,170625,120718,30251,176239,124976,63079,227169,170893,30833,202013,148773,31288,128893,77591,4819,47980,32180,0
2021-09-15,774857,516421,205351,590299,401954,148745,1007778,588165,315040,171153,121549,30462,177837,125998,63647,227600,171395,31488,202603,149451,31549,129455,79274,5059,48096,32435,0
2021-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-18,781746,519164,207119,592479,406793,150212,1009394,592268,315055,171876,122833,30671,180152,127204,64978,228452,172386,32034,203728,150126,31864,130377,81349,5358,48298,32787,0
2021-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-20,787879,521777,209274,593814,421121,151651,1009535,604275,315065,172260,123641,30809,182417,128766,66075,229489,173928,32225,204697,151034,32515,130820,82917,5824,48419,32921,0
2021-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-22,799210,545983,212754,597436,458380,153039,1010842,647511,315082,173104,127701,31143,185113,130832,68930,230334,181752,32506,205794,155361,32921,131791,85360,6691,48673,33286,0
2021-09-23,799210,545983,212754,597436,458380,153039,1010842,647511,315082,173104,127701,31143,185113,130832,68930,230334,181752,32506,205794,155361,32921,131791,85360,6691,48673,33286,0
2021-09-24,802413,554396,213737,598893,464718,153477,1010852,649332,315085,173423,130963,31261,185871,131730,69835,230742,184184,32607,206190,156797,33098,132215,86168,6992,48690,33298,0
2021-09-25,804117,556207,214525,599276,466010,153691,1010857,649834,315088,173461,131687,31300,185905,131970,70278,230766,184387,32669,206347,157918,33116,132221,86183,7004,48691,33298,0
2021-09-26,805446,556815,215324,599503,466171,154014,1010858,650593,315088,173470,131803,31300,185918,131993,70617,230767,184392,32676,206390,157950,33121,132224,86188,7019,48691,33324,0
2021-09-27,810159,565709,217760,601556,470684,154948,1010987,661007,315092,173869,134175,31470,187039,134317,70943,231182,187007,32874,207115,159646,33447,132592,87272,7569,48778,33457,0
2021-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-29,817993,581773,222827,605362,477506,156278,1011489,677856,315098,174791,137556,31676,188445,137649,71231,231868,190144,33124,208072,162071,33890,133684,89148,8143,49002,33779,0
2021-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-01,821216,589961,225088,609196,481665,156780,1012839,685830,315103,175355,139080,31747,188659,138904,71260,232468,191872,33255,208553,163068,33969,134007,90218,8303,49080,33914,0
2021-10-02,821423,590586,225328,609723,481993,156972,1013090,686102,315103,175417,139251,31756,188688,139269,71267,232478,191894,33260,208645,163269,33978,134015,90218,8303,49084,33921,0
2021-10-03,821623,590924,225699,610370,482148,157244,1013291,686513,315103,175435,139257,31756,188713,139404,71267,232479,191898,33261,208737,163325,33982,134244,90522,8728,49088,33921,0
2021-10-04,824958,596929,228378,613488,485031,158676,1015265,690970,315567,176048,140499,32039,189956,142402,71807,232871,193169,33442,209323,164837,34413,135088,91727,9543,49436,34490,0
2021-10-05,826326,600602,229056,616104,486469,159182,1016839,694444,316153,176470,141298,32100,190263,143510,71887,233209,193941,33518,209706,165598,34574,135399,92713,9844,49475,34579,0
2021-10-06,827788,603839,229847,618229,487904,159971,1018293,697173,316719,176774,141945,32123,190637,144259,71926,233463,194538,33616,210036,166646,34666,135743,93981,10113,49586,34682,0
2021-10-07,829072,606446,230635,619961,489491,160665,1019533,699496,317393,177045,142501,32153,190841,144932,71985,233700,194977,33721,210332,167460,34761,135794,94166,10181,49649,34799,0
2021-10-08,830202,609727,231531,621902,491224,161269,1020950,702865,317899,177330,143123,32171,191079,145892,72077,233700,194977,33721,210612,168163,34869,136085,94890,10334,49719,34886,0
2021-10-09,830448,610159,231901,622154,491508,161518,1021261,703448,318002,177366,143243,32187,191093,145977,72085,233981,195546,33948,210644,168256,34877,136085,94893,10335,49719,34886,0
2021-10-10,830721,610186,232406,622482,491620,161956,1021525,703671,318057,177367,143248,32187,191166,146050,72090,233990,195564,33948,210668,168290,34882,136095,94898,10350,49802,34929,0
2021-10-11,832156,614306,234303,624595,494143,162708,1022231,705527,318282,177759,143895,32261,191724,147505,72199,234170,195834,34034,211087,168960,35105,136297,95735,10574,49886,35017,0
2021-10-12,833219,619240,235300,626242,496990,163240,1023542,716492,318572,178133,144411,32282,192041,148433,72252,234399,196312,34084,211507,169805,35251,136561,96672,10806,49942,35079,0
2021-10-13,834243,623842,236356,628044,499700,163568,1025113,727382,318749,178423,144898,32337,192401,149173,72362,234618,196773,34184,211879,170655,35347,136857,97594,11000,50038,35215,0
2021-10-14,835467,628172,237353,629886,503657,163979,1026715,739287,319023,178738,145470,32364,192750,149899,72430,234851,197157,34290,212207,171417,35470,137149,98439,11178,50112,35303,0
