fecha,casos,departamento,cantidad
2021-07-30,recuperados_acumulados,chuquisaca,21027
2021-07-30,recuperados_acumulados,cochabamba,65814
2021-07-30,recuperados_acumulados,la paz,76053
2021-07-30,recuperados_acumulados,oruro,21637
2021-07-30,recuperados_acumulados,pando,4263
2021-07-30,recuperados_acumulados,potosi,19817
2021-07-30,recuperados_acumulados,santa cruz,152182
2021-07-30,recuperados_acumulados,tarija,27794
2021-07-31,casos_activos,beni,835
2021-07-31,casos_activos,chuquisaca,8282
2021-07-31,casos_activos,cochabamba,2390
2021-07-31,casos_activos,la paz,18621
2021-07-31,casos_activos,oruro,529
2021-07-31,casos_activos,pando,2181
2021-07-31,casos_activos,potosi,1649
2021-07-31,casos_activos,santa cruz,5629
2021-07-31,casos_activos,tarija,7637
2021-07-31,casos_acumulados,beni,20212
2021-07-31,casos_acumulados,chuquisaca,30739
2021-07-31,casos_acumulados,cochabamba,71017
2021-07-31,casos_acumulados,la paz,97326
2021-07-31,casos_acumulados,oruro,23438
2021-07-31,casos_acumulados,pando,6764
2021-07-31,casos_acumulados,potosi,22269
2021-07-31,casos_acumulados,santa cruz,165362
2021-07-31,casos_acumulados,tarija,36379
2021-07-31,casos_nuevos,beni,3
2021-07-31,casos_nuevos,chuquisaca,58
2021-07-31,casos_nuevos,cochabamba,81
2021-07-31,casos_nuevos,la paz,183
2021-07-31,casos_nuevos,oruro,22
2021-07-31,casos_nuevos,pando,2
2021-07-31,casos_nuevos,potosi,55
2021-07-31,casos_nuevos,santa cruz,248
2021-07-31,casos_nuevos,tarija,41
2021-07-31,decesos_acumulados,beni,882
2021-07-31,decesos_acumulados,chuquisaca,1298
2021-07-31,decesos_acumulados,cochabamba,2695
2021-07-31,decesos_acumulados,la paz,2453
2021-07-31,decesos_acumulados,oruro,1262
2021-07-31,decesos_acumulados,pando,320
2021-07-31,decesos_acumulados,potosi,786
2021-07-31,decesos_acumulados,santa cruz,7199
2021-07-31,decesos_acumulados,tarija,926
2021-07-31,decesos_nuevos,beni,1
2021-07-31,decesos_nuevos,chuquisaca,3
2021-07-31,decesos_nuevos,cochabamba,0
2021-07-31,decesos_nuevos,la paz,3
2021-07-31,decesos_nuevos,oruro,0
2021-07-31,decesos_nuevos,pando,0
2021-07-31,decesos_nuevos,potosi,0
2021-07-31,decesos_nuevos,santa cruz,8
2021-07-31,decesos_nuevos,tarija,0
2021-07-31,recuperados_acumulados,beni,18495
2021-07-31,recuperados_acumulados,chuquisaca,21159
2021-07-31,recuperados_acumulados,cochabamba,65932
2021-07-31,recuperados_acumulados,la paz,76252
2021-07-31,recuperados_acumulados,oruro,21647
2021-07-31,recuperados_acumulados,pando,4263
2021-07-31,recuperados_acumulados,potosi,19834
2021-07-31,recuperados_acumulados,santa cruz,152534
2021-07-31,recuperados_acumulados,tarija,27816
2021-08-01,casos_activos,beni,825
2021-08-01,casos_activos,chuquisaca,8236
2021-08-01,casos_activos,cochabamba,2336
2021-08-01,casos_activos,la paz,18551
2021-08-01,casos_activos,oruro,534
2021-08-01,casos_activos,pando,2181
2021-08-01,casos_activos,potosi,1679
2021-08-01,casos_activos,santa cruz,5495
2021-08-01,casos_activos,tarija,7646
2021-08-01,casos_acumulados,beni,20217
2021-08-01,casos_acumulados,chuquisaca,30781
2021-08-01,casos_acumulados,cochabamba,71056
2021-08-01,casos_acumulados,la paz,97454
2021-08-01,casos_acumulados,oruro,23467
2021-08-01,casos_acumulados,pando,6764
2021-08-01,casos_acumulados,potosi,22304
2021-08-01,casos_acumulados,santa cruz,165460
2021-08-01,casos_acumulados,tarija,36396
2021-08-01,casos_nuevos,beni,5
2021-08-01,casos_nuevos,chuquisaca,42
2021-08-01,casos_nuevos,cochabamba,39
2021-08-01,casos_nuevos,la paz,128
2021-08-01,casos_nuevos,oruro,29
2021-08-01,casos_nuevos,pando,0
2021-08-01,casos_nuevos,potosi,35
2021-08-01,casos_nuevos,santa cruz,98
2021-08-01,casos_nuevos,tarija,17
2021-08-01,decesos_acumulados,beni,882
2021-08-01,decesos_acumulados,chuquisaca,1304
2021-08-01,decesos_acumulados,cochabamba,2696
2021-08-01,decesos_acumulados,la paz,2456
2021-08-01,decesos_acumulados,oruro,1266
2021-08-01,decesos_acumulados,pando,320
2021-08-01,decesos_acumulados,potosi,786
2021-08-01,decesos_acumulados,santa cruz,7200
2021-08-01,decesos_acumulados,tarija,929
2021-08-01,decesos_nuevos,beni,0
2021-08-01,decesos_nuevos,chuquisaca,6
2021-08-01,decesos_nuevos,cochabamba,1
2021-08-01,decesos_nuevos,la paz,3
2021-08-01,decesos_nuevos,oruro,4
2021-08-01,decesos_nuevos,pando,0
2021-08-01,decesos_nuevos,potosi,0
2021-08-01,decesos_nuevos,santa cruz,1
2021-08-01,decesos_nuevos,tarija,3
2021-08-01,recuperados_acumulados,beni,18510
2021-08-01,recuperados_acumulados,chuquisaca,21241
2021-08-01,recuperados_acumulados,cochabamba,66024
2021-08-01,recuperados_acumulados,la paz,76447
2021-08-01,recuperados_acumulados,oruro,21667
2021-08-01,recuperados_acumulados,pando,4263
2021-08-01,recuperados_acumulados,potosi,19839
2021-08-01,recuperados_acumulados,santa cruz,152765
2021-08-01,recuperados_acumulados,tarija,27821
2021-08-02,casos_activos,beni,632
2021-08-02,casos_activos,chuquisaca,8137
2021-08-02,casos_activos,cochabamba,2257
2021-08-02,casos_activos,la paz,18431
2021-08-02,casos_activos,oruro,534
2021-08-02,casos_activos,pando,2165
2021-08-02,casos_activos,potosi,1656
2021-08-02,casos_activos,santa cruz,5431
2021-08-02,casos_activos,tarija,7668
2021-08-02,casos_acumulados,beni,20224
2021-08-02,casos_acumulados,chuquisaca,30838
2021-08-02,casos_acumulados,cochabamba,71192
2021-08-02,casos_acumulados,la paz,97493
2021-08-02,casos_acumulados,oruro,23470
2021-08-02,casos_acumulados,pando,6767
2021-08-02,casos_acumulados,potosi,22335
2021-08-02,casos_acumulados,santa cruz,165727
2021-08-02,casos_acumulados,tarija,36492
2021-08-02,casos_nuevos,beni,7
2021-08-02,casos_nuevos,chuquisaca,57
2021-08-02,casos_nuevos,cochabamba,136
2021-08-02,casos_nuevos,la paz,39
2021-08-02,casos_nuevos,oruro,3
2021-08-02,casos_nuevos,pando,3
2021-08-02,casos_nuevos,potosi,31
2021-08-02,casos_nuevos,santa cruz,267
2021-08-02,casos_nuevos,tarija,96
2021-08-02,decesos_acumulados,beni,883
2021-08-02,decesos_acumulados,chuquisaca,1309
2021-08-02,decesos_acumulados,cochabamba,2700
2021-08-02,decesos_acumulados,la paz,2458
2021-08-02,decesos_acumulados,oruro,1266
2021-08-02,decesos_acumulados,pando,320
2021-08-02,decesos_acumulados,potosi,791
2021-08-02,decesos_acumulados,santa cruz,7201
2021-08-02,decesos_acumulados,tarija,931
2021-08-02,decesos_nuevos,beni,1
2021-08-02,decesos_nuevos,chuquisaca,5
2021-08-02,decesos_nuevos,cochabamba,4
2021-08-02,decesos_nuevos,la paz,2
2021-08-02,decesos_nuevos,oruro,0
2021-08-02,decesos_nuevos,pando,0
2021-08-02,decesos_nuevos,potosi,5
2021-08-02,decesos_nuevos,santa cruz,1
2021-08-02,decesos_nuevos,tarija,2
2021-08-02,indice_de_positividad,beni,30
2021-08-02,indice_de_positividad,chuquisaca,28
2021-08-02,indice_de_positividad,cochabamba,19
2021-08-02,indice_de_positividad,la paz,62
2021-08-02,indice_de_positividad,oruro,28
2021-08-02,indice_de_positividad,pando,26
2021-08-02,indice_de_positividad,potosi,28
2021-08-02,indice_de_positividad,santa cruz,20
2021-08-02,indice_de_positividad,tarija,32
2021-08-02,indice_de_positividad_promedio,beni,31
2021-08-02,indice_de_positividad_promedio,chuquisaca,24
2021-08-02,indice_de_positividad_promedio,cochabamba,21
2021-08-02,indice_de_positividad_promedio,la paz,21
2021-08-02,indice_de_positividad_promedio,oruro,28
2021-08-02,indice_de_positividad_promedio,pando,28
2021-08-02,indice_de_positividad_promedio,potosi,28
2021-08-02,indice_de_positividad_promedio,santa cruz,26
2021-08-02,indice_de_positividad_promedio,tarija,33
2021-08-02,recuperados_acumulados,beni,18709
2021-08-02,recuperados_acumulados,chuquisaca,21392
2021-08-02,recuperados_acumulados,cochabamba,66235
2021-08-02,recuperados_acumulados,la paz,76604
2021-08-02,recuperados_acumulados,oruro,21670
2021-08-02,recuperados_acumulados,pando,4282
2021-08-02,recuperados_acumulados,potosi,19888
2021-08-02,recuperados_acumulados,santa cruz,153095
2021-08-02,recuperados_acumulados,tarija,27893
2021-08-03,casos_activos,beni,398
2021-08-03,casos_activos,chuquisaca,8083
2021-08-03,casos_activos,cochabamba,2206
2021-08-03,casos_activos,la paz,18378
2021-08-03,casos_activos,oruro,558
2021-08-03,casos_activos,pando,2161
2021-08-03,casos_activos,potosi,1666
2021-08-03,casos_activos,santa cruz,5445
2021-08-03,casos_activos,tarija,7655
2021-08-03,casos_acumulados,beni,20232
2021-08-03,casos_acumulados,chuquisaca,30906
2021-08-03,casos_acumulados,cochabamba,71343
2021-08-03,casos_acumulados,la paz,97625
2021-08-03,casos_acumulados,oruro,23501
2021-08-03,casos_acumulados,pando,6768
2021-08-03,casos_acumulados,potosi,22370
2021-08-03,casos_acumulados,santa cruz,165933
2021-08-03,casos_acumulados,tarija,36587
2021-08-03,casos_nuevos,beni,8
2021-08-03,casos_nuevos,chuquisaca,68
2021-08-03,casos_nuevos,cochabamba,151
2021-08-03,casos_nuevos,la paz,132
2021-08-03,casos_nuevos,oruro,31
2021-08-03,casos_nuevos,pando,1
2021-08-03,casos_nuevos,potosi,35
2021-08-03,casos_nuevos,santa cruz,206
2021-08-03,casos_nuevos,tarija,95
2021-08-03,decesos_acumulados,beni,886
2021-08-03,decesos_acumulados,chuquisaca,1310
2021-08-03,decesos_acumulados,cochabamba,2701
2021-08-03,decesos_acumulados,la paz,2462
2021-08-03,decesos_acumulados,oruro,1268
2021-08-03,decesos_acumulados,pando,320
2021-08-03,decesos_acumulados,potosi,791
2021-08-03,decesos_acumulados,santa cruz,7209
2021-08-03,decesos_acumulados,tarija,935
2021-08-03,decesos_nuevos,beni,3
2021-08-03,decesos_nuevos,chuquisaca,1
2021-08-03,decesos_nuevos,cochabamba,1
2021-08-03,decesos_nuevos,la paz,4
2021-08-03,decesos_nuevos,oruro,2
2021-08-03,decesos_nuevos,pando,0
2021-08-03,decesos_nuevos,potosi,0
2021-08-03,decesos_nuevos,santa cruz,8
2021-08-03,decesos_nuevos,tarija,4
2021-08-03,indice_de_positividad,beni,30
2021-08-03,indice_de_positividad,chuquisaca,28
2021-08-03,indice_de_positividad,cochabamba,19
2021-08-03,indice_de_positividad,la paz,62
2021-08-03,indice_de_positividad,oruro,28
2021-08-03,indice_de_positividad,pando,26
2021-08-03,indice_de_positividad,potosi,28
2021-08-03,indice_de_positividad,santa cruz,20
2021-08-03,indice_de_positividad,tarija,32
2021-08-03,indice_de_positividad_promedio,beni,31
2021-08-03,indice_de_positividad_promedio,chuquisaca,24
2021-08-03,indice_de_positividad_promedio,cochabamba,21
2021-08-03,indice_de_positividad_promedio,la paz,21
2021-08-03,indice_de_positividad_promedio,oruro,28
2021-08-03,indice_de_positividad_promedio,pando,28
2021-08-03,indice_de_positividad_promedio,potosi,28
2021-08-03,indice_de_positividad_promedio,santa cruz,26
2021-08-03,indice_de_positividad_promedio,tarija,33
2021-08-03,recuperados_acumulados,beni,18948
2021-08-03,recuperados_acumulados,chuquisaca,21513
2021-08-03,recuperados_acumulados,cochabamba,66436
2021-08-03,recuperados_acumulados,la paz,76785
2021-08-03,recuperados_acumulados,oruro,21675
2021-08-03,recuperados_acumulados,pando,4287
2021-08-03,recuperados_acumulados,potosi,19913
2021-08-03,recuperados_acumulados,santa cruz,153279
2021-08-03,recuperados_acumulados,tarija,27997
2021-08-05,casos_activos,beni,294
2021-08-05,casos_activos,chuquisaca,7966
2021-08-05,casos_activos,cochabamba,2018
2021-08-05,casos_activos,la paz,18213
2021-08-05,casos_activos,oruro,558
2021-08-05,casos_activos,pando,2117
2021-08-05,casos_activos,potosi,1681
2021-08-05,casos_activos,santa cruz,5526
2021-08-05,casos_activos,tarija,7575
2021-08-05,casos_acumulados,beni,20249
2021-08-05,casos_acumulados,chuquisaca,31043
2021-08-05,casos_acumulados,cochabamba,71640
2021-08-05,casos_acumulados,la paz,97911
2021-08-05,casos_acumulados,oruro,23545
2021-08-05,casos_acumulados,pando,6771
2021-08-05,casos_acumulados,potosi,22469
2021-08-05,casos_acumulados,santa cruz,166440
2021-08-05,casos_acumulados,tarija,36724
2021-08-05,casos_nuevos,beni,5
2021-08-05,casos_nuevos,chuquisaca,76
2021-08-05,casos_nuevos,cochabamba,106
2021-08-05,casos_nuevos,la paz,175
2021-08-05,casos_nuevos,oruro,20
2021-08-05,casos_nuevos,pando,1
2021-08-05,casos_nuevos,potosi,25
2021-08-05,casos_nuevos,santa cruz,222
2021-08-05,casos_nuevos,tarija,68
2021-08-05,decesos_acumulados,beni,887
2021-08-05,decesos_acumulados,chuquisaca,1318
2021-08-05,decesos_acumulados,cochabamba,2705
2021-08-05,decesos_acumulados,la paz,2471
2021-08-05,decesos_acumulados,oruro,1277
2021-08-05,decesos_acumulados,pando,320
2021-08-05,decesos_acumulados,potosi,794
2021-08-05,decesos_acumulados,santa cruz,7226
2021-08-05,decesos_acumulados,tarija,937
2021-08-05,decesos_nuevos,beni,1
2021-08-05,decesos_nuevos,chuquisaca,1
2021-08-05,decesos_nuevos,cochabamba,4
2021-08-05,decesos_nuevos,la paz,5
2021-08-05,decesos_nuevos,oruro,7
2021-08-05,decesos_nuevos,pando,0
2021-08-05,decesos_nuevos,potosi,2
2021-08-05,decesos_nuevos,santa cruz,5
2021-08-05,decesos_nuevos,tarija,0
2021-08-05,indice_de_positividad,beni,30
2021-08-05,indice_de_positividad,chuquisaca,28
2021-08-05,indice_de_positividad,cochabamba,19
2021-08-05,indice_de_positividad,la paz,62
2021-08-05,indice_de_positividad,oruro,28
2021-08-05,indice_de_positividad,pando,26
2021-08-05,indice_de_positividad,potosi,28
2021-08-05,indice_de_positividad,santa cruz,20
2021-08-05,indice_de_positividad,tarija,32
2021-08-05,indice_de_positividad_promedio,beni,31
2021-08-05,indice_de_positividad_promedio,chuquisaca,24
2021-08-05,indice_de_positividad_promedio,cochabamba,21
2021-08-05,indice_de_positividad_promedio,la paz,21
2021-08-05,indice_de_positividad_promedio,oruro,28
2021-08-05,indice_de_positividad_promedio,pando,28
2021-08-05,indice_de_positividad_promedio,potosi,28
2021-08-05,indice_de_positividad_promedio,santa cruz,26
2021-08-05,indice_de_positividad_promedio,tarija,33
2021-08-05,recuperados_acumulados,beni,19068
2021-08-05,recuperados_acumulados,chuquisaca,21759
2021-08-05,recuperados_acumulados,cochabamba,66917
2021-08-05,recuperados_acumulados,la paz,77227
2021-08-05,recuperados_acumulados,oruro,21710
2021-08-05,recuperados_acumulados,pando,4334
2021-08-05,recuperados_acumulados,potosi,19994
2021-08-05,recuperados_acumulados,santa cruz,153688
2021-08-05,recuperados_acumulados,tarija,28212
2021-08-06,casos_activos,beni,302
2021-08-06,casos_activos,chuquisaca,7927
2021-08-06,casos_activos,cochabamba,1822
2021-08-06,casos_activos,la paz,18136
2021-08-06,casos_activos,oruro,559
2021-08-06,casos_activos,pando,2115
2021-08-06,casos_activos,potosi,1725
2021-08-06,casos_activos,santa cruz,5314
2021-08-06,casos_activos,tarija,7579
2021-08-06,casos_acumulados,beni,20257
2021-08-06,casos_acumulados,chuquisaca,31138
2021-08-06,casos_acumulados,cochabamba,71720
2021-08-06,casos_acumulados,la paz,98030
2021-08-06,casos_acumulados,oruro,23568
2021-08-06,casos_acumulados,pando,6771
2021-08-06,casos_acumulados,potosi,22525
2021-08-06,casos_acumulados,santa cruz,166509
2021-08-06,casos_acumulados,tarija,36741
2021-08-06,casos_nuevos,beni,8
2021-08-06,casos_nuevos,chuquisaca,95
2021-08-06,casos_nuevos,cochabamba,80
2021-08-06,casos_nuevos,la paz,119
2021-08-06,casos_nuevos,oruro,23
2021-08-06,casos_nuevos,pando,0
2021-08-06,casos_nuevos,potosi,56
2021-08-06,casos_nuevos,santa cruz,69
2021-08-06,casos_nuevos,tarija,17
2021-08-06,decesos_acumulados,beni,887
2021-08-06,decesos_acumulados,chuquisaca,1321
2021-08-06,decesos_acumulados,cochabamba,2705
2021-08-06,decesos_acumulados,la paz,2475
2021-08-06,decesos_acumulados,oruro,1277
2021-08-06,decesos_acumulados,pando,320
2021-08-06,decesos_acumulados,potosi,794
2021-08-06,decesos_acumulados,santa cruz,7240
2021-08-06,decesos_acumulados,tarija,940
2021-08-06,decesos_nuevos,beni,0
2021-08-06,decesos_nuevos,chuquisaca,3
2021-08-06,decesos_nuevos,cochabamba,0
2021-08-06,decesos_nuevos,la paz,4
2021-08-06,decesos_nuevos,oruro,0
2021-08-06,decesos_nuevos,pando,0
2021-08-06,decesos_nuevos,potosi,0
2021-08-06,decesos_nuevos,santa cruz,14
2021-08-06,decesos_nuevos,tarija,3
2021-08-06,indice_de_positividad,beni,30
2021-08-06,indice_de_positividad,chuquisaca,28
2021-08-06,indice_de_positividad,cochabamba,19
2021-08-06,indice_de_positividad,la paz,62
2021-08-06,indice_de_positividad,oruro,28
2021-08-06,indice_de_positividad,pando,26
2021-08-06,indice_de_positividad,potosi,28
2021-08-06,indice_de_positividad,santa cruz,20
2021-08-06,indice_de_positividad,tarija,32
2021-08-06,indice_de_positividad_promedio,beni,31
2021-08-06,indice_de_positividad_promedio,chuquisaca,24
2021-08-06,indice_de_positividad_promedio,cochabamba,21
2021-08-06,indice_de_positividad_promedio,la paz,21
2021-08-06,indice_de_positividad_promedio,oruro,28
2021-08-06,indice_de_positividad_promedio,pando,28
2021-08-06,indice_de_positividad_promedio,potosi,28
2021-08-06,indice_de_positividad_promedio,santa cruz,26
2021-08-06,indice_de_positividad_promedio,tarija,33
2021-08-06,recuperados_acumulados,beni,19068
2021-08-06,recuperados_acumulados,chuquisaca,21890
2021-08-06,recuperados_acumulados,cochabamba,67193
2021-08-06,recuperados_acumulados,la paz,77419
2021-08-06,recuperados_acumulados,oruro,21732
2021-08-06,recuperados_acumulados,pando,4336
2021-08-06,recuperados_acumulados,potosi,20006
2021-08-06,recuperados_acumulados,santa cruz,153955
2021-08-06,recuperados_acumulados,tarija,28222
2021-08-07,casos_activos,beni,305
2021-08-07,casos_activos,chuquisaca,7916
2021-08-07,casos_activos,cochabamba,1713
2021-08-07,casos_activos,la paz,18014
2021-08-07,casos_activos,oruro,561
2021-08-07,casos_activos,pando,2061
2021-08-07,casos_activos,potosi,1702
2021-08-07,casos_activos,santa cruz,5189
2021-08-07,casos_activos,tarija,7596
2021-08-07,casos_acumulados,beni,20266
2021-08-07,casos_acumulados,chuquisaca,31211
2021-08-07,casos_acumulados,cochabamba,71784
2021-08-07,casos_acumulados,la paz,98092
2021-08-07,casos_acumulados,oruro,23576
2021-08-07,casos_acumulados,pando,6771
2021-08-07,casos_acumulados,potosi,22536
2021-08-07,casos_acumulados,santa cruz,166691
2021-08-07,casos_acumulados,tarija,36766
2021-08-07,casos_nuevos,beni,9
2021-08-07,casos_nuevos,chuquisaca,73
2021-08-07,casos_nuevos,cochabamba,64
2021-08-07,casos_nuevos,la paz,62
2021-08-07,casos_nuevos,oruro,8
2021-08-07,casos_nuevos,pando,0
2021-08-07,casos_nuevos,potosi,11
2021-08-07,casos_nuevos,santa cruz,182
2021-08-07,casos_nuevos,tarija,25
2021-08-07,decesos_acumulados,beni,887
2021-08-07,decesos_acumulados,chuquisaca,1322
2021-08-07,decesos_acumulados,cochabamba,2709
2021-08-07,decesos_acumulados,la paz,2478
2021-08-07,decesos_acumulados,oruro,1279
2021-08-07,decesos_acumulados,pando,321
2021-08-07,decesos_acumulados,potosi,795
2021-08-07,decesos_acumulados,santa cruz,7240
2021-08-07,decesos_acumulados,tarija,940
2021-08-07,decesos_nuevos,beni,0
2021-08-07,decesos_nuevos,chuquisaca,1
2021-08-07,decesos_nuevos,cochabamba,4
2021-08-07,decesos_nuevos,la paz,3
2021-08-07,decesos_nuevos,oruro,2
2021-08-07,decesos_nuevos,pando,1
2021-08-07,decesos_nuevos,potosi,1
2021-08-07,decesos_nuevos,santa cruz,0
2021-08-07,decesos_nuevos,tarija,0
2021-08-07,indice_de_positividad,beni,30
2021-08-07,indice_de_positividad,chuquisaca,28
2021-08-07,indice_de_positividad,cochabamba,19
2021-08-07,indice_de_positividad,la paz,62
2021-08-07,indice_de_positividad,oruro,28
2021-08-07,indice_de_positividad,pando,26
2021-08-07,indice_de_positividad,potosi,28
2021-08-07,indice_de_positividad,santa cruz,20
2021-08-07,indice_de_positividad,tarija,32
2021-08-07,indice_de_positividad_promedio,beni,31
2021-08-07,indice_de_positividad_promedio,chuquisaca,24
2021-08-07,indice_de_positividad_promedio,cochabamba,21
2021-08-07,indice_de_positividad_promedio,la paz,21
2021-08-07,indice_de_positividad_promedio,oruro,28
2021-08-07,indice_de_positividad_promedio,pando,28
2021-08-07,indice_de_positividad_promedio,potosi,28
2021-08-07,indice_de_positividad_promedio,santa cruz,26
2021-08-07,indice_de_positividad_promedio,tarija,33
2021-08-07,recuperados_acumulados,beni,19074
2021-08-07,recuperados_acumulados,chuquisaca,21973
2021-08-07,recuperados_acumulados,cochabamba,67362
2021-08-07,recuperados_acumulados,la paz,77600
2021-08-07,recuperados_acumulados,oruro,21736
2021-08-07,recuperados_acumulados,pando,4389
2021-08-07,recuperados_acumulados,potosi,20039
2021-08-07,recuperados_acumulados,santa cruz,154262
2021-08-07,recuperados_acumulados,tarija,28230
2021-08-08,casos_activos,beni,311
2021-08-08,casos_activos,chuquisaca,7886
2021-08-08,casos_activos,cochabamba,1700
2021-08-08,casos_activos,la paz,17906
2021-08-08,casos_activos,oruro,559
2021-08-08,casos_activos,pando,2061
2021-08-08,casos_activos,potosi,1691
2021-08-08,casos_activos,santa cruz,5001
2021-08-08,casos_activos,tarija,7607
2021-08-08,casos_acumulados,beni,20272
2021-08-08,casos_acumulados,chuquisaca,31307
2021-08-08,casos_acumulados,cochabamba,71840
2021-08-08,casos_acumulados,la paz,98155
2021-08-08,casos_acumulados,oruro,23582
2021-08-08,casos_acumulados,pando,6771
2021-08-08,casos_acumulados,potosi,22552
2021-08-08,casos_acumulados,santa cruz,166801
2021-08-08,casos_acumulados,tarija,36780
2021-08-08,casos_nuevos,beni,6
2021-08-08,casos_nuevos,chuquisaca,96
2021-08-08,casos_nuevos,cochabamba,56
2021-08-08,casos_nuevos,la paz,63
2021-08-08,casos_nuevos,oruro,6
2021-08-08,casos_nuevos,pando,0
2021-08-08,casos_nuevos,potosi,16
2021-08-08,casos_nuevos,santa cruz,110
2021-08-08,casos_nuevos,tarija,14
2021-08-08,decesos_acumulados,beni,887
2021-08-08,decesos_acumulados,chuquisaca,1324
2021-08-08,decesos_acumulados,cochabamba,2710
2021-08-08,decesos_acumulados,la paz,2480
2021-08-08,decesos_acumulados,oruro,1281
2021-08-08,decesos_acumulados,pando,321
2021-08-08,decesos_acumulados,potosi,797
2021-08-08,decesos_acumulados,santa cruz,7240
2021-08-08,decesos_acumulados,tarija,943
2021-08-08,decesos_nuevos,beni,0
2021-08-08,decesos_nuevos,chuquisaca,2
2021-08-08,decesos_nuevos,cochabamba,1
2021-08-08,decesos_nuevos,la paz,2
2021-08-08,decesos_nuevos,oruro,2
2021-08-08,decesos_nuevos,pando,0
2021-08-08,decesos_nuevos,potosi,2
2021-08-08,decesos_nuevos,santa cruz,0
2021-08-08,decesos_nuevos,tarija,3
2021-08-08,indice_de_positividad,beni,30
2021-08-08,indice_de_positividad,chuquisaca,28
2021-08-08,indice_de_positividad,cochabamba,19
2021-08-08,indice_de_positividad,la paz,62
2021-08-08,indice_de_positividad,oruro,28
2021-08-08,indice_de_positividad,pando,26
2021-08-08,indice_de_positividad,potosi,28
2021-08-08,indice_de_positividad,santa cruz,20
2021-08-08,indice_de_positividad,tarija,32
2021-08-08,indice_de_positividad_promedio,beni,31
2021-08-08,indice_de_positividad_promedio,chuquisaca,24
2021-08-08,indice_de_positividad_promedio,cochabamba,20
2021-08-08,indice_de_positividad_promedio,la paz,21
2021-08-08,indice_de_positividad_promedio,oruro,28
2021-08-08,indice_de_positividad_promedio,pando,28
2021-08-08,indice_de_positividad_promedio,potosi,28
2021-08-08,indice_de_positividad_promedio,santa cruz,26
2021-08-08,indice_de_positividad_promedio,tarija,32
2021-08-08,recuperados_acumulados,beni,19074
2021-08-08,recuperados_acumulados,chuquisaca,22097
2021-08-08,recuperados_acumulados,cochabamba,67430
2021-08-08,recuperados_acumulados,la paz,77769
2021-08-08,recuperados_acumulados,oruro,21742
2021-08-08,recuperados_acumulados,pando,4389
2021-08-08,recuperados_acumulados,potosi,20064
2021-08-08,recuperados_acumulados,santa cruz,154560
2021-08-08,recuperados_acumulados,tarija,28230
2021-08-09,casos_activos,beni,261
2021-08-09,casos_activos,chuquisaca,7808
2021-08-09,casos_activos,cochabamba,1649
2021-08-09,casos_activos,la paz,17762
2021-08-09,casos_activos,oruro,372
2021-08-09,casos_activos,pando,2046
2021-08-09,casos_activos,potosi,1702
2021-08-09,casos_activos,santa cruz,4953
2021-08-09,casos_activos,tarija,7576
2021-08-09,casos_acumulados,beni,20280
2021-08-09,casos_acumulados,chuquisaca,31359
2021-08-09,casos_acumulados,cochabamba,71993
2021-08-09,casos_acumulados,la paz,98181
2021-08-09,casos_acumulados,oruro,23589
2021-08-09,casos_acumulados,pando,6771
2021-08-09,casos_acumulados,potosi,22577
2021-08-09,casos_acumulados,santa cruz,167045
2021-08-09,casos_acumulados,tarija,36873
2021-08-09,casos_nuevos,beni,8
2021-08-09,casos_nuevos,chuquisaca,52
2021-08-09,casos_nuevos,cochabamba,153
2021-08-09,casos_nuevos,la paz,26
2021-08-09,casos_nuevos,oruro,7
2021-08-09,casos_nuevos,pando,0
2021-08-09,casos_nuevos,potosi,25
2021-08-09,casos_nuevos,santa cruz,244
2021-08-09,casos_nuevos,tarija,93
2021-08-09,decesos_acumulados,beni,887
2021-08-09,decesos_acumulados,chuquisaca,1326
2021-08-09,decesos_acumulados,cochabamba,2716
2021-08-09,decesos_acumulados,la paz,2482
2021-08-09,decesos_acumulados,oruro,1286
2021-08-09,decesos_acumulados,pando,321
2021-08-09,decesos_acumulados,potosi,798
2021-08-09,decesos_acumulados,santa cruz,7242
2021-08-09,decesos_acumulados,tarija,946
2021-08-09,decesos_nuevos,beni,0
2021-08-09,decesos_nuevos,chuquisaca,2
2021-08-09,decesos_nuevos,cochabamba,6
2021-08-09,decesos_nuevos,la paz,2
2021-08-09,decesos_nuevos,oruro,5
2021-08-09,decesos_nuevos,pando,0
2021-08-09,decesos_nuevos,potosi,1
2021-08-09,decesos_nuevos,santa cruz,2
2021-08-09,decesos_nuevos,tarija,3
2021-08-09,indice_de_positividad,beni,28
2021-08-09,indice_de_positividad,chuquisaca,28
2021-08-09,indice_de_positividad,cochabamba,19
2021-08-09,indice_de_positividad,la paz,62
2021-08-09,indice_de_positividad,oruro,28
2021-08-09,indice_de_positividad,pando,26
2021-08-09,indice_de_positividad,potosi,28
2021-08-09,indice_de_positividad,santa cruz,20
2021-08-09,indice_de_positividad,tarija,32
2021-08-09,indice_de_positividad_promedio,beni,31
2021-08-09,indice_de_positividad_promedio,chuquisaca,24
2021-08-09,indice_de_positividad_promedio,cochabamba,20
2021-08-09,indice_de_positividad_promedio,la paz,21
2021-08-09,indice_de_positividad_promedio,oruro,28
2021-08-09,indice_de_positividad_promedio,pando,28
2021-08-09,indice_de_positividad_promedio,potosi,28
2021-08-09,indice_de_positividad_promedio,santa cruz,26
2021-08-09,indice_de_positividad_promedio,tarija,32
