,2020-03-01,2020-03-08,2020-03-15,2020-03-22,2020-03-29,2020-04-05,2020-04-12,2020-04-19,2020-04-26,2020-05-03,2020-05-10,2020-05-17,2020-05-24,2020-05-31,2020-06-07,2020-06-14,2020-06-21,2020-06-28,2020-07-05,2020-07-12,2020-07-19,2020-07-26,2020-08-02,2020-08-09,2020-08-16,2020-08-23,2020-08-30,2020-09-06,2020-09-13,2020-09-20,2020-09-27,2020-10-04,2020-10-11,2020-10-18,2020-10-25,2020-11-01,2020-11-08,2020-11-15,2020-11-22,2020-11-29,2020-12-06,2020-12-13,2020-12-20,2020-12-27,2021-01-03,2021-01-10,2021-01-17,2021-01-24,2021-01-31,2021-02-07,2021-02-14,2021-02-21,2021-02-28,2021-03-07,2021-03-14,2021-03-21,2021-03-28,2021-04-04,2021-04-11,2021-04-18,2021-04-25,2021-05-02,2021-05-09,2021-05-16,2021-05-23,2021-05-30,2021-06-06,2021-06-13,2021-06-20,2021-06-27,2021-07-04,2021-07-11,2021-07-18,2021-07-25,2021-08-01,2021-08-08,2021-08-15,2021-08-22,2021-08-29,2021-09-05,2021-09-12,2021-09-19,2021-09-26,2021-10-03,2021-10-10,2021-10-17,2021-10-24,2021-10-31,2021-11-07,2021-11-14,2021-11-21,2021-11-28,2021-12-05,2021-12-12,2021-12-19,2021-12-26,2022-01-02
157,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,20.25,0.0,4.5,0.0,23.25,0.0,4.25,0.0,8.75,0.0,0.0,0.0,0.0,12.75,20.0,0.0,11.0,11.75,12.5,18.0,13.25,8.75,4.75,18.25,0.0,29.5,23.5,3.75,21.25,47.25,34.0,35.5,33.0,25.0,20.75,9.25,19.0,13.5,9.75,9.25,19.75,0.0,0.0,0.0,16.0,0.0,6.25,0.0,0.0,36.0,,,,,,,,,,,,,,,,,,,,
158,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,11.25,16.25,6.25,3.0,0.0,0.0,7.25,0.0,0.0,14.0,7.75,0.0,2.75,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,6.5,9.25,0.0,15.5,23.0,21.25,80.0,42.0,83.25,26.75,9.75,16.5,13.25,15.25,29.5,33.75,31.0,0.0,34.25,0.0,7.0,26.0,6.75,0.0,3.5,20.75,0.0,15.75,,,,,,,,,,,,,,,,,,,,
159,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.25,0.0,0.0,0.0,17.75,0.0,5.0,0.0,4.5,0.0,4.0,0.0,0.0,18.75,18.25,0.0,38.25,4.5,14.25,22.25,11.25,4.25,11.25,11.75,0.0,11.25,40.25,6.0,27.5,29.5,29.0,17.0,34.75,36.0,29.25,12.25,25.25,10.75,32.5,19.5,21.25,0.0,0.0,0.0,7.5,0.0,0.0,13.75,0.0,17.5,40.75,,,,,,,,,,,,,,,,,,,
160,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.25,0.0,0.0,0.0,19.5,0.0,18.25,0.0,8.25,0.0,11.5,0.0,0.0,15.0,33.0,0.0,12.75,5.25,10.0,13.25,12.0,16.75,6.25,27.25,0.0,31.25,26.75,10.25,36.5,49.25,28.75,41.5,41.25,35.5,20.0,36.0,33.25,9.5,20.0,13.5,18.0,0.0,0.0,0.0,0.0,0.0,17.0,20.25,0.0,18.5,35.0,,,,,,,,,,,,,,,,,,,
161,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,0.0,0.0,0.0,19.5,0.0,12.0,0.0,8.25,0.0,5.75,0.0,0.0,15.0,20.75,0.0,11.25,10.25,15.0,13.25,6.25,15.5,10.75,31.0,0.0,36.0,25.5,4.75,24.25,24.75,27.5,49.5,40.25,33.5,28.75,29.5,22.25,14.0,13.0,13.5,16.75,0.0,0.0,0.0,0.0,0.0,17.0,13.5,0.0,16.0,28.0,,,,,,,,,,,,,,,,,,,
162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,5.25,0.0,19.0,0.0,12.75,0.0,4.75,0.0,9.75,0.0,0.0,0.0,17.0,0.0,30.0,8.5,32.75,27.5,9.25,0.0,10.25,25.0,0.0,21.0,24.0,15.5,16.75,65.0,38.0,14.0,48.25,9.25,18.5,28.75,26.5,22.25,15.25,28.5,8.25,0.0,0.0,0.0,4.75,0.0,13.5,11.0,0.0,24.5,32.5,36.5,,,,,,,,,,,,,,,,,,
163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,8.25,8.0,8.25,0.0,0.0,15.5,8.0,0.0,0.0,7.75,8.0,0.0,9.5,0.0,8.25,32.75,16.0,7.5,0.0,0.0,0.0,22.0,21.75,22.5,49.25,57.0,89.75,47.25,82.5,36.0,47.5,29.5,42.75,0.0,0.0,39.5,15.25,50.25,0.0,0.0,0.0,0.0,0.0,38.0,47.75,0.0,8.75,0.0,0.0,,,,,,,,,,,,,,,,,,
164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,15.5,0.0,21.0,0.0,4.25,0.0,14.75,0.0,0.0,0.0,0.0,24.75,20.0,0.0,14.5,5.0,27.0,22.75,0.0,14.0,12.0,40.5,0.0,18.5,27.0,16.5,38.0,65.25,44.75,36.0,51.0,29.25,22.0,30.0,15.5,16.0,8.0,18.0,17.0,0.0,0.0,0.0,16.5,0.0,11.0,4.75,0.0,20.75,15.5,0.0,,,,,,,,,,,,,,,,,,
165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,9.25,0.0,20.5,0.0,4.5,0.0,0.0,0.0,20.0,0.0,0.0,22.5,14.0,0.0,39.75,21.5,24.75,18.0,15.25,11.25,0.0,21.25,0.0,26.5,17.75,10.0,18.75,49.75,33.25,58.75,63.25,37.5,24.0,43.5,18.25,10.5,13.75,24.0,45.0,0.0,0.0,0.0,17.75,0.0,19.75,0.0,0.0,43.75,13.75,30.5,,,,,,,,,,,,,,,,,,
166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,17.5,0.0,5.5,0.0,5.5,0.0,3.0,0.0,0.0,5.25,5.5,0.0,11.25,2.5,7.0,7.0,4.5,0.0,4.75,2.5,0.0,9.25,6.75,0.0,14.75,28.75,14.5,13.25,11.75,11.5,7.0,2.5,6.75,4.5,4.5,7.5,5.0,0.0,0.0,0.0,8.75,0.0,2.75,5.25,0.0,11.25,9.0,13.0,0.0,,,,,,,,,,,,,,,,,
167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.75,20.0,0.0,0.0,4.0,22.0,0.0,14.5,6.25,0.0,8.25,0.0,4.0,0.0,0.0,0.0,6.75,0.0,0.0,0.0,6.5,17.25,0.0,26.0,42.0,19.5,56.0,51.25,100.0,3.5,7.75,11.25,7.5,28.75,27.75,49.25,29.75,0.0,42.0,0.0,4.0,23.25,20.25,9.5,9.75,32.0,0.0,35.75,17.5,0.0,8.5,,,,,,,,,,,,,,,,,
168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,4.5,0.0,0.0,25.0,18.25,0.0,62.25,15.5,28.0,6.25,25.5,6.0,6.0,27.25,0.0,33.75,12.0,17.75,26.75,71.0,24.75,25.0,36.0,45.75,19.5,31.5,23.0,23.25,11.0,16.75,11.25,0.0,0.0,0.0,9.25,0.0,6.0,10.0,0.0,12.25,17.25,31.0,18.0,,,,,,,,,,,,,,,,,
169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,15.5,19.75,7.5,0.0,0.0,6.75,7.75,0.0,0.0,0.0,20.25,0.0,16.25,0.0,6.5,37.0,14.0,14.25,0.0,7.25,0.0,13.0,33.25,29.25,62.5,68.25,56.5,27.0,62.5,24.5,19.5,27.0,46.25,0.0,0.0,27.25,0.0,16.0,0.0,0.0,0.0,0.0,9.75,42.75,26.0,9.5,8.0,0.0,0.0,7.75,,,,,,,,,,,,,,,,,
170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,4.25,0.0,4.75,0.0,0.0,0.0,0.0,26.0,14.25,0.0,15.75,5.0,30.0,33.0,5.0,0.0,12.5,12.75,0.0,32.75,34.75,7.0,38.75,54.5,39.25,23.75,26.5,29.25,20.5,14.5,26.0,16.0,0.0,16.25,26.75,0.0,0.0,0.0,5.75,0.0,11.25,6.0,0.0,45.75,15.25,18.75,16.25,,,,,,,,,,,,,,,,,
171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,7.5,0.0,15.75,0.0,0.0,0.0,3.75,0.0,0.0,0.0,19.75,0.0,20.75,9.5,20.0,20.5,16.25,0.0,7.25,21.75,0.0,28.75,27.75,4.5,24.75,65.25,12.75,37.0,23.75,36.5,25.25,6.25,22.0,16.5,16.75,9.5,15.25,0.0,0.0,0.0,0.0,0.0,14.0,5.0,0.0,47.25,25.25,46.25,23.0,15.25,,,,,,,,,,,,,,,,
172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.75,0.0,0.0,25.5,13.25,0.0,34.0,6.5,12.0,25.75,19.0,6.0,17.0,14.75,0.0,36.0,30.25,0.0,17.75,50.25,25.0,23.5,35.0,40.75,29.5,23.0,35.75,4.75,32.0,7.5,22.75,0.0,0.0,0.0,19.5,0.0,14.0,15.25,0.0,21.25,14.75,6.75,0.0,33.75,,,,,,,,,,,,,,,,
173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,0.0,5.0,8.5,0.0,12.25,8.0,0.0,9.0,0.0,5.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,27.5,0.0,16.0,30.25,8.0,77.75,63.5,82.25,16.75,8.0,11.75,0.0,9.25,26.75,29.0,10.75,7.5,18.25,0.0,0.0,8.75,5.25,10.75,5.25,14.75,0.0,23.75,11.0,0.0,0.0,34.25,,,,,,,,,,,,,,,,
174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5,0.0,14.75,0.0,0.0,27.75,13.0,0.0,0.0,19.75,19.75,0.0,0.0,0.0,14.25,27.25,0.0,4.75,0.0,15.0,0.0,30.75,13.0,21.25,52.5,60.5,62.75,35.75,52.25,45.75,44.25,32.25,16.5,0.0,0.0,25.5,0.0,30.0,0.0,0.0,0.0,0.0,7.5,26.25,30.25,25.75,7.0,10.0,0.0,41.0,36.75,,,,,,,,,,,,,,,,
175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.75,15.0,0.0,0.0,0.0,13.5,0.0,0.0,12.5,22.25,0.0,0.0,0.0,0.0,6.25,4.75,13.5,0.0,0.0,0.0,15.75,13.0,16.25,34.0,69.25,46.25,47.75,54.25,39.25,32.25,29.75,37.0,0.0,0.0,29.5,0.0,51.0,0.0,0.0,0.0,0.0,21.5,16.5,18.75,7.25,12.0,12.5,0.0,15.5,38.75,72.25,,,,,,,,,,,,,,,
176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10.75,0.0,10.0,0.0,7.75,0.0,0.0,18.0,14.75,0.0,26.75,11.0,0.0,28.0,4.0,6.0,6.0,21.75,0.0,42.5,22.0,9.25,16.75,55.75,43.25,52.0,33.25,16.25,36.25,40.5,5.75,19.75,26.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,14.75,0.0,25.25,17.25,29.25,10.0,46.25,31.25,24.0,,,,,,,,,,,,,,
177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.75,0.0,0.0,0.0,0.0,0.0,0.0,12.25,24.5,0.0,15.0,0.0,12.75,26.0,12.25,6.0,0.0,6.25,0.0,11.5,29.5,22.75,38.0,62.5,70.25,30.0,47.0,27.25,43.5,11.5,20.25,0.0,0.0,48.5,6.0,26.75,0.0,0.0,0.0,0.0,14.25,15.0,7.5,14.25,7.0,7.25,0.0,38.75,17.75,47.5,57.5,,,,,,,,,,,,,,
178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,23.25,0.0,5.75,0.0,0.0,11.75,0.0,6.75,0.0,0.0,0.0,11.5,0.0,0.0,0.0,16.75,29.25,0.0,21.25,28.75,4.5,61.0,55.25,80.0,13.0,6.0,10.0,10.75,17.5,21.25,21.5,39.5,5.75,24.0,0.0,5.0,31.25,10.5,7.5,0.0,0.0,0.0,12.5,0.0,0.0,0.0,49.5,26.5,7.5,,,,,,,,,,,,,,
179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,15.25,0.0,0.0,7.5,0.0,7.75,0.0,10.0,0.0,11.75,0.0,0.0,19.25,9.75,0.0,8.0,15.75,0.0,31.25,37.25,9.0,65.25,62.0,80.75,22.0,43.25,33.0,23.75,37.25,40.0,35.25,39.75,17.0,24.0,0.0,8.25,22.5,25.5,18.0,18.5,18.5,0.0,36.25,11.75,13.0,0.0,38.0,10.25,40.0,42.25,,,,,,,,,,,,,
180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,0.0,14.25,0.0,10.5,0.0,0.0,22.25,5.0,0.0,35.0,6.5,25.25,37.5,5.0,24.0,11.0,15.25,0.0,33.0,40.5,10.0,5.25,56.25,37.0,16.75,33.25,21.5,29.0,18.0,41.25,7.75,10.75,33.5,22.5,0.0,0.0,0.0,5.5,0.0,10.25,10.0,0.0,23.25,10.25,21.5,6.25,17.0,37.0,8.0,58.0,,,,,,,,,,,,,
181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.25,5.75,0.0,10.25,4.25,0.0,15.25,0.0,5.75,0.0,0.0,0.0,6.0,0.0,0.0,0.0,11.25,29.0,0.0,45.0,24.5,3.75,63.75,60.25,83.25,11.0,5.25,22.75,9.25,16.5,26.0,41.75,11.0,0.0,35.5,0.0,4.75,35.5,6.5,6.0,21.75,6.25,0.0,17.75,5.25,0.0,7.75,29.25,26.75,20.25,41.0,,,,,,,,,,,,,
182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,8.0,0.0,0.0,0.0,18.0,30.5,0.0,0.0,0.0,5.5,13.75,28.0,22.0,0.0,0.0,0.0,15.5,20.0,25.75,48.0,48.5,55.0,49.5,54.75,31.75,39.25,29.75,36.0,0.0,0.0,32.0,8.0,18.5,0.0,0.0,0.0,0.0,22.0,32.25,27.25,6.25,11.5,5.75,0.0,21.5,38.0,39.75,60.0,25.25,,,,,,,,,,,,,
183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5,7.75,3.5,6.75,3.25,0.0,6.5,0.0,12.0,0.0,0.0,0.0,13.75,0.0,0.0,0.0,6.5,12.25,0.0,30.0,33.5,7.0,61.5,27.75,72.0,29.75,35.25,7.0,10.0,19.0,20.5,38.25,13.5,0.0,24.75,0.0,5.75,8.75,12.5,16.5,4.25,22.5,0.0,7.25,13.5,4.75,4.5,42.5,41.25,15.5,35.0,31.25,,,,,,,,,,,,
184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.25,0.0,8.0,4.25,7.75,0.0,4.5,32.5,31.75,0.0,39.5,13.0,16.75,11.25,5.0,7.75,5.0,3.75,0.0,11.5,43.0,0.0,21.5,49.5,29.25,34.75,32.75,15.75,34.75,26.25,32.0,26.0,34.0,24.5,10.0,0.0,0.0,0.0,23.75,5.25,10.0,0.0,0.0,13.0,25.5,26.0,5.75,24.25,18.75,25.75,45.75,12.75,,,,,,,,,,,,
185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,11.0,7.5,3.75,0.0,3.25,30.75,4.25,9.5,19.5,11.75,24.0,24.0,10.75,0.0,0.0,4.25,0.0,0.0,7.5,14.0,15.5,54.25,7.5,36.75,14.0,16.75,22.75,16.0,18.75,0.0,22.5,11.0,12.25,0.0,0.0,0.0,9.25,0.0,28.25,9.25,4.0,9.25,8.75,5.5,10.25,32.0,38.0,29.75,25.5,10.5,,,,,,,,,,,,
186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,15.0,0.0,0.0,11.25,5.25,0.0,33.25,5.25,26.75,4.75,0.0,4.75,10.0,23.75,0.0,27.5,41.75,10.0,16.5,45.25,29.25,24.0,24.0,4.25,24.0,22.0,19.75,5.75,5.0,0.0,31.5,0.0,0.0,0.0,17.5,0.0,13.5,7.25,0.0,29.25,30.75,27.75,6.0,15.0,13.75,12.5,41.5,0.0,,,,,,,,,,,,
187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10.75,0.0,4.75,0.0,0.0,30.25,13.5,0.0,5.75,15.0,20.25,8.0,14.5,8.25,20.75,27.25,5.75,23.0,40.75,17.5,13.75,58.75,23.25,36.5,32.75,23.0,17.0,25.25,19.5,20.25,31.0,21.0,8.0,0.0,0.0,0.0,5.5,0.0,6.0,38.0,0.0,5.75,32.75,21.5,34.25,52.25,25.5,37.75,37.0,0.0,,,,,,,,,,,,
188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,19.0,0.0,4.75,0.0,8.25,11.25,17.75,0.0,20.0,18.25,15.5,11.0,6.25,0.0,4.75,12.0,0.0,31.5,18.75,20.5,28.75,35.25,29.25,28.0,27.25,18.5,21.25,37.5,26.5,16.5,10.5,0.0,38.5,0.0,0.0,0.0,5.75,0.0,0.0,7.25,0.0,17.5,30.5,29.0,7.25,48.5,18.75,36.5,41.75,11.75,,,,,,,,,,,,
189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,5.75,0.0,0.0,0.0,6.25,19.75,6.5,7.25,16.0,13.25,19.75,24.75,6.25,0.0,19.0,13.5,0.0,25.0,13.25,10.75,32.25,54.0,49.0,67.25,45.0,11.5,12.25,20.75,30.5,12.5,23.25,18.5,13.25,0.0,0.0,0.0,7.5,0.0,15.75,7.75,7.0,35.5,23.0,17.75,7.75,18.5,7.75,32.5,40.5,17.5,17.0,,,,,,,,,,,
190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.0,8.25,0.0,0.0,5.0,7.75,4.25,0.0,10.25,13.5,31.0,8.25,0.0,4.0,0.0,4.25,20.0,20.25,28.5,0.0,58.25,67.75,34.25,44.75,16.0,11.75,27.5,27.25,3.75,0.0,34.0,16.0,14.5,0.0,0.0,0.0,4.5,9.5,9.5,37.0,5.75,5.75,9.25,0.0,0.0,60.0,61.0,43.25,5.25,0.0,62.5,,,,,,,,,,,
191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,18.0,0.0,4.5,12.75,12.75,0.0,22.5,6.75,24.0,12.5,10.75,18.0,5.75,6.5,0.0,34.25,35.75,10.25,30.75,70.5,52.5,30.75,32.5,16.5,35.0,23.75,23.5,0.0,23.0,35.0,30.75,0.0,0.0,0.0,20.5,0.0,15.5,7.25,5.5,26.75,29.75,0.0,22.25,26.75,27.5,7.75,39.25,16.75,6.0,,,,,,,,,,,
192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,17.75,0.0,0.0,12.75,16.75,0.0,27.0,11.75,18.5,22.5,5.0,17.25,5.0,5.25,4.75,18.0,36.25,24.5,30.25,57.25,50.75,32.0,40.25,15.75,44.5,13.25,22.25,4.75,32.25,29.75,30.5,0.0,0.0,0.0,14.0,0.0,15.75,6.25,6.25,12.75,28.0,6.5,28.5,54.25,12.5,13.5,37.0,23.0,6.25,,,,,,,,,,,
193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,16.25,0.0,0.0,28.5,24.25,0.0,37.5,8.0,16.0,15.25,14.5,7.75,23.0,24.75,0.0,15.0,16.75,21.25,39.75,70.75,43.75,60.25,27.0,32.25,27.5,23.25,22.0,30.0,0.0,23.0,49.0,0.0,0.0,0.0,9.0,0.0,27.5,17.25,0.0,50.5,9.5,20.25,21.5,12.75,60.75,0.0,62.25,31.0,21.0,0.0,,,,,,,,,,
194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,0.0,13.5,6.75,0.0,8.0,0.0,5.5,26.5,6.0,13.25,0.0,0.0,0.0,19.0,13.0,37.75,70.75,43.5,78.0,31.0,40.25,11.5,21.75,17.25,33.75,0.0,0.0,37.0,11.25,51.25,0.0,0.0,0.0,0.0,6.0,30.0,29.5,7.75,7.25,13.25,0.0,23.75,25.75,58.5,60.25,0.0,16.75,40.25,14.0,,,,,,,,,,
195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,5.75,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,15.25,0.0,13.75,19.0,21.0,71.25,34.5,43.5,24.75,18.5,9.0,5.5,2.75,30.25,32.75,13.25,5.75,23.5,0.0,5.5,8.25,9.25,3.0,10.75,17.25,0.0,6.75,7.0,0.0,7.5,26.75,33.5,15.75,29.5,3.75,27.75,9.5,,,,,,,,,,
196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,24.5,29.75,0.0,56.0,26.0,22.75,26.5,13.25,4.25,10.5,32.25,0.0,24.5,10.75,5.5,22.0,28.25,34.25,27.75,35.0,21.25,25.5,24.75,27.0,25.25,4.25,10.5,15.75,0.0,0.0,0.0,7.0,0.0,0.0,15.25,0.0,33.0,58.5,8.25,8.75,16.0,36.0,27.5,23.5,13.75,17.25,0.0,14.75,,,,,,,,,
197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,0.0,0.0,16.5,17.5,0.0,5.75,0.0,0.0,11.25,10.75,13.5,0.0,16.75,0.0,14.5,5.5,43.75,27.0,74.75,63.25,31.75,40.25,44.0,28.25,15.25,55.0,0.0,0.0,18.25,0.0,29.5,0.0,0.0,0.0,0.0,15.75,14.0,32.0,7.0,0.0,0.0,0.0,17.75,15.25,47.75,51.0,17.0,0.0,30.75,0.0,6.5,,,,,,,,,
198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,0.0,9.5,19.0,0.0,42.75,0.0,10.75,10.25,0.0,4.75,5.0,34.0,0.0,34.0,24.25,27.75,8.25,67.5,42.75,33.75,37.75,11.0,48.5,10.75,31.25,5.75,17.75,10.75,15.75,0.0,0.0,0.0,0.0,0.0,15.75,0.0,0.0,28.0,37.25,16.5,11.75,22.75,24.75,15.75,51.0,0.0,26.5,0.0,4.75,,,,,,,,,
199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,6.25,30.75,0.0,0.0,0.0,15.0,21.75,12.0,12.0,0.0,6.25,0.0,13.0,12.5,13.0,25.5,58.75,98.0,26.75,71.0,23.25,17.75,17.75,26.5,0.0,0.0,57.75,17.0,19.25,0.0,0.0,0.0,0.0,7.0,13.25,29.5,0.0,15.75,0.0,0.0,24.5,55.25,57.25,25.75,17.5,19.0,49.25,0.0,21.5,,,,,,,,,
200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,9.5,9.5,0.0,14.25,0.0,10.0,17.0,15.75,23.25,0.0,12.0,0.0,28.0,22.5,30.5,41.5,94.5,69.0,0.0,72.75,27.0,29.0,18.5,38.25,0.0,0.0,56.75,12.25,31.25,0.0,0.0,0.0,0.0,7.25,26.25,45.5,16.5,6.75,23.75,0.0,35.5,59.75,7.75,28.75,30.75,11.0,66.0,13.75,15.5,,,,,,,,,
201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.25,0.0,7.75,0.0,20.0,0.0,0.0,0.0,16.5,0.0,7.75,7.75,0.0,36.5,7.25,37.5,26.25,17.25,73.75,74.0,63.75,47.75,28.25,12.25,14.25,25.25,36.5,18.5,41.5,7.75,28.75,0.0,8.5,0.0,17.5,9.25,28.5,13.0,0.0,29.5,9.0,10.75,20.5,45.75,29.0,25.5,35.25,10.75,20.25,0.0,15.75,,,,,,,,,
202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.25,17.75,0.0,29.5,31.5,14.0,70.5,51.75,86.5,23.0,21.25,3.75,3.0,32.75,16.25,19.75,30.25,4.25,15.75,0.0,6.5,10.5,4.75,7.0,4.25,20.0,0.0,8.5,10.75,0.0,10.0,41.75,35.5,5.5,35.25,6.0,27.25,12.5,25.25,,,,,,,,,
203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.75,0.0,13.0,0.0,9.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.25,19.25,0.0,26.0,13.0,24.75,76.75,24.75,89.0,26.75,20.25,7.75,3.75,4.25,20.75,36.5,10.0,5.0,28.25,0.0,5.5,10.25,10.25,10.75,13.0,15.75,0.0,0.0,0.0,0.0,5.25,37.0,22.25,5.25,22.25,7.25,5.0,14.75,10.0,,,,,,,,,
204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,8.0,30.5,0.0,6.25,0.0,0.0,10.75,0.0,19.75,0.0,6.5,0.0,19.25,34.5,36.5,38.25,51.5,68.0,48.0,20.5,6.0,28.75,13.75,41.5,0.0,0.0,40.75,15.25,22.25,0.0,0.0,0.0,0.0,22.75,19.25,39.75,12.0,0.0,35.25,0.0,35.75,42.25,48.75,20.75,19.75,8.75,54.25,28.75,9.0,0.0,,,,,,,,
205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,13.75,25.25,0.0,0.0,0.0,0.0,17.0,0.0,14.5,0.0,6.5,0.0,14.25,40.25,42.75,33.5,52.75,63.0,59.75,15.5,16.5,29.25,13.75,24.5,5.5,5.75,47.0,16.0,28.5,0.0,0.0,6.5,0.0,16.75,12.75,33.25,12.0,0.0,29.25,0.0,29.0,60.0,42.25,21.75,35.0,8.75,41.0,35.25,15.25,0.0,,,,,,,,
206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,16.0,0.0,0.0,0.0,8.25,7.0,11.75,7.75,0.0,9.5,0.0,27.25,12.25,24.0,41.25,45.75,80.25,15.75,52.0,31.75,19.75,10.5,43.25,0.0,0.0,23.25,4.75,32.5,0.0,0.0,0.0,0.0,5.5,21.25,25.0,0.0,7.5,10.5,0.0,17.75,25.25,37.25,22.75,6.0,6.25,35.5,14.5,5.25,0.0,,,,,,,,
207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,8.0,0.0,0.0,0.0,0.0,0.0,12.75,0.0,0.0,0.0,4.25,9.0,0.0,30.25,33.75,22.75,69.5,58.5,66.25,28.75,14.5,13.5,4.25,12.0,16.0,20.5,12.0,0.0,22.75,0.0,9.75,9.75,5.0,5.5,9.5,4.0,0.0,13.5,4.75,0.0,0.0,45.75,26.0,0.0,22.0,16.75,19.0,0.0,35.25,8.25,,,,,,,,
208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.0,0.0,0.0,0.0,0.0,0.0,11.25,0.0,0.0,0.0,10.25,0.0,0.0,30.0,22.75,44.75,60.25,54.25,72.5,32.25,15.25,9.25,4.75,23.25,41.25,30.25,20.25,0.0,11.5,0.0,5.0,24.0,12.25,5.75,0.0,7.0,0.0,6.25,0.0,0.0,22.0,54.0,15.0,8.0,34.0,0.0,28.5,24.0,18.75,5.75,,,,,,,,
