,2020-03-29,2020-04-05,2020-04-12,2020-04-19,2020-04-26,2020-05-03,2020-05-10,2020-05-17,2020-05-24,2020-05-31,2020-06-07,2020-06-14,2020-06-21,2020-06-28,2020-07-05,2020-07-12,2020-07-19,2020-07-26,2020-08-02,2020-08-09,2020-08-16,2020-08-23,2020-08-30,2020-09-06,2020-09-13,2020-09-20,2020-09-27,2020-10-04,2020-10-11,2020-10-18,2020-10-25,2020-11-01,2020-11-08,2020-11-15,2020-11-22,2020-11-29,2020-12-06,2020-12-13,2020-12-20,2020-12-27,2021-01-03,2021-01-10,2021-01-17,2021-01-24,2021-01-31,2021-02-07,2021-02-14,2021-02-21,2021-02-28,2021-03-07,2021-03-14,2021-03-21,2021-03-28,2021-04-04,2021-04-11,2021-04-18,2021-04-25,2021-05-02,2021-05-09,2021-05-16,2021-05-23,2021-05-30,2021-06-06,2021-06-13,2021-06-20,2021-06-27,2021-07-04,2021-07-11,2021-07-18,2021-07-25,2021-08-01,2021-08-08,2021-08-15,2021-08-22,2021-08-29,2021-09-05,2021-09-12,2021-09-19,2021-09-26,2021-10-03
10,,,0.0,0.0,21.5,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,24.0,22.75,0.0,47.5,0.0,0.0,25.0,0.0,0.0,0.0,22.5,24.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,0.0,0.0,34.75,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,72.25,0.0,0.0,25.0,0.0,0.0,0.0,25.0,70.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.25,48.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.5,0.0,0.0,98.25,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.5,0.0,0.0,63.5,0.0,0.0,0.0,0.0,0.0,0.0,21.25,0.0,0.0,0.0,0.0,74.25,25.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,23.25,71.75,50.0,0.0,0.0,45.25,0.0,0.0,0.0,0.0,0.0,23.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,38.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.75,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,36.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.75,0.0,0.0,13.5,0.0,13.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.75,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,0.0,28.75,0.0,0.0,0.0,0.0,36.5,0.0,0.0,0.0,0.0,0.0,65.75,23.5,0.0,47.5,0.0,0.0,0.0,0.0,0.0,0.0,73.75,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.5,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.25,0.0,38.0,50.0,38.5,0.0,0.0,21.25,0.0,0.0,0.0,0.0,0.0,13.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.5,0.0,0.0,14.0,0.0,23.5,0.0,0.0,0.0,0.0,19.75,0.0,0.0,0.0,0.0,19.5,12.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,,,41.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.5,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
18,,,,,36.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,39.5,0.0,44.5,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.75,49.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,17.75,,,,,,,,,,,,,,,,,,,,,,,,,
19,,,,,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,66.25,71.75,0.0,0.0,45.75,0.0,0.0,0.0,25.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.5,0.0,45.75,0.0,0.0,0.0,0.0,40.25,0.0,0.0,0.0,0.0,18.25,23.5,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
20,,,,,19.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,19.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.25,44.5,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,24.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.75,49.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.75,0.0,0.0,0.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,
22,,,,,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,22.25,20.0,0.0,48.25,0.0,0.0,23.75,0.0,0.0,0.0,0.0,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,55.75,0.0,,,,,,,,,,,,,,,,,,,,,,,,
23,,,,,17.0,0.0,0.0,0.0,0.0,41.25,0.0,0.0,0.0,0.0,0.0,0.0,45.75,0.0,22.0,0.0,0.0,48.25,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.25,0.0,0.0,0.0,58.75,0.0,,,,,,,,,,,,,,,,,,,,,,,,
24,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.25,0.0,50.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
25,,,,,,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,20.25,41.5,0.0,0.0,0.0,0.0,47.25,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.25,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.5,0.0,0.0,0.0,38.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,
26,,,,,,0.0,0.0,0.0,0.0,44.25,0.0,0.0,0.0,0.0,0.0,45.5,19.75,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,45.25,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.75,49.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,
27,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.75,12.75,25.0,0.0,0.0,11.25,0.0,0.0,0.0,0.0,0.0,49.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,26.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.25,11.5,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
28,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,25.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
29,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,48.25,0.0,0.0,49.25,0.0,0.0,0.0,48.75,24.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,38.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
30,,,,,,,0.0,0.0,0.0,23.5,0.0,0.0,0.0,0.0,0.0,0.0,23.5,0.0,23.5,0.0,0.0,25.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.75,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
31,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.25,45.0,0.0,46.75,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
32,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.5,0.0,25.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
33,,,,,,,0.0,0.0,0.0,22.25,0.0,0.0,0.0,0.0,0.0,24.75,45.5,0.0,0.0,0.0,0.0,72.25,0.0,0.0,0.0,49.5,70.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.75,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
34,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.25,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,0.0,25.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
35,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.25,21.0,0.0,23.0,0.0,0.0,25.0,0.0,0.0,0.0,25.0,48.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,60.75,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
36,,,,,,,0.0,0.0,0.0,23.25,0.0,0.0,0.0,0.0,0.0,43.5,44.0,0.0,72.5,0.0,0.0,95.25,0.0,0.0,0.0,25.0,23.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.25,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.75,0.0,0.0,0.0,18.75,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
37,,,,,,,,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,21.75,0.0,0.0,0.0,47.75,0.0,0.0,0.0,25.0,23.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,21.25,0.0,21.25,0.0,,,,,,,,,,,,,,,,,,,,,,
38,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,20.75,0.0,48.25,0.0,0.0,25.0,0.0,0.0,0.0,48.0,67.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.25,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
39,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.75,0.0,25.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
40,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,35.25,58.5,25.0,0.0,0.0,69.75,0.0,0.0,0.0,0.0,0.0,59.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.75,0.0,23.25,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,30.0,46.0,0.0,0.0,0.0,0.0,85.0,0.0,,,,,,,,,,,,,,,,,,,,,,
