,2020-03-01,2020-03-08,2020-03-15,2020-03-22,2020-03-29,2020-04-05,2020-04-12,2020-04-19,2020-04-26,2020-05-03,2020-05-10,2020-05-17,2020-05-24,2020-05-31,2020-06-07,2020-06-14,2020-06-21,2020-06-28,2020-07-05,2020-07-12,2020-07-19,2020-07-26,2020-08-02,2020-08-09,2020-08-16,2020-08-23,2020-08-30,2020-09-06,2020-09-13,2020-09-20,2020-09-27,2020-10-04,2020-10-11,2020-10-18,2020-10-25,2020-11-01,2020-11-08,2020-11-15,2020-11-22,2020-11-29,2020-12-06,2020-12-13,2020-12-20,2020-12-27,2021-01-03,2021-01-10,2021-01-17,2021-01-24,2021-01-31,2021-02-07,2021-02-14,2021-02-21,2021-02-28,2021-03-07,2021-03-14,2021-03-21,2021-03-28,2021-04-04,2021-04-11,2021-04-18,2021-04-25,2021-05-02,2021-05-09,2021-05-16,2021-05-23
32,,,,33.5,47.0,0.0,30.75,30.25,9.5,20.25,20.5,0.0,0.0,56.75,0.0,0.0,0.0,0.0,43.5,28.5,31.25,19.5,54.5,28.75,38.25,17.75,0.0,21.25,10.0,0.0,0.0,0.0,45.75,18.25,0.0,0.0,0.0,15.25,26.75,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,,,,,,,,,,,
33,,,,0.0,7.5,0.0,0.0,68.75,8.0,0.0,0.0,37.5,0.0,23.75,18.0,7.75,21.25,0.0,0.0,17.75,18.5,15.5,8.0,66.75,10.75,0.0,0.0,43.5,57.25,20.75,27.5,53.0,0.0,0.0,0.0,0.0,0.0,16.0,26.25,25.0,0.0,11.0,59.25,0.0,0.0,0.0,0.0,10.25,17.5,0.0,0.0,0.0,26.5,0.0,,,,,,,,,,,
34,,,,,17.5,0.0,11.0,80.5,23.0,0.0,0.0,35.75,0.0,20.5,0.0,10.5,11.0,0.0,0.0,30.25,11.75,0.0,10.75,30.0,11.25,0.0,0.0,35.5,37.75,33.25,18.75,61.25,0.0,0.0,0.0,0.0,0.0,9.5,6.75,0.0,0.0,18.5,51.5,0.0,0.0,0.0,0.0,7.25,31.25,0.0,0.0,0.0,20.25,0.0,0.0,,,,,,,,,,
35,,,,,20.0,0.0,33.0,36.75,11.75,20.25,17.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,21.25,42.25,38.0,12.25,28.5,49.25,64.75,12.0,12.75,22.25,23.25,0.0,0.0,0.0,29.75,24.0,18.75,0.0,0.0,15.5,10.0,0.0,0.0,0.0,27.25,0.0,51.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.75,18.25,,,,,,,,,,
36,,,,,22.0,0.0,30.5,36.75,23.5,0.0,0.0,28.0,0.0,31.25,10.5,0.0,0.0,0.0,0.0,30.75,36.0,18.25,18.75,23.25,11.25,0.0,0.0,43.75,46.75,28.75,20.25,8.0,0.0,0.0,0.0,0.0,0.0,9.25,0.0,10.5,0.0,18.0,69.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,17.25,17.0,0.0,0.0,,,,,,,,,,
37,,,,,19.5,0.0,30.75,54.25,0.0,25.75,9.0,0.0,0.0,96.25,0.0,0.0,0.0,0.0,0.0,11.5,34.25,11.25,39.5,41.0,37.25,38.75,31.75,19.0,41.75,0.0,0.0,0.0,18.25,22.5,24.0,0.0,0.0,8.5,7.75,0.0,0.0,0.0,20.75,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.75,,,,,,,,,,
38,,,,,22.5,0.0,63.25,48.5,23.25,22.75,10.75,0.0,34.5,0.0,34.25,11.5,24.25,43.5,24.75,0.0,11.25,24.25,69.25,0.0,22.5,23.5,36.75,61.75,24.0,38.0,12.25,11.5,0.0,0.0,20.5,0.0,0.0,29.75,0.0,0.0,0.0,0.0,0.0,15.0,13.25,0.0,33.0,0.0,22.5,0.0,0.0,0.0,11.75,46.75,10.0,0.0,,,,,,,,,
39,,,,,,0.0,23.25,15.0,0.0,41.0,11.25,0.0,0.0,97.0,0.0,0.0,0.0,0.0,0.0,42.25,40.0,30.0,23.0,58.75,38.5,18.75,12.25,22.25,19.5,0.0,0.0,0.0,32.0,32.0,26.0,0.0,0.0,18.5,8.25,0.0,0.0,0.0,60.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.25,0.0,0.0,,,,,,,,,
40,,,,,,0.0,15.75,25.0,0.0,0.0,7.25,36.25,0.0,0.0,14.0,29.75,0.0,7.25,0.0,18.75,43.5,35.0,14.75,22.75,49.5,7.75,0.0,33.25,29.5,58.5,31.25,37.25,0.0,0.0,6.25,0.0,0.0,30.25,0.0,0.0,0.0,41.0,8.75,0.0,0.0,0.0,0.0,21.75,18.0,0.0,0.0,0.0,27.75,0.0,0.0,7.25,,,,,,,,,
41,,,,,,0.0,7.75,48.0,0.0,0.0,0.0,36.25,0.0,0.0,10.5,22.5,0.0,0.0,0.0,11.5,47.25,35.0,0.0,18.75,45.75,0.0,0.0,36.75,46.5,45.25,23.75,49.0,0.0,0.0,0.0,0.0,0.0,30.25,0.0,0.0,0.0,52.0,8.75,0.0,0.0,0.0,0.0,21.75,28.5,0.0,0.0,9.5,21.0,0.0,0.0,18.25,,,,,,,,,
42,,,,,,,12.5,46.25,8.0,11.0,18.25,0.0,7.75,0.0,38.5,23.5,7.75,18.5,8.25,11.5,8.0,42.75,47.25,0.0,28.0,13.0,66.75,48.5,17.25,62.5,19.75,8.25,0.0,0.0,31.25,0.0,0.0,33.5,0.0,0.0,0.0,19.75,0.0,19.0,32.75,0.0,15.5,0.0,7.75,0.0,0.0,0.0,18.0,33.5,0.0,0.0,70.25,,,,,,,,
43,,,,,,,35.5,50.75,0.0,42.5,0.0,0.0,0.0,74.75,0.0,0.0,0.0,0.0,12.5,12.0,48.5,24.0,73.0,37.0,60.0,36.25,24.75,12.5,25.0,0.0,0.0,0.0,69.75,59.0,10.5,0.0,0.0,10.5,21.0,0.0,0.0,0.0,40.5,0.0,38.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.5,0.0,11.0,51.0,,,,,,,,
44,,,,,,,33.5,9.5,0.0,20.25,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,12.75,11.75,12.25,20.5,47.25,45.25,58.75,30.75,34.5,13.0,9.5,0.0,0.0,0.0,24.25,0.0,28.75,0.0,0.0,18.0,0.0,0.0,0.0,0.0,40.5,0.0,26.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.5,21.5,23.25,37.75,,,,,,,,
45,,,,,,,24.25,24.25,22.75,0.0,0.0,42.25,0.0,10.75,21.75,12.0,0.0,0.0,0.0,45.0,0.0,0.0,23.25,23.5,0.0,0.0,0.0,11.75,49.25,13.0,11.25,63.0,0.0,0.0,0.0,0.0,0.0,9.25,19.75,11.0,0.0,45.0,39.0,0.0,0.0,0.0,0.0,11.5,32.25,0.0,0.0,10.25,20.5,0.0,0.0,22.25,36.5,,,,,,,,
46,,,,,,,25.25,38.75,36.0,23.0,34.75,21.25,23.75,10.75,23.25,24.0,0.0,11.0,12.0,23.0,25.0,35.25,60.0,61.75,37.25,24.75,37.5,12.5,25.0,27.5,12.5,13.0,0.0,0.0,21.5,0.0,0.0,0.0,10.25,0.0,0.0,23.75,0.0,14.0,37.25,0.0,11.75,0.0,22.5,0.0,0.0,10.25,10.75,21.75,21.5,12.0,49.0,,,,,,,,
47,,,,,,,24.75,37.75,24.75,21.0,0.0,0.0,0.0,54.5,0.0,0.0,0.0,0.0,25.0,36.75,38.25,11.25,24.5,37.0,60.5,37.25,12.25,0.0,0.0,0.0,0.0,0.0,35.75,46.25,10.0,0.0,0.0,22.25,31.25,0.0,0.0,0.0,27.75,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,31.5,12.0,39.0,24.0,,,,,,,
48,,,,,,,59.75,41.0,20.5,16.75,35.5,0.0,0.0,0.0,15.0,20.5,0.0,28.0,27.75,8.25,8.75,29.5,36.5,36.5,21.0,0.0,25.0,8.25,33.5,19.5,22.5,32.25,0.0,0.0,24.5,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,33.25,34.25,0.0,28.5,0.0,0.0,0.0,0.0,0.0,10.75,32.5,26.5,0.0,53.75,47.5,,,,,,,
49,,,,,,,,51.5,11.25,20.5,11.0,0.0,0.0,74.5,0.0,0.0,0.0,0.0,23.75,49.25,24.75,23.0,37.5,22.25,48.25,24.25,24.0,39.25,12.5,0.0,0.0,0.0,23.25,45.75,21.25,0.0,0.0,0.0,20.75,0.0,0.0,0.0,39.5,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.75,20.5,0.0,50.75,35.0,,,,,,,
50,,,,,,,,32.5,20.5,9.25,28.0,0.0,0.0,0.0,7.75,20.5,0.0,28.0,19.5,16.0,8.75,37.25,36.5,28.25,21.0,0.0,8.25,16.5,33.5,28.25,22.5,32.25,0.0,0.0,31.75,0.0,0.0,59.5,0.0,0.0,0.0,0.0,0.0,24.0,34.25,0.0,21.0,0.0,0.0,0.0,0.0,0.0,10.75,25.5,26.5,0.0,78.75,47.5,,,,,,,
51,,,,,,,,59.0,12.25,0.0,0.0,0.0,0.0,0.0,23.25,0.0,0.0,8.0,0.0,26.75,21.0,15.5,8.0,44.0,0.0,8.75,17.25,44.5,13.25,41.25,21.0,13.0,0.0,0.0,21.75,0.0,0.0,21.5,6.75,11.25,0.0,30.0,0.0,0.0,0.0,0.0,8.25,7.25,22.5,0.0,0.0,6.75,0.0,16.0,7.0,32.0,46.5,16.75,,,,,,,
52,,,,,,,,17.0,24.25,16.0,11.75,0.0,7.5,0.0,19.0,17.25,19.25,47.0,0.0,7.0,31.0,57.0,48.5,25.0,16.25,0.0,55.25,29.0,0.0,68.0,21.0,20.25,0.0,0.0,10.75,0.0,0.0,48.0,0.0,0.0,0.0,8.5,0.0,10.0,29.0,0.0,8.25,0.0,8.0,0.0,0.0,0.0,8.0,14.75,13.75,0.0,16.5,39.75,,,,,,,
53,,,,,,,,48.0,6.0,17.25,25.5,0.0,0.0,0.0,40.5,18.5,24.5,19.5,12.0,18.5,8.5,6.0,36.5,37.5,27.25,12.75,54.75,21.75,20.0,46.5,25.0,6.5,0.0,0.0,27.0,0.0,0.0,27.5,0.0,0.0,0.0,0.0,0.0,14.0,52.5,0.0,25.25,0.0,6.0,0.0,0.0,0.0,28.0,25.0,18.0,12.0,87.75,35.75,,,,,,,
54,,,,,,,,,21.75,39.75,29.0,0.0,0.0,91.75,0.0,0.0,0.0,0.0,24.0,52.0,45.5,11.5,9.25,28.5,52.5,42.75,0.0,44.0,10.0,0.0,0.0,0.0,23.0,43.0,7.75,0.0,0.0,8.0,17.5,0.0,0.0,0.0,67.5,0.0,47.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.25,29.25,35.0,0.0,0.0,,,,,,
