,2020-03-01,2020-03-08,2020-03-15,2020-03-22,2020-03-29,2020-04-05,2020-04-12,2020-04-19,2020-04-26,2020-05-03,2020-05-10,2020-05-17,2020-05-24,2020-05-31,2020-06-07,2020-06-14,2020-06-21,2020-06-28,2020-07-05,2020-07-12,2020-07-19,2020-07-26,2020-08-02,2020-08-09,2020-08-16,2020-08-23,2020-08-30,2020-09-06,2020-09-13,2020-09-20,2020-09-27,2020-10-04,2020-10-11,2020-10-18,2020-10-25,2020-11-01,2020-11-08,2020-11-15,2020-11-22,2020-11-29,2020-12-06,2020-12-13,2020-12-20,2020-12-27,2021-01-03,2021-01-10,2021-01-17,2021-01-24,2021-01-31,2021-02-07,2021-02-14,2021-02-21,2021-02-28,2021-03-07,2021-03-14,2021-03-21,2021-03-28,2021-04-04,2021-04-11,2021-04-18,2021-04-25,2021-05-02,2021-05-09,2021-05-16,2021-05-23,2021-05-30
75,,,,,,,,,,,6.75,7.25,14.0,6.0,6.5,5.5,0.0,33.0,0.0,7.75,63.25,0.0,39.5,44.25,38.0,63.0,32.75,46.75,0.0,20.75,69.5,0.0,6.75,36.25,26.0,39.5,39.25,0.0,0.0,23.75,33.25,44.75,34.5,45.0,61.0,31.5,29.75,29.25,12.5,21.0,0.0,30.25,5.5,6.5,25.5,13.0,17.25,0.0,24.0,40.0,11.75,10.5,,,,
76,,,,,,,,,,,,0.0,10.25,4.0,0.0,0.0,0.0,0.0,8.75,28.75,24.25,37.0,14.0,16.5,77.25,29.75,15.25,19.5,37.25,11.25,20.0,6.0,47.75,25.5,24.25,27.75,21.0,8.25,17.75,9.25,82.75,29.75,46.0,62.75,33.75,36.0,5.25,0.0,16.75,6.5,0.0,18.0,20.0,19.25,8.5,15.5,15.0,13.25,0.0,5.75,31.5,14.0,,,,
77,,,,,,,,,,,,0.0,7.0,12.25,0.0,11.25,0.0,27.25,0.0,7.75,44.25,0.0,33.25,26.75,37.75,69.5,31.75,46.25,0.0,13.25,56.25,0.0,19.75,30.0,31.25,43.75,59.0,4.75,0.0,29.25,21.0,55.25,27.5,51.5,65.0,19.5,29.5,40.0,12.5,20.75,5.75,35.25,0.0,11.5,25.25,13.0,17.0,5.5,29.0,39.25,11.25,5.0,,,,
78,,,,,,,,,,,,5.25,18.0,0.0,10.5,4.5,0.0,10.25,0.0,4.5,41.0,0.0,26.75,28.5,42.0,47.75,48.0,22.5,5.25,41.25,64.25,0.0,26.25,37.0,37.75,65.75,27.0,4.0,9.5,14.5,15.75,58.0,29.0,79.5,27.75,44.75,19.75,44.0,15.0,15.0,4.5,50.75,5.5,18.0,16.25,8.25,14.25,10.25,15.0,42.0,8.5,4.25,,,,
79,,,,,,,,,,,,9.5,8.5,0.0,26.5,3.25,0.0,0.0,3.25,15.75,24.0,43.5,32.75,19.0,74.25,24.5,10.75,16.5,33.0,4.75,7.75,22.5,47.25,10.0,29.75,44.75,12.5,2.75,9.75,18.0,62.25,39.0,51.5,72.25,29.5,24.25,26.75,0.0,21.75,19.75,11.5,24.25,7.0,34.75,18.5,4.0,23.25,21.75,7.5,0.0,33.0,18.0,,,,
80,,,,,,,,,,,,27.0,17.25,30.5,6.75,12.0,17.75,17.25,13.0,19.0,7.0,39.5,20.0,53.0,33.25,12.0,12.25,12.0,7.0,24.5,31.75,15.5,38.0,11.75,18.75,42.5,14.25,38.0,22.75,40.75,21.5,67.75,85.5,80.0,73.5,48.25,16.25,0.0,27.0,9.0,11.5,0.0,17.75,0.0,19.0,17.5,41.25,14.25,0.0,38.25,27.0,10.0,,,,
81,,,,,,,,,,,,0.0,0.0,11.0,25.25,5.5,0.0,0.0,11.25,35.75,26.25,29.5,24.25,42.5,89.5,46.0,13.5,35.75,49.25,18.5,21.0,21.0,59.5,10.25,9.5,29.25,31.75,6.0,17.0,23.0,49.25,17.5,55.0,74.5,45.75,55.75,11.25,0.0,10.25,11.0,18.0,15.75,9.5,34.75,9.0,28.25,18.75,11.5,12.0,5.25,41.25,21.5,18.5,,,
82,,,,,,,,,,,,13.0,5.25,17.5,6.0,17.0,0.0,12.75,0.0,11.0,42.25,0.0,35.0,55.5,35.25,59.25,42.5,58.0,11.25,39.0,32.5,0.0,16.0,34.0,15.0,32.5,19.25,5.5,11.5,17.75,26.25,58.0,25.0,44.75,47.25,48.0,32.75,43.75,9.5,5.0,0.0,15.5,11.75,4.75,19.5,20.5,34.25,9.75,22.5,45.25,15.25,9.75,11.5,,,
83,,,,,,,,,,,,,12.0,17.75,0.0,11.25,0.0,12.75,0.0,11.0,48.5,0.0,35.25,50.25,48.5,65.5,49.0,45.75,5.0,39.25,32.75,0.0,29.25,40.0,20.5,42.5,29.5,10.5,6.25,12.25,20.75,53.0,19.0,39.0,47.75,42.25,33.0,49.5,4.25,17.75,0.0,5.5,11.75,0.0,24.25,15.0,34.25,4.5,17.0,62.25,5.5,4.25,11.5,,,
84,,,,,,,,,,,,,11.5,12.25,41.0,5.75,0.0,0.0,0.0,10.25,48.5,46.5,6.25,40.5,89.25,17.25,6.25,13.0,48.5,6.75,6.0,13.75,26.0,11.25,38.0,20.0,10.25,9.0,9.75,19.25,39.0,10.25,46.25,63.5,44.5,29.25,16.0,0.0,41.25,0.0,5.75,5.25,9.75,39.5,4.75,5.5,10.5,16.25,11.0,11.0,37.5,38.75,28.5,,,
85,,,,,,,,,,,,,6.0,0.0,26.5,9.75,0.0,0.0,10.0,46.25,16.25,25.75,20.5,25.0,61.75,21.0,5.25,15.5,50.0,29.25,10.5,12.0,60.25,20.0,31.0,35.5,7.75,13.5,19.25,14.75,77.5,19.75,70.5,86.25,34.25,26.75,10.0,0.0,14.5,0.0,0.0,9.75,9.25,36.75,18.0,0.0,19.25,10.25,4.0,5.0,26.25,0.0,13.5,0.0,,
86,,,,,,,,,,,,,0.0,23.25,13.0,4.5,0.0,12.75,0.0,7.5,62.0,0.0,9.75,46.0,55.75,72.0,35.0,15.25,5.25,46.75,64.5,0.0,19.5,33.75,30.75,47.5,12.25,18.5,11.75,18.5,32.5,65.0,32.0,63.0,20.0,47.5,33.0,38.75,0.0,30.75,0.0,44.0,7.0,21.25,18.0,8.75,13.0,7.0,9.25,37.5,31.25,13.75,4.5,16.25,,
87,,,,,,,,,,,,,20.25,0.0,18.75,5.5,0.0,0.0,0.0,29.25,36.5,24.5,11.0,39.5,47.25,7.0,0.0,25.0,30.5,33.0,6.0,14.5,30.5,23.0,20.5,52.25,29.5,13.75,20.25,11.0,42.75,21.75,72.25,65.25,51.75,34.75,28.5,0.0,27.75,12.5,17.75,15.0,10.0,24.25,19.75,21.5,17.75,5.25,15.25,10.25,30.0,15.75,5.0,0.0,,
88,,,,,,,,,,,,,,21.75,0.0,8.25,0.0,11.75,0.0,8.0,38.25,0.0,50.0,40.0,35.5,52.75,32.0,63.75,6.0,36.75,69.5,0.0,33.25,39.75,34.5,44.75,40.5,7.0,5.25,13.0,21.0,87.5,16.0,47.75,50.25,34.0,30.5,35.75,13.25,14.5,0.0,25.5,0.0,22.5,9.75,24.0,20.0,5.75,13.0,45.5,46.0,31.75,0.0,42.75,,
89,,,,,,,,,,,,,,4.0,13.0,0.0,8.25,11.25,25.0,15.75,8.75,38.0,8.25,24.5,8.75,4.0,15.5,18.0,4.0,17.25,38.75,19.0,25.25,15.5,13.0,20.25,15.0,18.0,22.0,22.5,15.0,42.5,60.25,87.0,59.0,53.25,23.0,0.0,8.0,16.75,3.75,0.0,15.75,0.0,9.75,14.25,32.5,23.25,0.0,37.25,24.5,14.75,11.0,14.5,,
90,,,,,,,,,,,,,,12.5,31.25,6.25,0.0,0.0,0.0,35.75,38.0,48.0,6.5,5.75,64.25,31.25,0.0,26.0,70.5,20.0,12.75,14.0,13.5,17.25,36.25,43.0,30.5,10.25,22.5,10.25,72.5,5.5,70.25,59.25,27.75,30.5,39.75,0.0,10.5,5.5,11.25,0.0,10.5,35.0,19.0,15.75,17.75,33.25,5.0,0.0,9.75,16.0,36.5,0.0,5.0,
91,,,,,,,,,,,,,,16.25,26.5,4.75,27.5,13.0,33.75,30.0,19.75,63.25,28.75,33.75,13.0,5.5,7.5,25.5,0.0,55.0,60.0,28.0,31.25,27.75,40.25,17.25,43.75,20.0,33.5,22.0,27.75,52.5,66.5,69.25,77.0,78.0,19.25,0.0,29.75,21.25,10.25,0.0,18.25,0.0,15.0,14.75,16.25,26.5,0.0,28.25,28.25,12.25,44.25,37.0,34.25,
92,,,,,,,,,,,,,,,19.0,0.0,0.0,0.0,24.0,16.5,54.0,11.75,16.0,53.75,87.25,12.75,0.0,13.75,32.5,5.5,20.25,30.5,32.75,5.5,41.5,39.75,26.0,4.75,0.0,21.75,57.0,6.0,41.5,64.75,32.75,18.25,17.25,0.0,38.5,13.0,11.5,15.25,15.25,9.75,25.0,21.25,23.25,16.5,11.75,6.0,19.25,16.25,9.25,0.0,41.0,
93,,,,,,,,,,,,,,,6.25,6.0,0.0,17.0,0.0,5.5,30.5,0.0,23.25,51.25,73.25,37.5,30.75,44.75,12.25,26.5,36.25,0.0,20.5,22.25,36.75,62.25,30.25,4.75,0.0,21.75,27.25,69.0,32.75,59.0,51.5,29.5,44.25,32.75,5.75,18.5,12.0,26.75,5.25,15.25,23.75,16.0,35.0,11.25,5.25,44.5,30.25,10.5,5.25,5.5,51.25,
94,,,,,,,,,,,,,,,32.25,4.0,0.0,0.0,5.25,9.75,33.75,33.25,9.0,32.5,85.0,10.25,0.0,16.5,58.0,16.0,6.0,18.25,60.0,9.75,21.75,28.0,18.75,15.75,9.5,13.5,50.75,14.5,50.0,59.75,35.5,9.5,13.25,0.0,24.5,4.25,15.0,11.25,4.5,40.5,12.5,14.25,9.75,9.25,8.5,8.75,24.0,21.25,29.75,0.0,11.75,
95,,,,,,,,,,,,,,,8.0,7.5,7.5,7.75,19.25,19.0,7.75,39.0,26.5,18.75,8.0,11.75,0.0,8.5,4.25,16.75,31.75,13.25,45.75,21.75,19.75,12.25,13.25,20.0,14.75,14.5,21.75,43.75,60.0,79.0,84.75,30.25,7.0,0.0,14.0,23.75,3.75,0.0,10.5,0.0,18.5,0.0,38.5,14.5,0.0,17.75,16.25,3.75,27.25,20.25,36.25,49.25
96,,,,,,,,,,,,,,,6.5,18.0,0.0,12.0,0.0,11.75,37.25,0.0,49.25,35.25,61.5,75.0,36.75,44.75,6.5,40.5,37.5,0.0,7.0,17.5,26.25,45.5,25.75,5.25,0.0,5.5,33.75,71.75,33.75,46.75,41.25,29.75,17.0,45.0,17.0,18.75,6.0,38.5,5.5,15.75,44.0,0.0,29.25,22.25,22.5,28.25,0.0,22.5,5.5,5.25,38.0,44.5
