,,,2020-03-01 00:00:00,2020-03-01 00:00:00,2020-04-01 00:00:00,2020-04-01 00:00:00,2020-05-01 00:00:00,2020-05-01 00:00:00,2020-06-01 00:00:00,2020-06-01 00:00:00,2020-07-01 00:00:00,2020-07-01 00:00:00,2020-08-01 00:00:00,2020-08-01 00:00:00,2020-09-01 00:00:00,2020-09-01 00:00:00,2020-10-01 00:00:00,2020-10-01 00:00:00,2020-11-01 00:00:00,2020-11-01 00:00:00,2020-12-01 00:00:00,2020-12-01 00:00:00,2021-01-01 00:00:00,2021-01-01 00:00:00,2021-02-01 00:00:00,2021-02-01 00:00:00,2021-03-01 00:00:00,2021-03-01 00:00:00,2021-04-01 00:00:00,2021-04-01 00:00:00
santa.cruz,pailon,40-49,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,pailon,50-59,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,pailon,>= 60,0,0,0,0,0,0,1,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
santa.cruz,pampa grande,50-59,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,pampa grande,>= 60,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
santa.cruz,porongo,40-49,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,porongo,50-59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
santa.cruz,porongo,>= 60,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
santa.cruz,portachuelo,20-39,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,portachuelo,50-59,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,portachuelo,>= 60,0,0,0,0,4,1,1,5,1,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
santa.cruz,pucara,>= 60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
santa.cruz,puerto quijarro,20-39,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,puerto quijarro,40-49,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,puerto quijarro,50-59,0,0,0,1,0,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,puerto quijarro,>= 60,0,0,0,1,0,1,7,7,3,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,puerto suarez,0-19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,puerto suarez,20-39,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,puerto suarez,40-49,0,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,puerto suarez,50-59,0,0,0,0,0,0,2,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,puerto suarez,>= 60,3,0,2,1,2,4,5,16,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,quirusillas,>= 60,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
santa.cruz,robore,0-19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,robore,20-39,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,robore,40-49,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,robore,50-59,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
santa.cruz,robore,>= 60,0,0,0,0,0,0,0,1,3,3,2,2,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0
santa.cruz,saipina,50-59,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,saipina,>= 60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
santa.cruz,samaipata,>= 60,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,san antonio de lomerio,>= 60,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,san carlos,40-49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
santa.cruz,san carlos,>= 60,0,0,0,0,0,1,3,5,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,san ignacio de velasco,0-19,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,san ignacio de velasco,20-39,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,san ignacio de velasco,40-49,0,0,0,0,0,0,1,1,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,san ignacio de velasco,50-59,0,0,0,0,0,0,3,6,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,san ignacio de velasco,>= 60,0,0,0,0,0,0,13,23,7,13,3,7,1,3,0,1,0,0,0,0,0,1,0,1,1,2,1,0
santa.cruz,san javier(stc),20-39,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,san javier(stc),40-49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,san javier(stc),50-59,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,san javier(stc),>= 60,0,0,0,0,0,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
santa.cruz,san jose de chiquitos,20-39,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
santa.cruz,san jose de chiquitos,50-59,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
santa.cruz,san jose de chiquitos,>= 60,0,0,0,0,0,1,1,6,1,4,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
santa.cruz,san juan de yapacani,50-59,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,san juan de yapacani,>= 60,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
santa.cruz,san julian,20-39,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,san julian,40-49,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
santa.cruz,san julian,50-59,0,0,0,0,0,0,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
santa.cruz,san julian,>= 60,0,0,0,0,0,0,3,6,2,7,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0
santa.cruz,san matias,20-39,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,san matias,40-49,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,san matias,50-59,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,san matias,>= 60,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,san miguel de velasco,0-19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,san miguel de velasco,50-59,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,san miguel de velasco,>= 60,0,0,0,0,0,0,1,0,0,7,1,0,0,1,0,0,0,0,0,0,0,1,0,1,2,0,0,0
santa.cruz,san pedro,40-49,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,san pedro,>= 60,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
santa.cruz,san rafael,>= 60,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,san ramon scz,20-39,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,san ramon scz,40-49,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,san ramon scz,50-59,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,san ramon scz,>= 60,0,0,0,0,0,0,1,0,3,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,santa cruz de la sierra,0-19,0,0,0,4,1,5,6,5,5,9,0,3,4,1,1,1,1,1,1,1,2,3,1,3,0,1,1,2
santa.cruz,santa cruz de la sierra,20-39,0,0,2,2,5,15,30,58,14,37,8,14,1,9,3,1,2,1,2,3,5,20,4,4,4,3,2,8
santa.cruz,santa cruz de la sierra,40-49,0,1,1,3,4,26,37,123,24,60,13,35,4,12,1,3,0,1,5,5,7,29,13,17,10,8,6,7
santa.cruz,santa cruz de la sierra,50-59,0,1,2,5,21,66,92,201,41,140,22,59,10,25,7,6,2,5,9,8,32,72,15,30,7,13,10,19
santa.cruz,santa cruz de la sierra,>= 60,2,0,7,10,66,121,264,554,183,364,86,159,41,77,27,32,7,16,34,39,138,265,52,112,38,58,35,39
santa.cruz,santa rosa del sara,40-49,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,santa rosa del sara,>= 60,0,0,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,vallegrande,50-59,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,vallegrande,>= 60,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
santa.cruz,warnes,0-19,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,warnes,20-39,0,0,0,0,0,1,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
santa.cruz,warnes,40-49,0,0,0,0,0,0,0,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,warnes,50-59,0,0,0,0,1,0,1,6,2,3,1,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
santa.cruz,warnes,>= 60,0,0,0,1,1,2,13,31,4,11,0,2,0,0,0,0,0,1,0,0,0,6,1,3,0,0,1,0
santa.cruz,yapacani,20-39,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,yapacani,40-49,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,yapacani,50-59,0,0,0,0,0,0,2,5,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,yapacani,>= 60,0,0,0,0,0,1,1,19,2,6,1,0,0,1,0,1,0,0,0,0,0,2,1,0,0,1,0,0
beni,guayaramerin,20-39,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
beni,guayaramerin,40-49,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,2,1
beni,guayaramerin,50-59,0,0,0,0,0,1,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,1,2,4
beni,guayaramerin,>= 60,0,0,0,0,1,0,7,12,0,0,1,0,0,0,0,0,0,0,0,0,3,2,2,1,5,5,1,7
beni,reyes,50-59,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,reyes,>= 60,0,0,0,0,0,0,0,0,0,0,1,4,2,2,1,1,1,0,0,0,1,1,0,0,0,0,0,0
beni,riberalta,0-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,riberalta,20-39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
beni,riberalta,40-49,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,0,0
beni,riberalta,50-59,0,0,0,0,0,0,2,2,5,6,1,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,1,1
beni,riberalta,>= 60,0,0,0,0,0,0,2,4,2,17,2,2,0,0,0,1,0,0,0,0,1,0,0,1,2,5,2,3
beni,rurrenabaque,40-49,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,rurrenabaque,50-59,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,rurrenabaque,>= 60,0,0,0,0,0,0,0,0,1,1,1,4,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
beni,san ignacio,40-49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
beni,san ignacio,50-59,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,san ignacio,>= 60,0,0,0,0,0,0,0,0,3,6,1,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
beni,santa ana,20-39,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,santa ana,40-49,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,santa ana,50-59,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
beni,santa ana,>= 60,0,0,0,0,0,1,0,0,2,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,santa rosa,>= 60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
beni,trinidad,20-39,0,0,0,0,0,1,0,3,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
beni,trinidad,40-49,0,0,0,0,0,1,3,2,0,0,1,1,0,2,0,1,0,0,0,0,1,2,0,1,0,0,2,1
beni,trinidad,50-59,0,0,0,0,2,4,3,1,1,2,0,2,0,3,0,1,0,0,0,0,0,2,1,2,0,0,0,1
beni,trinidad,>= 60,1,0,0,0,2,15,7,15,2,5,1,6,2,4,1,0,0,1,0,0,3,5,2,7,0,2,1,3
pando,cobija,20-39,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pando,cobija,40-49,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pando,cobija,50-59,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pando,cobija,>= 60,0,0,0,1,0,1,4,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
