,,,2021-01-01 00:00:00,2021-04-01 00:00:00,2021-04-01 00:00:00,2021-05-01 00:00:00,2021-05-01 00:00:00,2021-06-01 00:00:00,2021-06-01 00:00:00,2021-07-01 00:00:00,2021-07-01 00:00:00,2021-08-01 00:00:00,2021-08-01 00:00:00,2021-09-01 00:00:00,2021-09-01 00:00:00,2021-10-01 00:00:00,2021-10-01 00:00:00,2021-11-01 00:00:00,2021-11-01 00:00:00,2021-12-01 00:00:00,2021-12-01 00:00:00
,,,Femenino,Femenino,Masculino,Femenino,Masculino,Femenino,Masculino,Femenino,Masculino,Femenino,Masculino,Femenino,Masculino,Femenino,Masculino,Femenino,Masculino,Femenino,Masculino
departamento,municipio,edad,,,,,,,,,,,,,,,,,,,
tarija,bermejo,40-49,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0
tarija,bermejo,50-59,0,0,0,0,0,0,0,0,1,0,1,0,2,1,0,1,0,0,0
tarija,bermejo,>= 60,0,0,0,0,0,0,1,0,1,1,0,2,4,0,4,1,2,0,1
tarija,carapari,50-59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tarija,entre rios  trj,20-39,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tarija,entre rios  trj,>= 60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
tarija,municipio,>= 60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
tarija,tarija,0-19,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
tarija,tarija,20-39,0,0,0,0,0,0,1,0,0,1,1,3,4,0,2,1,0,2,2
tarija,tarija,40-49,0,0,0,0,0,1,0,0,0,0,3,3,12,2,9,1,1,1,1
tarija,tarija,50-59,0,0,0,0,1,0,1,1,1,6,8,6,15,3,11,3,4,2,4
tarija,tarija,>= 60,0,0,0,1,0,0,2,2,1,8,21,40,66,16,40,3,23,4,8
tarija,villa montes,0-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
tarija,villa montes,50-59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tarija,villa montes,>= 60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0
tarija,yacuiba,20-39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
tarija,yacuiba,40-49,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,4,0,0
tarija,yacuiba,50-59,0,0,0,0,0,0,0,0,0,0,0,1,1,2,7,3,5,1,3
tarija,yacuiba,>= 60,0,0,0,0,0,0,0,0,0,2,0,4,8,7,17,23,25,2,6
santa.cruz,ascencion de guarayos,0-19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,ascencion de guarayos,20-39,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
santa.cruz,ascencion de guarayos,50-59,0,0,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,0
santa.cruz,ascencion de guarayos,>= 60,0,0,0,0,0,1,3,0,1,0,2,0,0,0,1,0,0,0,0
santa.cruz,buena vista,50-59,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,buena vista,>= 60,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
santa.cruz,cabezas,20-39,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
santa.cruz,cabezas,50-59,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
santa.cruz,cabezas,>= 60,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0
santa.cruz,camiri,0-19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
santa.cruz,camiri,20-39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
santa.cruz,camiri,40-49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
santa.cruz,camiri,50-59,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
santa.cruz,camiri,>= 60,0,0,0,0,0,1,0,0,0,2,0,3,2,2,1,1,2,0,0
santa.cruz,carmen rivero torrez,40-49,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
santa.cruz,carmen rivero torrez,50-59,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
santa.cruz,carmen rivero torrez,>= 60,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0
santa.cruz,charagua,40-49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
santa.cruz,charagua,>= 60,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0
santa.cruz,colpa belgica,20-39,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,colpa belgica,50-59,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
santa.cruz,colpa belgica,>= 60,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0
santa.cruz,concepcion,20-39,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,concepcion,40-49,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,concepcion,50-59,0,0,0,0,0,0,0,1,2,0,0,0,1,1,0,0,0,0,0
santa.cruz,concepcion,>= 60,0,0,0,1,0,0,2,2,3,1,1,0,0,0,1,0,0,0,0
santa.cruz,cotoca,0-19,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
santa.cruz,cotoca,20-39,0,0,0,0,0,0,0,2,4,0,1,1,0,0,0,0,0,0,1
santa.cruz,cotoca,40-49,0,0,0,0,2,0,0,2,4,0,0,0,0,0,0,0,0,0,0
santa.cruz,cotoca,50-59,0,0,0,1,0,0,1,4,10,0,0,0,0,0,0,0,0,1,0
santa.cruz,cotoca,>= 60,0,0,0,1,1,0,1,14,21,2,1,0,0,0,0,0,0,0,0
santa.cruz,cuatro canadas,20-39,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,cuatro canadas,40-49,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
santa.cruz,cuatro canadas,50-59,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,cuatro canadas,>= 60,0,0,0,0,1,2,2,0,1,1,4,0,0,3,2,0,1,0,0
santa.cruz,el puente(stc),50-59,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
santa.cruz,el puente(stc),>= 60,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0
santa.cruz,el torno,0-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
santa.cruz,el torno,20-39,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
santa.cruz,el torno,40-49,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
santa.cruz,el torno,50-59,0,0,0,0,1,0,3,0,1,1,1,0,0,0,0,0,0,0,0
santa.cruz,el torno,>= 60,0,0,0,2,2,5,7,4,6,5,2,1,0,1,1,0,0,0,0
santa.cruz,fernandez alonso,>= 60,0,0,0,0,0,0,0,1,0,3,2,0,3,0,1,0,0,0,0
santa.cruz,general saavedra,20-39,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
santa.cruz,general saavedra,>= 60,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
santa.cruz,gutierrez,40-49,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
santa.cruz,gutierrez,>= 60,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
santa.cruz,la guardia,20-39,0,0,0,0,0,0,1,4,2,0,1,0,1,0,0,0,0,0,0
santa.cruz,la guardia,40-49,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
santa.cruz,la guardia,50-59,0,0,0,0,1,4,2,1,2,1,2,0,0,0,1,0,0,0,1
santa.cruz,la guardia,>= 60,0,0,0,2,2,6,9,6,7,2,7,0,0,0,1,0,0,1,1
santa.cruz,lagunillas,>= 60,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0
santa.cruz,mairana,20-39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,mairana,40-49,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,mairana,50-59,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
santa.cruz,mairana,>= 60,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
santa.cruz,mineros,40-49,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
santa.cruz,mineros,50-59,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,mineros,>= 60,0,0,0,0,0,1,2,2,1,1,2,0,0,0,0,1,0,0,0
santa.cruz,montero,20-39,0,0,0,0,0,1,1,1,3,1,2,1,2,2,0,0,0,0,1
santa.cruz,montero,40-49,0,0,0,0,1,2,5,1,6,1,2,0,2,2,2,0,0,0,0
santa.cruz,montero,50-59,0,0,0,0,0,1,7,11,4,3,8,4,1,1,12,0,0,0,0
santa.cruz,montero,>= 60,0,0,0,3,4,14,37,16,45,3,28,3,5,2,13,0,1,1,0
santa.cruz,okinawa,20-39,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
santa.cruz,okinawa,50-59,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
santa.cruz,okinawa,>= 60,0,0,0,0,2,3,7,3,5,2,1,0,1,0,1,0,0,1,1
santa.cruz,pailon,0-19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,pailon,20-39,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
santa.cruz,pailon,40-49,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,pailon,50-59,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0
santa.cruz,pailon,>= 60,0,0,0,0,0,1,2,1,2,0,1,0,0,0,0,0,0,0,0
santa.cruz,pampa grande,50-59,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,pampa grande,>= 60,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
santa.cruz,porongo,40-49,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
santa.cruz,porongo,>= 60,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
santa.cruz,portachuelo,20-39,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,portachuelo,50-59,0,0,0,0,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0
santa.cruz,portachuelo,>= 60,0,0,0,0,0,4,1,1,5,1,2,0,1,0,0,0,0,0,0
santa.cruz,puerto quijarro,20-39,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
santa.cruz,puerto quijarro,40-49,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
santa.cruz,puerto quijarro,50-59,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0
santa.cruz,puerto quijarro,>= 60,0,0,0,0,0,0,0,0,0,8,10,0,1,2,5,0,0,0,0
santa.cruz,puerto suarez,0-19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
santa.cruz,puerto suarez,20-39,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
santa.cruz,puerto suarez,40-49,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0
santa.cruz,puerto suarez,50-59,0,0,0,0,0,0,0,0,0,4,5,0,0,0,1,0,0,0,0
santa.cruz,puerto suarez,>= 60,0,0,0,0,0,0,0,0,0,15,23,0,0,1,4,0,0,0,0
santa.cruz,quirusillas,>= 60,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
santa.cruz,robore,0-19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
santa.cruz,robore,20-39,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
santa.cruz,robore,40-49,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,robore,50-59,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,robore,>= 60,0,0,0,0,0,0,0,1,1,4,5,0,0,0,2,0,0,0,0
santa.cruz,samaipata,>= 60,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,san antonio de lomerio,>= 60,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0
santa.cruz,san carlos,40-49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
santa.cruz,san carlos,>= 60,0,0,0,0,0,0,1,2,4,1,2,0,1,2,0,0,0,0,0
santa.cruz,san ignacio de velasco,0-19,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
santa.cruz,san ignacio de velasco,20-39,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0
santa.cruz,san ignacio de velasco,40-49,0,0,0,0,0,1,1,2,0,0,1,1,1,0,0,0,0,0,0
santa.cruz,san ignacio de velasco,50-59,0,0,0,0,0,3,5,2,2,1,2,1,1,0,0,0,0,0,0
santa.cruz,san ignacio de velasco,>= 60,0,0,0,0,0,11,21,8,13,3,5,1,6,1,2,0,0,0,0
santa.cruz,san javier(stc),20-39,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
santa.cruz,san javier(stc),40-49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
santa.cruz,san javier(stc),50-59,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
santa.cruz,san javier(stc),>= 60,0,0,0,0,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0
santa.cruz,san jose de chiquitos,20-39,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,san jose de chiquitos,50-59,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0
santa.cruz,san jose de chiquitos,>= 60,0,0,0,0,0,0,4,0,1,0,0,2,8,0,0,0,0,0,0
santa.cruz,san juan de yapacani,50-59,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
santa.cruz,san juan de yapacani,>= 60,0,0,0,0,0,0,0,0,2,1,2,1,0,0,0,0,0,0,0
santa.cruz,san julian,20-39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
santa.cruz,san julian,40-49,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
santa.cruz,san julian,50-59,0,0,0,0,0,0,0,0,0,1,5,0,1,0,0,0,0,0,0
santa.cruz,san julian,>= 60,0,0,0,0,0,0,0,0,0,5,13,0,0,0,0,1,0,0,0
santa.cruz,san matias,20-39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
santa.cruz,san matias,40-49,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
santa.cruz,san matias,50-59,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
santa.cruz,san matias,>= 60,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
santa.cruz,san miguel de velasco,0-19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
santa.cruz,san miguel de velasco,50-59,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
santa.cruz,san miguel de velasco,>= 60,0,0,0,0,0,1,0,0,7,1,0,0,1,0,0,0,0,0,0
santa.cruz,san pedro,40-49,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
santa.cruz,san pedro,>= 60,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
santa.cruz,san rafael,>= 60,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
santa.cruz,san ramon scz,20-39,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0
santa.cruz,san ramon scz,40-49,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,san ramon scz,50-59,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
santa.cruz,san ramon scz,>= 60,0,0,0,0,0,0,0,2,5,4,1,0,0,0,0,0,0,0,0
santa.cruz,santa cruz de la sierra,0-19,0,0,1,0,3,5,6,6,8,0,3,2,2,4,2,0,1,2,3
santa.cruz,santa cruz de la sierra,20-39,0,1,0,3,8,20,41,21,47,11,21,4,10,3,4,1,2,2,3
santa.cruz,santa cruz de la sierra,40-49,0,0,0,4,16,16,89,29,73,22,48,8,24,1,6,1,0,2,6
santa.cruz,santa cruz de la sierra,50-59,0,0,1,11,37,75,161,51,144,25,89,18,46,10,9,2,5,5,6
santa.cruz,santa cruz de la sierra,>= 60,1,0,1,38,63,197,423,198,406,114,211,71,138,38,46,7,18,27,31
santa.cruz,santa rosa del sara,40-49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
santa.cruz,santa rosa del sara,>= 60,0,0,0,0,0,0,0,0,1,0,2,0,0,1,1,0,0,0,0
santa.cruz,vallegrande,50-59,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
santa.cruz,vallegrande,>= 60,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
santa.cruz,warnes,0-19,0,0,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0
santa.cruz,warnes,20-39,0,0,0,0,0,0,2,0,3,0,0,1,0,0,0,0,0,0,0
santa.cruz,warnes,40-49,0,0,0,0,0,0,3,2,5,0,0,0,0,0,0,0,0,0,0
santa.cruz,warnes,50-59,0,0,0,1,0,1,3,2,5,0,3,1,0,0,0,0,0,0,0
santa.cruz,warnes,>= 60,0,0,0,0,0,11,24,6,17,1,4,0,1,0,0,0,1,0,1
santa.cruz,yapacani,20-39,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
santa.cruz,yapacani,40-49,0,0,0,0,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0
santa.cruz,yapacani,50-59,0,0,0,0,0,2,2,0,4,0,1,0,1,0,0,0,0,0,0
santa.cruz,yapacani,>= 60,0,0,0,0,0,0,8,2,16,1,1,1,1,0,0,0,2,0,0
beni,guayaramerin,20-39,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
beni,guayaramerin,40-49,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
beni,guayaramerin,50-59,0,0,0,0,1,2,5,0,1,0,0,0,0,0,0,0,0,0,0
beni,guayaramerin,>= 60,0,0,0,1,0,7,10,0,2,1,0,0,0,0,0,0,0,0,0
beni,reyes,50-59,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
beni,reyes,>= 60,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0
beni,riberalta,0-19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
beni,riberalta,40-49,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0
beni,riberalta,50-59,0,0,0,0,0,2,1,5,7,1,2,0,2,0,0,0,0,0,0
beni,riberalta,>= 60,0,0,0,0,0,0,1,4,20,2,2,0,0,0,1,0,0,0,0
beni,rurrenabaque,40-49,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
beni,rurrenabaque,50-59,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
beni,rurrenabaque,>= 60,0,0,0,0,0,0,0,1,1,0,0,2,4,2,2,0,1,0,0
beni,san ignacio,50-59,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
beni,san ignacio,>= 60,0,0,0,0,0,0,0,2,4,1,4,1,0,0,0,0,0,0,0
beni,trinidad,20-39,0,0,0,0,1,0,3,0,0,0,1,0,1,0,0,0,0,0,1
beni,trinidad,40-49,0,0,0,0,0,3,2,0,1,0,1,1,2,0,0,0,1,0,0
beni,trinidad,50-59,0,0,0,1,1,3,2,0,3,0,0,0,3,1,2,0,1,0,0
beni,trinidad,>= 60,0,0,0,1,4,4,12,1,7,1,2,2,13,7,5,0,2,0,0
pando,cobija,40-49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
pando,cobija,50-59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
pando,cobija,>= 60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4
