,2020-03-01,2020-03-08,2020-03-15,2020-03-22,2020-03-29,2020-04-05,2020-04-12,2020-04-19,2020-04-26,2020-05-03,2020-05-10,2020-05-17,2020-05-24,2020-05-31,2020-06-07,2020-06-14,2020-06-21,2020-06-28,2020-07-05,2020-07-12,2020-07-19,2020-07-26,2020-08-02,2020-08-09,2020-08-16,2020-08-23,2020-08-30,2020-09-06,2020-09-13,2020-09-20,2020-09-27,2020-10-04,2020-10-11,2020-10-18,2020-10-25,2020-11-01,2020-11-08,2020-11-15,2020-11-22,2020-11-29,2020-12-06,2020-12-13,2020-12-20,2020-12-27,2021-01-03,2021-01-10,2021-01-17,2021-01-24,2021-01-31,2021-02-07,2021-02-14,2021-02-21,2021-02-28,2021-03-07,2021-03-14,2021-03-21
10,,0.0,69.5,12.5,28.0,5.0,19.5,52.5,43.0,56.0,27.0,58.0,35.25,55.5,53.25,62.0,50.5,16.0,21.0,19.75,24.25,7.5,43.5,14.5,13.75,23.5,15.25,0.0,3.75,0.0,3.5,11.0,0.0,21.75,21.75,6.25,11.25,5.5,5.25,3.75,5.75,28.5,7.25,14.75,52.0,11.5,42.0,0.0,15.25,11.25,20.25,28.25,,,,
11,,0.0,67.25,7.25,35.5,8.0,22.25,54.0,66.0,53.75,41.5,74.75,33.25,52.75,35.5,60.5,48.75,11.0,26.75,16.0,34.5,0.0,51.75,10.75,0.0,30.75,26.25,5.75,0.0,0.0,0.0,11.0,0.0,5.75,21.75,6.25,17.25,5.5,11.25,0.0,5.75,41.0,21.75,31.5,64.75,17.75,54.5,0.0,11.25,17.5,20.25,16.5,,,,
12,,0.0,23.25,24.75,24.0,26.75,40.25,65.5,47.5,84.5,12.25,43.25,29.25,63.0,55.25,73.75,43.5,45.5,24.5,24.5,25.0,18.75,20.25,17.5,12.5,23.0,37.5,4.75,18.25,5.0,9.0,13.5,11.0,25.0,21.75,10.5,5.75,5.25,0.0,5.25,4.75,21.0,17.5,7.0,25.5,10.75,16.75,5.0,37.0,27.75,19.25,0.0,,,,
13,,0.0,40.0,6.0,17.5,7.75,30.75,74.25,6.25,49.75,39.5,4.0,14.0,87.0,69.75,40.0,18.75,35.0,19.75,16.0,34.5,38.25,39.5,25.75,14.5,10.25,14.75,3.0,13.25,3.25,13.25,13.25,6.75,25.5,3.25,26.75,3.25,0.0,0.0,8.5,9.0,17.0,10.75,0.0,30.75,4.0,16.75,5.0,9.75,11.5,23.25,41.25,,,,
14,,0.0,72.25,20.75,19.75,14.0,41.75,36.75,53.25,64.25,39.25,63.5,12.5,49.5,56.0,63.0,55.5,0.0,10.0,31.0,33.0,11.0,16.75,0.0,0.0,25.0,43.75,5.0,5.25,0.0,0.0,10.5,0.0,11.75,31.5,0.0,16.25,5.75,5.0,0.0,0.0,32.75,13.75,15.75,50.5,22.75,38.75,12.0,27.75,22.25,6.5,22.0,,,,
15,,0.0,38.5,21.75,16.5,22.5,31.5,28.25,36.75,47.0,14.75,38.0,41.75,90.25,54.75,44.75,27.0,28.25,33.25,0.0,33.75,36.0,34.0,12.0,8.5,19.25,15.75,15.75,8.25,10.75,11.75,0.0,5.5,0.0,12.75,24.25,13.0,4.75,4.5,8.0,8.75,8.75,26.75,11.75,13.75,13.5,31.75,4.75,26.25,18.25,4.25,23.0,,,,
16,,0.0,38.0,16.75,19.75,4.0,15.0,63.25,12.75,30.75,37.75,12.0,66.25,87.0,73.5,36.0,30.75,52.75,4.0,4.0,30.5,21.75,22.25,17.0,26.5,9.5,35.75,0.0,18.25,0.0,7.5,6.5,38.75,27.25,0.0,10.0,14.25,0.0,0.0,0.0,7.5,0.0,23.0,0.0,4.5,7.5,29.25,8.25,24.5,8.0,17.25,39.75,,,,
17,,0.0,35.0,21.5,0.0,17.0,24.5,53.5,0.0,48.75,14.5,34.5,13.0,86.5,42.5,43.5,19.75,11.25,7.75,6.75,19.25,27.5,19.75,20.5,17.5,7.5,15.25,0.0,15.5,0.0,7.75,4.0,29.25,13.5,8.25,23.5,4.0,0.0,0.0,3.75,3.75,12.0,19.0,0.0,22.5,17.25,24.75,4.75,17.0,22.5,8.25,23.25,,,,
18,,0.0,12.5,20.25,24.0,31.75,5.0,88.0,14.25,53.75,44.25,11.5,21.75,74.75,76.25,29.0,28.25,43.25,10.0,28.5,42.5,38.25,28.25,28.25,28.5,21.5,24.25,0.0,21.75,0.0,8.0,18.25,10.0,40.0,0.0,33.75,0.0,0.0,0.0,0.0,3.75,6.0,26.25,0.0,20.25,18.5,35.0,14.5,45.0,8.0,29.25,33.25,,,,
19,,0.0,55.25,4.5,6.5,11.75,9.5,30.5,30.0,29.75,34.0,44.0,71.25,86.25,72.25,75.0,39.25,23.5,51.25,0.0,35.25,31.75,20.5,22.0,0.0,7.25,17.5,48.0,11.75,47.0,0.0,0.0,0.0,0.0,5.5,32.25,16.0,8.75,15.0,8.0,0.0,0.0,6.5,0.0,19.25,9.25,15.0,16.0,18.75,25.75,28.0,33.0,24.75,,,
