,2020-03-01,2020-03-08,2020-03-15,2020-03-22,2020-03-29,2020-04-05,2020-04-12,2020-04-19,2020-04-26,2020-05-03,2020-05-10,2020-05-17,2020-05-24,2020-05-31,2020-06-07,2020-06-14,2020-06-21,2020-06-28,2020-07-05,2020-07-12,2020-07-19,2020-07-26,2020-08-02,2020-08-09,2020-08-16,2020-08-23,2020-08-30,2020-09-06,2020-09-13,2020-09-20,2020-09-27,2020-10-04,2020-10-11,2020-10-18,2020-10-25,2020-11-01,2020-11-08,2020-11-15,2020-11-22,2020-11-29,2020-12-06,2020-12-13,2020-12-20,2020-12-27,2021-01-03,2021-01-10,2021-01-17,2021-01-24,2021-01-31,2021-02-07,2021-02-14,2021-02-21,2021-02-28,2021-03-07,2021-03-14,2021-03-21,2021-03-28,2021-04-04,2021-04-11,2021-04-18,2021-04-25,2021-05-02,2021-05-09,2021-05-16,2021-05-23,2021-05-30,2021-06-06,2021-06-13,2021-06-20,2021-06-27,2021-07-04,2021-07-11,2021-07-18,2021-07-25,2021-08-01,2021-08-08,2021-08-15,2021-08-22,2021-08-29,2021-09-05,2021-09-12,2021-09-19,2021-09-26,2021-10-03,2021-10-10,2021-10-17,2021-10-24,2021-10-31,2021-11-07,2021-11-14,2021-11-21,2021-11-28,2021-12-05,2021-12-12,2021-12-19,2021-12-26,2022-01-02,2022-01-09,2022-01-16,2022-01-23,2022-01-30,2022-02-06,2022-02-13,2022-02-20,2022-02-27,2022-03-06,2022-03-13,2022-03-20,2022-03-27,2022-04-03,2022-04-10,2022-04-17,2022-04-24,2022-05-01,2022-05-08,2022-05-15
116,,,,,,,,,,,,,,,,27.25,0.0,26.75,30.25,65.0,48.75,8.5,0.0,9.5,10.5,28.5,0.0,7.0,54.75,40.0,13.5,0.0,18.5,0.0,0.0,0.0,26.5,17.0,0.0,0.0,0.0,0.0,0.0,43.5,13.75,0.0,7.25,0.0,0.0,0.0,0.0,0.0,0.0,21.5,0.0,0.0,8.0,31.25,19.75,17.5,49.25,0.0,30.75,6.25,0.0,33.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,,,,,,,,,,,,,,,,27.25,0.0,26.75,29.75,67.0,50.75,8.5,0.0,9.5,10.5,28.5,0.0,7.0,55.25,39.75,13.5,0.0,19.0,0.0,0.0,0.0,26.5,17.25,0.0,0.0,0.0,0.0,0.0,43.5,13.75,0.0,7.25,0.0,0.0,0.0,0.0,0.0,0.0,21.5,0.0,0.0,8.0,30.5,19.75,17.75,48.75,0.0,30.0,6.25,0.0,32.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,,,,,,,,,,,,,,,,15.0,0.0,18.5,27.75,11.25,74.0,12.0,58.5,12.5,23.0,12.0,7.75,0.0,15.0,14.75,29.0,22.25,0.0,9.0,15.5,0.0,0.0,21.25,0.0,0.0,0.0,0.0,17.25,0.0,8.25,0.0,0.0,5.75,0.0,6.0,17.5,0.0,15.0,0.0,0.0,9.0,0.0,23.0,5.75,8.5,0.0,0.0,0.0,26.75,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,,,,,,,,,,,,,,,,22.75,0.0,19.0,22.25,48.75,53.5,37.75,0.0,43.5,0.0,0.0,0.0,21.25,63.25,9.75,0.0,12.5,19.5,0.0,0.0,0.0,30.75,0.0,0.0,29.5,0.0,0.0,0.0,0.0,39.75,0.0,9.25,0.0,0.0,0.0,0.0,0.0,0.0,41.75,0.0,0.0,20.75,11.75,0.0,9.5,26.25,0.0,17.75,0.0,0.0,9.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,,,,,,,,,,,,,,,,12.25,0.0,18.0,34.25,18.25,52.5,7.5,82.75,33.0,15.75,0.0,0.0,0.0,68.5,20.75,35.0,13.25,0.0,21.5,5.5,0.0,0.0,8.75,0.0,0.0,0.0,0.0,0.0,29.0,11.25,0.0,0.0,0.0,0.0,30.0,20.25,5.25,48.75,0.0,10.75,9.0,0.0,25.5,20.25,5.5,26.0,0.0,12.0,23.75,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,,,,,,,,,,,,,,,,,0.0,18.25,21.75,58.25,47.25,35.5,61.25,11.75,11.25,24.75,10.0,0.0,9.25,0.0,16.25,0.0,0.0,8.5,9.5,0.0,0.0,9.0,0.0,0.0,0.0,0.0,10.75,26.25,8.75,0.0,0.0,9.25,0.0,0.0,23.0,26.75,18.0,0.0,7.75,16.5,0.0,35.75,16.75,0.0,0.0,0.0,0.0,25.5,0.0,0.0,18.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,,,,,,,,,,,,,,,,,0.0,6.75,0.0,75.0,28.25,37.0,0.0,0.0,16.0,47.0,0.0,10.25,33.5,18.75,27.0,23.5,0.0,0.0,0.0,7.25,0.0,23.25,0.0,15.25,0.0,0.0,0.0,16.25,18.25,0.0,26.5,0.0,0.0,0.0,0.0,0.0,0.0,24.5,0.0,0.0,42.25,0.0,6.5,6.5,45.75,0.0,18.75,6.75,0.0,10.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,,,,,,,,,,,,,,,,,0.0,8.75,60.5,34.75,11.5,23.75,70.25,13.5,24.0,11.0,10.5,0.0,35.5,9.25,41.75,19.0,0.0,26.5,26.25,0.0,0.0,8.5,0.0,0.0,0.0,7.75,19.25,36.0,9.0,0.0,0.0,17.25,0.0,17.5,40.5,15.75,41.75,0.0,0.0,16.75,0.0,48.5,8.75,0.0,17.25,0.0,0.0,40.75,0.0,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,,,,,,,,,,,,,,,,,0.0,5.0,28.0,84.25,38.0,39.0,0.0,19.75,7.25,25.0,0.0,5.25,26.5,0.0,8.5,5.25,44.25,0.0,0.0,15.75,8.5,0.0,0.0,0.0,0.0,0.0,0.0,12.25,51.75,0.0,17.5,0.0,0.0,0.0,0.0,0.0,0.0,31.5,0.0,0.0,18.0,23.25,15.25,41.0,44.25,0.0,0.0,9.75,0.0,20.75,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,,,,,,,,,,,,,,,,,0.0,8.75,10.75,43.5,46.5,0.0,61.25,12.75,12.0,25.0,0.0,0.0,26.25,17.5,51.0,9.75,0.0,18.0,17.75,0.0,0.0,26.25,0.0,0.0,0.0,15.5,21.0,12.75,16.5,0.0,0.0,8.5,0.0,8.5,31.25,8.75,35.0,0.0,16.0,9.0,0.0,17.0,0.0,25.25,17.25,0.0,8.5,33.75,0.0,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,,,,,,,,,,,,,,,,,0.0,8.75,25.5,49.0,53.0,12.0,78.25,12.0,11.75,12.75,0.0,0.0,25.0,21.0,49.0,22.75,0.0,21.5,29.5,0.0,0.0,9.0,0.0,0.0,0.0,16.75,24.25,30.0,11.5,0.0,0.0,20.0,0.0,20.25,21.0,28.0,46.0,0.0,19.5,20.75,0.0,17.25,19.5,18.0,12.0,0.0,8.75,42.0,0.0,0.0,16.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,,,,,,,,,,,,,,,,,0.0,8.75,25.5,50.25,52.5,12.0,78.25,12.0,11.75,12.75,0.0,0.0,25.0,21.0,49.0,22.75,0.0,21.5,29.5,0.0,0.0,9.0,0.0,0.0,0.0,17.0,24.25,30.5,11.5,0.0,0.0,20.0,0.0,20.25,21.0,28.0,46.0,0.0,19.5,20.75,0.0,17.5,19.5,18.25,12.0,0.0,9.25,42.5,0.0,0.0,17.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,,,,,,,,,,,,,,,,,0.0,0.0,9.5,41.25,69.0,11.5,0.0,17.5,11.5,17.0,0.0,9.25,36.75,8.75,8.0,31.25,0.0,0.0,0.0,10.0,8.25,8.5,0.0,8.5,0.0,0.0,0.0,30.75,83.75,0.0,11.5,0.0,0.0,0.0,0.0,0.0,0.0,33.25,0.0,0.0,22.25,20.5,42.5,24.5,22.5,0.0,30.25,9.0,0.0,11.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,,,,,,,,,,,,,,,,,0.0,11.25,14.25,50.0,18.0,8.25,0.0,34.75,8.75,9.75,0.0,0.0,37.75,12.0,6.5,18.75,20.0,0.0,0.0,21.75,12.5,11.25,0.0,24.0,0.0,0.0,0.0,17.25,37.75,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,55.25,0.0,0.0,19.75,12.75,18.5,12.75,40.0,0.0,29.25,18.5,0.0,17.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,,,,,,,,,,,,,,,,,0.0,0.0,23.25,42.0,25.0,0.0,58.5,0.0,33.0,23.5,20.0,0.0,24.5,10.25,40.0,16.0,0.0,6.75,17.25,0.0,0.0,6.5,0.0,0.0,0.0,16.25,10.5,9.25,16.75,0.0,0.0,9.25,0.0,0.0,20.25,24.5,31.75,0.0,9.75,25.75,0.0,0.0,25.0,19.5,10.5,0.0,26.25,31.5,0.0,0.0,24.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,,,,,,,,,,,,,,,,,,0.0,30.25,33.0,25.0,7.5,56.75,8.75,31.75,32.0,11.75,0.0,17.25,16.25,33.25,15.25,0.0,0.0,17.25,0.0,0.0,6.0,0.0,0.0,0.0,16.25,17.5,0.0,16.75,0.0,0.0,9.25,0.0,6.0,19.25,18.0,24.75,0.0,9.75,24.75,0.0,0.0,24.25,19.5,10.5,0.0,19.75,25.0,0.0,0.0,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,,,,,,,,,,,,,,,,,,6.25,0.0,50.0,17.5,8.25,12.0,0.0,36.25,0.0,0.0,9.25,51.75,0.0,20.25,6.25,6.75,0.0,0.0,0.0,14.5,6.0,21.5,6.25,13.75,0.0,0.0,8.75,12.75,25.0,6.25,0.0,0.0,23.25,0.0,0.0,0.0,13.5,0.0,0.0,14.75,6.25,6.25,15.5,12.0,0.0,6.0,0.0,0.0,5.75,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,30.75,0.0,17.75,16.75,16.25,22.0,76.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,8.25,12.0,46.0,0.0,26.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,23.25,0.0,0.0,0.0,26.25,22.5,0.0,42.5,0.0,0.0,8.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,,,,,,,,,,,,,,,,,,6.25,0.0,87.25,17.5,33.25,0.0,0.0,18.5,26.25,0.0,9.5,43.0,19.0,6.25,16.75,6.75,0.0,0.0,21.0,15.5,23.5,0.0,15.5,0.0,0.0,0.0,8.75,40.0,0.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,9.25,0.0,0.0,10.0,24.0,6.25,26.0,30.25,0.0,24.0,0.0,0.0,14.25,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,,,,,,,,,,,,,,,,,,0.0,11.75,25.0,25.0,12.5,14.25,0.0,17.25,13.75,28.75,25.25,67.5,19.75,43.75,20.5,0.0,20.25,9.75,10.5,9.25,19.0,24.0,9.25,12.25,0.0,11.5,13.75,9.5,11.75,0.0,0.0,0.0,10.25,0.0,9.5,10.0,9.25,20.25,0.0,27.25,9.0,12.0,34.5,28.0,0.0,9.25,9.75,0.0,0.0,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,,,,,,,,,,,,,,,,,,6.25,45.0,23.5,50.0,37.75,53.5,22.25,8.5,0.0,12.5,0.0,26.75,16.25,69.75,23.0,0.0,53.25,22.25,0.0,0.0,19.5,0.0,0.0,0.0,6.0,25.5,13.75,0.0,0.0,0.0,9.75,0.0,20.25,0.0,15.25,22.25,0.0,20.75,0.0,0.0,19.75,6.25,10.0,9.75,0.0,12.25,31.75,0.0,0.0,5.75,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,,,,,,,,,,,,,,,,,,9.75,23.25,66.25,21.25,0.0,10.25,13.25,17.5,0.0,9.0,19.75,68.25,0.0,21.25,19.75,23.0,0.0,0.0,18.0,0.0,0.0,0.0,6.75,7.25,0.0,0.0,18.25,7.0,6.5,0.0,0.0,0.0,7.5,0.0,0.0,0.0,57.25,0.0,0.0,19.75,9.0,21.75,13.75,8.75,0.0,27.25,12.25,0.0,19.75,0.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,,,,,,,,,,,,,,,,,,16.0,27.5,45.25,61.5,20.75,74.75,8.5,17.25,8.25,0.0,0.0,6.5,0.0,37.5,15.75,0.0,39.5,15.5,0.0,0.0,6.25,0.0,0.0,0.0,13.75,17.25,8.75,8.5,0.0,0.0,14.0,0.0,8.5,25.75,0.0,52.0,0.0,13.75,14.5,0.0,15.0,5.75,12.25,0.0,0.0,15.0,30.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.25,16.0,13.25,24.75,45.0,0.0,41.75,0.0,0.0,0.0,10.0,0.0,0.0,16.5,50.75,0.0,17.5,0.0,0.0,0.0,0.0,24.5,0.0,0.0,0.0,10.75,0.0,0.0,0.0,0.0,26.25,0.0,19.0,0.0,0.0,38.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,,,,,,,,,,,,,,,,,,10.0,8.0,66.0,9.5,0.0,0.0,0.0,30.25,33.25,0.0,0.0,49.0,9.75,19.5,0.0,19.75,0.0,0.0,7.25,24.0,8.75,12.0,17.5,12.25,0.0,0.0,13.75,25.0,0.0,15.5,0.0,0.0,0.0,0.0,0.0,0.0,40.25,0.0,0.0,20.75,18.25,0.0,11.75,6.5,0.0,6.25,0.0,0.0,8.5,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,42.0,0.0,42.5,14.75,25.75,23.75,68.0,0.0,30.75,0.0,0.0,0.0,8.5,0.0,18.75,11.5,18.75,0.0,33.5,0.0,0.0,0.0,0.0,40.75,0.0,0.0,0.0,10.75,0.0,0.0,0.0,10.25,10.75,0.0,20.5,0.0,11.0,67.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,,,,,,,,,,,,,,,,,,3.75,11.0,74.25,47.5,50.25,0.0,45.25,0.0,12.5,0.0,9.25,13.75,4.0,9.75,30.0,21.0,0.0,0.0,14.5,8.75,12.25,0.0,22.25,0.0,0.0,0.0,15.0,32.0,0.0,18.5,0.0,0.0,0.0,0.0,0.0,0.0,38.25,0.0,0.0,30.5,8.5,13.5,9.0,30.0,0.0,20.5,0.0,0.0,9.25,0.0,8.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,39.5,0.0,0.0,16.75,0.0,43.25,59.5,0.0,77.0,0.0,0.0,0.0,0.0,0.0,22.75,13.5,13.5,0.0,12.5,0.0,0.0,0.0,0.0,57.75,0.0,0.0,0.0,38.0,0.0,0.0,0.0,22.5,24.75,0.0,0.0,0.0,12.75,31.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,,,,,,,,,,,,,,,,,,,0.0,42.0,12.25,18.0,11.75,0.0,31.0,0.0,11.0,31.75,49.0,13.0,18.0,0.0,0.0,0.0,0.0,10.5,8.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,23.25,33.5,12.75,0.0,0.0,0.0,0.0,0.0,0.0,17.5,8.25,0.0,14.5,9.0,0.0,25.5,8.5,0.0,42.25,0.0,0.0,0.0,0.0,13.25,30.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.75,27.75,26.75,50.25,74.5,0.0,47.0,0.0,0.0,0.0,11.0,0.0,10.5,20.0,10.5,0.0,8.25,0.0,0.0,0.0,0.0,45.75,0.0,0.0,0.0,21.5,0.0,0.0,0.0,27.25,8.25,0.0,22.75,0.0,27.75,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,,,,,,,,,,,,,,,,,,,30.75,47.0,59.25,49.0,39.0,36.75,36.5,25.25,21.0,0.0,10.25,28.5,26.75,19.0,0.0,36.75,46.75,0.0,0.0,10.25,0.0,0.0,0.0,26.5,0.0,36.5,33.5,0.0,0.0,51.75,0.0,18.0,0.0,0.0,33.75,0.0,16.75,17.25,0.0,27.0,16.5,0.0,27.5,0.0,25.0,16.75,0.0,0.0,39.75,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,,,,,,,,,,,,,,,,,,,0.0,25.0,0.0,0.0,48.25,0.0,0.0,17.25,31.25,25.5,43.0,0.0,49.0,9.75,0.0,0.0,34.25,10.75,22.25,33.0,47.75,9.0,0.0,0.0,0.0,0.0,0.0,31.5,0.0,0.0,0.0,11.0,0.0,0.0,0.0,22.25,23.0,0.0,23.75,0.0,9.75,47.75,0.0,0.0,9.25,9.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,,,,,,,,,,,,,,,,,,,8.0,70.0,9.0,27.75,0.0,0.0,10.5,9.25,15.75,28.0,50.0,6.5,39.0,0.0,6.75,0.0,0.0,0.0,18.5,7.5,11.75,7.5,0.0,0.0,0.0,0.0,28.0,23.5,13.25,0.0,0.0,0.0,0.0,0.0,0.0,40.5,11.25,0.0,15.25,6.5,6.25,31.0,13.75,0.0,19.0,14.5,0.0,12.0,0.0,6.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,,,,,,,,,,,,,,,,,,,23.0,36.5,61.25,36.25,88.5,14.5,11.5,35.5,11.25,0.0,19.5,0.0,35.25,39.75,0.0,35.75,19.5,0.0,0.0,9.25,0.0,0.0,0.0,8.25,20.0,26.25,0.0,0.0,0.0,8.5,0.0,37.0,10.75,17.0,52.75,0.0,16.5,10.5,0.0,17.5,0.0,10.5,0.0,0.0,18.25,36.25,0.0,0.0,9.25,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,,,,,,,,,,,,,,,,,,,0.0,12.0,23.75,35.25,17.5,0.0,32.5,0.0,0.0,48.25,55.75,0.0,28.75,0.0,0.0,0.0,12.5,19.0,16.25,20.75,24.0,0.0,24.75,0.0,0.0,11.25,34.0,11.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.25,11.25,0.0,13.0,8.75,0.0,12.25,16.75,0.0,0.0,7.75,0.0,7.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,,,,,,,,,,,,,,,,,,,42.75,35.25,91.5,12.75,42.5,17.75,24.0,13.25,38.5,0.0,40.75,30.75,43.5,19.5,0.0,40.0,21.25,0.0,0.0,0.0,0.0,0.0,0.0,8.75,25.0,41.5,8.75,0.0,0.0,19.75,0.0,12.25,10.75,9.0,43.0,0.0,0.0,9.5,0.0,8.75,20.0,9.5,21.0,0.0,18.25,26.75,0.0,0.0,36.75,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,,,,,,,,,,,,,,,,,,,7.0,56.75,36.0,61.25,0.0,24.25,24.0,22.25,0.0,8.5,44.75,6.25,22.0,10.25,0.0,0.0,0.0,17.75,6.25,22.25,0.0,14.5,0.0,0.0,0.0,10.75,40.75,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,0.0,15.25,5.75,17.0,14.25,38.25,0.0,29.25,31.0,0.0,12.5,0.0,15.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,,,,,,,,,,,,,,,,,,,47.0,45.25,75.0,32.25,58.25,9.25,12.0,18.0,41.5,0.0,21.75,33.5,33.0,25.5,0.0,47.25,27.5,0.0,0.0,23.5,0.0,0.0,0.0,22.75,0.0,9.25,6.0,0.0,0.0,0.0,0.0,25.0,7.25,15.0,24.5,0.0,9.0,6.0,0.0,24.0,17.25,34.25,26.75,0.0,0.0,17.25,0.0,0.0,14.5,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,,,,,,,,,,,,,,,,,,,,36.25,43.0,0.0,51.75,31.0,40.75,9.0,29.75,0.0,22.75,22.5,46.75,6.5,0.0,39.75,30.75,0.0,0.0,18.75,0.0,0.0,0.0,18.25,0.0,18.25,0.0,0.0,0.0,12.75,0.0,15.0,25.5,15.0,18.5,0.0,9.0,8.75,0.0,18.75,0.0,24.75,9.0,0.0,0.0,33.25,0.0,0.0,8.5,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,,,,,,,,,,,,,,,,,,,,65.5,22.5,27.75,0.0,0.0,32.5,23.25,0.0,12.0,33.5,38.0,25.5,22.0,18.25,0.0,0.0,0.0,5.0,9.0,0.0,10.5,0.0,0.0,0.0,16.75,24.25,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5,0.0,0.0,36.75,9.25,16.5,11.25,33.25,0.0,13.5,11.0,0.0,4.75,0.0,26.0,9.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,,,,,,,,,,,,,,,,,,,,95.25,36.5,19.5,0.0,40.5,12.0,12.0,0.0,16.0,27.25,19.5,17.25,10.25,17.25,0.0,0.0,20.25,9.25,15.25,0.0,0.0,0.0,0.0,0.0,25.25,37.75,0.0,18.25,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,56.5,9.25,6.25,6.5,16.75,0.0,23.0,17.25,0.0,8.0,0.0,9.25,18.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,,,,,,,,,,,,,,,,,,,,25.0,21.5,0.0,57.5,25.0,36.25,34.75,21.0,0.0,18.75,0.0,49.25,18.25,0.0,44.5,18.0,0.0,0.0,17.5,0.0,0.0,0.0,8.0,19.0,25.75,17.25,0.0,0.0,16.0,0.0,0.0,21.25,8.25,49.75,0.0,24.5,25.75,0.0,25.0,0.0,16.75,16.5,0.0,0.0,24.75,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,,,,,,,,,,,,,,,,,,,,62.25,28.5,47.75,11.25,17.25,24.0,11.25,0.0,19.0,64.5,0.0,8.5,0.0,27.75,0.0,8.25,0.0,8.75,25.0,8.25,10.75,0.0,0.0,0.0,25.0,37.75,0.0,16.75,0.0,0.0,9.0,0.0,0.0,0.0,11.5,0.0,0.0,34.0,0.0,17.0,25.25,16.75,0.0,45.0,18.0,0.0,0.0,0.0,36.75,38.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,,,,,,,,,,,,,,,,,,,,23.25,64.0,0.0,39.75,16.0,23.5,27.75,22.0,0.0,47.25,8.75,47.75,9.0,0.0,39.5,29.25,0.0,0.0,8.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.25,0.0,9.75,10.25,0.0,27.25,0.0,8.0,0.0,0.0,9.0,18.25,10.75,0.0,0.0,8.75,35.25,0.0,0.0,8.5,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,15.5,0.0,41.5,40.5,0.0,32.25,46.75,0.0,48.5,0.0,0.0,0.0,0.0,0.0,8.5,18.0,11.25,0.0,8.75,0.0,0.0,0.0,0.0,26.5,0.0,0.0,0.0,18.0,0.0,0.0,0.0,28.25,10.5,0.0,21.25,0.0,11.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.5,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,,,,,,,,,,,,,,,,,,,,,26.25,35.5,0.0,42.0,0.0,54.0,0.0,22.0,49.0,21.5,6.5,0.0,17.25,0.0,0.0,31.25,19.0,15.5,0.0,30.0,0.0,0.0,0.0,16.75,19.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,46.0,0.0,12.0,19.0,11.0,0.0,8.75,9.25,0.0,0.0,0.0,0.0,31.5,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,,,,,,,,,,,,,,,,,,,,,0.0,0.0,15.75,0.0,42.25,44.0,23.25,44.0,71.5,0.0,10.5,0.0,0.0,0.0,33.75,0.0,10.5,22.5,31.75,0.0,19.0,0.0,0.0,0.0,0.0,50.25,0.0,0.0,0.0,25.0,0.0,0.0,0.0,8.5,0.0,0.0,13.5,0.0,10.0,30.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.75,24.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,,,,,,,,,,,,,,,,,,,,,,6.5,0.0,25.0,38.0,44.5,0.0,14.0,38.25,28.25,43.5,27.75,18.5,0.0,0.0,35.0,0.0,20.5,0.0,13.75,0.0,0.0,0.0,6.75,37.0,0.0,37.75,0.0,0.0,0.0,0.0,0.0,0.0,36.75,0.0,0.0,33.75,25.25,17.75,22.75,8.75,0.0,59.0,22.5,0.0,16.25,0.0,17.5,35.5,0.0,0.0,20.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
