,2020-03-01,2020-03-08,2020-03-15,2020-03-22,2020-03-29,2020-04-05,2020-04-12,2020-04-19,2020-04-26,2020-05-03,2020-05-10,2020-05-17,2020-05-24,2020-05-31,2020-06-07,2020-06-14,2020-06-21,2020-06-28,2020-07-05,2020-07-12,2020-07-19,2020-07-26,2020-08-02,2020-08-09,2020-08-16,2020-08-23,2020-08-30,2020-09-06,2020-09-13,2020-09-20,2020-09-27,2020-10-04,2020-10-11,2020-10-18,2020-10-25,2020-11-01,2020-11-08,2020-11-15,2020-11-22,2020-11-29,2020-12-06,2020-12-13,2020-12-20,2020-12-27,2021-01-03,2021-01-10,2021-01-17,2021-01-24,2021-01-31,2021-02-07,2021-02-14,2021-02-21,2021-02-28,2021-03-07,2021-03-14,2021-03-21,2021-03-28,2021-04-04,2021-04-11,2021-04-18,2021-04-25,2021-05-02,2021-05-09,2021-05-16,2021-05-23,2021-05-30,2021-06-06,2021-06-13,2021-06-20,2021-06-27,2021-07-04,2021-07-11,2021-07-18,2021-07-25,2021-08-01,2021-08-08,2021-08-15,2021-08-22,2021-08-29,2021-09-05,2021-09-12,2021-09-19,2021-09-26,2021-10-03,2021-10-10,2021-10-17,2021-10-24,2021-10-31,2021-11-07,2021-11-14,2021-11-21,2021-11-28,2021-12-05,2021-12-12,2021-12-19,2021-12-26,2022-01-02,2022-01-09,2022-01-16,2022-01-23,2022-01-30,2022-02-06,2022-02-13,2022-02-20,2022-02-27,2022-03-06,2022-03-13,2022-03-20,2022-03-27,2022-04-03,2022-04-10,2022-04-17,2022-04-24,2022-05-01,2022-05-08,2022-05-15,2022-05-22,2022-05-29,2022-06-05,2022-06-12,2022-06-19,2022-06-26,2022-07-03,2022-07-10,2022-07-17,2022-07-24,2022-07-31
48,,,,,,0.0,0.0,59.25,35.0,43.75,24.0,30.5,0.0,0.0,63.0,0.0,20.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.25,61.75,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,22.25,10.25,80.25,0.0,25.0,0.0,0.0,0.0,0.0,0.0,24.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,,,,,,0.0,0.0,59.5,23.25,31.5,78.75,21.5,0.0,0.0,20.75,9.25,38.75,10.25,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.5,29.0,0.0,0.0,31.25,0.0,23.25,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,21.75,10.25,55.25,0.0,31.75,39.0,32.75,0.0,0.0,0.0,32.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,,,,,,,12.25,32.0,34.0,29.75,19.75,8.0,22.75,10.0,37.25,0.0,31.0,38.0,11.75,10.0,83.5,47.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,19.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,0.0,41.75,22.5,43.0,0.0,10.75,33.25,0.0,0.0,0.0,23.0,19.5,58.0,0.0,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,,,,,,,0.0,31.75,10.5,37.25,8.75,62.5,10.75,38.0,7.75,0.0,26.25,29.5,9.25,44.0,60.5,51.5,0.0,0.0,12.5,0.0,0.0,0.0,0.0,7.75,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.25,0.0,12.0,18.0,35.0,0.0,10.75,21.25,0.0,0.0,0.0,31.5,10.25,47.5,0.0,21.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,,,,,,,49.25,37.5,11.75,31.5,46.0,22.75,11.75,29.75,10.25,19.75,47.5,11.5,22.75,0.0,0.0,38.5,24.75,0.0,0.0,0.0,0.0,10.5,16.75,21.5,21.0,0.0,11.5,0.0,0.0,12.75,12.0,0.0,10.75,10.5,30.75,0.0,23.75,0.0,33.75,22.25,22.0,0.0,0.0,21.5,0.0,0.0,0.0,12.0,31.5,35.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,,,,,,,0.0,70.25,59.75,42.0,56.75,8.25,0.0,0.0,23.75,25.25,26.5,40.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,10.25,0.0,0.0,17.0,0.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,11.5,0.0,0.0,0.0,0.0,7.25,63.5,0.0,29.0,21.25,20.5,0.0,0.0,0.0,0.0,31.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,,,,,,,0.0,71.25,21.75,31.75,62.25,23.0,0.0,0.0,11.5,0.0,53.25,26.25,0.0,45.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.25,21.5,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.5,0.0,0.0,0.0,20.25,0.0,46.75,0.0,12.0,25.75,0.0,0.0,0.0,0.0,25.25,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,,,,,,,12.25,15.25,30.5,42.25,7.25,62.75,12.75,42.0,39.0,0.0,25.0,13.5,18.25,28.75,65.75,57.5,0.0,0.0,21.0,0.0,0.0,0.0,0.0,13.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,21.0,7.25,57.25,0.0,17.75,43.25,0.0,0.0,0.0,19.5,0.0,42.5,0.0,35.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,,,,,,,46.75,32.5,9.0,25.0,24.0,0.0,25.0,59.25,18.75,10.5,68.25,11.75,22.25,0.0,26.5,57.75,24.0,24.5,0.0,0.0,0.0,10.25,10.25,36.25,7.5,0.0,0.0,0.0,0.0,9.5,36.25,0.0,8.5,20.5,18.5,0.0,37.0,0.0,57.75,0.0,19.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.25,0.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,,,,,,,,41.5,23.5,25.75,16.25,64.5,11.0,29.75,31.25,0.0,26.75,14.5,0.0,12.5,67.5,67.5,0.0,0.0,9.75,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.5,0.0,29.25,29.25,48.5,0.0,30.5,34.75,0.0,0.0,0.0,11.25,11.0,59.75,0.0,56.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,,,,,,,,45.0,20.5,12.25,38.5,23.0,24.0,72.0,28.75,32.75,82.5,11.0,35.5,0.0,13.5,32.25,52.5,54.25,0.0,0.0,0.0,11.75,10.5,57.25,7.5,0.0,0.0,0.0,0.0,23.25,0.0,0.0,8.5,10.0,20.0,0.0,24.25,0.0,22.75,0.0,31.5,0.0,0.0,24.75,0.0,0.0,0.0,12.75,11.25,34.0,0.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,,,,,,,,20.25,9.0,11.75,31.25,21.25,0.0,16.25,28.0,9.75,75.25,19.75,10.0,25.5,0.0,19.25,10.25,10.75,0.0,0.0,0.0,0.0,44.25,44.5,7.5,0.0,10.75,0.0,11.5,9.5,0.0,0.0,8.5,0.0,8.0,21.75,9.75,0.0,0.0,0.0,8.25,57.0,0.0,33.5,27.25,10.0,0.0,0.0,0.0,56.5,13.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,,,,,,,,36.25,0.0,33.75,31.25,21.25,0.0,0.0,19.75,9.75,60.5,29.5,0.0,25.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.5,38.0,0.0,0.0,10.75,0.0,11.5,0.0,0.0,0.0,0.0,0.0,0.0,21.75,0.0,0.0,0.0,11.0,0.0,79.0,0.0,55.25,41.75,10.0,0.0,0.0,0.0,59.5,13.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,,,,,,,,81.75,35.25,43.0,33.75,0.0,0.0,0.0,31.5,49.25,50.0,18.25,0.0,38.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.5,20.0,0.0,0.0,20.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.25,0.0,80.25,0.0,20.5,54.25,22.25,0.0,0.0,0.0,23.5,36.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,,,,,,,,68.5,0.0,69.5,22.75,9.0,0.0,0.0,16.25,8.25,10.75,18.0,0.0,9.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.25,18.0,0.0,0.0,16.25,0.0,11.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.75,34.0,0.0,0.0,26.5,29.0,0.0,0.0,0.0,21.25,9.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,,,,,,,,79.5,33.25,48.75,76.75,18.75,0.0,0.0,26.5,36.5,30.25,55.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.25,24.5,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,26.75,0.0,0.0,0.0,0.0,7.25,61.5,0.0,16.5,0.0,0.0,0.0,0.0,0.0,52.25,13.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,,,,,,,,,18.75,10.75,17.25,71.0,8.5,48.75,13.75,0.0,0.0,22.75,19.75,62.5,81.0,59.5,0.0,0.0,19.5,0.0,0.0,0.0,0.0,6.0,0.0,18.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,12.75,24.25,31.5,0.0,18.5,28.75,0.0,0.0,0.0,18.5,17.0,28.25,0.0,58.5,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,,,,,,,,,25.0,64.5,44.25,11.0,0.0,0.0,15.75,7.75,26.75,10.0,0.0,36.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,37.0,0.0,0.0,8.0,0.0,20.25,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,8.25,10.75,45.75,0.0,34.25,25.5,12.5,0.0,0.0,0.0,34.0,14.25,0.0,32.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,,,,,,,,,11.75,49.0,62.75,21.75,0.0,0.0,10.5,19.0,18.25,39.0,0.0,22.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.5,52.0,0.0,0.0,22.0,0.0,17.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,18.25,44.5,0.0,8.25,16.5,30.0,0.0,0.0,0.0,36.75,0.0,0.0,53.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,,,,,,,,,58.0,11.75,45.25,32.5,0.0,68.5,21.75,0.0,41.5,20.75,11.5,26.5,27.5,60.0,0.0,0.0,24.25,0.0,0.0,0.0,0.0,11.5,0.0,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.75,0.0,0.0,33.25,67.5,0.0,0.0,24.25,0.0,0.0,0.0,24.0,23.5,55.5,0.0,60.75,0.0,0.0,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,,,,,,,,,32.75,51.0,64.5,0.0,0.0,0.0,11.25,0.0,15.0,29.0,0.0,34.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.75,59.0,0.0,0.0,16.0,0.0,7.75,0.0,0.0,0.0,0.0,0.0,0.0,7.75,0.0,0.0,0.0,23.0,0.0,50.0,0.0,8.75,10.0,27.75,0.0,0.0,0.0,47.25,9.5,0.0,32.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,,,,,,,,,78.25,92.25,73.75,30.5,0.0,0.0,40.25,29.0,18.75,49.5,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,26.5,0.0,0.0,20.5,0.0,39.5,0.0,0.0,0.0,0.0,0.0,0.0,31.5,0.0,0.0,0.0,23.5,18.75,45.25,0.0,21.5,13.75,0.0,0.0,0.0,0.0,47.5,10.0,0.0,17.75,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,,,,,,,,,,0.0,16.5,39.5,7.5,13.75,34.0,0.0,26.5,6.75,0.0,9.75,50.0,46.75,0.0,0.0,25.5,0.0,0.0,0.0,0.0,14.25,0.0,9.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,30.75,19.75,60.25,0.0,8.25,32.0,0.0,0.0,0.0,12.25,18.25,29.0,0.0,31.25,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,,,,,,,,,,78.25,36.5,31.25,0.0,0.0,25.75,15.0,23.5,33.5,0.0,46.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.75,26.25,0.0,0.0,21.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.75,7.25,60.25,0.0,45.0,21.0,20.75,0.0,0.0,0.0,35.75,0.0,0.0,42.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,,,,,,,,,,51.75,36.5,0.0,0.0,0.0,29.5,19.0,33.5,40.75,0.0,37.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,25.75,0.0,0.0,11.25,0.0,22.75,0.0,0.0,0.0,0.0,0.0,0.0,19.75,0.0,0.0,0.0,23.75,11.25,83.25,0.0,28.5,26.0,12.0,0.0,0.0,0.0,9.5,28.75,0.0,23.75,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,,,,,,,,,,20.5,7.25,42.25,0.0,41.25,15.5,0.0,34.25,29.5,19.75,80.25,58.5,19.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.25,0.0,53.5,54.75,18.75,0.0,8.25,9.5,0.0,0.0,0.0,18.0,11.0,28.25,0.0,52.0,0.0,0.0,27.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,,,,,,,,,,38.25,53.0,0.0,0.0,0.0,57.25,11.5,10.5,36.75,0.0,27.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.5,0.0,0.0,0.0,10.5,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,7.75,0.0,0.0,0.0,12.0,7.25,84.5,0.0,25.0,12.75,18.25,0.0,0.0,0.0,26.5,12.0,0.0,12.25,0.0,11.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,,,,,,,,,,,65.0,11.0,0.0,0.0,46.0,0.0,0.0,16.25,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,10.5,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,7.75,0.0,0.0,0.0,23.75,7.25,84.5,0.0,25.0,12.75,18.25,0.0,0.0,0.0,13.25,12.0,0.0,0.0,0.0,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,,,,,,,,,,,46.25,42.75,79.5,41.5,31.0,30.5,53.5,11.5,62.0,0.0,25.75,87.5,41.75,15.25,0.0,0.0,0.0,30.5,19.0,30.25,30.5,0.0,33.25,0.0,0.0,13.25,24.25,0.0,21.25,11.0,11.0,0.0,14.25,0.0,46.75,0.0,54.0,0.0,0.0,34.25,0.0,0.0,0.0,25.25,0.0,46.5,0.0,37.25,23.0,0.0,22.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,,,,,,,,,,,83.5,19.25,0.0,0.0,10.75,0.0,29.75,10.75,0.0,43.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.75,31.25,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.25,0.0,0.0,0.0,0.0,0.0,33.5,0.0,31.25,26.0,19.25,0.0,0.0,0.0,50.75,44.75,0.0,44.25,0.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,,,,,,,,,,,11.25,42.0,38.25,50.0,21.75,0.0,36.75,42.0,11.25,52.0,59.75,45.75,0.0,0.0,13.0,0.0,0.0,0.0,0.0,18.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.25,0.0,28.25,42.5,17.5,0.0,21.75,19.5,0.0,0.0,0.0,8.75,18.5,29.0,0.0,12.0,0.0,0.0,17.25,0.0,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,,,,,,,,,,,56.5,24.0,0.0,0.0,41.5,11.5,29.25,29.5,0.0,45.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.25,11.0,0.0,0.0,0.0,0.0,19.75,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,24.25,18.25,54.0,0.0,52.5,56.25,51.75,0.0,0.0,0.0,66.0,14.75,0.0,53.75,0.0,8.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,,,,,,,,,,,9.0,44.25,19.75,61.5,28.5,0.0,46.5,23.5,9.75,38.75,23.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.25,0.0,20.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.25,0.0,43.5,20.5,58.5,0.0,10.75,43.0,0.0,0.0,0.0,9.5,9.0,38.0,0.0,33.75,0.0,0.0,10.5,0.0,18.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
