name_0,name_1,name_2,name_3,population,gid_0,gid_1,gid_2,gid_3
Brazil,Tocantins,Aparecida do Rio Negro,,5056,BRA,BRA.27_1,BRA.27.8_1,
Brazil,Tocantins,Aragominas,,5611,BRA,BRA.27_1,BRA.27.9_1,
Brazil,Tocantins,Araguacema,,7392,BRA,BRA.27_1,BRA.27.10_1,
Brazil,Tocantins,Araguanã,,6038,BRA,BRA.27_1,BRA.27.13_1,
Brazil,Tocantins,Araguatins,,40559,BRA,BRA.27_1,BRA.27.14_1,
Brazil,Tocantins,Araguaçu,,8218,BRA,BRA.27_1,BRA.27.11_1,
Brazil,Tocantins,Araguaína,,199865,BRA,BRA.27_1,BRA.27.12_1,
Brazil,Tocantins,Arapoema,,6460,BRA,BRA.27_1,BRA.27.15_1,
Brazil,Tocantins,Arraias,,10349,BRA,BRA.27_1,BRA.27.16_1,
Brazil,Tocantins,Augustinópolis,,20337,BRA,BRA.27_1,BRA.27.17_1,
Brazil,Tocantins,Aurora do Tocantins,,3794,BRA,BRA.27_1,BRA.27.18_1,
Brazil,Tocantins,Axixá do Tocantins,,9690,BRA,BRA.27_1,BRA.27.19_1,
Brazil,Tocantins,Babaçulândia,,10551,BRA,BRA.27_1,BRA.27.20_1,
Brazil,Tocantins,Bandeirantes do Tocantins,,3828,BRA,BRA.27_1,BRA.27.21_1,
Brazil,Tocantins,Barra do Ouro,,4765,BRA,BRA.27_1,BRA.27.22_1,
Brazil,Tocantins,Barrolândia,,5645,BRA,BRA.27_1,BRA.27.23_1,
Brazil,Tocantins,Bernardo Sayão,,4390,BRA,BRA.27_1,BRA.27.24_1,
Brazil,Tocantins,Bom Jesus do Tocantins,,6144,BRA,BRA.27_1,BRA.27.25_1,
Brazil,Tocantins,Brasilândia do Tocantins,,2220,BRA,BRA.27_1,BRA.27.26_1,
Brazil,Tocantins,Brejinho de Nazaré,,5547,BRA,BRA.27_1,BRA.27.27_1,
Brazil,Tocantins,Buriti do Tocantins,,8884,BRA,BRA.27_1,BRA.27.28_1,
Brazil,Tocantins,Cachoeirinha,,2295,BRA,BRA.27_1,BRA.27.29_1,
Brazil,Tocantins,Campos Lindos,,11726,BRA,BRA.27_1,BRA.27.30_1,
Brazil,Tocantins,Cariri do Tocantins,,4721,BRA,BRA.27_1,BRA.27.31_1,
Brazil,Tocantins,Carmolândia,,2661,BRA,BRA.27_1,BRA.27.32_1,
Brazil,Tocantins,Carrasco Bonito,,3551,BRA,BRA.27_1,BRA.27.33_1,
Brazil,Tocantins,Caseara,,5757,BRA,BRA.27_1,BRA.27.34_1,
Brazil,Tocantins,Centenário,,3031,BRA,BRA.27_1,BRA.27.35_1,
Brazil,Tocantins,Chapada da Natividade,,3330,BRA,BRA.27_1,BRA.27.36_1,
Brazil,Tocantins,Chapada de Areia,,1392,BRA,BRA.27_1,BRA.27.37_1,
Brazil,Tocantins,Colinas do Tocantins,,37613,BRA,BRA.27_1,BRA.27.38_1,
Brazil,Tocantins,Colméia,,7930,BRA,BRA.27_1,BRA.27.39_1,
Brazil,Tocantins,Combinado,,4870,BRA,BRA.27_1,BRA.27.40_1,
Brazil,Tocantins,Conceição do Tocantins,,3997,BRA,BRA.27_1,BRA.27.41_1,
Brazil,Tocantins,Couto Magalhaes,,5780,BRA,BRA.27_1,BRA.27.42_1,
Brazil,Tocantins,Cristalândia,,7109,BRA,BRA.27_1,BRA.27.43_1,
Brazil,Tocantins,Crixás do Tocantins,,1655,BRA,BRA.27_1,BRA.27.44_1,
Brazil,Tocantins,Darcinópolis,,6377,BRA,BRA.27_1,BRA.27.45_1,
Brazil,Tocantins,Dianopolis,,23578,BRA,BRA.27_1,BRA.27.46_1,
Brazil,Tocantins,Divinópolis do Tocantins,,14041,BRA,BRA.27_1,BRA.27.47_1,
Brazil,Tocantins,Dueré,,4622,BRA,BRA.27_1,BRA.27.48_1,
Brazil,Tocantins,Esperantina,,11768,BRA,BRA.27_1,BRA.27.49_1,
Brazil,Tocantins,Figueirópolis,,8825,BRA,BRA.27_1,BRA.27.51_1,
Brazil,Tocantins,Filadélfia,,18057,BRA,BRA.27_1,BRA.27.52_1,
Brazil,Tocantins,Formoso do Araguaia,,2618,BRA,BRA.27_1,BRA.27.53_1,
Brazil,Tocantins,Fortaleza do Tabocão,,3723,BRA,BRA.27_1,BRA.27.54_1,
Brazil,Tocantins,Fátima,,5143,BRA,BRA.27_1,BRA.27.50_1,
Brazil,Tocantins,Goianorte,,5050,BRA,BRA.27_1,BRA.27.55_1,
Brazil,Tocantins,Goiatins,,12834,BRA,BRA.27_1,BRA.27.56_1,
Brazil,Tocantins,Gurupi,,90589,BRA,BRA.27_1,BRA.27.57_1,
Brazil,Tocantins,Ipueiras,,2299,BRA,BRA.27_1,BRA.27.58_1,
Brazil,Tocantins,Itacajá,,7159,BRA,BRA.27_1,BRA.27.59_1,
Brazil,Tocantins,Itaguatins,,5643,BRA,BRA.27_1,BRA.27.60_1,
Brazil,Tocantins,Itapiratins,,3608,BRA,BRA.27_1,BRA.27.61_1,
Brazil,Tocantins,Itaporã do Tocantins,,2336,BRA,BRA.27_1,BRA.27.62_1,
Brazil,Tocantins,Jaú do Tocantins,,3913,BRA,BRA.27_1,BRA.27.63_1,
Brazil,Tocantins,Juarina,,2146,BRA,BRA.27_1,BRA.27.64_1,
Brazil,Tocantins,Lagoa da Confusão,,16899,BRA,BRA.27_1,BRA.27.65_1,
Brazil,Tocantins,Lagoa do Tocantins,,4871,BRA,BRA.27_1,BRA.27.66_1,
Brazil,Tocantins,Lajedão,,3218,BRA,BRA.27_1,BRA.27.67_1,
Brazil,Tocantins,Lavandeira,,2075,BRA,BRA.27_1,BRA.27.68_1,
Brazil,Tocantins,Lizarda,,3678,BRA,BRA.27_1,BRA.27.69_1,
Brazil,Tocantins,Luzinópolis,,3383,BRA,BRA.27_1,BRA.27.70_1,
Brazil,Tocantins,Marianópolis do Tocantins,,5669,BRA,BRA.27_1,BRA.27.71_1,
Brazil,Tocantins,Mateiros,,2982,BRA,BRA.27_1,BRA.27.72_1,
Brazil,Tocantins,Maurilândia do Tocantins,,3517,BRA,BRA.27_1,BRA.27.73_1,
Brazil,Tocantins,Miracema do Tocantins,,17721,BRA,BRA.27_1,BRA.27.74_1,
Brazil,Tocantins,Miranorte,,13512,BRA,BRA.27_1,BRA.27.75_1,
Brazil,Tocantins,Monte Santo do Tocantins,,2324,BRA,BRA.27_1,BRA.27.77_1,
Brazil,Tocantins,Monte do Carmo,,8667,BRA,BRA.27_1,BRA.27.76_1,
Brazil,Tocantins,Mosquito,,7137,BRA,BRA.27_1,BRA.27.78_1,
Brazil,Tocantins,Muricilândia,,4150,BRA,BRA.27_1,BRA.27.79_1,
Brazil,Tocantins,Natividade,,9110,BRA,BRA.27_1,BRA.27.80_1,
Brazil,Tocantins,Nazaré,,3636,BRA,BRA.27_1,BRA.27.81_1,
Brazil,Tocantins,Nova Olinda,,12203,BRA,BRA.27_1,BRA.27.82_1,
Brazil,Tocantins,Nova Rosalândia,,4307,BRA,BRA.27_1,BRA.27.83_1,
Brazil,Tocantins,Novo Acordo,,3440,BRA,BRA.27_1,BRA.27.84_1,
Brazil,Tocantins,Novo Alegre,,2274,BRA,BRA.27_1,BRA.27.85_1,
Brazil,Tocantins,Novo Jardim,,2804,BRA,BRA.27_1,BRA.27.86_1,
Brazil,Tocantins,Oliveira de Fátima,,1159,BRA,BRA.27_1,BRA.27.87_1,
Brazil,Tocantins,Palmas,,379461,BRA,BRA.27_1,BRA.27.88_1,
Brazil,Tocantins,Palmeirante,,7617,BRA,BRA.27_1,BRA.27.89_1,
Brazil,Tocantins,Palmeirópolis,,6646,BRA,BRA.27_1,BRA.27.90_1,
Brazil,Tocantins,Paraná,,10616,BRA,BRA.27_1,BRA.27.92_1,
Brazil,Tocantins,Paraíso do Tocantins,,54756,BRA,BRA.27_1,BRA.27.91_1,
Brazil,Tocantins,Pau d'Arco,,4749,BRA,BRA.27_1,BRA.27.93_1,
Brazil,Tocantins,Pedro Afonso,,14759,BRA,BRA.27_1,BRA.27.94_1,
Brazil,Tocantins,Peixe,,12288,BRA,BRA.27_1,BRA.27.95_1,
Brazil,Tocantins,Pequizeiro,,5557,BRA,BRA.27_1,BRA.27.96_1,
Brazil,Tocantins,Pindorama do Tocantins,,4327,BRA,BRA.27_1,BRA.27.97_1,
Brazil,Tocantins,Piraquê,,2741,BRA,BRA.27_1,BRA.27.98_1,
Brazil,Tocantins,Pium,,8225,BRA,BRA.27_1,BRA.27.99_1,
Brazil,Tocantins,Ponte Alta do Bom Jesus,,4480,BRA,BRA.27_1,BRA.27.100_1,
Brazil,Tocantins,Ponte Alta do Norte,,8359,BRA,BRA.27_1,BRA.27.101_1,
Brazil,Tocantins,Porto Alegre do Tocantins,,3302,BRA,BRA.27_1,BRA.27.102_1,
Brazil,Tocantins,Porto Nacional,,53670,BRA,BRA.27_1,BRA.27.103_1,
Brazil,Tocantins,Praia Norte,,8638,BRA,BRA.27_1,BRA.27.104_1,
Brazil,Tocantins,Presidente Kennedy,,3614,BRA,BRA.27_1,BRA.27.105_1,
Brazil,Tocantins,Pugmil,,2819,BRA,BRA.27_1,BRA.27.106_1,
Brazil,Tocantins,Recursolândia,,4501,BRA,BRA.27_1,BRA.27.107_1,
Brazil,Tocantins,Riachinho,,4905,BRA,BRA.27_1,BRA.27.108_1,
Brazil,Tocantins,Rio Sono,,7297,BRA,BRA.27_1,BRA.27.111_1,
Brazil,Tocantins,Rio da Conceição,,2477,BRA,BRA.27_1,BRA.27.109_1,
Brazil,Tocantins,Rio dos Bois,,2875,BRA,BRA.27_1,BRA.27.110_1,
Brazil,Tocantins,Sampaio,,5692,BRA,BRA.27_1,BRA.27.112_1,
Brazil,Tocantins,Sandolândia,,3344,BRA,BRA.27_1,BRA.27.113_1,
Brazil,Tocantins,Santa Fé do Araguaia,,7466,BRA,BRA.27_1,BRA.27.114_1,
Brazil,Tocantins,Santa Maria do Tocantins,,3742,BRA,BRA.27_1,BRA.27.115_1,
Brazil,Tocantins,Santa Rita do Tocantins,,2564,BRA,BRA.27_1,BRA.27.116_1,
Brazil,Tocantins,Santa Rosa do Tocantins,,4830,BRA,BRA.27_1,BRA.27.117_1,
Brazil,Tocantins,Santa Tereza do Tocantins,,3011,BRA,BRA.27_1,BRA.27.118_1,
Brazil,Tocantins,Santa Terezinha do Tocantins,,2489,BRA,BRA.27_1,BRA.27.119_1,
Brazil,Tocantins,Silvanópolis,,5437,BRA,BRA.27_1,BRA.27.126_1,
Brazil,Tocantins,Sucupira,,2037,BRA,BRA.27_1,BRA.27.128_1,
Brazil,Tocantins,São Bento do Tocantins,,5680,BRA,BRA.27_1,BRA.27.120_1,
Brazil,Tocantins,São Félix do Tocantins,,1631,BRA,BRA.27_1,BRA.27.121_1,
Brazil,Tocantins,São Miguel do Tocantins,,13198,BRA,BRA.27_1,BRA.27.122_1,
Brazil,Tocantins,São Salvador do Tocantins,,2772,BRA,BRA.27_1,BRA.27.123_1,
Brazil,Tocantins,São Sebastião do Tocantins,,5144,BRA,BRA.27_1,BRA.27.124_1,
Brazil,Tocantins,São Valério da Natividade,,3821,BRA,BRA.27_1,BRA.27.125_1,
Brazil,Tocantins,Sítio Novo do Tocantins,,8753,BRA,BRA.27_1,BRA.27.127_1,
Brazil,Tocantins,Taguatinga,,17148,BRA,BRA.27_1,BRA.27.129_1,
Brazil,Tocantins,Taipas do Tocantins,,2274,BRA,BRA.27_1,BRA.27.130_1,
Brazil,Tocantins,Talismã,,2901,BRA,BRA.27_1,BRA.27.131_1,
Brazil,Tocantins,Tocantinópolis,,22452,BRA,BRA.27_1,BRA.27.133_1,
Brazil,Tocantins,Tocantínia,,7883,BRA,BRA.27_1,BRA.27.132_1,
Brazil,Tocantins,Tupirama,,29120,BRA,BRA.27_1,BRA.27.134_1,
Brazil,Tocantins,Tupiratins,,3381,BRA,BRA.27_1,BRA.27.135_1,
Brazil,Tocantins,Wanderlândia,,11985,BRA,BRA.27_1,BRA.27.136_1,
Brazil,Tocantins,Xambioá,,11705,BRA,BRA.27_1,BRA.27.137_1,
Chile,Región de Antofagasta,Antofagasta,Antofagasta,467442,CHL,,,
Chile,Región de Antofagasta,Antofagasta,Mejillones,13997,CHL,,,
Chile,Región de Antofagasta,Antofagasta,Sierra Gorda,6152,CHL,,,
Chile,Región de Antofagasta,Antofagasta,Taltal,9919,CHL,,,
Chile,Región de Antofagasta,El Loa,Calama,162293,CHL,,,
Chile,Región de Antofagasta,El Loa,Ollagüe,181,CHL,,,
Chile,Región de Antofagasta,El Loa,San Pedro de Atacama,17930,CHL,,,
Chile,Región de Antofagasta,Tocopilla,María Elena,1662,CHL,,,
Chile,Región de Antofagasta,Tocopilla,Tocopilla,17984,CHL,,,
Chile,Región de Arica Y Parinacota,Arica,Arica,170684,CHL,,,
Chile,Región de Arica Y Parinacota,Arica,Camarones,1721,CHL,,,
Chile,Región de Arica Y Parinacota,Parinacota,General Lagos,1390,CHL,,,
Chile,Región de Arica Y Parinacota,Parinacota,Putre,848,CHL,,,
Chile,Región de Atacama,Chañaral,Chañaral,11603,CHL,,,
Chile,Región de Atacama,Chañaral,Diego de Almagro,7186,CHL,,,
Chile,Región de Atacama,Copiapó,Caldera,15852,CHL,,,
Chile,Región de Atacama,Copiapó,Copiapó,211787,CHL,,,
Chile,Región de Atacama,Copiapó,Tierra Amarilla,15520,CHL,,,
Chile,Región de Atacama,Huasco,Alto del Carmen,4772,CHL,,,
Chile,Región de Atacama,Huasco,Freirina,6192,CHL,,,
Chile,Región de Atacama,Huasco,Huasco,7744,CHL,,,
Chile,Región de Atacama,Huasco,Vallenar,45249,CHL,,,
Chile,Región de Aysén del Gral.Ibañez del Campo,Aysén,Aysén,31749,CHL,,,
Chile,Región de Aysén del Gral.Ibañez del Campo,Aysén,Cisnes,6364,CHL,,,
Chile,Región de Aysén del Gral.Ibañez del Campo,Aysén,Guaitecas,1926,CHL,,,
Chile,Región de Aysén del Gral.Ibañez del Campo,Capitán Prat,Cochrane,2728,CHL,,,
Chile,Región de Aysén del Gral.Ibañez del Campo,Capitán Prat,O'Higgins,1628,CHL,,,
Chile,Región de Aysén del Gral.Ibañez del Campo,Capitán Prat,Tortel,778,CHL,,,
Chile,Región de Aysén del Gral.Ibañez del Campo,Coyhaique,Coyhaique,69295,CHL,,,
Chile,Región de Aysén del Gral.Ibañez del Campo,Coyhaique,Lago Verde,852,CHL,,,
Chile,Región de Aysén del Gral.Ibañez del Campo,General Carrera,Chile Chico,6380,CHL,,,
Chile,Región de Aysén del Gral.Ibañez del Campo,General Carrera,Río Ibáñez,1801,CHL,,,
Chile,Región de Coquimbo,Choapa,Canela,7617,CHL,,,
Chile,Región de Coquimbo,Choapa,Illapel,32693,CHL,,,
Chile,Región de Coquimbo,Choapa,Los Vilos,19478,CHL,,,
Chile,Región de Coquimbo,Choapa,Salamanca,27176,CHL,,,
Chile,Región de Coquimbo,Elqui,Andacollo,7088,CHL,,,
Chile,Región de Coquimbo,Elqui,Coquimbo,283471,CHL,,,
Chile,Región de Coquimbo,Elqui,La Higuera,4112,CHL,,,
Chile,Región de Coquimbo,Elqui,La Serena,291160,CHL,,,
Chile,Región de Coquimbo,Elqui,Paiguano,4961,CHL,,,
Chile,Región de Coquimbo,Elqui,Vicuña,29847,CHL,,,
Chile,Región de Coquimbo,Limarí,Combarbalá,11074,CHL,,,
Chile,Región de Coquimbo,Limarí,Monte Patria,34527,CHL,,,
Chile,Región de Coquimbo,Limarí,Ovalle,129765,CHL,,,
Chile,Región de Coquimbo,Limarí,Punitaqui,11563,CHL,,,
Chile,Región de Coquimbo,Limarí,Río Hurtado,4053,CHL,,,
Chile,Región de la Araucanía,Cautín,Carahue,25643,CHL,,,
Chile,Región de la Araucanía,Cautín,Cholchol,11427,CHL,,,
Chile,Región de la Araucanía,Cautín,Cunco,19420,CHL,,,
Chile,Región de la Araucanía,Cautín,Curarrehue,8876,CHL,,,
Chile,Región de la Araucanía,Cautín,Freire,32259,CHL,,,
Chile,Región de la Araucanía,Cautín,Galvarino,9541,CHL,,,
Chile,Región de la Araucanía,Cautín,Gorbea,15816,CHL,,,
Chile,Región de la Araucanía,Cautín,Lautaro,40739,CHL,,,
Chile,Región de la Araucanía,Cautín,Loncoche,21012,CHL,,,
Chile,Región de la Araucanía,Cautín,Melipeuco,5178,CHL,,,
Chile,Región de la Araucanía,Cautín,Nueva Imperial,35879,CHL,,,
Chile,Región de la Araucanía,Cautín,Padre Las Casas,103619,CHL,,,
Chile,Región de la Araucanía,Cautín,Perquenco,7602,CHL,,,
Chile,Región de la Araucanía,Cautín,Pitrufquén,25780,CHL,,,
Chile,Región de la Araucanía,Cautín,Pucón,49791,CHL,,,
Chile,Región de la Araucanía,Cautín,Saavedra,12447,CHL,,,
Chile,Región de la Araucanía,Cautín,Temuco,390248,CHL,,,
Chile,Región de la Araucanía,Cautín,Teodoro Schmidt,16188,CHL,,,
Chile,Región de la Araucanía,Cautín,Toltén,9070,CHL,,,
Chile,Región de la Araucanía,Cautín,Vilcún,25730,CHL,,,
Chile,Región de la Araucanía,Cautín,Villarrica,76142,CHL,,,
Chile,Región de la Araucanía,Malleco,Angol,53982,CHL,,,
Chile,Región de la Araucanía,Malleco,Collipulli,20697,CHL,,,
Chile,Región de la Araucanía,Malleco,Curacautín,13933,CHL,,,
Chile,Región de la Araucanía,Malleco,Ercilla,9218,CHL,,,
Chile,Región de la Araucanía,Malleco,Lonquimay,13213,CHL,,,
Chile,Región de la Araucanía,Malleco,Los Sauces,5214,CHL,,,
Chile,Región de la Araucanía,Malleco,Lumaco,9182,CHL,,,
Chile,Región de la Araucanía,Malleco,Purén,10238,CHL,,,
Chile,Región de la Araucanía,Malleco,Renaico,8885,CHL,,,
Chile,Región de la Araucanía,Malleco,Traiguén,16599,CHL,,,
Chile,Región de la Araucanía,Malleco,Victoria,32367,CHL,,,
Chile,Región de Los Lagos,Chiloe,Ancud,42606,CHL,,,
Chile,Región de Los Lagos,Chiloe,Castro,69637,CHL,,,
Chile,Región de Los Lagos,Chiloe,Chonchi,17305,CHL,,,
Chile,Región de Los Lagos,Chiloe,Curaco de Vélez,4157,CHL,,,
Chile,Región de Los Lagos,Chiloe,Dalcahue,22230,CHL,,,
Chile,Región de Los Lagos,Chiloe,Puqueldón,3613,CHL,,,
Chile,Región de Los Lagos,Chiloe,Queilén,4852,CHL,,,
Chile,Región de Los Lagos,Chiloe,Quellón,47242,CHL,,,
Chile,Región de Los Lagos,Chiloe,Quemchi,9113,CHL,,,
Chile,Región de Los Lagos,Chiloe,Quinchao,8479,CHL,,,
Chile,Región de Los Lagos,Llanquihue,Calbuco,36908,CHL,,,
Chile,Región de Los Lagos,Llanquihue,Cochamó,4435,CHL,,,
Chile,Región de Los Lagos,Llanquihue,Fresia,11876,CHL,,,
Chile,Región de Los Lagos,Llanquihue,Frutillar,21622,CHL,,,
Chile,Región de Los Lagos,Llanquihue,Llanquihue,20976,CHL,,,
Chile,Región de Los Lagos,Llanquihue,Los Muermos,15795,CHL,,,
Chile,Región de Los Lagos,Llanquihue,Maullín,11082,CHL,,,
Chile,Región de Los Lagos,Llanquihue,Puerto Montt,330423,CHL,,,
Chile,Región de Los Lagos,Llanquihue,Puerto Varas,54022,CHL,,,
Chile,Región de Los Lagos,Osorno,Osorno,188013,CHL,,,
Chile,Región de Los Lagos,Osorno,Puerto Octay,8611,CHL,,,
Chile,Región de Los Lagos,Osorno,Purranque,20650,CHL,,,
Chile,Región de Los Lagos,Osorno,Puyehue,11002,CHL,,,
Chile,Región de Los Lagos,Osorno,Río Negro,11766,CHL,,,
Chile,Región de Los Lagos,Osorno,San Juan de la Costa,6789,CHL,,,
Chile,Región de Los Lagos,Osorno,San Pablo,7997,CHL,,,
Chile,Región de Los Lagos,Palena,Chaitén,6671,CHL,,,
Chile,Región de Los Lagos,Palena,Futaleufú,2014,CHL,,,
Chile,Región de Los Lagos,Palena,Hualaihué,8194,CHL,,,
Chile,Región de Los Lagos,Palena,Palena,1619,CHL,,,
Chile,Región de Los Ríos,Ranco,Futrono,16807,CHL,,,
Chile,Región de Los Ríos,Ranco,La Unión,37908,CHL,,,
Chile,Región de Los Ríos,Ranco,Lago Ranco,8898,CHL,,,
Chile,Región de Los Ríos,Ranco,Paillaco,20902,CHL,,,
Chile,Región de Los Ríos,Ranco,Río Bueno,30698,CHL,,,
Chile,Región de Los Ríos,Valdivia,Corral,4041,CHL,,,
Chile,Región de Los Ríos,Valdivia,Lanco,18236,CHL,,,
Chile,Región de Los Ríos,Valdivia,Los Lagos,23787,CHL,,,
Chile,Región de Los Ríos,Valdivia,Mariquina,18758,CHL,,,
Chile,Región de Los Ríos,Valdivia,Máfil,6758,CHL,,,
Chile,Región de Los Ríos,Valdivia,Panguipulli,37710,CHL,,,
Chile,Región de Los Ríos,Valdivia,Valdivia,177855,CHL,,,
Chile,Región de Magallanes Y Antártica Chilena,Antártica Chilena,Cabo de Hornos,3207,CHL,,,
Chile,Región de Magallanes Y Antártica Chilena,Magallanes,Laguna Blanca,580,CHL,,,
Chile,Región de Magallanes Y Antártica Chilena,Magallanes,Punta Arenas,126001,CHL,,,
Chile,Región de Magallanes Y Antártica Chilena,Magallanes,Río Verde,369,CHL,,,
Chile,Región de Magallanes Y Antártica Chilena,Magallanes,San Gregorio,528,CHL,,,
Chile,Región de Magallanes Y Antártica Chilena,Tierra del Fuego,Porvenir,5658,CHL,,,
Chile,Región de Magallanes Y Antártica Chilena,Tierra del Fuego,Primavera,941,CHL,,,
Chile,Región de Magallanes Y Antártica Chilena,Tierra del Fuego,Timaukel,1651,CHL,,,
Chile,Región de Magallanes Y Antártica Chilena,Ultima Esperanza,Natales,22301,CHL,,,
Chile,Región de Magallanes Y Antártica Chilena,Ultima Esperanza,Torres del Paine,1750,CHL,,,
Chile,Región de Tarapacá,Iquique,Alto Hospicio,119368,CHL,,,
Chile,Región de Tarapacá,Iquique,Camiña,784,CHL,,,
Chile,Región de Tarapacá,Iquique,Colchane,1584,CHL,,,
Chile,Región de Tarapacá,Iquique,Huara,5058,CHL,,,
Chile,Región de Tarapacá,Iquique,Iquique,214313,CHL,,,
Chile,Región de Tarapacá,Iquique,Pica,58345,CHL,,,
Chile,Región de Tarapacá,Iquique,Pozo Almonte,28794,CHL,,,
Chile,Región de Valparaíso,Isla de Pascua,Isla de Pascua,6413,CHL,,,
Chile,Región de Valparaíso,Los Andes,Calle Larga,13713,CHL,,,
Chile,Región de Valparaíso,Los Andes,Los Andes,91276,CHL,,,
Chile,Región de Valparaíso,Los Andes,Rinconada,10139,CHL,,,
Chile,Región de Valparaíso,Los Andes,San Esteban,23522,CHL,,,
Chile,Región de Valparaíso,Petorca,Cabildo,23562,CHL,,,
Chile,Región de Valparaíso,Petorca,La Ligua,45776,CHL,,,
Chile,Región de Valparaíso,Petorca,Papudo,5915,CHL,,,
Chile,Región de Valparaíso,Petorca,Petorca,10169,CHL,,,
Chile,Región de Valparaíso,Petorca,Zapallar,9275,CHL,,,
Chile,Región de Valparaíso,Quillota,Calera,60325,CHL,,,
Chile,Región de Valparaíso,Quillota,Hijuelas,22542,CHL,,,
Chile,Región de Valparaíso,Quillota,La Cruz,21080,CHL,,,
Chile,Región de Valparaíso,Quillota,Limache,53890,CHL,,,
Chile,Región de Valparaíso,Quillota,Nogales,33809,CHL,,,
Chile,Región de Valparaíso,Quillota,Olmué,18469,CHL,,,
Chile,Región de Valparaíso,Quillota,Quillota,102818,CHL,,,
Chile,Región de Valparaíso,San Antonio,Algarrobo,19127,CHL,,,
Chile,Región de Valparaíso,San Antonio,Cartagena,34465,CHL,,,
Chile,Región de Valparaíso,San Antonio,El Quisco,23013,CHL,,,
Chile,Región de Valparaíso,San Antonio,El Tabo,17279,CHL,,,
Chile,Región de Valparaíso,San Antonio,San Antonio,113972,CHL,,,
Chile,Región de Valparaíso,San Antonio,Santo Domingo,10783,CHL,,,
Chile,Región de Valparaíso,San Felipe,Catemu,14591,CHL,,,
Chile,Región de Valparaíso,San Felipe,Llaillay,25857,CHL,,,
Chile,Región de Valparaíso,San Felipe,Panquehue,8738,CHL,,,
Chile,Región de Valparaíso,San Felipe,Putaendo,20454,CHL,,,
Chile,Región de Valparaíso,San Felipe,San Felipe,94699,CHL,,,
Chile,Región de Valparaíso,San Felipe,Santa María,17569,CHL,,,
Chile,Región de Valparaíso,Valparaíso,Casablanca,41405,CHL,,,
Chile,Región de Valparaíso,Valparaíso,Concón,100184,CHL,,,
Chile,Región de Valparaíso,Valparaíso,Juan Fernández,925,CHL,,,
Chile,Región de Valparaíso,Valparaíso,Puchuncaví,18932,CHL,,,
Chile,Región de Valparaíso,Valparaíso,Quilpué,198636,CHL,,,
Chile,Región de Valparaíso,Valparaíso,Quintero,35305,CHL,,,
Chile,Región de Valparaíso,Valparaíso,Valparaíso,257231,CHL,,,
Chile,Región de Valparaíso,Valparaíso,Villa Alemana,189909,CHL,,,
Chile,Región de Valparaíso,Valparaíso,Viña del Mar,298680,CHL,,,
Chile,Región del Bío-Bío,Arauco,Arauco,50985,CHL,,,
Chile,Región del Bío-Bío,Arauco,Cañete,36949,CHL,,,
Chile,Región del Bío-Bío,Arauco,Contulmo,4360,CHL,,,
Chile,Región del Bío-Bío,Arauco,Curanilahue,29145,CHL,,,
Chile,Región del Bío-Bío,Arauco,Lebu,25674,CHL,,,
Chile,Región del Bío-Bío,Arauco,Los Alamos,24122,CHL,,,
Chile,Región del Bío-Bío,Arauco,Tirúa,12537,CHL,,,
Chile,Región del Bío-Bío,Bío-Bío,Alto Biobío,12928,CHL,,,
Chile,Región del Bío-Bío,Bío-Bío,Antuco,3615,CHL,,,
Chile,Región del Bío-Bío,Bío-Bío,Cabrero,36809,CHL,,,
Chile,Región del Bío-Bío,Bío-Bío,Laja,19050,CHL,,,
Chile,Región del Bío-Bío,Bío-Bío,Los Angeles,247255,CHL,,,
Chile,Región del Bío-Bío,Bío-Bío,Mulchén,28039,CHL,,,
Chile,Región del Bío-Bío,Bío-Bío,Nacimiento,26303,CHL,,,
Chile,Región del Bío-Bío,Bío-Bío,Negrete,9165,CHL,,,
Chile,Región del Bío-Bío,Bío-Bío,Quilaco,3611,CHL,,,
Chile,Región del Bío-Bío,Bío-Bío,Quilleco,10497,CHL,,,
Chile,Región del Bío-Bío,Bío-Bío,San Rosendo,2967,CHL,,,
Chile,Región del Bío-Bío,Bío-Bío,Santa Bárbara,19447,CHL,,,
Chile,Región del Bío-Bío,Bío-Bío,Tucapel,14348,CHL,,,
Chile,Región del Bío-Bío,Bío-Bío,Yumbel,20755,CHL,,,
Chile,Región del Bío-Bío,Concepción,Chiguayante,188874,CHL,,,
Chile,Región del Bío-Bío,Concepción,Concepción,246628,CHL,,,
Chile,Región del Bío-Bío,Concepción,Coronel,120750,CHL,,,
Chile,Región del Bío-Bío,Concepción,Florida,9445,CHL,,,
Chile,Región del Bío-Bío,Concepción,Hualpén,87570,CHL,,,
Chile,Región del Bío-Bío,Concepción,Hualqui,31555,CHL,,,
Chile,Región del Bío-Bío,Concepción,Lota,42886,CHL,,,
Chile,Región del Bío-Bío,Concepción,Penco,59359,CHL,,,
Chile,Región del Bío-Bío,Concepción,San Pedro de la Paz,118908,CHL,,,
Chile,Región del Bío-Bío,Concepción,Santa Juana,14310,CHL,,,
Chile,Región del Bío-Bío,Concepción,Talcahuano,165246,CHL,,,
Chile,Región del Bío-Bío,Concepción,Tomé,57136,CHL,,,
Chile,Región del Bío-Bío,Ñuble,Bulnes,22885,CHL,,,
Chile,Región del Bío-Bío,Ñuble,Chillán,200829,CHL,,,
Chile,Región del Bío-Bío,Ñuble,Chillán Viejo,39972,CHL,,,
