name_0,name_1,name_2,name_3,population,gid_0,gid_1,gid_2,gid_3
Bolivia,Santa Cruz,Florida,Samaipata,11156,BOL,BOL.8_1,BOL.8.4_1,BOL.8.4.4_1
Bolivia,Santa Cruz,Ichilo,Buena Vista,13817,BOL,BOL.8_1,BOL.8.5_1,BOL.8.5.1_1
Bolivia,Santa Cruz,Ichilo,Yapacaní,70624,BOL,BOL.8_1,BOL.8.5_1,BOL.8.5.2_1
Bolivia,Santa Cruz,Ignacio Warnes,Okinawa Uno,10437,BOL,BOL.8_1,BOL.8.6_1,BOL.8.6.1_1
Bolivia,Santa Cruz,Ignacio Warnes,Warnes,156169,BOL,BOL.8_1,BOL.8.6_1,BOL.8.6.2_1
Bolivia,Santa Cruz,José Miguel de Velasco,San Ignacio de Velasco,62110,BOL,BOL.8_1,BOL.8.7_1,BOL.8.7.1_1
Bolivia,Santa Cruz,José Miguel de Velasco,San Matías,15403,BOL,BOL.8_1,BOL.8.7_1,BOL.8.7.2_1
Bolivia,Santa Cruz,José Miguel de Velasco,San Miguel de Velasco,11900,BOL,BOL.8_1,BOL.8.7_1,BOL.8.7.3_1
Bolivia,Santa Cruz,José Miguel de Velasco,San Rafael,7169,BOL,BOL.8_1,BOL.8.7_1,BOL.8.7.4_1
Bolivia,Santa Cruz,Manuel María Caballero,Comarapa,17930,BOL,BOL.8_1,BOL.8.8_1,BOL.8.8.1_1
Bolivia,Santa Cruz,Manuel María Caballero,Saipina,9042,BOL,BOL.8_1,BOL.8.8_1,BOL.8.8.2_1
Bolivia,Santa Cruz,Obispo Santistevan,Agustín Saavedra,13752,BOL,BOL.8_1,BOL.8.10_1,BOL.8.10.1_1
Bolivia,Santa Cruz,Obispo Santistevan,Mineros,69291,BOL,BOL.8_1,BOL.8.10_1,BOL.8.10.2_1
Bolivia,Santa Cruz,Obispo Santistevan,Montero,130386,BOL,BOL.8_1,BOL.8.10_1,BOL.8.10.3_1
Bolivia,Santa Cruz,Sara,Portachuelo,28456,BOL,BOL.8_1,BOL.8.11_1,BOL.8.11.1_1
Bolivia,Santa Cruz,Sara,San Carlos,32442,BOL,BOL.8_1,BOL.8.11_1,BOL.8.11.2_1
Bolivia,Santa Cruz,Sara,Santa Rosa del Sara,19684,BOL,BOL.8_1,BOL.8.11_1,BOL.8.11.3_1
Bolivia,Santa Cruz,Vallegrande,Moro Moro,2534,BOL,BOL.8_1,BOL.8.12_1,BOL.8.12.1_1
Bolivia,Santa Cruz,Vallegrande,Postrer Valle,2486,BOL,BOL.8_1,BOL.8.12_1,BOL.8.12.2_1
Bolivia,Santa Cruz,Vallegrande,Pucara,1801,BOL,BOL.8_1,BOL.8.12_1,BOL.8.12.3_1
Bolivia,Santa Cruz,Vallegrande,Trigal,2166,BOL,BOL.8_1,BOL.8.12_1,BOL.8.12.4_1
Bolivia,Santa Cruz,Vallegrande,Vallegrande,17424,BOL,BOL.8_1,BOL.8.12_1,BOL.8.12.5_1
Bolivia,Santa Cruz,Ñuflo de Chávez,Concepción,27532,BOL,BOL.8_1,BOL.8.9_1,BOL.8.9.1_1
Bolivia,Santa Cruz,Ñuflo de Chávez,El Puente,25627,BOL,BOL.8_1,BOL.8.9_1,BOL.8.9.2_1
Bolivia,Santa Cruz,Ñuflo de Chávez,San Antonio de Lomerío,8531,BOL,BOL.8_1,BOL.8.9_1,BOL.8.9.3_1
Bolivia,Santa Cruz,Ñuflo de Chávez,San Javier,12668,BOL,BOL.8_1,BOL.8.9_1,BOL.8.9.4_1
Bolivia,Santa Cruz,Ñuflo de Chávez,San Julián,8991,BOL,BOL.8_1,BOL.8.9_1,BOL.8.9.5_1
Bolivia,Santa Cruz,Ñuflo de Chávez,San Ramón,71144,BOL,BOL.8_1,BOL.8.9_1,BOL.8.9.6_1
Bolivia,Santa Cruz,Ñuflo de Chávez,Urubichá,9466,BOL,BOL.8_1,BOL.8.9_1,BOL.8.9.7_1
Bolivia,Tarija,Aniceto Arce,Bermejo,33726,BOL,BOL.9_1,BOL.9.1_1,BOL.9.1.1_1
Bolivia,Tarija,Aniceto Arce,Padcaya,20299,BOL,BOL.9_1,BOL.9.1_1,BOL.9.1.2_1
Bolivia,Tarija,Burnet O'Connor,Entre Ríos,29060,BOL,BOL.9_1,BOL.9.2_1,BOL.9.2.1_1
Bolivia,Tarija,Cercado,Tarija,247626,BOL,BOL.9_1,BOL.9.3_1,BOL.9.3.1_1
Bolivia,Tarija,Eustaquio Méndez,El Puente,12041,BOL,BOL.9_1,BOL.9.4_1,BOL.9.4.1_1
Bolivia,Tarija,Eustaquio Méndez,Villa San Lorenzo,27702,BOL,BOL.9_1,BOL.9.4_1,BOL.9.4.2_1
Bolivia,Tarija,Gran Chaco,Caraparí,20915,BOL,BOL.9_1,BOL.9.5_1,BOL.9.5.1_1
Bolivia,Tarija,Gran Chaco,Villamontes,54126,BOL,BOL.9_1,BOL.9.5_1,BOL.9.5.2_1
Bolivia,Tarija,Gran Chaco,Yacuiba,99073,BOL,BOL.9_1,BOL.9.5_1,BOL.9.5.3_1
Bolivia,Tarija,José María Avilés,Uriondo,19695,BOL,BOL.9_1,BOL.9.6_1,BOL.9.6.1_1
Bolivia,Tarija,José María Avilés,Yunchará,6277,BOL,BOL.9_1,BOL.9.6_1,BOL.9.6.2_1
Brazil,Acre,Acrelândia,,17854,BRA,BRA.1_1,BRA.1.1_1,
Brazil,Acre,Assis Brazil,,9103,BRA,BRA.1_1,BRA.1.2_1,
Brazil,Acre,Brasiléia,,26162,BRA,BRA.1_1,BRA.1.3_1,
Brazil,Acre,Bujari,,12809,BRA,BRA.1_1,BRA.1.4_1,
Brazil,Acre,Capixaba,,15056,BRA,BRA.1_1,BRA.1.5_1,
Brazil,Acre,Cruzeiro do Sul,,66443,BRA,BRA.1_1,BRA.1.6_1,
Brazil,Acre,Epitaciolândia,,21193,BRA,BRA.1_1,BRA.1.7_1,
Brazil,Acre,Feijó,,35881,BRA,BRA.1_1,BRA.1.8_1,
Brazil,Acre,Jordão,,9544,BRA,BRA.1_1,BRA.1.9_1,
Brazil,Acre,Manoel Urbano,,9876,BRA,BRA.1_1,BRA.1.11_1,
Brazil,Acre,Marechal Thaumaturgo,,23808,BRA,BRA.1_1,BRA.1.12_1,
Brazil,Acre,Mâncio Lima,,20618,BRA,BRA.1_1,BRA.1.10_1,
Brazil,Acre,Plácido de Castro,,20155,BRA,BRA.1_1,BRA.1.13_1,
Brazil,Acre,Porto Acre,,19770,BRA,BRA.1_1,BRA.1.14_1,
Brazil,Acre,Porto Walter,,15463,BRA,BRA.1_1,BRA.1.15_1,
Brazil,Acre,Rio Branco,,431620,BRA,BRA.1_1,BRA.1.16_1,
Brazil,Acre,Rodrigues Alves,,21660,BRA,BRA.1_1,BRA.1.17_1,
Brazil,Acre,Santa Rosa do Purus,,8764,BRA,BRA.1_1,BRA.1.18_1,
Brazil,Acre,Sena Madureira,,49715,BRA,BRA.1_1,BRA.1.19_1,
Brazil,Acre,Senador Guiomard,,35190,BRA,BRA.1_1,BRA.1.20_1,
Brazil,Acre,Tarauacá,,45332,BRA,BRA.1_1,BRA.1.21_1,
Brazil,Acre,Xapuri,,21949,BRA,BRA.1_1,BRA.1.22_1,
Brazil,Alagoas,Anadia,,16984,BRA,BRA.2_1,BRA.2.2_1,
Brazil,Alagoas,Arapiraca,,247592,BRA,BRA.2_1,BRA.2.3_1,
Brazil,Alagoas,Ataléia,,48506,BRA,BRA.2_1,BRA.2.4_1,
Brazil,Alagoas,Barra de Santo Antônio,,17074,BRA,BRA.2_1,BRA.2.5_1,
Brazil,Alagoas,Barra de São Miguel,,8446,BRA,BRA.2_1,BRA.2.6_1,
Brazil,Alagoas,Batalha,,21058,BRA,BRA.2_1,BRA.2.7_1,
Brazil,Alagoas,Belo Monte,,6729,BRA,BRA.2_1,BRA.2.9_1,
Brazil,Alagoas,Belém,,3394,BRA,BRA.2_1,BRA.2.8_1,
Brazil,Alagoas,Boca da Mata,,27352,BRA,BRA.2_1,BRA.2.10_1,
Brazil,Alagoas,Branquinha,,9807,BRA,BRA.2_1,BRA.2.11_1,
Brazil,Alagoas,Cacimbinhas,,10880,BRA,BRA.2_1,BRA.2.12_1,
Brazil,Alagoas,Cajueiro,,22065,BRA,BRA.2_1,BRA.2.13_1,
Brazil,Alagoas,Campestre,,6776,BRA,BRA.2_1,BRA.2.14_1,
Brazil,Alagoas,Campo Alegre,,62553,BRA,BRA.2_1,BRA.2.15_1,
Brazil,Alagoas,Campo Grande,,7553,BRA,BRA.2_1,BRA.2.16_1,
Brazil,Alagoas,Canapi,,15962,BRA,BRA.2_1,BRA.2.17_1,
Brazil,Alagoas,Capela,,15214,BRA,BRA.2_1,BRA.2.18_1,
Brazil,Alagoas,Carneiros,,10541,BRA,BRA.2_1,BRA.2.19_1,
Brazil,Alagoas,Chã Preta,,7108,BRA,BRA.2_1,BRA.2.20_1,
Brazil,Alagoas,Coité do Nóia,,9762,BRA,BRA.2_1,BRA.2.21_1,
Brazil,Alagoas,Colônia Leopoldina,,23600,BRA,BRA.2_1,BRA.2.22_1,
Brazil,Alagoas,Coqueiro Seco,,5947,BRA,BRA.2_1,BRA.2.23_1,
Brazil,Alagoas,Coruripe,,64509,BRA,BRA.2_1,BRA.2.24_1,
Brazil,Alagoas,Craíbas,,24551,BRA,BRA.2_1,BRA.2.25_1,
Brazil,Alagoas,Delmiro Gouveia,,53586,BRA,BRA.2_1,BRA.2.26_1,
Brazil,Alagoas,Dois Riachos,,10514,BRA,BRA.2_1,BRA.2.27_1,
Brazil,Alagoas,Estrela de Alagoas,,18204,BRA,BRA.2_1,BRA.2.28_1,
Brazil,Alagoas,Feira Grande,,19416,BRA,BRA.2_1,BRA.2.29_1,
Brazil,Alagoas,Feliz Deserto,,4909,BRA,BRA.2_1,BRA.2.30_1,
Brazil,Alagoas,Flexeiras,,15224,BRA,BRA.2_1,BRA.2.31_1,
Brazil,Alagoas,Girau do Ponciano,,46530,BRA,BRA.2_1,BRA.2.32_1,
Brazil,Alagoas,Ibateguara,,15337,BRA,BRA.2_1,BRA.2.33_1,
Brazil,Alagoas,Igaci,,25567,BRA,BRA.2_1,BRA.2.34_1,
Brazil,Alagoas,Igreja Nova,,26747,BRA,BRA.2_1,BRA.2.35_1,
Brazil,Alagoas,Inhapi,,17981,BRA,BRA.2_1,BRA.2.36_1,
Brazil,Alagoas,Jacaré dos Homens,,4894,BRA,BRA.2_1,BRA.2.37_1,
Brazil,Alagoas,Jacuípe,,5605,BRA,BRA.2_1,BRA.2.38_1,
Brazil,Alagoas,Japaratinga,,6358,BRA,BRA.2_1,BRA.2.39_1,
Brazil,Alagoas,Jaramataia,,5380,BRA,BRA.2_1,BRA.2.40_1,
Brazil,Alagoas,Joaquim Gomes,,20567,BRA,BRA.2_1,BRA.2.41_1,
Brazil,Alagoas,Jundiá,,4293,BRA,BRA.2_1,BRA.2.42_1,
Brazil,Alagoas,Junqueiro,,24655,BRA,BRA.2_1,BRA.2.43_1,
Brazil,Alagoas,Lagoa da Canoa,,18054,BRA,BRA.2_1,BRA.2.44_1,
Brazil,Alagoas,Limoeiro de Anadia,,29118,BRA,BRA.2_1,BRA.2.45_1,
Brazil,Alagoas,Maceió (capital),,1064723,BRA,BRA.2_1,BRA.2.46_1,
Brazil,Alagoas,Major Isidoro,,20213,BRA,BRA.2_1,BRA.2.47_1,
Brazil,Alagoas,Mar Vermelho,,2914,BRA,BRA.2_1,BRA.2.48_1,
Brazil,Alagoas,Maragogi,,33795,BRA,BRA.2_1,BRA.2.49_1,
Brazil,Alagoas,Maravilha,,7012,BRA,BRA.2_1,BRA.2.50_1,
Brazil,Alagoas,Marechal deodoro,,58537,BRA,BRA.2_1,BRA.2.51_1,
Brazil,Alagoas,Maribondo,,11882,BRA,BRA.2_1,BRA.2.52_1,
Brazil,Alagoas,Mata Grande,,28795,BRA,BRA.2_1,BRA.2.53_1,
Brazil,Alagoas,Matriz de Camaragibe,,26209,BRA,BRA.2_1,BRA.2.54_1,
Brazil,Alagoas,Messias,,20433,BRA,BRA.2_1,BRA.2.55_1,
Brazil,Alagoas,Minador do Negrão,,5013,BRA,BRA.2_1,BRA.2.56_1,
Brazil,Alagoas,Monteirópolis,,7207,BRA,BRA.2_1,BRA.2.57_1,
Brazil,Alagoas,Murici,,29221,BRA,BRA.2_1,BRA.2.58_1,
Brazil,Alagoas,Novo Lino,,13520,BRA,BRA.2_1,BRA.2.59_1,
Brazil,Alagoas,Olho d'Água Grande,,5078,BRA,BRA.2_1,BRA.2.62_1,
Brazil,Alagoas,Olho d'Água das Flores,,21340,BRA,BRA.2_1,BRA.2.60_1,
Brazil,Alagoas,Olho d'Água do Casado,,10275,BRA,BRA.2_1,BRA.2.61_1,
Brazil,Alagoas,Olivença,,11742,BRA,BRA.2_1,BRA.2.63_1,
Brazil,Alagoas,Ouro Branco,,12621,BRA,BRA.2_1,BRA.2.64_1,
Brazil,Alagoas,Palestina,,5918,BRA,BRA.2_1,BRA.2.65_1,
Brazil,Alagoas,Palmeira dos índios,,72499,BRA,BRA.2_1,BRA.2.66_1,
Brazil,Alagoas,Pariconha,,11270,BRA,BRA.2_1,BRA.2.68_1,
Brazil,Alagoas,Paripueira,,15097,BRA,BRA.2_1,BRA.2.69_1,
Brazil,Alagoas,Passo de Camaragibe,,13006,BRA,BRA.2_1,BRA.2.70_1,
Brazil,Alagoas,Paulo Jacinto,,6623,BRA,BRA.2_1,BRA.2.71_1,
Brazil,Alagoas,Penedo,,64389,BRA,BRA.2_1,BRA.2.72_1,
Brazil,Alagoas,Piaçabuçu,,17395,BRA,BRA.2_1,BRA.2.73_1,
Brazil,Alagoas,Pilar,,35598,BRA,BRA.2_1,BRA.2.74_1,
Brazil,Alagoas,Pindoba,,2735,BRA,BRA.2_1,BRA.2.75_1,
Brazil,Alagoas,Piranhas,,23152,BRA,BRA.2_1,BRA.2.76_1,
Brazil,Alagoas,Porto Calvo,,25036,BRA,BRA.2_1,BRA.2.78_1,
Brazil,Alagoas,Porto Real do Colégio,,21179,BRA,BRA.2_1,BRA.2.80_1,
Brazil,Alagoas,Porto de Pedras,,9138,BRA,BRA.2_1,BRA.2.79_1,
Brazil,Alagoas,Poço das Trincheiras,,14820,BRA,BRA.2_1,BRA.2.77_1,
Brazil,Alagoas,Pão de Açúcar,,23422,BRA,BRA.2_1,BRA.2.67_1,
Brazil,Alagoas,Quebrangulo,,10161,BRA,BRA.2_1,BRA.2.81_1,
Brazil,Alagoas,Rio Largo,,71925,BRA,BRA.2_1,BRA.2.82_1,
Brazil,Alagoas,Roteiro,,6334,BRA,BRA.2_1,BRA.2.83_1,
Brazil,Alagoas,Santa Luzia do Norte,,10200,BRA,BRA.2_1,BRA.2.84_1,
Brazil,Alagoas,Santana do Ipanema,,48727,BRA,BRA.2_1,BRA.2.85_1,
Brazil,Alagoas,Santana do Mundaú,,9993,BRA,BRA.2_1,BRA.2.86_1,
Brazil,Alagoas,Satuba,,21181,BRA,BRA.2_1,BRA.2.94_1,
Brazil,Alagoas,Senador Rui Palmeira,,14008,BRA,BRA.2_1,BRA.2.95_1,
Brazil,Alagoas,São Brás,,6842,BRA,BRA.2_1,BRA.2.87_1,
Brazil,Alagoas,São José da Laje,,24195,BRA,BRA.2_1,BRA.2.88_1,
Brazil,Alagoas,São José da Tapera,,35814,BRA,BRA.2_1,BRA.2.89_1,
Brazil,Alagoas,São Luís do Quitunde,,35105,BRA,BRA.2_1,BRA.2.90_1,
Brazil,Alagoas,São Miguel dos Campos,,74605,BRA,BRA.2_1,BRA.2.91_1,
Brazil,Alagoas,São Miguel dos Milagres,,7806,BRA,BRA.2_1,BRA.2.92_1,
Brazil,Alagoas,São Sebastião,,33664,BRA,BRA.2_1,BRA.2.93_1,
Brazil,Alagoas,Tanque d'Arca,,6647,BRA,BRA.2_1,BRA.2.96_1,
Brazil,Alagoas,Taquarana,,21570,BRA,BRA.2_1,BRA.2.97_1,
Brazil,Alagoas,Teotônio Vilela,,46053,BRA,BRA.2_1,BRA.2.98_1,
Brazil,Alagoas,Traipu,,28320,BRA,BRA.2_1,BRA.2.99_1,
Brazil,Alagoas,União dos Palmares,,66181,BRA,BRA.2_1,BRA.2.100_1,
Brazil,Alagoas,Viçosa,,25301,BRA,BRA.2_1,BRA.2.101_1,
Brazil,Alagoas,Água Branca,,19772,BRA,BRA.2_1,BRA.2.1_1,
Brazil,Amapá,Amapá,,8808,BRA,BRA.3_1,BRA.3.1_1,
Brazil,Amapá,Calçoene,,11980,BRA,BRA.3_1,BRA.3.2_1,
Brazil,Amapá,Cutias,,7183,BRA,BRA.3_1,BRA.3.3_1,
Brazil,Amapá,Ferreira Gomes,,9483,BRA,BRA.3_1,BRA.3.4_1,
Brazil,Amapá,Itaubal,,5699,BRA,BRA.3_1,BRA.3.5_1,
Brazil,Amapá,Laranjal do Jari,,43462,BRA,BRA.3_1,BRA.3.6_1,
Brazil,Amapá,Macapa,,561146,BRA,BRA.3_1,BRA.3.7_1,
Brazil,Amapá,Mazagão,,24263,BRA,BRA.3_1,BRA.3.8_1,
Brazil,Amapá,Oiapoque,,31632,BRA,BRA.3_1,BRA.3.9_1,
Brazil,Amapá,Pedra Branca do Amaparí,,28956,BRA,BRA.3_1,BRA.3.10_1,
Brazil,Amapá,Porto Grande,,25498,BRA,BRA.3_1,BRA.3.11_1,
Brazil,Amapá,Pracuúba,,6471,BRA,BRA.3_1,BRA.3.12_1,
Brazil,Amapá,Santana,,125454,BRA,BRA.3_1,BRA.3.13_1,
Brazil,Amapá,Serra do Navio,,5855,BRA,BRA.3_1,BRA.3.14_1,
Brazil,Amapá,Tartarugalzinho,,21881,BRA,BRA.3_1,BRA.3.15_1,
Brazil,Amapá,Vitória do Jari,,15865,BRA,BRA.3_1,BRA.3.16_1,
Brazil,Amazonas,Alvarães,,16003,BRA,BRA.4_1,BRA.4.1_1,
Brazil,Amazonas,Amaturá,,12486,BRA,BRA.4_1,BRA.4.2_1,
Brazil,Amazonas,Anamã,,15876,BRA,BRA.4_1,BRA.4.3_1,
Brazil,Amazonas,Anori,,23456,BRA,BRA.4_1,BRA.4.4_1,
Brazil,Amazonas,Apuí,,23491,BRA,BRA.4_1,BRA.4.5_1,
Brazil,Amazonas,Atalaia do Norte,,22523,BRA,BRA.4_1,BRA.4.6_1,
Brazil,Amazonas,Autazes,,41839,BRA,BRA.4_1,BRA.4.7_1,
Brazil,Amazonas,Barcelos,,27442,BRA,BRA.4_1,BRA.4.8_1,
Brazil,Amazonas,Barreirinha,,33082,BRA,BRA.4_1,BRA.4.9_1,
Brazil,Amazonas,Benjamin Constant,,47340,BRA,BRA.4_1,BRA.4.10_1,
Brazil,Amazonas,Beruri,,21743,BRA,BRA.4_1,BRA.4.11_1,
Brazil,Amazonas,Boa Vista do Ramos,,21314,BRA,BRA.4_1,BRA.4.12_1,
Brazil,Amazonas,Boca do Acre,,33865,BRA,BRA.4_1,BRA.4.13_1,
Brazil,Amazonas,Borba,,42087,BRA,BRA.4_1,BRA.4.14_1,
Brazil,Amazonas,Caapiranga,,12546,BRA,BRA.4_1,BRA.4.15_1,
Brazil,Amazonas,Canutama,,15771,BRA,BRA.4_1,BRA.4.16_1,
Brazil,Amazonas,Carauari,,28285,BRA,BRA.4_1,BRA.4.17_1,
Brazil,Amazonas,Careiro,,39031,BRA,BRA.4_1,BRA.4.19_1,
Brazil,Amazonas,Careiro da Várzea,,33080,BRA,BRA.4_1,BRA.4.18_1,
Brazil,Amazonas,Coari,,85850,BRA,BRA.4_1,BRA.4.20_1,
Brazil,Amazonas,Codajás,,30697,BRA,BRA.4_1,BRA.4.21_1,
Brazil,Amazonas,Eirunepé,,36764,BRA,BRA.4_1,BRA.4.22_1,
Brazil,Amazonas,Envira,,20738,BRA,BRA.4_1,BRA.4.23_1,
Brazil,Amazonas,Fonte Boa,,16420,BRA,BRA.4_1,BRA.4.24_1,
Brazil,Amazonas,Guajará,,42846,BRA,BRA.4_1,BRA.4.25_1,
Brazil,Amazonas,Humaitá,,59306,BRA,BRA.4_1,BRA.4.26_1,
Brazil,Amazonas,Ipixuna,,33996,BRA,BRA.4_1,BRA.4.27_1,
Brazil,Amazonas,Iranduba,,51669,BRA,BRA.4_1,BRA.4.28_1,
Brazil,Amazonas,Itacoatiara,,104663,BRA,BRA.4_1,BRA.4.29_1,
Brazil,Amazonas,Itamarati,,7737,BRA,BRA.4_1,BRA.4.30_1,
Brazil,Amazonas,Japurá,,5180,BRA,BRA.4_1,BRA.4.31_1,
Brazil,Amazonas,Juruá,,17759,BRA,BRA.4_1,BRA.4.32_1,
Brazil,Amazonas,Jutaí,,14529,BRA,BRA.4_1,BRA.4.33_1,
Brazil,Amazonas,Lábrea,,49015,BRA,BRA.4_1,BRA.4.34_1,
Brazil,Amazonas,Manacapuru,,99173,BRA,BRA.4_1,BRA.4.35_1,
Brazil,Amazonas,Manaquiri,,40571,BRA,BRA.4_1,BRA.4.36_1,
Brazil,Amazonas,Manicore,,58177,BRA,BRA.4_1,BRA.4.37_1,
Brazil,Amazonas,Maraã,,17875,BRA,BRA.4_1,BRA.4.38_1,
Brazil,Amazonas,Maués,,2379606,BRA,BRA.4_1,BRA.4.39_1,
Brazil,Amazonas,Nhamundá,,21788,BRA,BRA.4_1,BRA.4.40_1,
Brazil,Amazonas,Nova Olinda do Norte,,39827,BRA,BRA.4_1,BRA.4.41_1,
Brazil,Amazonas,Novo Airão,,22532,BRA,BRA.4_1,BRA.4.42_1,
Brazil,Amazonas,Novo Aripuanã,,26783,BRA,BRA.4_1,BRA.4.43_1,
Brazil,Amazonas,Parintins,,115580,BRA,BRA.4_1,BRA.4.44_1,
Brazil,Amazonas,Pauini,,19271,BRA,BRA.4_1,BRA.4.45_1,
Brazil,Amazonas,Presidente Figueiredo,,42389,BRA,BRA.4_1,BRA.4.46_1,
Brazil,Amazonas,Rio Preto da Eva,,37635,BRA,BRA.4_1,BRA.4.47_1,
Brazil,Amazonas,Santa Isabel do Rio Negro,,31146,BRA,BRA.4_1,BRA.4.48_1,
Brazil,Amazonas,Santo Antônio do Içá,,21704,BRA,BRA.4_1,BRA.4.49_1,
Brazil,Amazonas,Silves,,9182,BRA,BRA.4_1,BRA.4.53_1,
Brazil,Amazonas,São Gabriel de Cahoeira,,46794,BRA,BRA.4_1,BRA.4.50_1,
Brazil,Amazonas,São Paulo de Olivença,,44003,BRA,BRA.4_1,BRA.4.51_1,
Brazil,Amazonas,São Sebastião do Uatumã,,66464,BRA,BRA.4_1,BRA.4.52_1,
Brazil,Amazonas,Tabatinga,,15953,BRA,BRA.4_1,BRA.4.54_1,
Brazil,Amazonas,Tapauá,,17052,BRA,BRA.4_1,BRA.4.55_1,
Brazil,Amazonas,Tefé,,58827,BRA,BRA.4_1,BRA.4.56_1,
Brazil,Amazonas,Tonantins,,18614,BRA,BRA.4_1,BRA.4.57_1,
Brazil,Amazonas,Uarini,,13785,BRA,BRA.4_1,BRA.4.58_1,
Brazil,Amazonas,Urucará,,15877,BRA,BRA.4_1,BRA.4.59_1,
Brazil,Amazonas,Urucurituba,,25781,BRA,BRA.4_1,BRA.4.60_1,
Brazil,Bahia,Abaré,,22124,BRA,BRA.5_1,BRA.5.2_1,
Brazil,Bahia,Abaíra,,8145,BRA,BRA.5_1,BRA.5.1_1,
Brazil,Bahia,Acajutiba,,16061,BRA,BRA.5_1,BRA.5.3_1,
Brazil,Bahia,Adustina,,16721,BRA,BRA.5_1,BRA.5.4_1,
Brazil,Bahia,Aiquara,,4576,BRA,BRA.5_1,BRA.5.6_1,
Brazil,Bahia,Alagoinhas,,154077,BRA,BRA.5_1,BRA.5.7_1,
Brazil,Bahia,Alcobaca,,20956,BRA,BRA.5_1,BRA.5.8_1,
Brazil,Bahia,Almadina,,5170,BRA,BRA.5_1,BRA.5.9_1,
Brazil,Bahia,Amargosa,,38099,BRA,BRA.5_1,BRA.5.10_1,
Brazil,Bahia,Amélia Rodrigues,,25213,BRA,BRA.5_1,BRA.5.11_1,
Brazil,Bahia,América dourada,,15114,BRA,BRA.5_1,BRA.5.12_1,
Brazil,Bahia,Anagé,,20409,BRA,BRA.5_1,BRA.5.13_1,
Brazil,Bahia,Andarai,,13477,BRA,BRA.5_1,BRA.5.14_1,
Brazil,Bahia,Andorinha,,12959,BRA,BRA.5_1,BRA.5.15_1,
Brazil,Bahia,Angical,,15131,BRA,BRA.5_1,BRA.5.16_1,
Brazil,Bahia,Anguera,,11168,BRA,BRA.5_1,BRA.5.17_1,
Brazil,Bahia,Antas,,23470,BRA,BRA.5_1,BRA.5.18_1,
Brazil,Bahia,Antônio Cardoso,,11596,BRA,BRA.5_1,BRA.5.19_1,
Brazil,Bahia,Antônio Gonçalves,,13815,BRA,BRA.5_1,BRA.5.20_1,
Brazil,Bahia,Aporá,,19098,BRA,BRA.5_1,BRA.5.21_1,
Brazil,Bahia,Apuarema,,6926,BRA,BRA.5_1,BRA.5.22_1,
Brazil,Bahia,Aracatu,,12567,BRA,BRA.5_1,BRA.5.24_1,
Brazil,Bahia,Araci,,55980,BRA,BRA.5_1,BRA.5.25_1,
Brazil,Bahia,Aramari,,11423,BRA,BRA.5_1,BRA.5.26_1,
Brazil,Bahia,Arataca,,9882,BRA,BRA.5_1,BRA.5.27_1,
Brazil,Bahia,Aratuipe,,7056,BRA,BRA.5_1,BRA.5.28_1,
Brazil,Bahia,Aratuípe,,1821,BRA,BRA.5_1,BRA.5.29_1,
Brazil,Bahia,Araças,,11852,BRA,BRA.5_1,BRA.5.23_1,
Brazil,Bahia,Aurelino Leal,,11868,BRA,BRA.5_1,BRA.5.30_1,
Brazil,Bahia,Baianópolis,,14986,BRA,BRA.5_1,BRA.5.31_1,
Brazil,Bahia,Baixa Grande,,19764,BRA,BRA.5_1,BRA.5.32_1,
Brazil,Bahia,Banzaê,,11480,BRA,BRA.5_1,BRA.5.33_1,
Brazil,Bahia,Barra,,55123,BRA,BRA.5_1,BRA.5.38_1,
Brazil,Bahia,Barra da Choça,,30366,BRA,BRA.5_1,BRA.5.34_1,
Brazil,Bahia,Barra da Estiva,,18490,BRA,BRA.5_1,BRA.5.35_1,
Brazil,Bahia,Barra do Mendes,,14457,BRA,BRA.5_1,BRA.5.36_1,
Brazil,Bahia,Barra do Rocha,,4639,BRA,BRA.5_1,BRA.5.37_1,
Brazil,Bahia,Barreiras,,296218,BRA,BRA.5_1,BRA.5.39_1,
Brazil,Bahia,Barro Alto,,13522,BRA,BRA.5_1,BRA.5.40_1,
Brazil,Bahia,Barro Preto,,4026,BRA,BRA.5_1,BRA.5.41_1,
Brazil,Bahia,Belmonte,,23905,BRA,BRA.5_1,BRA.5.42_1,
Brazil,Bahia,Belo Campo,,14211,BRA,BRA.5_1,BRA.5.43_1,
Brazil,Bahia,Biritinga,,14257,BRA,BRA.5_1,BRA.5.44_1,
Brazil,Bahia,Boa Nova,,11629,BRA,BRA.5_1,BRA.5.45_1,
Brazil,Bahia,Boa Vista do Tupim,,17055,BRA,BRA.5_1,BRA.5.46_1,
Brazil,Bahia,Bom Jesus da Lapa,,71919,BRA,BRA.5_1,BRA.5.47_1,
Brazil,Bahia,Bom Jesus da Serra,,9333,BRA,BRA.5_1,BRA.5.48_1,
Brazil,Bahia,Boninal,,13198,BRA,BRA.5_1,BRA.5.49_1,
Brazil,Bahia,Bonito,,16828,BRA,BRA.5_1,BRA.5.50_1,
Brazil,Bahia,Boquira,,21800,BRA,BRA.5_1,BRA.5.51_1,
Brazil,Bahia,Botuporã,,10478,BRA,BRA.5_1,BRA.5.52_1,
Brazil,Bahia,Brejolândia,,12491,BRA,BRA.5_1,BRA.5.54_1,
