,2020-03-08,2020-03-15,2020-03-22,2020-03-29,2020-04-05,2020-04-12,2020-04-19,2020-04-26,2020-05-03,2020-05-10,2020-05-17,2020-05-24,2020-05-31,2020-06-07,2020-06-14,2020-06-21,2020-06-28,2020-07-05,2020-07-12,2020-07-19,2020-07-26,2020-08-02,2020-08-09,2020-08-16,2020-08-23,2020-08-30,2020-09-06,2020-09-13,2020-09-20,2020-09-27,2020-10-04,2020-10-11,2020-10-18,2020-10-25,2020-11-01,2020-11-08,2020-11-15,2020-11-22,2020-11-29,2020-12-06,2020-12-13,2020-12-20,2020-12-27,2021-01-03,2021-01-10,2021-01-17,2021-01-24,2021-01-31,2021-02-07,2021-02-14,2021-02-21,2021-02-28,2021-03-07,2021-03-14,2021-03-21,2021-03-28,2021-04-04,2021-04-11,2021-04-18,2021-04-25,2021-05-02,2021-05-09,2021-05-16,2021-05-23,2021-05-30,2021-06-06,2021-06-13,2021-06-20,2021-06-27,2021-07-04,2021-07-11,2021-07-18,2021-07-25,2021-08-01,2021-08-08,2021-08-15,2021-08-22,2021-08-29,2021-09-05,2021-09-12,2021-09-19,2021-09-26,2021-10-03,2021-10-10,2021-10-17,2021-10-24,2021-10-31,2021-11-07,2021-11-14,2021-11-21,2021-11-28,2021-12-05,2021-12-12,2021-12-19,2021-12-26,2022-01-02,2022-01-09,2022-01-16,2022-01-23,2022-01-30,2022-02-06,2022-02-13,2022-02-20,2022-02-27,2022-03-06,2022-03-13,2022-03-20,2022-03-27,2022-04-03,2022-04-10,2022-04-17,2022-04-24,2022-05-01,2022-05-08,2022-05-15,2022-05-22,2022-05-29,2022-06-05,2022-06-12,2022-06-19,2022-06-26,2022-07-03,2022-07-10,2022-07-17,2022-07-24,2022-07-31
176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,24.75,17.0,42.25,0.0,25.25,22.25,46.25,0.0,0.0,0.0,0.0,8.25,32.5,0.0,28.75,24.75,31.5,38.0,67.0,10.75,18.5,0.0,0.0,51.0,0.0,0.0,28.0,16.0,51.25,0.0,8.0,33.0,0.0,0.0,9.25,32.75,0.0,12.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,44.25,10.25,0.0,68.75,25.25,42.25,44.5,38.75,11.25,0.0,0.0,25.75,60.75,57.5,43.5,31.0,24.5,38.5,21.25,20.75,10.0,0.0,21.5,33.75,44.0,57.0,23.0,37.0,34.5,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,27.75,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.5,0.0,13.0,27.0,13.25,63.5,26.75,0.0,0.0,13.5,13.5,15.0,15.0,0.0,20.0,28.0,64.5,0.0,62.0,30.0,0.0,29.0,41.75,13.0,7.75,35.5,37.0,23.0,54.75,0.0,14.0,0.0,0.0,8.0,0.0,0.0,0.0,7.75,0.0,0.0,0.0,39.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,9.25,11.0,24.25,61.25,16.25,29.75,25.5,10.75,27.0,0.0,0.0,33.0,30.5,45.25,64.5,9.5,11.0,17.75,31.5,49.75,9.75,0.0,24.75,36.75,42.0,32.25,17.75,14.25,28.0,0.0,0.0,0.0,0.0,9.25,0.0,10.75,0.0,22.75,11.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,35.75,9.0,8.75,40.25,10.25,36.0,13.0,60.0,0.0,0.0,0.0,56.25,62.5,39.0,41.0,14.5,10.0,23.0,36.5,15.25,17.75,0.0,15.75,44.0,30.0,17.25,11.75,49.5,32.75,0.0,0.0,0.0,0.0,7.0,0.0,12.75,0.0,8.5,9.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.75,7.0,22.25,88.75,12.5,8.0,26.75,28.5,59.0,0.0,0.0,36.75,44.5,36.5,23.25,10.75,19.25,46.75,11.0,54.5,0.0,0.0,35.5,23.75,38.75,22.75,6.5,47.25,29.0,0.0,0.0,0.0,0.0,18.0,0.0,10.75,0.0,21.75,15.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,10.25,13.25,59.5,22.0,35.25,12.0,35.0,42.75,0.0,0.0,34.5,31.75,30.0,33.0,35.25,0.0,15.0,45.25,71.0,26.75,0.0,8.75,18.75,19.25,24.5,18.75,17.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,19.25,0.0,12.75,33.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.5,27.5,0.0,25.0,8.0,14.75,0.0,0.0,0.0,0.0,0.0,21.5,56.25,37.25,26.0,10.75,35.0,56.25,31.0,70.5,0.0,38.75,36.25,0.0,26.75,38.5,69.5,67.5,0.0,20.75,31.0,0.0,0.0,0.0,24.25,0.0,32.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.25,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.75,35.5,25.75,37.75,20.75,42.75,25.0,76.75,25.5,77.75,0.0,41.25,36.5,0.0,20.5,42.75,16.5,41.0,0.0,14.25,24.75,0.0,0.0,9.25,29.5,0.0,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.25,0.0,14.25,89.75,7.25,19.75,20.25,48.75,22.25,0.0,0.0,11.25,48.75,26.5,39.25,23.25,0.0,42.0,52.0,15.0,0.0,0.0,6.25,25.0,37.25,26.0,6.75,25.0,18.5,0.0,0.0,0.0,0.0,28.0,0.0,19.0,0.0,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.25,7.25,8.5,64.75,21.75,55.0,7.75,14.0,7.5,0.0,0.0,28.25,7.0,59.75,27.75,45.25,0.0,35.75,52.5,31.5,0.0,0.0,25.0,41.25,12.75,6.25,28.5,37.75,30.75,0.0,0.0,0.0,0.0,36.5,0.0,0.0,0.0,0.0,14.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,19.75,97.75,7.5,29.75,23.0,40.5,10.5,0.0,0.0,6.0,12.25,26.0,35.5,13.5,0.0,34.25,15.5,25.0,0.0,0.0,6.5,23.75,15.25,6.25,20.5,14.75,14.25,0.0,0.0,0.0,0.0,7.0,0.0,12.0,0.0,0.0,8.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.75,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,16.5,15.75,14.25,27.5,13.75,25.0,0.0,0.0,0.0,37.75,61.75,60.0,22.25,55.25,39.0,71.5,20.75,42.75,0.0,0.0,12.25,20.25,32.75,36.75,10.25,57.0,13.25,24.5,27.0,0.0,0.0,35.75,0.0,0.0,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.25,0.0,24.0,13.75,9.5,0.0,0.0,0.0,0.0,0.0,10.5,30.0,50.0,35.0,10.5,35.25,69.25,19.75,65.25,0.0,10.5,18.5,0.0,38.0,0.0,12.25,56.5,0.0,20.5,10.25,0.0,0.0,19.0,21.25,0.0,18.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.5,28.25,53.25,11.75,40.5,0.0,39.25,64.5,0.0,0.0,25.25,60.25,22.5,54.5,31.5,0.0,36.75,57.75,20.75,0.0,0.0,0.0,44.5,35.25,31.25,12.75,21.25,46.75,0.0,0.0,0.0,0.0,24.25,0.0,12.25,0.0,0.0,39.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.75,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5,65.25,7.75,0.0,15.75,21.75,46.75,0.0,0.0,60.25,39.0,32.0,29.0,11.75,0.0,30.75,32.25,37.25,0.0,0.0,9.75,26.0,34.75,27.0,10.0,41.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,12.25,0.0,15.75,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,30.25,36.25,11.0,0.0,0.0,0.0,0.0,0.0,47.25,23.0,23.0,30.5,52.5,48.5,81.75,12.25,34.25,0.0,11.25,34.5,0.0,38.75,24.25,34.0,45.5,0.0,12.0,11.0,0.0,0.0,23.75,31.25,0.0,35.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,29.25,0.0,0.0,0.0,0.0,15.0,55.75,46.0,20.5,63.25,40.75,0.0,77.25,23.75,40.5,0.0,11.75,12.5,0.0,24.5,12.0,14.25,62.75,0.0,27.25,15.75,0.0,0.0,22.0,22.5,0.0,13.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.25,8.75,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0,22.5,37.75,37.0,46.5,31.75,0.0,0.0,24.25,31.0,21.25,63.5,8.25,0.0,36.0,41.5,40.0,0.0,0.0,10.25,20.0,29.75,19.75,18.5,21.0,21.75,0.0,0.0,0.0,0.0,21.0,0.0,30.5,0.0,11.75,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.75,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.5,22.5,15.0,25.0,60.25,50.0,0.0,0.0,26.5,35.75,30.0,60.5,30.75,0.0,70.25,50.75,41.75,0.0,0.0,22.75,57.25,65.5,31.0,19.5,41.5,31.25,0.0,0.0,0.0,0.0,9.5,0.0,13.25,0.0,24.0,14.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.25,0.0,15.0,14.5,29.5,25.0,0.0,0.0,14.0,69.25,42.5,17.5,0.0,0.0,25.25,10.5,12.75,0.0,0.0,0.0,25.0,30.5,44.75,0.0,40.5,26.75,0.0,0.0,0.0,0.0,12.75,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.25,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10.0,24.75,0.0,0.0,0.0,0.0,30.25,33.5,31.0,35.25,19.0,45.25,44.25,47.0,0.0,25.0,0.0,0.0,17.5,0.0,8.75,0.0,9.25,55.75,0.0,19.75,21.5,0.0,0.0,0.0,31.75,0.0,31.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,15.75,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.75,0.0,15.0,23.25,27.5,21.75,0.0,10.25,31.5,67.25,38.0,34.5,32.25,11.25,59.0,34.0,26.25,0.0,0.0,0.0,16.75,23.5,12.0,12.0,41.25,12.75,0.0,11.25,0.0,0.0,12.5,10.0,13.25,9.5,10.5,32.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.25,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.5,13.0,32.25,25.0,10.0,34.5,0.0,0.0,32.75,45.75,39.25,20.75,18.75,0.0,34.0,16.5,41.25,0.0,0.0,19.75,29.5,10.5,37.25,0.0,24.5,32.75,0.0,0.0,0.0,0.0,11.75,0.0,6.75,0.0,14.5,21.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.75,0.0,0.0,0.0,0.0,0.0,0.0,8.25,21.25,22.75,24.75,23.25,26.0,96.75,9.25,43.0,0.0,6.5,6.75,0.0,41.5,12.25,13.25,16.5,0.0,17.5,21.75,0.0,0.0,7.25,29.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,0.0,24.25,0.0,23.25,21.25,0.0,0.0,37.0,32.25,39.0,38.5,0.0,0.0,40.75,53.75,18.75,0.0,0.0,19.0,9.5,28.25,27.75,18.25,36.5,39.25,0.0,0.0,0.0,0.0,0.0,0.0,21.25,0.0,12.75,12.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,25.0,0.0,0.0,0.0,0.0,32.75,20.25,50.75,17.0,26.75,26.25,38.75,86.0,0.0,46.0,0.0,8.5,4.5,0.0,41.0,41.5,14.5,58.25,0.0,21.5,25.0,0.0,0.0,20.25,29.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.75,0.0,0.0,0.0,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,23.75,0.0,10.0,24.75,0.0,0.0,29.75,67.0,36.5,35.75,30.25,0.0,42.75,9.25,24.75,0.0,0.0,15.25,31.5,12.0,36.25,22.5,15.0,39.25,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,17.0,13.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.25,14.25,17.5,36.0,64.0,0.0,0.0,12.25,73.5,21.5,9.5,22.75,0.0,43.5,62.0,9.0,0.0,0.0,20.75,31.0,37.25,44.25,15.25,30.25,67.75,0.0,0.0,0.0,0.0,14.5,0.0,15.0,0.0,29.5,44.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.75,0.0,0.0,0.0,0.0,0.0,23.0,35.75,9.75,38.75,47.25,54.5,43.0,62.0,39.25,53.75,0.0,0.0,21.25,0.0,0.0,17.0,0.0,51.0,0.0,12.75,10.75,0.0,0.0,22.0,18.75,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,6.5,0.0,0.0,37.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.5,12.5,0.0,0.0,11.75,0.0,0.0,39.5,41.75,48.0,47.5,37.25,26.25,38.5,22.75,63.75,0.0,9.25,9.75,22.0,42.75,44.75,25.5,33.5,12.75,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.25,10.0,0.0,0.0,0.0,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.75,12.25,10.0,32.5,0.0,0.0,58.5,40.0,36.75,43.5,25.5,0.0,47.5,34.5,46.0,0.0,0.0,9.25,30.5,19.0,44.25,0.0,8.0,10.0,0.0,0.0,0.0,0.0,10.25,0.0,0.0,0.0,23.75,11.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5,0.0,0.0,0.0,0.0,10.5,46.75,46.75,31.5,43.5,28.75,24.25,79.5,29.75,49.0,0.0,30.75,30.0,0.0,0.0,19.25,12.5,54.0,0.0,10.75,24.25,0.0,0.0,22.75,9.75,0.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,7.25,0.0,0.0,20.0,34.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,11.75,40.0,12.25,34.5,47.5,31.0,44.25,43.0,30.75,60.75,0.0,28.5,21.75,0.0,17.75,22.75,24.25,68.25,0.0,9.5,24.75,0.0,0.0,20.5,10.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,20.5,21.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,26.25,13.5,33.25,0.0,0.0,26.75,32.0,67.5,47.5,8.5,0.0,29.0,54.75,67.0,0.0,0.0,33.0,34.5,29.75,25.25,17.75,34.5,48.0,0.0,0.0,0.0,0.0,30.25,0.0,8.5,0.0,13.75,36.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,76.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,31.75,48.0,29.25,41.75,17.0,51.25,52.5,44.75,22.0,26.75,0.0,6.75,33.0,0.0,20.0,21.5,11.25,47.25,0.0,11.5,25.25,0.0,0.0,20.5,12.75,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.5,7.25,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,9.75,0.0,0.0,0.0,0.0,29.5,15.75,16.0,0.0,0.0,38.0,29.5,38.25,19.75,18.0,0.0,35.5,35.0,0.0,33.25,0.0,0.0,0.0,0.0,22.25,0.0,0.0,0.0,10.75,0.0,0.0,0.0,14.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,41.5,31.5,0.0,0.0,21.5,48.75,27.25,59.75,25.75,0.0,80.75,43.25,58.75,0.0,0.0,17.75,9.5,17.0,17.5,28.5,0.0,47.75,0.0,0.0,0.0,0.0,19.25,0.0,9.5,0.0,11.25,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.25,0.0,0.0,0.0,0.0,0.0,25.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,60.5,19.75,21.5,35.5,41.5,55.25,90.75,0.0,25.25,0.0,9.0,8.0,0.0,46.0,10.0,0.0,54.0,0.0,24.5,0.0,0.0,0.0,20.25,18.5,0.0,10.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,0.0,0.0,21.25,32.25,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,14.5,6.75,0.0,0.0,0.0,37.25,32.5,40.0,0.0,21.0,41.75,28.0,12.0,42.25,17.5,36.5,39.25,28.25,25.5,41.25,0.0,0.0,26.5,0.0,17.75,0.0,0.0,0.0,24.25,0.0,0.0,0.0,17.5,42.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,12.75,14.5,0.0,0.0,0.0,18.5,19.0,11.5,0.0,57.75,31.75,56.75,12.5,20.5,32.75,21.5,48.25,48.5,36.75,48.0,0.0,0.0,25.0,0.0,8.75,0.0,0.0,0.0,12.25,0.0,0.0,0.0,17.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,28.75,0.0,0.0,0.0,22.75,41.5,7.25,0.0,25.0,21.75,18.5,50.5,0.0,14.25,36.75,25.25,19.25,27.5,48.75,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,7.75,0.0,0.0,0.0,45.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,62.0,0.0,0.0,52.5,56.25,24.25,50.75,51.75,0.0,37.5,42.5,45.5,0.0,0.0,10.75,10.5,20.25,22.0,0.0,54.25,25.5,0.0,0.0,0.0,0.0,24.0,0.0,9.25,0.0,11.5,26.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,30.75,18.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,20.75,40.25,47.25,52.5,0.0,60.5,39.5,80.5,8.5,41.5,0.0,0.0,8.75,0.0,60.75,13.5,23.25,52.5,0.0,14.0,23.75,0.0,0.0,26.25,14.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,14.75,0.0,0.0,23.5,23.75,19.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.25,0.0,6.75,11.0,31.5,37.5,13.75,26.5,6.5,43.0,22.25,26.5,0.0,0.0,13.0,3.5,16.75,12.0,3.75,11.25,9.25,0.0,6.75,0.0,0.0,6.0,0.0,13.75,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,6.5,5.75,52.0,7.75,42.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,0.0,0.0,11.0,59.0,36.5,43.25,0.0,13.75,30.0,20.75,45.25,0.0,0.0,0.0,0.0,34.25,31.5,12.0,36.25,35.75,12.0,12.5,0.0,0.0,0.0,11.75,23.25,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.75,8.5,0.0,0.0,0.0,12.25,31.5,0.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
