,2020-03-08,2020-03-15,2020-03-22,2020-03-29,2020-04-05,2020-04-12,2020-04-19,2020-04-26,2020-05-03,2020-05-10,2020-05-17,2020-05-24,2020-05-31,2020-06-07,2020-06-14,2020-06-21,2020-06-28,2020-07-05,2020-07-12,2020-07-19,2020-07-26,2020-08-02,2020-08-09,2020-08-16,2020-08-23,2020-08-30,2020-09-06,2020-09-13,2020-09-20,2020-09-27,2020-10-04,2020-10-11,2020-10-18,2020-10-25,2020-11-01,2020-11-08,2020-11-15,2020-11-22,2020-11-29,2020-12-06,2020-12-13,2020-12-20,2020-12-27,2021-01-03,2021-01-10,2021-01-17,2021-01-24,2021-01-31,2021-02-07,2021-02-14,2021-02-21,2021-02-28,2021-03-07,2021-03-14,2021-03-21,2021-03-28,2021-04-04,2021-04-11,2021-04-18,2021-04-25,2021-05-02,2021-05-09,2021-05-16,2021-05-23,2021-05-30,2021-06-06,2021-06-13,2021-06-20,2021-06-27,2021-07-04,2021-07-11,2021-07-18,2021-07-25,2021-08-01,2021-08-08,2021-08-15,2021-08-22,2021-08-29,2021-09-05,2021-09-12,2021-09-19,2021-09-26,2021-10-03,2021-10-10,2021-10-17,2021-10-24,2021-10-31,2021-11-07,2021-11-14,2021-11-21,2021-11-28,2021-12-05,2021-12-12,2021-12-19,2021-12-26,2022-01-02,2022-01-09,2022-01-16,2022-01-23,2022-01-30,2022-02-06,2022-02-13,2022-02-20,2022-02-27,2022-03-06,2022-03-13,2022-03-20,2022-03-27,2022-04-03,2022-04-10,2022-04-17,2022-04-24,2022-05-01,2022-05-08,2022-05-15,2022-05-22,2022-05-29,2022-06-05,2022-06-12,2022-06-19,2022-06-26,2022-07-03,2022-07-10,2022-07-17
91,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,11.25,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,35.5,0.0,0.0,0.0,45.0,0.0,21.75,0.0,21.5,0.0,25.0,16.5,16.5,42.25,16.25,0.0,0.0,67.75,12.5,0.0,22.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,11.75,0.0,12.75,13.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,23.0,29.0,0.0,7.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,0.0,16.75,0.0,0.0,27.75,15.5,8.5,63.75,0.0,44.5,0.0,0.0,17.0,0.0,48.75,0.0,0.0,0.0,0.0,0.0,25.5,6.5,18.75,81.75,48.75,18.25,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,36.5,0.0,47.0,0.0,56.25,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,62.0,0.0,43.5,32.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.75,0.0,0.0,50.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,38.25,49.75,0.0,11.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,30.75,0.0,0.0,0.0,55.0,0.0,88.75,0.0,67.25,0.0,0.0,42.5,0.0,29.0,17.75,0.0,0.0,0.0,0.0,38.75,18.5,19.0,57.75,47.0,19.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,30.5,0.0,0.0,26.25,0.0,0.0,12.5,0.0,0.0,35.5,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,12.5,0.0,50.0,15.75,0.0,0.0,0.0,0.0,0.0,0.0,62.0,15.0,77.0,0.0,36.0,33.0,11.75,0.0,10.0,0.0,0.0,0.0,0.0,70.25,0.0,0.0,20.75,0.0,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.75,0.0,0.0,0.0,21.0,0.0,44.0,0.0,33.75,0.0,66.5,14.5,35.0,16.0,12.0,21.0,0.0,40.0,22.0,35.0,0.0,0.0,60.0,0.0,0.0,0.0,23.5,17.75,0.0,24.0,0.0,61.25,20.75,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.25,0.0,0.0,12.5,0.0,0.0,24.25,0.0,0.0,12.25,0.0,0.0,0.0,46.0,0.0,56.5,0.0,25.0,0.0,41.5,14.5,22.25,16.0,0.0,21.0,36.75,55.0,60.25,0.0,11.75,33.0,51.25,0.0,0.0,0.0,0.0,17.75,0.0,34.75,0.0,20.0,22.25,0.0,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,15.0,0.0,0.0,13.25,0.0,0.0,12.5,0.0,0.0,24.25,0.0,0.0,12.25,0.0,0.0,0.0,25.0,0.0,37.5,0.0,50.0,0.0,16.5,14.5,0.0,16.0,0.0,0.0,50.25,31.25,52.0,0.0,24.25,33.0,33.5,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,22.25,0.0,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,,,,,,,,,,,,,,,,,0.0,13.5,0.0,0.0,25.0,0.0,23.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.25,0.0,12.25,0.0,0.0,16.0,66.75,0.0,17.0,0.0,53.5,0.0,0.0,12.75,0.0,34.75,10.75,0.0,0.0,0.0,0.0,11.25,35.25,13.25,62.5,36.75,43.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,25.0,0.0,49.75,23.75,0.0,0.0,21.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.75,0.0,31.75,0.0,41.75,24.0,24.25,0.0,25.0,0.0,0.0,0.0,0.0,84.25,22.5,9.75,40.0,36.5,0.0,0.0,0.0,0.0,0.0,10.0,0.0,21.25,0.0,18.75,0.0,0.0,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.75,20.0,0.0,0.0,0.0,0.0,0.0,63.75,20.5,19.5,0.0,44.0,0.0,25.0,23.25,47.5,0.0,0.0,20.75,11.5,23.75,68.0,19.5,0.0,9.25,45.75,0.0,0.0,19.0,0.0,38.5,0.0,50.5,0.0,38.0,0.0,20.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.25,0.0,0.0,0.0,21.75,20.25,0.0,0.0,40.0,0.0,25.0,23.5,47.25,50.0,0.0,20.25,0.0,25.0,22.5,43.5,0.0,0.0,52.5,0.0,0.0,39.75,20.0,0.0,0.0,19.75,0.0,59.0,56.0,0.0,0.0,40.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,29.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5,13.0,0.0,11.75,0.0,0.0,0.0,0.0,0.0,22.25,0.0,24.5,14.25,25.0,37.0,25.0,25.0,0.0,21.75,0.0,60.5,59.75,12.25,12.0,21.0,28.5,0.0,11.0,0.0,20.0,0.0,0.0,57.75,0.0,19.25,0.0,0.0,11.5,44.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,30.75,13.0,38.75,0.0,25.25,0.0,76.0,11.75,31.0,31.0,0.0,11.25,0.0,15.25,30.75,0.0,0.0,0.0,36.75,0.0,0.0,9.75,14.25,10.25,0.0,13.75,0.0,74.0,20.75,10.25,0.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,,,,,,,,,,,,,,,,,,0.0,0.0,15.5,45.5,0.0,24.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,12.25,0.0,40.25,0.0,0.0,46.25,82.25,0.0,25.0,0.0,65.0,0.0,0.0,41.75,0.0,45.5,0.0,0.0,0.0,0.0,0.0,49.25,37.0,16.25,36.0,67.75,36.5,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,22.5,11.0,21.75,0.0,22.0,0.0,38.5,25.0,72.25,26.0,0.0,55.0,0.0,36.0,22.5,40.5,0.0,0.0,35.75,0.0,0.0,19.0,11.25,10.25,0.0,10.25,0.0,41.0,18.25,10.5,0.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,,,,,,,,,,,,,,,,,,,0.0,25.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,18.0,0.0,8.75,0.0,0.0,21.25,33.25,20.75,76.75,0.0,45.25,0.0,0.0,12.25,0.0,36.5,7.75,0.0,0.0,0.0,0.0,17.75,38.0,33.0,71.25,18.0,18.75,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,,,,,,,,,,,,,,,,,,,0.0,36.0,39.0,0.0,12.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.25,0.0,0.0,0.0,0.0,21.75,48.0,37.0,26.75,0.0,33.5,0.0,0.0,21.0,0.0,44.75,10.0,0.0,0.0,0.0,0.0,20.0,19.0,29.5,63.75,43.5,8.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,,,,,,,,,,,,,,,,,,,0.0,0.0,16.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,40.25,0.0,71.5,0.0,25.0,0.0,48.25,25.0,0.0,0.0,0.0,14.75,24.0,19.75,12.5,10.0,28.5,0.0,11.5,18.0,39.75,0.0,0.0,45.5,0.0,18.75,11.25,20.5,13.25,53.25,19.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.25,0.0,0.0,0.0,21.0,19.75,64.25,0.0,30.75,0.0,90.75,36.0,58.75,15.75,0.0,25.5,0.0,0.0,35.0,0.0,0.0,0.0,27.75,0.0,0.0,42.25,19.75,23.5,0.0,18.25,0.0,34.0,11.25,18.75,0.0,13.5,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.25,0.0,0.0,0.0,22.5,0.0,23.75,0.0,0.0,0.0,37.75,25.0,60.25,0.0,0.0,22.5,0.0,12.0,36.0,22.25,0.0,0.0,48.5,0.0,0.0,30.25,21.75,41.5,0.0,0.0,0.0,52.25,0.0,34.75,0.0,0.0,32.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.25,23.0,50.5,0.0,25.75,0.0,29.25,39.25,69.0,47.75,0.0,27.75,0.0,15.25,24.75,38.0,0.0,0.0,55.0,0.0,0.0,10.75,12.0,25.0,0.0,12.25,0.0,60.0,0.0,11.75,0.0,27.5,12.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.75,44.5,0.0,26.75,0.0,80.25,36.25,39.5,41.0,0.0,36.0,0.0,15.75,22.0,21.5,0.0,0.0,54.0,0.0,0.0,13.0,53.0,13.25,0.0,20.5,0.0,37.5,30.5,13.0,0.0,23.25,20.25,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,0.0,0.0,0.0,38.25,18.25,18.0,0.0,20.75,0.0,75.0,11.5,57.0,57.0,0.0,32.0,0.0,11.25,40.75,0.0,0.0,0.0,16.0,0.0,0.0,19.5,27.75,38.5,0.0,0.0,0.0,18.5,28.0,0.0,0.0,28.75,28.25,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,,,,,,,,,,,,,,,,,,,,,30.0,0.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.75,0.0,0.0,43.0,0.0,24.75,0.0,0.0,15.0,29.0,7.25,34.25,0.0,55.75,0.0,0.0,14.75,0.0,18.75,17.0,0.0,0.0,0.0,0.0,13.25,12.5,12.5,92.75,47.25,17.75,0.0,0.0,0.0,0.0,0.0,20.5,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,,,,,,,,,,,,,,,,,,,,,55.5,0.0,12.5,0.0,0.0,0.0,13.25,0.0,0.0,14.0,23.75,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,26.5,42.25,0.0,0.0,0.0,0.0,0.0,0.0,34.25,26.75,64.0,0.0,32.0,0.0,11.0,0.0,20.0,0.0,0.0,0.0,0.0,56.5,0.0,0.0,19.0,0.0,20.5,23.0,0.0,0.0,33.25,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,,,,,,,,,,,,,,,,,,,,,,0.0,23.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5,0.0,17.5,0.0,0.0,0.0,38.75,51.0,54.25,0.0,37.25,0.0,0.0,0.0,0.0,40.5,0.0,0.0,0.0,0.0,0.0,22.0,19.75,19.25,47.25,42.0,19.75,0.0,0.0,0.0,0.0,0.0,33.25,0.0,0.0,29.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.25,0.0,0.0,0.0,22.0,60.5,36.75,0.0,41.75,0.0,0.0,65.5,25.0,25.0,0.0,44.0,0.0,22.5,19.75,15.0,0.0,0.0,60.25,0.0,0.0,0.0,21.75,14.75,0.0,0.0,0.0,73.0,32.5,15.0,0.0,20.25,15.25,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,,,,,,,,,,,,,,,,,,,,,,,50.25,12.75,0.0,0.0,21.75,0.0,0.0,22.0,22.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,11.5,39.75,0.0,0.0,0.0,0.0,0.0,0.0,35.0,49.75,72.75,0.0,76.75,48.75,18.25,0.0,22.0,0.0,0.0,0.0,0.0,44.5,0.0,0.0,47.5,0.0,34.25,12.25,0.0,0.0,12.75,32.75,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.5,0.0,0.0,0.0,22.0,20.0,45.25,0.0,0.0,0.0,16.5,14.5,48.0,65.75,0.0,0.0,0.0,0.0,13.75,21.25,0.0,0.0,11.25,0.0,0.0,20.0,0.0,40.5,0.0,0.0,0.0,50.75,46.75,54.75,0.0,12.5,12.75,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,12.75,0.0,12.25,0.0,0.0,57.75,14.5,14.5,0.0,0.0,53.75,0.0,0.0,0.0,0.0,12.0,42.0,0.0,0.0,0.0,0.0,34.5,12.5,0.0,71.25,25.75,31.5,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,21.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,13.25,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,18.25,0.0,41.75,0.0,35.5,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.75,37.25,0.0,35.0,0.0,0.0,0.0,28.75,0.0,0.0,0.0,0.0,50.0,0.0,0.0,17.75,0.0,13.0,0.0,0.0,0.0,20.25,20.75,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,6.25,0.0,21.5,0.0,0.0,0.0,53.75,25.0,33.0,0.0,45.25,0.0,0.0,23.0,0.0,26.0,5.25,0.0,0.0,0.0,0.0,0.0,21.0,18.0,81.0,69.25,19.25,0.0,0.0,0.0,0.0,0.0,21.5,0.0,0.0,20.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.75,18.75,63.5,0.0,19.75,0.0,75.0,22.25,0.0,25.0,0.0,0.0,0.0,0.0,35.0,41.75,0.0,0.0,18.25,0.0,0.0,29.25,32.0,71.25,0.0,0.0,0.0,0.0,18.5,0.0,0.0,21.25,58.25,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,,,,,,,,,,,,,,,,,,,,,,,,12.5,0.0,0.0,12.5,0.0,0.0,45.25,22.75,0.0,0.0,0.0,0.0,0.0,35.5,0.0,20.5,0.0,70.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.75,59.25,0.0,56.25,0.0,30.5,0.0,60.0,0.0,0.0,0.0,0.0,90.25,0.0,0.0,0.0,0.0,34.0,32.75,0.0,0.0,24.0,22.25,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5,0.0,0.0,0.0,23.5,30.0,39.25,0.0,43.0,0.0,73.5,25.0,59.25,0.0,0.0,0.0,0.0,35.25,36.0,19.5,0.0,0.0,53.5,0.0,0.0,30.0,20.75,19.75,0.0,17.5,0.0,37.75,26.5,0.0,0.0,11.25,19.25,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.25,0.0,0.0,0.0,37.5,23.75,67.75,0.0,11.5,0.0,15.25,26.5,88.75,14.75,0.0,23.75,0.0,27.75,36.5,24.25,0.0,0.0,19.0,0.0,0.0,0.0,11.5,32.0,0.0,23.0,0.0,53.75,50.25,11.25,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.25,45.0,45.25,0.0,15.0,0.0,41.25,60.5,25.0,16.0,0.0,47.25,0.0,41.0,22.0,15.25,24.25,0.0,0.0,0.0,0.0,0.0,24.5,18.75,0.0,0.0,11.25,0.0,0.0,21.0,0.0,0.0,21.25,33.25,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,8.5,0.0,13.25,0.0,0.0,0.0,45.25,0.0,53.75,0.0,17.0,0.0,0.0,25.5,0.0,21.25,0.0,0.0,0.0,0.0,0.0,28.0,39.0,0.0,75.0,34.0,20.5,0.0,0.0,0.0,0.0,0.0,22.5,0.0,0.0,16.75,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.75,0.0,0.0,0.0,20.25,0.0,64.25,0.0,40.25,0.0,40.0,38.5,20.25,50.0,0.0,54.0,0.0,0.0,0.0,33.25,0.0,0.0,41.0,0.0,0.0,18.5,31.75,25.25,0.0,45.0,0.0,25.0,16.75,13.25,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,13.0,0.0,22.0,0.0,0.0,13.75,50.75,29.0,25.0,0.0,36.5,0.0,0.0,0.0,0.0,40.25,9.5,0.0,0.0,0.0,0.0,34.75,19.25,12.0,61.0,42.75,32.5,0.0,0.0,0.0,0.0,0.0,22.25,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,19.75,0.0,0.0,14.5,51.0,22.75,37.75,0.0,36.25,0.0,0.0,9.5,0.0,12.0,27.75,0.0,0.0,0.0,0.0,0.0,12.5,11.75,78.25,58.75,0.0,0.0,0.0,0.0,0.0,0.0,13.75,0.0,0.0,21.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.25,0.0,0.0,0.0,34.25,43.25,41.25,0.0,11.5,0.0,25.0,25.0,36.5,38.25,0.0,11.0,0.0,25.0,35.0,0.0,0.0,0.0,66.25,0.0,0.0,28.0,51.0,23.25,0.0,0.0,0.0,19.75,29.0,20.5,0.0,42.75,23.75,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.25,0.0,0.0,0.0,0.0,25.0,37.75,38.5,15.75,0.0,70.25,0.0,0.0,10.0,0.0,50.5,10.5,0.0,0.0,0.0,0.0,30.0,50.75,19.0,36.75,73.5,11.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,11.5,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.5,0.0,9.0,0.0,0.0,35.75,44.0,23.75,39.5,0.0,53.25,0.0,0.0,10.0,0.0,47.5,7.75,0.0,0.0,0.0,0.0,38.75,29.75,27.5,61.75,67.5,19.5,0.0,0.0,0.0,0.0,0.0,9.75,0.0,0.0,20.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.75,0.0,0.0,0.0,44.0,21.5,19.0,0.0,20.75,0.0,50.0,48.75,21.0,23.0,0.0,45.5,0.0,0.0,23.25,20.75,0.0,0.0,57.0,0.0,0.0,19.25,22.0,38.5,0.0,39.75,0.0,0.0,35.75,22.75,0.0,44.5,24.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
