,2020-03-08,2020-03-15,2020-03-22,2020-03-29,2020-04-05,2020-04-12,2020-04-19,2020-04-26,2020-05-03,2020-05-10,2020-05-17,2020-05-24,2020-05-31,2020-06-07,2020-06-14,2020-06-21,2020-06-28,2020-07-05,2020-07-12,2020-07-19,2020-07-26,2020-08-02,2020-08-09,2020-08-16,2020-08-23,2020-08-30,2020-09-06,2020-09-13,2020-09-20,2020-09-27,2020-10-04,2020-10-11,2020-10-18,2020-10-25,2020-11-01,2020-11-08,2020-11-15,2020-11-22,2020-11-29,2020-12-06,2020-12-13,2020-12-20,2020-12-27,2021-01-03,2021-01-10,2021-01-17,2021-01-24,2021-01-31,2021-02-07,2021-02-14,2021-02-21,2021-02-28,2021-03-07,2021-03-14,2021-03-21,2021-03-28,2021-04-04,2021-04-11,2021-04-18,2021-04-25,2021-05-02,2021-05-09,2021-05-16,2021-05-23,2021-05-30,2021-06-06,2021-06-13,2021-06-20,2021-06-27,2021-07-04,2021-07-11,2021-07-18,2021-07-25,2021-08-01,2021-08-08,2021-08-15,2021-08-22,2021-08-29,2021-09-05,2021-09-12,2021-09-19,2021-09-26,2021-10-03,2021-10-10,2021-10-17,2021-10-24,2021-10-31,2021-11-07,2021-11-14,2021-11-21,2021-11-28
51,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.25,0.0,44.5,0.0,0.0,45.0,0.0,0.0,0.0,14.75,56.0,0.0,22.25,14.25,0.0,58.0,53.25,48.5,55.0,6.0,19.75,83.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.25,0.0,0.0,0.0,0.0,0.0,25.5,0.0,0.0,19.5,0.0,0.0,0.0,0.0,0.0,29.5,0.0,0.0,0.0,0.0,8.25,0.0,0.0,0.0,42.25,21.75,0.0,0.0,0.0,0.0,0.0,0.0,52.25,0.0,0.0,0.0,26.5,10.0,71.75,34.0,72.0,22.75,21.0,12.25,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,22.75,0.0,0.0,0.0,0.0,0.0,22.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.25,25.75,0.0,0.0,0.0,0.0,0.0,0.0,60.75,0.0,0.0,0.0,26.5,10.0,68.5,37.5,59.75,22.75,21.0,22.75,59.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.75,8.5,27.0,0.0,0.0,64.75,0.0,0.0,0.0,20.75,40.25,0.0,9.75,9.5,0.0,84.75,39.5,38.75,0.0,7.5,16.5,42.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,53.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,0.0,0.0,0.0,47.75,48.5,49.0,0.0,70.5,13.25,23.25,0.0,11.5,10.0,0.0,10.5,30.0,0.0,25.0,43.25,7.5,38.0,0.0,20.25,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,0.0,0.0,0.0,11.25,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,30.75,0.0,0.0,13.0,0.0,7.75,0.0,0.0,0.0,28.25,41.25,0.0,0.0,0.0,0.0,0.0,0.0,56.75,0.0,0.0,0.0,26.0,11.75,41.5,52.0,62.0,8.25,19.25,19.75,39.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5,33.75,0.0,0.0,0.0,58.0,14.25,12.75,0.0,46.75,16.25,26.75,0.0,7.25,14.5,0.0,13.5,71.25,0.0,37.25,28.5,17.0,41.0,0.0,6.25,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,11.75,0.0,0.0,0.0,0.0,0.0,23.0,0.0,23.75,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,0.0,0.0,0.0,39.5,41.25,0.0,0.0,0.0,0.0,0.0,0.0,55.25,0.0,0.0,0.0,24.75,0.0,45.75,71.25,63.5,23.5,41.75,50.0,60.75,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.25,0.0,0.0,0.0,43.25,23.5,37.75,0.0,33.0,16.25,12.25,0.0,18.0,14.5,0.0,13.5,90.75,0.0,26.75,28.5,34.25,50.25,0.0,6.25,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,6.25,27.5,14.5,0.0,15.25,0.0,0.0,0.0,17.5,44.5,0.0,0.0,10.0,15.0,62.5,57.75,46.0,46.25,12.5,18.25,72.25,14.25,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,65.75,78.25,37.25,0.0,25.5,14.25,0.0,0.0,69.75,37.75,0.0,0.0,60.75,0.0,46.0,71.5,8.5,31.0,0.0,22.0,21.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,55.5,0.0,0.0,0.0,32.25,40.0,0.0,0.0,36.75,55.0,0.0,0.0,21.5,22.5,0.0,33.25,55.25,0.0,51.75,39.0,37.0,30.5,0.0,30.75,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,20.25,0.0,0.0,0.0,0.0,0.0,8.25,0.0,23.25,32.25,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,19.0,0.0,33.75,0.0,0.0,0.0,26.25,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,13.25,32.0,45.75,57.75,9.75,68.75,38.25,42.5,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,,,,,,,,,,,,0.0,0.0,0.0,0.0,20.25,0.0,0.0,0.0,0.0,0.0,8.25,0.0,23.25,32.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.25,0.0,34.25,0.0,0.0,0.0,26.5,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,13.25,52.25,36.25,57.75,0.0,58.75,50.0,31.75,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.5,15.0,0.0,0.0,0.0,61.5,27.75,27.0,0.0,61.0,33.25,0.0,0.0,48.0,0.0,0.0,18.25,37.75,0.0,68.0,22.0,10.25,33.25,0.0,14.25,21.75,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,,,,,,,,,,,,0.0,0.0,0.0,0.0,22.75,0.0,0.0,0.0,0.0,0.0,21.5,0.0,13.25,21.75,0.0,0.0,0.0,0.0,0.0,11.5,0.0,0.0,12.0,0.0,12.5,0.0,0.0,0.0,35.0,34.5,0.0,0.0,0.0,0.0,0.0,0.0,24.5,0.0,0.0,0.0,10.25,11.5,38.5,56.0,70.25,20.75,35.75,22.75,41.25,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.75,11.75,0.0,0.0,0.0,36.5,27.5,28.75,0.0,79.0,31.0,12.5,0.0,51.5,37.75,0.0,25.75,56.0,0.0,63.25,0.0,20.5,44.5,0.0,31.5,0.0,0.0,22.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,,,,,,,,,,,,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,34.5,0.0,24.75,37.5,0.0,0.0,0.0,0.0,0.0,22.75,0.0,0.0,25.25,0.0,0.0,0.0,0.0,0.0,33.75,86.5,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,28.25,24.25,46.0,33.5,14.0,11.25,36.75,23.0,46.5,0.0,0.0,21.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.5,0.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,57.0,30.25,35.25,0.0,35.25,10.5,10.25,0.0,21.25,0.0,0.0,0.0,93.5,0.0,45.5,24.0,18.25,10.5,0.0,21.5,9.75,0.0,9.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,,,,,,,,,,,,,0.0,0.0,0.0,29.75,0.0,0.0,0.0,0.0,0.0,11.75,0.0,19.75,6.75,0.0,0.0,0.0,0.0,0.0,11.75,0.0,0.0,12.0,0.0,18.75,0.0,0.0,0.0,11.75,33.0,0.0,0.0,0.0,0.0,0.0,0.0,46.5,0.0,0.0,0.0,13.5,8.25,35.0,51.0,72.25,18.5,34.25,25.0,61.75,0.0,0.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.25,0.0,29.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,64.0,44.75,21.0,0.0,35.0,21.25,19.25,0.0,22.75,9.25,0.0,10.0,92.25,0.0,24.0,31.75,16.25,41.0,0.0,8.0,17.25,0.0,0.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.75,0.0,44.5,0.0,0.0,12.5,0.0,0.0,0.0,32.75,23.0,0.0,24.0,7.5,0.0,85.5,68.75,28.75,8.75,16.75,13.25,38.5,0.0,12.5,14.0,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.75,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5,12.5,0.0,0.0,0.0,21.0,21.0,33.75,0.0,28.75,0.0,0.0,0.0,0.0,9.25,0.0,0.0,78.5,0.0,51.0,52.75,31.5,18.25,0.0,19.5,0.0,0.0,0.0,46.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,,,,,,,,,,,,,,0.0,0.0,21.5,0.0,0.0,0.0,0.0,0.0,9.5,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,22.25,0.0,0.0,0.0,0.0,19.75,0.0,0.0,0.0,9.25,50.5,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,45.75,10.0,60.0,41.0,21.0,17.75,31.0,33.5,42.75,0.0,0.0,21.0,30.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,7.0,0.0,0.0,0.0,49.25,16.25,25.0,0.0,8.5,19.0,0.0,0.0,22.25,14.5,0.0,23.0,38.5,0.0,30.5,7.0,30.25,38.75,0.0,6.25,0.0,0.0,26.5,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.5,0.0,17.25,0.0,0.0,32.25,0.0,0.0,0.0,40.5,50.5,0.0,17.25,23.0,0.0,92.25,44.5,22.5,15.75,18.0,32.0,38.0,0.0,9.25,28.5,28.0,0.0,51.5,,,,,,,,,,,,,,,,,,,,,,,,,,
77,,,,,,,,,,,,,,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,22.5,0.0,10.25,27.25,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,22.25,0.0,33.5,0.0,0.0,0.0,15.25,49.0,0.0,0.0,0.0,0.0,0.0,0.0,52.5,0.0,0.0,0.0,26.5,31.75,62.25,69.5,51.5,8.5,12.5,55.0,56.0,0.0,0.0,0.0,21.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
78,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,29.5,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,55.75,0.0,0.0,0.0,64.5,48.25,31.5,0.0,44.0,33.0,0.0,0.0,13.5,29.25,0.0,26.5,62.5,0.0,55.75,40.5,43.5,47.0,0.0,25.0,10.75,0.0,0.0,47.75,46.5,,,,,,,,,,,,,,,,,,,,,,,,,,
79,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.25,25.25,0.0,0.0,0.0,0.0,0.0,14.25,0.0,0.0,17.0,0.0,9.75,0.0,11.5,0.0,27.0,50.25,0.0,14.5,0.0,0.0,0.0,13.0,61.75,0.0,0.0,12.75,35.0,33.0,30.25,73.75,26.5,26.25,18.0,29.25,16.75,0.0,11.5,11.25,7.0,21.25,,,,,,,,,,,,,,,,,,,,,,,,,,
80,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,45.25,0.0,11.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,0.0,0.0,0.0,63.5,28.5,31.75,0.0,22.5,24.5,0.0,0.0,34.25,13.0,0.0,24.75,84.75,0.0,36.25,36.75,29.75,31.5,0.0,0.0,0.0,0.0,24.25,83.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
81,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,15.75,0.0,0.0,0.0,47.0,53.25,29.25,0.0,16.0,13.25,0.0,0.0,32.0,17.75,0.0,3.25,43.75,0.0,37.5,14.75,13.75,47.25,0.0,3.0,22.25,0.0,25.25,41.75,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,
82,,,,,,,,,,,,,,,0.0,8.75,0.0,0.0,0.0,0.0,0.0,23.75,0.0,7.75,21.25,0.0,0.0,0.0,0.0,0.0,11.5,0.0,0.0,7.0,0.0,12.75,0.0,0.0,0.0,9.75,72.75,0.0,0.0,0.0,0.0,0.0,0.0,10.5,0.0,0.0,0.0,13.0,0.0,58.5,52.25,48.75,0.0,40.75,49.0,53.0,0.0,0.0,40.25,58.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
83,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.75,0.0,0.0,0.0,0.0,54.75,62.5,50.5,0.0,32.0,13.25,0.0,0.0,36.5,14.75,0.0,0.0,72.0,0.0,47.5,32.75,21.75,29.25,0.0,19.0,26.0,0.0,9.75,55.25,50.5,,,,,,,,,,,,,,,,,,,,,,,,,,
84,,,,,,,,,,,,,,,0.0,7.75,0.0,0.0,0.0,0.0,0.0,21.25,0.0,11.25,8.5,0.0,0.0,0.0,0.0,0.0,20.75,0.0,0.0,0.0,0.0,13.75,0.0,0.0,0.0,28.25,9.0,0.0,12.5,0.0,0.0,0.0,6.25,18.0,0.0,5.5,0.0,8.75,33.5,50.75,31.25,54.5,22.75,41.0,22.0,60.0,0.0,0.0,11.25,30.0,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,
85,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.75,13.25,0.0,0.0,0.0,25.25,63.25,13.0,0.0,6.75,37.5,26.0,0.0,33.5,0.0,0.0,17.25,36.0,0.0,38.5,0.0,15.75,20.25,0.0,0.0,5.5,0.0,12.0,21.75,49.25,,,,,,,,,,,,,,,,,,,,,,,,,,
86,,,,,,,,,,,,,,,,12.5,0.0,0.0,0.0,0.0,0.0,14.0,0.0,14.5,22.75,0.0,0.0,0.0,0.0,0.0,13.5,0.0,0.0,9.5,0.0,40.5,0.0,0.0,0.0,25.5,35.75,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,40.5,0.0,56.25,74.25,65.5,13.25,0.0,23.5,35.75,0.0,0.0,10.5,37.75,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
87,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,16.5,0.0,24.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.5,25.25,0.0,0.0,0.0,58.0,27.75,27.75,0.0,61.75,46.75,25.0,0.0,64.0,40.0,0.0,0.0,24.25,0.0,10.0,26.0,9.0,10.5,0.0,0.0,32.5,0.0,0.0,34.0,73.5,24.75,,,,,,,,,,,,,,,,,,,,,,,,,
88,,,,,,,,,,,,,,,,21.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.5,0.0,0.0,25.0,0.0,11.75,0.0,0.0,0.0,34.5,24.5,0.0,14.5,0.0,0.0,0.0,31.0,25.25,0.0,6.5,13.0,36.0,36.5,48.25,43.0,62.5,30.75,15.0,47.0,33.0,0.0,5.25,21.5,10.75,30.25,5.5,,,,,,,,,,,,,,,,,,,,,,,,,
89,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,9.0,0.0,0.0,0.0,60.25,35.5,47.25,0.0,36.25,0.0,21.25,0.0,32.0,0.0,0.0,10.5,68.75,0.0,38.25,8.75,18.5,19.25,0.0,0.0,11.0,0.0,8.0,56.25,44.5,11.25,,,,,,,,,,,,,,,,,,,,,,,,,
90,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,23.75,0.0,13.25,0.0,0.0,0.0,0.0,0.0,0.0,12.25,0.0,0.0,12.0,0.0,11.5,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,24.25,0.0,31.25,40.5,50.0,0.0,44.25,22.5,56.75,0.0,0.0,11.25,21.75,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
91,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,12.0,0.0,10.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.25,14.0,0.0,0.0,0.0,57.0,56.25,36.0,0.0,8.75,10.25,30.25,0.0,0.0,0.0,0.0,8.5,59.75,0.0,21.0,24.75,36.0,35.75,0.0,16.0,7.75,0.0,15.25,20.5,54.0,24.25,28.0,,,,,,,,,,,,,,,,,,,,,,,,
92,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,13.75,0.0,0.0,0.0,0.0,9.75,0.0,12.75,0.0,25.0,25.25,0.0,16.0,0.0,0.0,0.0,15.25,30.25,0.0,14.0,14.75,0.0,37.5,83.5,45.75,0.0,22.25,8.75,35.5,9.25,11.25,0.0,34.0,13.25,11.25,0.0,32.25,,,,,,,,,,,,,,,,,,,,,,,,
93,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.75,0.0,48.25,0.0,0.0,26.5,0.0,0.0,0.0,48.25,30.0,0.0,14.0,14.75,0.0,87.5,59.75,38.0,7.0,34.75,0.0,58.5,0.0,11.25,14.0,39.0,0.0,32.25,0.0,11.5,,,,,,,,,,,,,,,,,,,,,,,,
94,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,25.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,15.25,0.0,16.0,0.0,0.0,0.0,29.75,37.5,0.0,0.0,14.75,0.0,50.0,63.75,40.75,21.25,17.25,11.5,30.0,25.0,0.0,6.0,31.75,24.5,6.0,0.0,23.75,,,,,,,,,,,,,,,,,,,,,,,,
95,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,12.5,0.0,10.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,11.25,0.0,0.0,0.0,53.0,62.75,49.25,0.0,24.25,11.5,37.0,0.0,67.75,12.0,0.0,0.0,61.25,0.0,67.25,20.25,8.75,19.0,0.0,18.25,0.0,0.0,28.75,55.5,37.5,28.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,
96,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,12.25,0.0,12.25,14.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.25,49.75,0.0,6.5,0.0,0.0,0.0,0.0,27.75,0.0,5.75,0.0,12.75,25.0,62.0,49.75,25.25,12.25,31.5,17.25,22.5,0.0,5.0,5.0,25.0,0.0,0.0,39.5,,,,,,,,,,,,,,,,,,,,,,,,
97,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,29.25,0.0,0.0,0.0,0.0,0.0,11.25,0.0,0.0,21.25,0.0,20.75,0.0,19.75,0.0,28.5,20.0,0.0,14.25,0.0,0.0,0.0,34.5,8.75,0.0,9.75,9.0,12.25,46.5,17.5,39.75,47.0,0.0,27.75,44.0,36.5,0.0,0.0,47.25,7.75,16.0,0.0,36.5,,,,,,,,,,,,,,,,,,,,,,,,
98,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.0,32.0,0.0,0.0,23.25,0.0,0.0,0.0,13.75,33.5,0.0,6.25,5.75,0.0,87.25,37.0,39.25,14.75,16.25,10.75,57.0,0.0,5.25,17.5,0.0,0.0,11.0,0.0,10.75,0.0,,,,,,,,,,,,,,,,,,,,,,,
99,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,11.75,0.0,0.0,12.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.25,0.0,0.0,0.0,6.0,0.0,19.75,25.75,0.0,18.5,0.0,0.0,0.0,24.0,26.5,0.0,0.0,0.0,7.0,50.0,68.75,48.5,32.25,12.75,17.5,28.75,19.75,0.0,0.0,0.0,10.25,15.25,0.0,7.75,11.5,,,,,,,,,,,,,,,,,,,,,,,
100,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,11.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.75,12.5,25.0,0.0,0.0,0.0,37.0,14.5,0.0,26.75,0.0,0.0,84.75,34.75,43.75,32.5,25.5,21.5,41.0,0.0,0.0,0.0,36.25,20.0,31.5,9.0,8.0,10.0,,,,,,,,,,,,,,,,,,,,,,,
101,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,12.75,0.0,23.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,89.0,53.5,78.0,0.0,25.0,0.0,26.5,0.0,12.75,49.75,0.0,12.0,44.0,0.0,51.5,47.5,18.75,20.5,0.0,10.0,0.0,0.0,10.25,52.75,31.0,9.0,10.0,32.0,,,,,,,,,,,,,,,,,,,,,,,
102,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.25,0.0,29.25,0.0,0.0,39.75,0.0,0.0,0.0,44.25,9.5,0.0,12.25,27.5,0.0,50.0,34.5,0.0,14.0,18.25,19.25,60.5,0.0,8.25,8.25,43.5,0.0,8.0,0.0,21.25,0.0,,,,,,,,,,,,,,,,,,,,,,,
103,,,,,,,,,,,,,,,,,,,0.0,0.0,22.0,0.0,19.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0,0.0,25.5,7.5,23.5,0.0,36.75,33.0,42.5,0.0,47.0,22.5,0.0,31.5,60.5,0.0,38.0,31.25,36.75,46.5,0.0,25.5,7.75,0.0,31.5,50.5,41.0,40.25,17.0,8.25,0.0,,,,,,,,,,,,,,,,,,,,,,
104,,,,,,,,,,,,,,,,,,,0.0,0.0,22.0,0.0,19.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.75,0.0,0.0,0.0,0.0,25.5,7.5,23.5,0.0,36.75,32.5,42.75,0.0,47.0,22.5,0.0,31.5,60.5,0.0,38.5,31.25,36.5,46.5,0.0,25.5,7.75,0.0,31.0,50.5,41.25,40.75,17.0,8.25,0.0,,,,,,,,,,,,,,,,,,,,,,
