,2020-03-08,2020-03-15,2020-03-22,2020-03-29,2020-04-05,2020-04-12,2020-04-19,2020-04-26,2020-05-03,2020-05-10,2020-05-17,2020-05-24,2020-05-31,2020-06-07,2020-06-14,2020-06-21,2020-06-28,2020-07-05,2020-07-12,2020-07-19,2020-07-26,2020-08-02,2020-08-09,2020-08-16,2020-08-23,2020-08-30,2020-09-06,2020-09-13,2020-09-20,2020-09-27,2020-10-04,2020-10-11,2020-10-18,2020-10-25,2020-11-01,2020-11-08,2020-11-15,2020-11-22,2020-11-29,2020-12-06,2020-12-13,2020-12-20,2020-12-27,2021-01-03,2021-01-10,2021-01-17,2021-01-24,2021-01-31,2021-02-07,2021-02-14,2021-02-21,2021-02-28,2021-03-07,2021-03-14,2021-03-21,2021-03-28,2021-04-04,2021-04-11,2021-04-18,2021-04-25,2021-05-02,2021-05-09,2021-05-16,2021-05-23,2021-05-30,2021-06-06,2021-06-13,2021-06-20,2021-06-27,2021-07-04,2021-07-11,2021-07-18,2021-07-25,2021-08-01,2021-08-08,2021-08-15,2021-08-22,2021-08-29,2021-09-05,2021-09-12,2021-09-19,2021-09-26,2021-10-03,2021-10-10,2021-10-17,2021-10-24,2021-10-31,2021-11-07,2021-11-14,2021-11-21,2021-11-28,2021-12-05,2021-12-12,2021-12-19,2021-12-26,2022-01-02,2022-01-09,2022-01-16,2022-01-23,2022-01-30,2022-02-06,2022-02-13,2022-02-20,2022-02-27,2022-03-06,2022-03-13,2022-03-20,2022-03-27,2022-04-03,2022-04-10,2022-04-17,2022-04-24,2022-05-01,2022-05-08,2022-05-15,2022-05-22,2022-05-29,2022-06-05,2022-06-12,2022-06-19,2022-06-26,2022-07-03,2022-07-10,2022-07-17,2022-07-24,2022-07-31,2022-08-07,2022-08-14,2022-08-21,2022-08-28,2022-09-04,2022-09-11,2022-09-18,2022-09-25,2022-10-02,2022-10-09,2022-10-16,2022-10-23,2022-10-30,2022-11-06,2022-11-13,2022-11-20,2022-11-27,2022-12-04,2022-12-11,2022-12-18,2022-12-25
17,,,0.0,0.0,0.0,11.5,0.0,0.0,0.0,11.5,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.75,0.0,0.0,0.0,42.25,21.75,20.25,22.0,0.0,0.0,34.25,0.0,44.75,21.25,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,25.0,0.0,13.25,0.0,0.0,15.0,57.25,66.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,,20.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.25,0.0,0.0,0.0,0.0,0.0,13.5,15.0,36.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,37.0,0.0,0.0,0.0,0.0,0.0,50.5,35.75,0.0,0.0,0.0,0.0,0.0,26.25,0.0,42.25,25.0,0.0,26.75,0.0,61.5,23.0,36.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,,0.0,27.0,0.0,0.0,0.0,17.75,0.0,0.0,0.0,30.5,0.0,19.0,0.0,19.25,0.0,13.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.75,0.0,55.5,31.25,41.75,12.25,0.0,0.0,65.5,35.5,0.0,32.5,39.5,44.5,44.25,0.0,79.25,13.25,12.0,39.0,36.5,12.75,62.5,14.0,21.5,33.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,,,80.5,0.0,0.0,0.0,21.5,0.0,0.0,0.0,28.5,0.0,14.25,0.0,0.0,0.0,40.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.5,0.0,54.0,38.75,0.0,14.5,0.0,0.0,26.75,29.75,0.0,25.25,0.0,41.5,12.75,0.0,14.5,29.25,13.25,0.0,16.0,56.5,14.5,47.25,29.5,28.25,0.0,11.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,11.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,0.0,0.0,0.0,34.0,0.0,23.0,59.0,0.0,36.5,23.25,0.0,0.0,50.25,0.0,15.0,64.0,0.0,51.5,0.0,74.25,61.25,23.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,,,,0.0,0.0,28.25,0.0,0.0,0.0,11.25,11.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,44.5,0.0,0.0,0.0,32.75,38.75,30.25,33.5,0.0,0.0,44.25,0.0,31.5,13.5,0.0,0.0,0.0,0.0,25.0,39.75,0.0,0.0,25.0,0.0,40.5,0.0,0.0,20.5,0.0,64.75,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,,,,0.0,0.0,27.5,0.0,0.0,0.0,9.25,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,43.75,0.0,0.0,0.0,24.25,37.25,12.0,0.0,0.0,0.0,31.5,0.0,29.0,0.0,0.0,0.0,0.0,0.0,40.5,40.25,0.0,0.0,11.75,0.0,22.5,0.0,0.0,10.5,35.0,77.0,10.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,,,,21.75,0.0,0.0,0.0,10.5,0.0,0.0,0.0,22.5,0.0,0.0,0.0,11.25,0.0,52.0,0.0,0.0,0.0,11.75,0.0,0.0,0.0,0.0,0.0,0.0,51.5,69.75,11.25,0.0,0.0,0.0,36.75,12.0,0.0,11.75,11.5,38.75,25.0,0.0,14.75,26.5,25.75,27.75,13.5,38.5,28.25,41.5,0.0,12.5,0.0,21.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.25,0.0,0.0,0.0,0.0,38.25,13.75,15.25,25.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.75,13.0,0.0,0.0,0.0,48.5,0.0,26.5,50.0,0.0,13.5,26.25,0.0,0.0,13.5,0.0,0.0,13.5,0.0,25.0,0.0,13.25,13.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,,,,0.0,0.0,0.0,0.0,0.0,0.0,53.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,12.25,93.75,53.25,33.0,20.5,0.0,12.0,21.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,22.0,23.5,13.75,0.0,23.5,23.0,0.0,86.0,62.5,12.25,40.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,,,,51.5,0.0,0.0,0.0,9.75,0.0,0.0,0.0,11.0,0.0,7.75,0.0,38.75,0.0,22.0,0.0,0.0,0.0,20.5,0.0,0.0,0.0,0.0,40.0,0.0,32.0,19.25,31.0,32.0,0.0,0.0,33.0,40.75,0.0,21.5,0.0,83.25,21.25,0.0,0.0,0.0,31.0,39.25,38.25,67.25,26.5,22.5,12.5,12.0,0.0,7.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,,,,9.25,0.0,0.0,0.0,10.0,0.0,11.75,0.0,0.0,0.0,20.75,0.0,31.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,20.25,55.0,43.75,19.75,0.0,0.0,0.0,11.5,0.0,13.75,22.75,10.75,23.0,11.75,25.0,36.75,0.0,0.0,39.75,49.5,35.75,24.0,0.0,0.0,0.0,25.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,,,,,0.0,18.25,0.0,0.0,0.0,11.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,40.5,52.75,31.75,33.25,0.0,0.0,13.0,0.0,25.0,35.5,0.0,0.0,0.0,0.0,42.0,64.0,0.0,0.0,30.0,0.0,12.75,0.0,0.0,0.0,13.5,58.0,19.0,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,,,,,0.0,17.75,0.0,0.0,0.0,11.5,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.5,0.0,0.0,0.0,0.0,64.5,0.0,0.0,0.0,0.0,32.0,19.0,0.0,0.0,0.0,57.75,0.0,24.5,46.75,0.0,0.0,0.0,0.0,40.25,64.25,0.0,0.0,0.0,0.0,33.5,0.0,0.0,44.75,13.5,57.25,30.0,30.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,,,,,0.0,0.0,0.0,6.75,0.0,0.0,0.0,0.0,0.0,28.25,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.25,0.0,24.75,34.5,48.75,43.0,0.0,0.0,58.75,24.25,0.0,30.0,0.0,95.5,30.5,0.0,34.75,31.25,33.75,34.25,0.0,62.0,49.5,0.0,0.0,8.75,0.0,7.25,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,,,,,0.0,0.0,0.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.5,0.0,0.0,0.0,0.0,0.0,29.25,0.0,0.0,0.0,0.0,19.5,0.0,42.25,21.5,18.5,12.25,0.0,0.0,19.25,41.0,0.0,8.25,11.25,60.5,21.5,0.0,37.5,12.5,23.25,39.0,71.75,48.25,34.5,47.0,57.0,8.5,0.0,7.25,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,,,,,0.0,37.5,0.0,0.0,0.0,12.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.75,0.0,0.0,0.0,0.0,64.25,0.0,0.0,0.0,42.0,43.0,47.5,41.25,0.0,0.0,20.5,0.0,51.75,0.0,0.0,0.0,0.0,0.0,50.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,36.0,54.5,11.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,0.0,0.0,26.0,11.75,15.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.5,45.0,0.0,0.0,0.0,11.75,0.0,37.5,25.0,0.0,24.5,9.0,0.0,0.0,25.0,0.0,0.0,18.5,0.0,25.0,0.0,44.25,35.0,35.25,0.0,47.25,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.25,0.0,0.0,0.0,0.0,14.25,29.25,40.25,46.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.25,45.75,0.0,0.0,0.0,25.5,0.0,54.75,7.25,0.0,46.5,13.75,0.0,0.0,67.25,0.0,13.5,34.5,0.0,35.75,0.0,64.5,12.5,40.5,0.0,41.0,60.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,,,,,,0.0,0.0,21.0,0.0,0.0,0.0,33.5,0.0,11.75,0.0,11.5,0.0,12.75,0.0,0.0,0.0,32.25,0.0,0.0,0.0,0.0,33.25,0.0,22.25,42.75,10.75,22.75,0.0,0.0,33.5,70.5,0.0,24.75,0.0,72.25,11.5,0.0,0.0,48.75,25.75,52.25,51.0,13.25,24.25,37.75,36.5,12.25,0.0,30.0,31.0,62.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,,,,,,0.0,0.0,0.0,0.0,17.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.5,0.0,0.0,0.0,22.0,74.0,39.25,12.5,0.0,0.0,49.75,0.0,9.25,33.5,0.0,0.0,0.0,0.0,75.0,11.5,0.0,0.0,0.0,0.0,20.0,0.0,0.0,31.5,21.75,19.5,18.25,28.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,,,,,,17.75,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,10.25,22.5,30.5,0.0,0.0,0.0,41.5,0.0,11.75,20.5,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,12.0,0.0,9.75,0.0,0.0,21.5,0.0,65.0,20.0,9.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
