,2020-03-08,2020-03-15,2020-03-22,2020-03-29,2020-04-05,2020-04-12,2020-04-19,2020-04-26,2020-05-03,2020-05-10,2020-05-17,2020-05-24,2020-05-31,2020-06-07,2020-06-14,2020-06-21,2020-06-28,2020-07-05,2020-07-12,2020-07-19,2020-07-26,2020-08-02,2020-08-09,2020-08-16,2020-08-23,2020-08-30,2020-09-06,2020-09-13,2020-09-20,2020-09-27,2020-10-04,2020-10-11,2020-10-18,2020-10-25,2020-11-01,2020-11-08,2020-11-15,2020-11-22,2020-11-29,2020-12-06,2020-12-13,2020-12-20,2020-12-27,2021-01-03,2021-01-10,2021-01-17,2021-01-24,2021-01-31,2021-02-07,2021-02-14,2021-02-21,2021-02-28,2021-03-07,2021-03-14
11,,0.0,49.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.75,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,32.0,0.0,31.25,0.0,0.0,0.0,0.0,20.75,37.5,43.25,0.0,0.0,22.0,41.5,0.0,0.0,40.25,0.0,40.25,21.0,59.0,25.0,0.0,0.0,44.25,25.0,36.0,21.25,,
12,,21.25,40.25,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,20.25,0.0,21.5,0.0,32.0,0.0,48.25,0.0,62.0,0.0,33.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,32.0,0.0,20.25,0.0,0.0,0.0,46.5,0.0,0.0,11.25,0.0,0.0,0.0,48.75,47.5,0.0,24.25,35.75,0.0,62.75,73.0,34.25,,
13,,0.0,9.25,0.0,0.0,0.0,0.0,5.75,0.0,0.0,0.0,0.0,21.75,0.0,0.0,15.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,0.0,0.0,0.0,0.0,12.0,17.75,0.0,0.0,0.0,18.0,16.0,21.75,16.25,25.0,24.0,40.0,14.5,15.5,51.5,0.0,41.25,0.0,35.75,42.0,0.0,,
14,,,45.5,0.0,0.0,0.0,16.25,0.0,0.0,0.0,0.0,0.0,18.75,0.0,20.5,0.0,31.75,0.0,0.0,0.0,73.5,0.0,32.0,0.0,0.0,0.0,19.25,0.0,0.0,0.0,10.75,0.0,19.25,0.0,0.0,0.0,57.0,0.0,0.0,11.0,0.0,0.0,0.0,46.5,34.25,0.0,0.0,7.75,0.0,59.0,69.5,8.0,18.75,
15,,,49.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.75,0.0,0.0,0.0,41.25,0.0,0.0,25.0,0.0,0.0,30.75,0.0,38.75,0.0,39.0,0.0,0.0,30.25,0.0,11.5,18.75,22.25,0.0,0.0,0.0,0.0,41.75,0.0,52.75,50.0,14.25,56.0,71.5,36.5,0.0,42.25,0.0,23.75,68.75,43.25,33.25,
16,,,10.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.75,0.0,0.0,0.0,11.25,0.0,0.0,14.0,0.0,0.0,67.5,31.75,31.0,0.0,22.5,0.0,0.0,40.0,0.0,20.25,11.5,0.0,0.0,0.0,11.75,23.5,12.25,0.0,11.25,15.5,15.0,13.5,76.0,27.25,0.0,33.75,13.75,52.5,27.25,0.0,83.25,
17,,,21.5,0.0,0.0,0.0,20.25,0.0,0.0,0.0,0.0,0.0,79.5,0.0,0.0,0.0,22.25,0.0,24.75,0.0,73.0,0.0,23.0,0.0,0.0,0.0,39.25,0.0,0.0,0.0,42.25,0.0,81.5,0.0,0.0,0.0,66.75,0.0,0.0,22.75,0.0,0.0,0.0,47.0,47.5,0.0,71.75,47.5,0.0,50.0,49.5,45.5,46.5,
18,,,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.75,0.0,0.0,0.0,0.0,51.0,11.5,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.25,0.0,12.75,0.0,0.0,34.25,56.75,58.25,0.0,0.0,13.5,24.0,14.5,26.5,62.5,11.25,0.0,27.5,12.25,0.0,47.0,
19,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.75,0.0,0.0,0.0,0.0,29.0,19.75,11.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,0.0,0.0,14.0,30.75,0.0,0.0,12.25,33.75,54.25,28.0,29.25,57.0,26.0,0.0,35.0,22.5,0.0,34.0,71.75
20,,,,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.5,0.0,0.0,0.0,0.0,18.5,0.0,7.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.25,0.0,16.5,0.0,7.5,7.5,30.25,7.75,0.0,28.5,9.0,41.75,17.0,27.25,34.0,23.75,0.0,17.25,17.25,0.0,73.75,75.75
21,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.25,0.0,0.0,0.0,0.0,0.0,0.0,24.75,0.0,0.0,55.0,22.0,19.5,0.0,0.0,0.0,0.0,11.5,0.0,0.0,10.25,46.25,0.0,0.0,46.75,44.25,10.0,0.0,36.25,64.25,0.0,24.5,13.75,35.75,0.0,21.5,34.25,13.5,73.0,10.75,13.5,38.25
22,,,,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,30.5,0.0,10.75,0.0,10.75,0.0,0.0,0.0,25.0,0.0,42.25,0.0,0.0,0.0,31.0,0.0,0.0,0.0,10.5,0.0,39.5,0.0,0.0,0.0,35.5,0.0,0.0,22.0,0.0,0.0,0.0,37.25,0.0,0.0,34.25,72.25,0.0,75.0,49.5,36.5,0.0,45.0
23,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.75,0.0,0.0,0.0,0.0,0.0,41.5,20.0,31.0,0.0,0.0,0.0,0.0,7.5,0.0,9.75,12.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,30.5,52.0,0.0,55.75,56.5,50.5,0.0,23.5,8.75,24.75,42.0,40.25,18.75,44.0
24,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.5,0.0,0.0,0.0,0.0,21.5,20.75,8.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.25,0.0,0.0,0.0,0.0,18.0,52.75,23.0,0.0,0.0,38.0,64.0,36.5,51.25,50.5,8.25,0.0,18.75,0.0,0.0,44.5,74.25
25,,,,0.0,0.0,0.0,6.25,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,11.25,0.0,19.0,0.0,51.75,0.0,22.0,0.0,0.0,0.0,22.25,0.0,0.0,0.0,12.75,0.0,15.75,0.0,0.0,0.0,37.25,0.0,0.0,31.5,0.0,0.0,0.0,27.25,0.0,0.0,13.0,26.75,0.0,29.75,12.75,4.5,11.5,29.5
26,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.25,0.0,0.0,0.0,13.25,0.0,0.0,13.25,0.0,0.0,69.0,24.0,0.0,0.0,29.25,0.0,0.0,12.5,0.0,19.25,11.5,13.5,0.0,0.0,13.25,59.0,0.0,0.0,36.25,59.75,0.0,40.75,12.25,15.5,0.0,13.25,0.0,16.5,78.25,21.75,0.0,56.75
27,,,,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.75,0.0,0.0,0.0,0.0,32.5,20.0,7.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.75,0.0,7.75,11.75,33.0,38.0,0.0,0.0,13.75,47.75,28.5,71.5,29.25,52.25,0.0,0.0,0.0,0.0,40.0,83.0
