,2020-03-08,2020-03-15,2020-03-22,2020-03-29,2020-04-05,2020-04-12,2020-04-19,2020-04-26,2020-05-03,2020-05-10,2020-05-17,2020-05-24,2020-05-31,2020-06-07,2020-06-14,2020-06-21,2020-06-28,2020-07-05,2020-07-12,2020-07-19,2020-07-26,2020-08-02,2020-08-09,2020-08-16,2020-08-23,2020-08-30,2020-09-06,2020-09-13,2020-09-20,2020-09-27,2020-10-04,2020-10-11,2020-10-18,2020-10-25,2020-11-01,2020-11-08,2020-11-15,2020-11-22,2020-11-29,2020-12-06,2020-12-13,2020-12-20,2020-12-27,2021-01-03,2021-01-10,2021-01-17,2021-01-24,2021-01-31,2021-02-07,2021-02-14,2021-02-21,2021-02-28,2021-03-07,2021-03-14,2021-03-21,2021-03-28,2021-04-04,2021-04-11,2021-04-18,2021-04-25,2021-05-02,2021-05-09,2021-05-16,2021-05-23,2021-05-30,2021-06-06,2021-06-13,2021-06-20,2021-06-27,2021-07-04,2021-07-11,2021-07-18,2021-07-25,2021-08-01,2021-08-08,2021-08-15,2021-08-22,2021-08-29,2021-09-05,2021-09-12,2021-09-19,2021-09-26,2021-10-03
99,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,0.0,0.0,11.25,0.0,0.0,0.0,0.0,0.0,13.5,31.5,16.5,0.0,0.0,16.25,0.0,0.0,0.0,0.0,28.75,0.0,39.75,23.25,25.0,38.75,34.5,0.0,0.0,0.0,0.0,25.75,0.0,10.5,48.75,14.0,72.75,,,,,,,,,,,,,,,,
100,,,,,,,,,,,,,,,,,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.75,0.0,0.0,0.0,0.0,21.5,0.0,0.0,0.0,72.5,25.5,24.0,39.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.25,41.0,22.75,14.5,40.75,23.5,36.5,0.0,11.5,37.25,23.25,0.0,12.5,13.0,63.25,,,,,,,,,,,,,,,,
101,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,0.0,0.0,0.0,0.0,0.0,24.25,9.5,0.0,0.0,0.0,0.0,0.0,16.5,0.0,22.5,0.0,31.25,0.0,0.0,0.0,0.0,10.75,0.0,48.5,70.75,0.0,50.75,32.5,32.25,0.0,0.0,0.0,23.75,0.0,0.0,9.75,10.0,71.25,,,,,,,,,,,,,,,,
102,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.5,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.75,0.0,0.0,0.0,0.0,30.0,0.0,26.5,44.0,0.0,47.5,23.5,25.0,0.0,0.0,11.75,8.0,0.0,8.75,24.75,13.5,88.0,0.0,,,,,,,,,,,,,,,
103,,,,,,,,,,,,,,,,,,0.0,11.75,21.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.5,0.0,0.0,0.0,0.0,0.0,11.25,0.0,0.0,34.75,39.75,15.25,27.5,0.0,0.0,12.75,0.0,0.0,0.0,25.0,0.0,39.0,9.75,67.0,13.25,50.25,23.5,32.5,13.25,0.0,34.75,11.25,0.0,12.75,27.75,12.5,0.0,,,,,,,,,,,,,,,
104,,,,,,,,,,,,,,,,,,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.25,0.0,22.75,42.75,0.0,26.75,25.25,45.25,15.5,24.5,0.0,0.0,14.0,13.75,27.5,22.75,24.0,0.0,54.75,73.75,0.0,51.25,0.0,41.0,0.0,0.0,35.25,0.0,0.0,0.0,,,,,,,,,,,,,,,
105,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.75,0.0,0.0,53.25,20.25,0.0,20.75,62.0,0.0,25.0,44.75,48.0,43.0,11.0,0.0,0.0,11.5,47.0,0.0,18.0,28.5,11.25,54.0,39.75,0.0,10.75,0.0,22.5,0.0,0.0,9.5,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
106,,,,,,,,,,,,,,,,,,,35.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.25,0.0,0.0,25.75,25.0,0.0,10.25,24.25,59.25,14.25,30.0,64.0,11.0,21.5,0.0,0.0,13.0,12.0,0.0,0.0,9.25,11.75,54.75,69.5,0.0,11.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
107,,,,,,,,,,,,,,,,,,,0.0,25.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.25,0.0,0.0,0.0,0.0,21.5,0.0,0.0,0.0,41.5,28.5,10.5,21.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,8.5,15.25,0.0,0.0,57.5,8.0,0.0,0.0,8.25,13.25,12.5,0.0,21.5,9.0,46.75,0.0,0.0,,,,,,,,,,,,,,
108,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,31.25,0.0,12.0,0.0,41.5,0.0,0.0,0.0,0.0,11.5,0.0,58.25,40.0,0.0,77.75,21.25,22.25,0.0,0.0,20.75,22.25,0.0,22.75,0.0,12.0,36.0,0.0,0.0,,,,,,,,,,,,,,
109,,,,,,,,,,,,,,,,,,,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.25,0.0,0.0,0.0,56.25,40.25,36.75,28.5,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,84.5,10.5,12.0,0.0,40.0,11.0,6.25,0.0,0.0,28.5,19.25,0.0,23.5,12.0,18.0,0.0,0.0,,,,,,,,,,,,,,
110,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.25,0.0,0.0,0.0,0.0,0.0,13.25,37.25,0.0,0.0,0.0,0.0,0.0,25.25,0.0,13.75,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,38.25,53.25,0.0,50.0,46.25,33.5,0.0,0.0,0.0,8.0,0.0,26.75,14.75,0.0,49.25,0.0,0.0,0.0,,,,,,,,,,,,,
111,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,15.0,0.0,10.5,0.0,0.0,0.0,0.0,11.75,0.0,37.0,14.25,0.0,59.75,22.25,30.25,0.0,0.0,16.75,10.75,0.0,7.0,29.25,7.5,53.0,0.0,0.0,0.0,,,,,,,,,,,,,
112,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.25,0.0,0.0,0.0,0.0,0.0,32.0,8.5,0.0,0.0,0.0,0.0,0.0,12.5,0.0,38.0,0.0,44.0,0.0,0.0,0.0,0.0,16.25,0.0,46.75,75.0,0.0,0.0,32.5,47.5,0.0,0.0,34.75,23.5,0.0,26.25,31.75,24.25,29.5,0.0,0.0,0.0,0.0,,,,,,,,,,,,
113,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.75,0.0,0.0,0.0,0.0,0.0,68.0,44.5,0.0,0.0,0.0,0.0,0.0,42.5,0.0,36.5,0.0,0.0,0.0,0.0,0.0,0.0,21.75,0.0,14.5,53.25,0.0,71.75,84.75,37.0,0.0,0.0,33.5,35.25,0.0,37.5,42.0,38.5,63.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
114,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.25,0.0,0.0,0.0,40.0,0.0,35.75,49.75,37.75,0.0,37.25,64.25,37.0,22.5,0.0,0.0,58.75,38.5,58.75,23.75,31.25,58.25,70.0,56.0,0.0,0.0,0.0,23.0,0.0,0.0,20.5,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
115,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.25,59.75,45.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.5,0.0,11.0,31.0,12.25,0.0,56.0,21.25,0.0,0.0,0.0,26.0,23.0,0.0,15.0,27.5,52.75,0.0,0.0,0.0,27.75,16.5,,,,,,,,,,,
