,2020-03-01,2020-03-08,2020-03-15,2020-03-22,2020-03-29,2020-04-05,2020-04-12,2020-04-19,2020-04-26,2020-05-03,2020-05-10,2020-05-17,2020-05-24,2020-05-31,2020-06-07,2020-06-14,2020-06-21,2020-06-28,2020-07-05,2020-07-12,2020-07-19,2020-07-26,2020-08-02,2020-08-09,2020-08-16,2020-08-23,2020-08-30,2020-09-06,2020-09-13,2020-09-20,2020-09-27,2020-10-04,2020-10-11,2020-10-18,2020-10-25,2020-11-01,2020-11-08,2020-11-15,2020-11-22,2020-11-29,2020-12-06,2020-12-13,2020-12-20,2020-12-27,2021-01-03,2021-01-10,2021-01-17,2021-01-24,2021-01-31,2021-02-07,2021-02-14,2021-02-21,2021-02-28,2021-03-07,2021-03-14,2021-03-21,2021-03-28,2021-04-04,2021-04-11,2021-04-18,2021-04-25,2021-05-02,2021-05-09,2021-05-16,2021-05-23,2021-05-30
82,,,,,,,,,,,,,,25.5,7.75,3.0,7.75,7.0,13.0,0.0,7.25,0.0,0.0,0.0,33.25,0.0,7.5,0.0,0.0,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.25,0.0,7.25,10.75,13.25,0.0,19.5,15.0,38.75,58.0,85.25,20.0,44.25,12.0,50.0,15.25,16.0,18.25,17.75,6.5,17.5,12.0,12.25,3.75,0.0,0.0,4.0,
83,,,,,,,,,,,,,,6.5,8.25,12.5,36.0,21.0,11.5,22.25,23.0,9.0,0.0,0.0,22.0,0.0,13.5,0.0,0.0,0.0,0.0,0.0,13.25,5.75,0.0,8.25,0.0,9.5,8.25,0.0,3.75,0.0,12.25,17.75,4.25,26.25,66.0,14.0,60.5,43.75,40.5,4.0,29.75,0.0,34.75,6.75,7.25,15.25,12.25,7.75,10.75,14.5,0.0,0.0,5.0,
84,,,,,,,,,,,,,,,15.25,9.25,0.0,6.25,3.5,3.75,0.0,0.0,0.0,0.0,19.5,0.0,4.0,0.0,0.0,16.25,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,6.5,0.0,6.25,12.0,9.5,0.0,8.5,12.5,33.75,32.25,54.25,28.75,33.25,26.0,46.25,20.0,36.0,19.5,9.75,17.25,0.0,31.5,25.0,3.25,0.0,0.0,0.0,
85,,,,,,,,,,,,,,,5.75,0.0,18.25,12.25,6.25,10.25,4.0,0.0,14.75,6.5,0.0,10.0,4.0,0.0,3.0,13.25,0.0,10.25,0.0,3.0,0.0,3.75,0.0,0.0,0.0,10.0,0.0,9.25,0.0,8.75,19.25,10.5,12.75,35.0,26.25,82.75,39.0,14.0,6.5,0.0,19.0,19.5,3.75,3.25,5.75,2.5,0.0,0.0,0.0,0.0,0.0,
86,,,,,,,,,,,,,,,10.5,8.0,13.0,4.25,13.5,7.25,11.75,0.0,0.0,0.0,35.75,0.0,0.0,0.0,0.0,16.25,0.0,0.0,8.75,0.0,0.0,0.0,0.0,0.0,16.75,0.0,0.0,17.75,5.5,0.0,19.75,8.0,51.0,49.75,70.75,15.0,42.5,21.0,31.5,24.25,0.0,49.0,9.0,26.5,12.75,46.5,15.0,0.0,0.0,0.0,6.5,
87,,,,,,,,,,,,,,,3.75,7.25,11.75,15.25,23.5,3.25,5.75,0.0,0.0,0.0,19.25,0.0,4.5,0.0,0.0,7.75,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,10.5,0.0,13.5,9.25,11.5,0.0,13.5,14.5,61.75,43.5,45.5,7.0,47.5,14.5,26.0,15.5,29.75,54.75,11.5,15.0,18.75,17.75,17.5,8.25,0.0,0.0,0.0,0.0
88,,,,,,,,,,,,,,,5.25,11.5,19.75,8.5,18.5,16.5,16.0,12.75,0.0,0.0,23.25,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26.75,8.75,0.0,12.5,0.0,14.5,32.25,0.0,14.5,9.75,4.75,0.0,9.5,23.25,58.0,11.5,81.0,70.5,33.5,14.25,34.75,0.0,25.5,16.25,11.5,22.0,21.5,39.25,8.0,17.0,9.0,0.0,0.0,5.25
89,,,,,,,,,,,,,,,7.0,0.0,19.75,12.75,0.0,6.5,10.5,0.0,12.75,0.0,0.0,0.0,0.0,0.0,4.25,21.0,0.0,9.75,0.0,2.25,0.0,4.5,0.0,0.0,0.0,4.0,0.0,5.5,0.0,0.0,14.25,37.75,24.25,29.25,38.25,59.25,42.5,26.5,6.0,0.0,16.5,25.75,0.0,3.0,0.0,3.25,7.5,0.0,0.0,0.0,0.0,5.25
90,,,,,,,,,,,,,,,,13.0,11.75,21.25,18.0,9.25,6.0,0.0,0.0,0.0,31.5,0.0,10.5,0.0,0.0,7.75,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,10.75,0.0,13.75,9.5,12.0,0.0,14.0,15.0,37.0,50.25,33.5,20.0,49.25,21.25,21.0,15.5,30.5,46.0,6.0,6.0,9.75,18.0,22.5,3.5,0.0,0.0,0.0,0.0
91,,,,,,,,,,,,,,,,0.0,19.25,12.5,0.0,6.5,10.5,0.0,12.25,3.75,0.0,0.0,0.0,0.0,4.25,13.0,0.0,5.75,0.0,2.25,0.0,4.5,0.0,0.0,0.0,0.0,0.0,5.5,0.0,5.0,9.75,41.25,19.75,29.0,42.25,59.25,45.75,22.0,14.25,0.0,19.75,12.5,0.0,3.0,3.0,0.0,4.5,0.0,0.0,0.0,0.0,2.0
