,2020-03-01,2020-03-08,2020-03-15,2020-03-22,2020-03-29,2020-04-05,2020-04-12,2020-04-19,2020-04-26,2020-05-03,2020-05-10,2020-05-17,2020-05-24,2020-05-31,2020-06-07,2020-06-14,2020-06-21,2020-06-28,2020-07-05,2020-07-12,2020-07-19,2020-07-26,2020-08-02,2020-08-09,2020-08-16,2020-08-23,2020-08-30,2020-09-06,2020-09-13,2020-09-20,2020-09-27,2020-10-04,2020-10-11,2020-10-18,2020-10-25,2020-11-01,2020-11-08,2020-11-15,2020-11-22,2020-11-29,2020-12-06,2020-12-13,2020-12-20,2020-12-27,2021-01-03,2021-01-10,2021-01-17,2021-01-24,2021-01-31,2021-02-07,2021-02-14,2021-02-21,2021-02-28,2021-03-07,2021-03-14,2021-03-21,2021-03-28,2021-04-04
25,,,,9.5,10.25,0.0,14.0,61.75,40.75,15.5,25.0,23.0,11.0,17.5,0.0,9.0,77.0,43.75,13.75,23.25,80.25,53.5,47.75,58.75,68.0,9.5,35.0,8.25,36.5,25.0,20.25,11.25,4.25,21.25,8.5,4.5,16.5,8.5,0.0,14.5,0.0,14.75,0.0,0.0,6.0,18.0,37.0,54.25,0.0,30.5,10.25,13.0,48.0,9.5,,,,
26,,,,13.0,6.75,0.0,30.75,36.25,60.75,36.0,32.75,46.25,37.0,31.25,10.25,11.25,6.75,17.0,34.0,27.0,61.25,80.75,46.25,17.0,18.5,51.5,38.75,0.0,13.5,18.0,0.0,5.25,0.0,11.75,10.0,0.0,0.0,11.5,0.0,12.25,0.0,0.0,0.0,0.0,37.25,51.75,7.25,8.0,50.75,12.25,26.75,30.0,26.0,33.25,,,,
27,,,,,43.5,0.0,3.0,24.5,22.25,21.25,14.25,4.25,4.5,40.5,15.75,18.0,41.75,9.0,31.75,22.0,58.0,96.5,70.75,52.0,48.75,19.25,33.5,29.75,21.5,3.5,17.25,0.0,13.25,16.25,0.0,0.0,8.0,5.0,0.0,21.0,0.0,0.0,10.25,0.0,22.0,15.25,34.5,16.25,39.25,26.75,24.0,15.0,24.75,28.25,15.25,,,
28,,,,,15.75,13.0,27.25,31.5,28.25,23.75,17.25,14.5,8.75,8.5,11.75,9.75,44.25,34.0,15.0,0.0,73.0,56.0,70.25,56.0,70.5,14.75,17.5,4.25,16.25,17.25,14.25,3.0,8.25,8.5,0.0,4.5,25.25,19.5,13.25,14.0,0.0,0.0,0.0,0.0,6.25,18.0,45.25,26.25,0.0,54.0,4.25,15.25,35.0,12.5,16.75,,,
29,,,,,20.5,0.0,32.25,22.25,69.0,49.5,40.0,53.75,19.0,36.0,16.75,34.75,21.0,28.0,32.0,52.25,23.75,75.25,73.0,40.0,47.25,19.0,28.25,0.0,10.0,21.5,0.0,6.0,0.0,19.5,13.25,0.0,0.0,4.5,0.0,15.0,0.0,0.0,0.0,0.0,48.25,28.25,6.75,7.5,51.25,38.5,23.0,35.0,35.75,32.0,60.0,,,
30,,,,,17.0,0.0,25.0,23.75,68.25,31.0,25.25,63.0,13.0,32.0,11.25,0.0,9.5,7.5,8.25,28.5,55.75,48.5,67.0,59.25,60.5,30.75,28.75,14.25,9.5,18.0,0.0,3.75,0.0,0.0,4.0,0.0,0.0,11.5,0.0,4.75,0.0,0.0,0.0,0.0,24.75,24.0,28.75,0.0,40.0,30.25,17.0,14.25,12.0,23.25,58.25,,,
31,,,,,18.25,3.75,19.0,42.0,14.75,7.25,9.25,29.0,7.0,21.75,10.25,21.75,48.5,52.0,0.0,10.0,81.0,54.5,59.5,66.75,29.75,0.0,17.75,3.75,21.5,19.25,12.25,5.0,3.25,11.25,7.0,13.0,14.75,3.5,0.0,16.75,0.0,0.0,0.0,0.0,5.0,14.25,28.5,39.0,0.0,56.25,25.25,8.5,38.0,10.0,22.0,,,
32,,,,,20.5,0.0,32.5,26.25,74.75,22.5,30.0,40.5,36.5,23.75,13.75,22.25,12.0,10.75,22.25,46.5,52.5,98.25,48.25,19.0,31.25,46.0,43.75,0.0,8.25,7.25,0.0,8.25,0.0,3.5,3.5,0.0,0.0,5.75,0.0,16.25,0.0,0.0,0.0,0.0,55.75,46.75,13.75,0.0,31.0,37.5,10.75,31.25,23.5,20.0,50.75,,,
33,,,,,22.0,14.25,62.25,30.5,26.0,12.0,22.0,3.25,8.75,34.5,9.75,4.75,40.75,10.25,35.5,27.75,59.0,58.75,91.0,36.5,52.75,10.5,29.0,26.0,27.25,7.0,13.25,0.0,12.5,22.0,0.0,0.0,4.75,4.25,0.0,14.75,0.0,0.0,0.0,14.25,6.5,17.75,38.25,10.75,38.25,12.25,43.5,9.75,31.0,4.25,33.25,16.0,,
34,,,,,,0.0,35.5,33.0,53.75,43.0,17.75,49.25,12.75,10.0,13.25,17.75,25.75,22.0,9.75,16.0,39.25,77.75,67.25,33.0,24.25,18.0,57.5,9.75,3.25,9.5,0.0,4.25,0.0,5.25,3.5,0.0,0.0,20.0,0.0,9.25,0.0,0.0,0.0,0.0,27.75,62.5,6.75,11.75,40.0,29.25,26.75,19.25,11.5,58.25,63.25,21.25,,
35,,,,,,0.0,20.0,28.25,58.75,30.25,25.75,44.0,8.5,16.0,21.5,10.75,12.25,9.75,33.0,66.0,40.25,64.75,53.75,44.5,17.0,44.75,19.5,5.0,12.5,12.5,0.0,0.0,0.0,5.25,4.5,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,50.25,31.0,19.75,6.75,29.5,41.75,11.5,16.25,22.25,37.75,60.5,28.25,,
36,,,,,,5.0,42.5,18.0,47.25,32.25,14.75,43.25,13.0,33.5,11.75,9.25,40.25,15.5,27.5,41.5,28.25,72.75,73.75,37.0,26.5,28.25,34.5,8.5,18.0,8.0,4.0,10.5,4.25,0.0,3.75,0.0,4.5,0.0,0.0,13.75,0.0,0.0,6.25,0.0,59.25,34.75,29.5,4.75,49.75,24.75,21.5,17.0,17.25,19.25,36.75,18.25,,
37,,,,,,,27.5,41.0,54.0,27.75,37.0,31.5,7.5,21.75,0.0,14.5,63.75,26.5,16.5,16.0,65.5,54.5,58.25,61.0,48.25,10.75,21.75,9.5,36.0,29.25,19.25,7.5,3.75,18.75,9.75,5.25,13.5,10.75,15.0,16.75,0.0,18.25,0.0,0.0,0.0,21.0,28.5,62.0,0.0,41.25,19.25,11.5,72.75,26.75,23.25,23.75,14.0,
38,,,,,,,36.5,34.25,24.5,19.0,10.5,16.75,8.25,17.75,13.25,19.75,38.75,63.25,14.0,22.75,77.0,66.25,80.25,44.0,58.25,3.75,35.5,8.25,24.25,18.5,19.75,0.0,7.25,0.0,9.5,12.5,12.25,12.25,0.0,4.75,0.0,6.0,0.0,0.0,6.25,12.5,37.5,35.5,0.0,46.25,11.25,15.25,58.75,13.75,18.75,21.75,12.25,
39,,,,,,,27.75,19.5,26.25,15.5,14.75,4.25,3.0,33.75,27.5,2.75,42.75,3.75,31.25,27.0,62.0,89.25,84.0,38.0,40.25,16.0,15.5,21.5,23.25,7.75,7.5,0.0,13.75,19.75,0.0,0.0,5.5,0.0,0.0,11.75,0.0,0.0,0.0,9.25,9.0,25.0,9.75,21.5,32.5,24.5,26.25,15.0,17.0,22.25,24.75,13.0,37.0,
40,,,,,,,44.5,18.25,43.0,21.25,9.25,38.75,17.5,9.25,10.5,3.25,15.0,12.0,14.5,41.5,18.0,45.0,30.5,15.0,11.0,18.75,27.0,4.75,0.0,22.25,0.0,2.5,0.0,0.0,5.5,0.0,0.0,7.75,0.0,9.0,0.0,0.0,0.0,0.0,26.75,30.5,14.75,3.5,31.5,19.75,12.5,13.0,26.0,19.75,30.75,23.75,36.5,
41,,,,,,,26.75,7.75,25.5,21.25,14.25,23.75,7.0,18.0,0.0,13.5,57.75,52.25,13.5,13.5,86.0,31.0,56.5,95.25,40.5,4.75,17.75,8.5,35.75,29.5,15.25,14.75,4.0,11.5,3.75,8.0,16.0,8.5,8.75,13.5,0.0,15.75,0.0,0.0,0.0,6.75,29.5,57.5,0.0,41.5,20.5,14.75,33.0,13.75,12.25,24.5,12.75,64.0
42,,,,,,,29.25,19.5,37.75,20.25,17.25,3.5,3.0,18.5,15.0,3.75,55.25,15.75,37.5,29.25,80.75,79.0,57.75,36.75,44.25,7.25,26.0,20.5,22.0,5.5,6.25,0.0,6.75,3.5,0.0,0.0,6.75,10.0,0.0,11.5,0.0,0.0,4.25,10.75,9.0,9.25,20.0,36.5,25.75,29.75,22.75,8.0,17.0,12.5,25.25,9.5,35.5,25.5
