,2020-03-01,2020-03-08,2020-03-15,2020-03-22,2020-03-29,2020-04-05,2020-04-12,2020-04-19,2020-04-26,2020-05-03,2020-05-10,2020-05-17,2020-05-24,2020-05-31,2020-06-07,2020-06-14,2020-06-21,2020-06-28,2020-07-05,2020-07-12,2020-07-19,2020-07-26,2020-08-02,2020-08-09,2020-08-16,2020-08-23,2020-08-30,2020-09-06,2020-09-13,2020-09-20,2020-09-27,2020-10-04,2020-10-11,2020-10-18,2020-10-25,2020-11-01,2020-11-08,2020-11-15,2020-11-22,2020-11-29,2020-12-06,2020-12-13,2020-12-20,2020-12-27,2021-01-03,2021-01-10,2021-01-17,2021-01-24,2021-01-31,2021-02-07,2021-02-14,2021-02-21,2021-02-28,2021-03-07,2021-03-14,2021-03-21,2021-03-28,2021-04-04,2021-04-11,2021-04-18,2021-04-25,2021-05-02,2021-05-09,2021-05-16,2021-05-23,2021-05-30,2021-06-06,2021-06-13,2021-06-20,2021-06-27,2021-07-04,2021-07-11,2021-07-18,2021-07-25,2021-08-01,2021-08-08,2021-08-15,2021-08-22,2021-08-29,2021-09-05,2021-09-12,2021-09-19,2021-09-26,2021-10-03,2021-10-10,2021-10-17,2021-10-24,2021-10-31,2021-11-07,2021-11-14,2021-11-21,2021-11-28,2021-12-05,2021-12-12,2021-12-19,2021-12-26,2022-01-02,2022-01-09,2022-01-16,2022-01-23,2022-01-30,2022-02-06,2022-02-13,2022-02-20,2022-02-27,2022-03-06,2022-03-13,2022-03-20,2022-03-27,2022-04-03,2022-04-10,2022-04-17,2022-04-24,2022-05-01,2022-05-08,2022-05-15,2022-05-22,2022-05-29,2022-06-05,2022-06-12,2022-06-19,2022-06-26,2022-07-03,2022-07-10,2022-07-17,2022-07-24,2022-07-31,2022-08-07,2022-08-14,2022-08-21,2022-08-28,2022-09-04,2022-09-11,2022-09-18,2022-09-25,2022-10-02,2022-10-09,2022-10-16,2022-10-23,2022-10-30,2022-11-06,2022-11-13,2022-11-20,2022-11-27,2022-12-04
36,,,,,0.0,22.0,10.5,19.75,8.0,17.5,26.75,0.0,95.0,16.75,0.0,28.5,0.0,32.0,44.5,0.0,11.25,12.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,17.25,20.75,31.5,20.25,12.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.25,14.0,0.0,0.0,0.0,0.0,61.25,10.75,20.75,38.25,46.0,29.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,,,,,28.25,0.0,79.0,51.5,30.25,5.75,12.75,0.0,35.5,23.5,22.0,40.25,11.5,13.75,20.75,56.5,48.75,21.5,8.0,0.0,25.25,15.0,0.0,6.75,0.0,31.5,11.0,0.0,23.75,0.0,0.0,0.0,25.25,0.0,0.0,0.0,0.0,0.0,0.0,23.0,28.5,7.75,42.0,14.5,30.0,0.0,16.0,8.25,32.5,28.0,50.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,,,,,,0.0,82.0,40.5,40.0,5.75,12.75,0.0,32.0,30.0,24.75,50.25,0.0,21.0,20.75,41.5,32.0,17.25,8.0,0.0,20.75,22.75,0.0,6.75,0.0,38.75,6.75,0.0,19.75,0.0,0.0,0.0,13.75,0.0,0.0,0.0,0.0,0.0,0.0,8.75,16.0,7.75,51.0,0.0,24.75,9.25,25.25,25.0,57.5,23.5,46.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,,,,,,0.0,59.0,53.25,10.0,18.25,11.75,0.0,31.25,40.25,38.75,67.75,52.5,50.25,41.0,19.5,65.5,17.0,26.75,0.0,34.25,32.25,0.0,22.0,0.0,15.75,22.25,0.0,10.0,0.0,0.0,0.0,0.0,20.25,0.0,0.0,0.0,0.0,0.0,0.0,24.25,0.0,40.25,30.75,9.5,42.25,15.5,11.75,84.0,24.5,27.5,29.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,,,,,,0.0,70.25,33.5,44.25,29.0,7.75,0.0,45.75,50.0,27.5,79.75,23.75,42.0,40.25,8.25,34.75,27.75,16.5,0.0,19.5,18.5,0.0,9.75,0.0,45.0,8.25,0.0,8.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.75,0.0,17.0,20.75,0.0,21.5,7.0,11.0,10.0,24.25,17.25,17.0,8.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,,,,,,,73.5,0.0,5.5,22.75,17.0,60.75,48.0,67.75,25.0,42.25,36.0,51.75,0.0,0.0,26.75,22.5,21.25,25.75,0.0,20.25,6.5,0.0,20.25,0.0,14.25,26.0,0.0,0.0,0.0,9.0,25.75,0.0,9.0,0.0,9.75,15.5,0.0,0.0,46.25,34.5,57.25,20.25,54.75,0.0,29.25,0.0,7.0,0.0,50.25,37.5,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,,,,,,,40.5,0.0,3.0,0.0,9.0,24.5,33.25,64.25,27.25,15.75,18.25,34.25,0.0,0.0,14.75,4.0,3.5,17.5,0.0,7.0,3.25,0.0,3.25,9.5,6.75,6.25,0.0,0.0,0.0,10.5,19.5,0.0,17.25,0.0,3.25,13.25,0.0,0.0,40.0,17.0,38.75,26.75,42.25,0.0,24.5,0.0,8.25,0.0,23.25,6.5,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,,,,,,,34.0,41.5,22.25,14.0,0.0,0.0,40.0,51.0,33.0,65.25,22.75,15.5,32.0,17.5,44.0,13.25,0.0,0.0,47.25,7.25,0.0,11.25,0.0,24.0,0.0,0.0,14.25,0.0,0.0,21.0,0.0,14.75,10.0,0.0,0.0,0.0,0.0,19.25,30.75,0.0,29.75,8.75,37.0,21.0,19.5,31.5,42.5,21.5,0.0,27.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,,,,,,,43.75,21.75,28.75,26.25,6.25,0.0,36.25,54.25,33.0,80.75,29.5,15.5,39.0,7.0,40.0,8.0,0.0,0.0,53.75,14.75,0.0,0.0,0.0,27.75,6.5,0.0,14.25,0.0,0.0,0.0,0.0,14.75,0.0,0.0,0.0,0.0,0.0,19.25,18.25,8.25,29.75,8.75,37.0,9.0,19.5,26.75,25.25,17.5,6.5,7.25,31.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,,,,,,,0.0,20.25,35.75,4.5,9.0,10.25,62.5,18.75,9.75,26.75,0.0,20.75,10.75,11.0,35.0,27.75,0.0,0.0,18.0,0.0,0.0,5.5,0.0,0.0,15.25,4.75,10.5,22.0,12.0,43.25,0.0,0.0,10.5,0.0,0.0,0.0,0.0,0.0,25.5,0.0,0.0,0.0,0.0,20.25,13.0,31.75,12.5,35.5,4.75,30.25,9.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,,,,,,,63.25,0.0,7.75,7.5,30.75,38.75,47.5,73.75,28.5,16.25,26.5,51.5,0.0,0.0,0.0,10.5,25.75,30.5,0.0,8.0,8.0,0.0,9.25,7.0,16.25,23.75,0.0,0.0,0.0,6.75,8.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,15.75,11.0,9.25,50.0,70.0,0.0,31.0,0.0,17.0,0.0,29.5,23.0,23.0,78.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,,,,,,,23.0,30.0,20.0,20.75,19.5,11.0,76.0,16.25,7.5,31.25,0.0,26.0,34.25,12.5,35.75,16.0,0.0,0.0,14.0,0.0,0.0,24.25,0.0,9.5,0.0,21.0,19.75,35.0,0.0,21.5,0.0,0.0,12.25,0.0,0.0,0.0,0.0,11.0,25.5,0.0,0.0,0.0,0.0,42.5,12.0,49.75,11.5,35.5,0.0,42.0,9.25,31.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,,,,,,,,0.0,0.0,0.0,21.75,23.75,22.25,42.25,32.25,24.0,10.5,35.25,0.0,0.0,14.5,14.75,20.75,19.0,0.0,6.5,6.5,0.0,12.5,11.0,18.75,11.5,0.0,0.0,0.0,0.0,7.75,0.0,6.0,0.0,0.0,0.0,0.0,0.0,35.0,7.25,48.25,7.5,52.0,0.0,16.5,0.0,22.75,0.0,7.25,11.0,47.5,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,,,,,,,,12.25,32.0,11.5,29.0,20.5,85.75,7.5,0.0,30.5,0.0,35.75,24.0,21.25,35.75,16.0,0.0,0.0,25.0,0.0,0.0,22.5,0.0,18.25,0.0,11.5,11.5,8.0,9.0,13.25,0.0,0.0,20.25,0.0,0.0,0.0,0.0,12.75,14.0,0.0,0.0,0.0,0.0,41.75,0.0,38.0,25.0,14.25,18.5,42.75,26.75,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,,,,,,,,8.75,28.5,20.75,30.0,9.25,78.5,7.5,0.0,39.75,0.0,33.0,10.75,22.0,46.0,29.75,0.0,0.0,25.0,0.0,0.0,8.75,0.0,18.25,9.0,21.25,12.5,8.0,9.0,9.5,0.0,0.0,7.75,0.0,0.0,0.0,0.0,12.75,26.5,0.0,0.0,0.0,0.0,26.0,0.0,38.75,25.0,25.0,18.5,39.5,35.25,36.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,,,,,,,,38.25,30.5,39.25,6.0,0.0,38.75,50.5,33.5,79.0,7.25,15.75,30.25,20.5,15.0,19.5,15.75,0.0,29.25,7.0,0.0,23.5,0.0,28.5,6.25,0.0,9.0,0.0,0.0,0.0,6.5,6.25,0.0,0.0,0.0,0.0,0.0,25.25,8.25,27.25,51.5,0.0,29.25,8.75,17.0,15.0,68.5,17.25,23.5,20.75,6.75,21.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,,,,,,,,,0.0,20.25,27.5,50.5,77.0,62.75,28.5,14.25,21.75,23.75,0.0,0.0,8.25,8.75,25.75,27.0,0.0,7.5,26.5,0.0,16.25,0.0,8.25,39.0,0.0,0.0,0.0,14.75,0.0,0.0,24.5,0.0,18.0,0.0,0.0,0.0,42.0,27.75,62.0,50.75,55.75,0.0,32.0,0.0,12.0,0.0,25.25,28.25,32.0,62.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,,,,,,,,,25.25,62.25,14.5,0.0,47.5,66.25,14.0,63.0,9.75,41.75,7.25,32.75,46.0,31.0,9.25,0.0,17.75,27.25,0.0,0.0,0.0,24.25,15.5,0.0,0.0,0.0,0.0,0.0,24.75,16.25,0.0,0.0,0.0,0.0,0.0,0.0,19.75,21.0,38.5,9.5,32.0,0.0,30.0,41.5,35.5,17.25,39.25,7.0,41.75,38.75,28.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,,,,,,,,,20.75,50.0,14.5,11.5,44.5,65.75,28.75,51.25,9.75,43.0,34.0,7.5,50.5,9.0,0.0,0.0,0.0,17.5,0.0,0.0,0.0,32.0,28.25,12.25,0.0,37.25,0.0,0.0,7.5,7.0,0.0,0.0,0.0,0.0,0.0,16.5,15.75,0.0,8.25,9.5,20.25,15.25,40.75,10.75,50.75,8.0,26.5,31.25,28.75,56.5,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,,,,,,,,,0.0,0.0,6.75,39.0,48.5,61.0,53.0,39.75,18.5,63.5,0.0,0.0,21.75,9.25,0.0,20.5,0.0,0.0,21.0,0.0,12.25,0.0,18.5,27.25,0.0,0.0,0.0,16.25,0.0,0.0,19.25,0.0,22.0,9.5,0.0,0.0,20.25,20.0,37.0,37.25,73.5,0.0,46.5,0.0,20.5,0.0,14.25,0.0,24.5,58.75,0.0,34.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,,,,,,,,,38.25,27.0,0.0,0.0,41.75,53.25,27.0,50.0,7.5,46.75,46.75,16.25,77.0,9.5,9.75,0.0,25.0,0.0,0.0,15.0,0.0,24.25,0.0,0.0,0.0,0.0,0.0,0.0,7.25,6.5,0.0,0.0,0.0,0.0,0.0,0.0,8.25,17.0,48.5,20.75,16.0,10.5,10.75,18.75,60.5,18.5,30.5,7.25,22.25,20.0,17.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,,,,,,,,,36.25,21.25,28.0,0.0,45.75,45.25,25.25,54.5,7.5,24.0,38.5,13.75,52.0,9.0,9.25,0.0,30.75,7.25,0.0,0.0,0.0,7.0,14.25,0.0,0.0,0.0,0.0,0.0,16.0,7.25,0.0,0.0,0.0,0.0,0.0,18.0,8.0,0.0,36.75,19.25,28.5,9.25,8.75,9.0,58.5,26.5,29.5,15.25,14.25,20.0,31.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,,,,,,,,,,11.5,20.25,11.25,27.0,36.0,44.5,23.75,27.5,16.5,0.0,0.0,6.5,12.0,14.75,16.75,0.0,6.5,19.75,0.0,0.0,9.5,0.0,29.5,0.0,0.0,0.0,6.75,0.0,0.0,16.5,0.0,0.0,9.75,0.0,0.0,40.25,6.75,61.25,26.0,65.5,0.0,28.25,0.0,26.25,0.0,27.75,32.25,46.0,29.75,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,,,,,,,,,,6.25,7.75,0.0,41.0,46.25,45.5,36.5,26.25,32.75,14.25,0.0,76.0,21.5,11.25,0.0,26.5,7.75,0.0,14.25,0.0,36.75,0.0,0.0,13.0,0.0,0.0,0.0,10.25,19.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,31.5,67.5,18.25,27.5,8.25,17.25,27.75,57.5,0.0,45.0,6.75,18.0,30.25,32.75,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,,,,,,,,,,42.25,7.25,0.0,22.5,57.75,0.0,82.75,12.25,33.75,29.0,14.75,35.5,9.5,8.5,0.0,50.75,0.0,0.0,4.75,0.0,35.0,7.25,0.0,7.0,0.0,0.0,0.0,16.25,13.5,0.0,0.0,0.0,0.0,0.0,18.5,14.25,0.0,34.0,15.5,16.75,0.0,9.5,19.5,65.75,8.25,7.25,6.75,16.0,34.5,29.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,,,,,,,,,,15.25,6.5,62.25,31.75,57.75,22.75,28.0,10.5,26.75,0.0,0.0,18.5,20.25,17.5,10.25,0.0,7.5,7.25,0.0,17.5,0.0,0.0,31.25,0.0,0.0,0.0,7.0,17.5,0.0,6.5,0.0,0.0,9.75,0.0,0.0,65.25,27.75,21.5,21.25,36.5,0.0,29.5,0.0,0.0,0.0,40.75,23.75,40.0,59.5,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,,,,,,,,,,15.5,16.0,0.0,49.0,54.25,38.25,65.5,17.75,27.0,37.5,34.75,49.25,11.0,18.25,0.0,36.75,9.5,0.0,0.0,0.0,49.5,17.75,0.0,16.0,0.0,0.0,0.0,8.5,9.0,0.0,0.0,0.0,0.0,0.0,11.25,30.0,0.0,43.5,0.0,10.25,33.75,10.25,20.75,62.25,19.25,52.25,15.75,42.25,31.5,21.5,0.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,,,,,,,,,,41.5,7.75,0.0,34.5,56.5,12.25,84.25,16.75,33.25,57.5,15.75,33.0,0.0,0.0,0.0,15.25,17.0,0.0,0.0,0.0,32.5,14.75,0.0,21.0,0.0,0.0,0.0,8.75,14.75,0.0,0.0,0.0,0.0,0.0,9.5,10.25,10.25,71.5,20.25,10.75,17.25,8.75,27.0,36.0,0.0,31.25,14.0,31.25,39.5,18.5,0.0,13.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,,,,,,,,,,,7.75,0.0,45.5,60.5,14.0,84.25,26.0,51.25,53.0,15.75,46.75,11.75,0.0,0.0,17.75,17.0,0.0,0.0,0.0,41.75,14.75,0.0,14.75,0.0,0.0,0.0,8.75,14.75,0.0,0.0,0.0,0.0,0.0,9.5,10.25,21.5,65.5,20.25,22.0,21.0,8.75,18.5,57.0,0.0,40.5,7.75,24.25,42.75,12.75,0.0,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,,,,,,,,,,,28.25,18.0,41.25,11.25,8.75,75.25,0.0,43.25,0.0,11.0,71.5,27.25,0.0,0.0,13.0,0.0,0.0,11.0,0.0,22.5,42.25,10.0,19.75,44.0,0.0,44.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.75,37.25,0.0,0.0,0.0,0.0,53.75,40.75,38.25,37.25,38.25,12.0,32.25,9.25,49.5,25.25,52.5,17.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,,,,,,,,,,,17.25,11.5,81.75,0.0,0.0,38.25,0.0,13.25,31.5,23.0,11.25,24.5,0.0,0.0,10.75,0.0,0.0,9.25,0.0,11.5,20.25,0.0,12.25,37.0,33.75,33.75,0.0,0.0,8.25,0.0,0.0,0.0,0.0,24.25,39.5,0.0,0.0,0.0,0.0,40.75,13.75,22.75,40.0,62.0,0.0,35.0,11.0,44.75,17.25,34.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,,,,,,,,,,,0.0,37.75,49.75,50.75,52.0,49.75,8.25,40.25,0.0,0.0,11.25,38.0,10.25,17.0,0.0,10.5,31.75,0.0,0.0,9.75,7.5,28.75,0.0,0.0,0.0,21.5,10.0,0.0,8.0,0.0,23.0,8.25,0.0,0.0,33.25,13.75,40.25,36.5,26.0,0.0,23.5,0.0,13.75,0.0,17.0,38.0,52.25,81.75,0.0,28.0,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,,,,,,,,,,,7.25,0.0,39.25,59.25,31.75,82.25,8.25,10.75,40.0,19.0,56.25,0.0,19.5,0.0,34.25,22.75,0.0,0.0,0.0,29.25,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.25,12.25,29.5,40.25,0.0,17.25,8.5,30.75,29.5,68.5,17.0,30.5,7.5,41.75,33.75,22.5,0.0,28.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,,,,,,,,,,,22.25,38.5,33.25,76.75,40.5,40.25,29.25,49.25,0.0,0.0,13.25,35.0,14.5,17.25,0.0,14.0,31.75,0.0,26.25,12.0,9.5,23.75,0.0,0.0,0.0,7.25,7.75,0.0,19.0,0.0,13.75,5.75,0.0,0.0,8.25,20.75,27.75,28.75,40.75,0.0,39.5,0.0,27.25,0.0,27.0,31.25,28.0,45.0,0.0,20.25,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,,,,,,,,,,,14.0,0.0,23.25,48.25,35.25,74.5,16.0,14.5,31.5,19.75,42.25,17.0,6.75,0.0,43.5,15.5,0.0,0.0,0.0,31.25,0.0,0.0,14.25,0.0,0.0,0.0,20.0,5.25,0.0,0.0,0.0,0.0,0.0,20.5,10.25,22.25,22.25,0.0,36.0,0.0,14.5,16.5,57.25,0.0,42.75,6.5,15.75,26.75,23.5,0.0,30.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,,,,,,,,,,,,16.25,29.75,72.75,27.5,38.75,16.75,24.25,0.0,0.0,0.0,19.5,14.5,17.25,0.0,24.5,29.5,0.0,24.25,9.5,9.5,12.25,0.0,0.0,0.0,7.25,7.75,0.0,7.0,0.0,13.75,5.75,0.0,0.0,8.25,18.0,27.75,28.75,38.5,0.0,39.5,0.0,38.75,0.0,45.5,30.0,28.0,59.75,0.0,19.0,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,,,,,,,,,,,,0.0,46.25,38.0,38.25,57.75,16.0,26.25,41.75,28.75,37.25,19.25,7.5,0.0,45.25,19.0,0.0,0.0,0.0,37.25,0.0,0.0,18.25,0.0,0.0,0.0,8.5,6.75,0.0,0.0,0.0,0.0,0.0,29.0,22.25,8.5,33.0,21.25,28.25,0.0,8.5,28.0,61.0,7.5,50.5,6.5,15.75,36.75,22.0,0.0,38.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,,,,,,,,,,,,22.5,30.75,61.25,38.25,21.0,20.5,21.0,0.0,0.0,16.75,8.0,20.75,23.25,0.0,6.5,11.0,0.0,15.75,0.0,0.0,18.25,0.0,0.0,0.0,9.75,14.25,0.0,6.0,0.0,0.0,13.5,0.0,0.0,30.5,16.25,28.5,29.5,47.75,0.0,42.25,0.0,15.25,0.0,17.5,6.75,36.75,57.0,0.0,18.0,0.0,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,,,,,,,,,,,,38.0,39.75,71.25,69.0,8.75,27.75,76.75,0.0,0.0,20.25,11.75,8.75,36.75,0.0,18.25,9.0,0.0,7.5,7.25,6.75,32.0,0.0,0.0,0.0,9.0,19.0,0.0,8.0,0.0,19.75,15.75,0.0,0.0,79.25,29.25,34.0,0.0,42.5,0.0,41.0,0.0,0.0,0.0,24.75,32.5,18.75,73.75,0.0,15.75,0.0,0.0,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,,,,,,,,,,,,0.0,41.75,54.75,18.5,60.25,8.25,36.5,55.5,28.25,36.5,11.75,20.5,0.0,63.75,28.75,0.0,0.0,0.0,35.5,7.5,0.0,9.25,0.0,0.0,0.0,29.0,10.5,0.0,0.0,0.0,0.0,0.0,45.25,11.0,33.0,34.25,13.75,57.25,13.0,25.5,45.75,43.0,10.25,18.0,18.0,17.25,30.5,0.0,0.0,29.5,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,,,,,,,,,,,,10.25,66.25,26.5,36.25,53.25,0.0,19.75,65.0,20.75,31.5,27.0,11.0,0.0,31.5,11.75,0.0,22.5,0.0,30.25,11.25,19.25,9.25,0.0,22.5,17.5,20.75,10.5,19.75,0.0,0.0,0.0,0.0,38.75,11.0,13.25,24.0,13.75,37.25,34.75,25.5,36.0,23.75,20.25,10.25,33.0,20.75,27.75,20.0,7.0,24.0,16.75,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,,,,,,,,,,,,,25.5,66.0,47.5,15.25,7.5,20.5,0.0,0.0,0.0,21.5,10.75,37.5,0.0,19.25,10.5,0.0,20.5,18.75,9.0,6.75,0.0,0.0,0.0,0.0,0.0,0.0,16.75,0.0,10.0,17.5,0.0,0.0,48.5,0.0,34.0,49.0,67.75,0.0,23.0,0.0,11.5,0.0,18.75,44.5,28.0,70.0,0.0,24.25,0.0,15.5,31.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,,,,,,,,,,,,,51.0,63.0,75.5,64.25,15.25,37.75,0.0,0.0,16.0,37.25,0.0,21.5,0.0,19.5,32.5,0.0,8.75,0.0,12.0,19.5,0.0,0.0,0.0,21.25,16.0,0.0,35.5,0.0,0.0,18.0,0.0,0.0,31.25,23.5,46.5,7.5,42.75,0.0,18.25,0.0,6.75,0.0,20.0,15.0,20.75,57.75,0.0,7.75,0.0,7.0,20.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
