,2020-03-01,2020-03-08,2020-03-15,2020-03-22,2020-03-29,2020-04-05,2020-04-12,2020-04-19,2020-04-26,2020-05-03,2020-05-10,2020-05-17,2020-05-24,2020-05-31,2020-06-07,2020-06-14,2020-06-21,2020-06-28,2020-07-05,2020-07-12,2020-07-19,2020-07-26,2020-08-02,2020-08-09,2020-08-16,2020-08-23,2020-08-30,2020-09-06,2020-09-13,2020-09-20,2020-09-27,2020-10-04,2020-10-11,2020-10-18,2020-10-25,2020-11-01,2020-11-08,2020-11-15,2020-11-22,2020-11-29,2020-12-06,2020-12-13,2020-12-20,2020-12-27,2021-01-03,2021-01-10,2021-01-17,2021-01-24,2021-01-31,2021-02-07,2021-02-14,2021-02-21,2021-02-28,2021-03-07,2021-03-14,2021-03-21,2021-03-28,2021-04-04,2021-04-11,2021-04-18,2021-04-25,2021-05-02,2021-05-09,2021-05-16,2021-05-23,2021-05-30,2021-06-06,2021-06-13,2021-06-20,2021-06-27,2021-07-04,2021-07-11,2021-07-18,2021-07-25,2021-08-01,2021-08-08,2021-08-15,2021-08-22,2021-08-29,2021-09-05,2021-09-12,2021-09-19,2021-09-26,2021-10-03,2021-10-10,2021-10-17,2021-10-24,2021-10-31,2021-11-07,2021-11-14,2021-11-21,2021-11-28,2021-12-05,2021-12-12,2021-12-19,2021-12-26,2022-01-02,2022-01-09,2022-01-16,2022-01-23,2022-01-30,2022-02-06,2022-02-13,2022-02-20,2022-02-27,2022-03-06,2022-03-13,2022-03-20,2022-03-27,2022-04-03,2022-04-10,2022-04-17,2022-04-24
245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,44.25,39.75,33.25,10.75,26.75,0.0,27.75,32.25,0.0,9.0,17.0,10.75,23.25,6.75,6.25,3.5,15.75,0.0,36.25,21.75,4.5,31.0,8.0,0.0,9.25,15.25,0.0,29.25,0.0,0.0,21.0,0.0,0.0,0.0,15.75,6.75,2.75,12.0,4.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75,,,,,,,,,,,,,,,,,
246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5,69.75,17.75,28.25,0.0,28.5,10.5,0.0,0.0,0.0,20.25,10.0,17.5,0.0,7.5,0.0,12.0,20.75,0.0,0.0,27.0,0.0,0.0,26.0,26.5,0.0,0.0,7.0,8.0,9.5,15.75,0.0,0.0,12.0,0.0,7.25,7.0,6.75,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,3.25,0.0,18.75,0.0,6.5,17.25,,,,,,,,,,,,,,,,
247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.0,0.0,8.25,0.0,20.0,7.5,0.0,0.0,19.75,5.0,5.5,9.5,0.0,10.5,8.75,23.25,14.0,0.0,0.0,22.25,13.0,0.0,9.5,28.75,0.0,0.0,4.75,0.0,10.25,14.75,5.0,0.0,6.25,5.25,0.0,15.0,9.75,0.0,12.0,0.0,0.0,0.0,0.0,3.0,0.0,4.25,0.0,3.5,0.0,13.75,14.25,,,,,,,,,,,,,,,,
248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.25,0.0,15.25,0.0,12.5,0.0,0.0,0.0,0.0,7.75,22.0,8.75,0.0,6.75,0.0,13.5,0.0,0.0,0.0,7.0,8.75,0.0,30.5,26.5,0.0,0.0,0.0,0.0,0.0,13.5,0.0,0.0,14.25,19.5,9.75,14.0,12.5,0.0,13.75,0.0,0.0,0.0,0.0,3.5,0.0,6.5,0.0,12.0,0.0,4.25,0.0,,,,,,,,,,,,,,,,
249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.75,18.25,21.25,63.25,0.0,0.0,0.0,7.75,11.25,0.0,16.25,27.75,18.25,40.25,12.5,0.0,5.0,54.75,0.0,0.0,0.0,6.0,10.0,14.5,14.0,0.0,0.0,8.0,18.0,5.25,0.0,0.0,0.0,4.25,20.0,0.0,0.0,0.0,0.0,6.75,0.0,0.0,0.0,0.0,2.75,0.0,8.75,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,41.25,42.25,39.0,11.25,29.25,0.0,45.75,43.75,0.0,13.75,31.75,11.5,30.0,14.5,19.75,0.0,16.75,0.0,26.75,14.25,8.0,27.75,19.0,0.0,9.5,23.0,0.0,35.5,13.25,0.0,5.0,0.0,0.0,0.0,7.0,0.0,11.0,2.75,2.25,0.0,16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.0,,,,,,,,,,,,,,,,
251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.25,21.75,21.0,33.25,0.0,0.0,0.0,8.25,16.0,11.75,5.75,9.25,13.5,34.25,3.5,0.0,11.75,40.25,0.0,0.0,0.0,0.0,0.0,23.75,25.0,6.25,0.0,8.0,26.5,0.0,0.0,0.0,4.0,5.75,10.25,0.0,0.0,0.0,0.0,4.25,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,35.0,44.75,25.5,28.0,25.75,0.0,39.25,47.25,0.0,17.0,29.25,0.0,54.25,13.25,6.0,12.75,17.0,0.0,40.25,8.0,10.0,25.25,28.5,0.0,9.0,14.5,0.0,33.75,0.0,0.0,4.5,0.0,0.0,0.0,0.0,14.0,4.0,17.0,10.75,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.25,0.0,0.0,,,,,,,,,,,,,,,
253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.75,14.0,23.75,20.5,32.75,0.0,43.5,31.5,0.0,9.25,16.25,21.5,19.75,11.25,6.25,10.25,7.75,0.0,9.75,15.75,4.25,29.5,6.5,0.0,11.25,0.0,0.0,18.5,11.25,0.0,17.25,0.0,0.0,0.0,12.0,18.5,8.5,3.5,8.25,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.25,9.0,7.25,19.0,17.0,0.0,52.75,46.25,0.0,19.5,19.0,18.25,33.25,4.5,14.75,13.25,0.0,0.0,37.25,23.5,14.25,58.75,19.75,0.0,10.75,4.25,0.0,58.5,0.0,0.0,18.5,0.0,0.0,0.0,13.0,0.0,3.5,16.75,10.75,0.0,10.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,,,,,,,,,,,,,,,
255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.5,13.25,6.75,24.75,0.0,0.0,6.0,5.0,5.5,53.0,9.75,0.0,23.75,5.0,19.0,29.0,5.75,0.0,9.5,8.25,0.0,15.5,15.25,9.5,5.25,20.25,6.75,6.0,26.5,9.5,0.0,10.5,17.0,0.0,11.75,11.25,0.0,16.75,0.0,0.0,0.0,0.0,12.75,3.5,7.5,4.0,6.75,0.0,0.0,19.5,21.5,,,,,,,,,,,,,,,
256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,6.75,7.5,18.0,11.5,0.0,39.25,19.5,0.0,5.5,21.25,0.0,24.75,5.5,8.75,10.5,7.25,0.0,12.5,0.0,5.75,37.5,19.75,0.0,0.0,5.0,0.0,23.25,14.5,0.0,5.5,0.0,0.0,0.0,0.0,8.5,6.75,9.25,5.75,0.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.25,0.0,0.0,,,,,,,,,,,,,,,
257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,0.0,16.5,26.0,0.0,15.75,0.0,6.5,30.25,25.25,12.0,6.25,12.75,6.5,37.75,15.0,0.0,24.75,0.0,12.75,31.0,33.0,13.0,0.0,7.0,8.25,15.5,14.0,6.75,0.0,0.0,13.5,29.5,21.75,21.5,0.0,11.0,0.0,0.0,0.0,0.0,4.25,9.25,0.0,10.25,14.0,0.0,7.25,13.0,17.75,29.75,,,,,,,,,,,,,,
258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.5,31.0,13.0,0.0,9.25,21.0,5.0,0.0,12.25,29.75,30.75,0.0,5.0,29.25,6.25,0.0,32.5,23.25,7.25,42.0,12.0,0.0,13.25,13.0,0.0,6.5,7.75,0.0,0.0,0.0,5.0,0.0,13.75,27.75,0.0,10.5,13.75,0.0,16.5,0.0,3.0,0.0,3.5,0.0,3.5,0.0,7.75,0.0,0.0,37.75,34.75,,,,,,,,,,,,,
259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,0.0,0.0,0.0,8.75,26.0,4.25,12.0,29.25,19.75,39.25,20.25,0.0,6.75,54.5,0.0,0.0,0.0,7.0,14.25,14.5,27.25,6.0,0.0,5.75,14.0,7.5,0.0,0.0,11.75,16.25,4.5,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,3.0,0.0,12.75,0.0,0.0,0.0,0.0,15.25,20.5,0.0,,,,,,,,,,,,,
260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,27.25,0.0,0.0,0.0,7.25,7.25,47.25,0.0,0.0,6.25,0.0,32.25,12.25,0.0,0.0,16.25,25.25,0.0,20.25,28.0,0.0,0.0,7.0,12.5,0.0,13.5,7.25,0.0,23.25,5.0,6.75,22.75,12.5,0.0,16.0,0.0,0.0,0.0,0.0,13.75,0.0,7.0,0.0,23.5,0.0,11.25,10.5,39.0,53.75,12.25,,,,,,,,,,,,,
261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,7.25,0.0,6.25,34.0,10.75,54.5,8.5,0.0,0.0,31.5,0.0,0.0,0.0,17.75,4.0,25.5,40.75,21.0,0.0,7.25,9.0,20.0,0.0,0.0,20.0,4.75,10.75,0.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0,0.0,3.75,0.0,0.0,0.0,0.0,0.0,0.0,24.0,7.0,0.0,0.0,,,,,,,,,,,,
262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.25,14.75,0.0,16.75,14.0,7.25,32.0,12.75,25.0,26.5,25.25,16.75,24.0,15.75,0.0,6.25,13.25,0.0,20.25,14.0,24.75,0.0,5.0,26.5,33.0,21.5,15.0,0.0,7.25,27.5,7.5,8.75,15.25,0.0,17.0,9.5,0.0,0.0,0.0,8.25,0.0,3.5,10.5,8.5,0.0,0.0,12.0,8.5,13.25,0.0,23.0,,,,,,,,,,,,
263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.75,6.25,0.0,0.0,13.0,30.25,33.0,5.25,0.0,12.25,0.0,19.75,24.5,0.0,0.0,11.75,18.25,0.0,48.5,30.25,0.0,0.0,7.75,19.5,33.25,43.5,21.75,0.0,7.75,0.0,9.0,8.75,13.75,0.0,33.5,0.0,0.0,0.0,0.0,5.25,0.0,9.25,0.0,24.75,0.0,0.0,0.0,31.0,44.75,9.75,34.75,,,,,,,,,,,,
264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.75,8.25,0.0,0.0,19.75,0.0,16.25,13.0,0.0,0.0,27.0,36.75,6.5,0.0,0.0,18.25,0.0,0.0,13.0,16.5,0.0,0.0,6.5,18.75,8.0,26.0,13.25,0.0,0.0,0.0,9.25,23.5,16.0,0.0,27.75,0.0,0.0,0.0,0.0,22.5,0.0,19.25,0.0,15.25,0.0,13.0,0.0,49.75,45.75,7.75,39.5,,,,,,,,,,,,
265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,17.75,0.0,0.0,20.75,14.0,33.5,28.5,0.0,0.0,27.5,8.5,30.0,0.0,0.0,18.5,20.75,0.0,26.5,37.0,0.0,0.0,7.0,28.75,10.25,7.0,6.75,0.0,7.25,0.0,22.5,22.0,7.5,0.0,35.75,0.0,0.0,0.0,0.0,4.5,0.0,11.5,0.0,16.75,0.0,30.0,6.75,56.25,39.75,39.75,15.25,,,,,,,,,,,,
266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.25,0.0,0.0,13.0,15.75,7.25,17.5,0.0,14.0,4.75,27.5,25.0,0.0,0.0,17.5,4.5,0.0,22.25,45.75,0.0,0.0,11.0,22.5,0.0,31.5,21.75,0.0,0.0,29.5,13.75,15.75,22.0,0.0,9.25,0.0,0.0,0.0,0.0,9.0,0.0,12.5,0.0,14.25,0.0,0.0,17.25,22.5,30.0,31.0,23.5,0.0,,,,,,,,,,,
267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5,45.75,22.5,9.75,57.0,31.25,17.5,8.5,26.0,26.0,0.0,26.25,21.0,37.25,25.0,16.25,8.75,17.5,27.25,26.25,0.0,0.0,23.5,42.25,10.0,0.0,19.0,10.0,9.75,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,8.75,9.75,18.75,0.0,10.0,0.0,13.75,39.75,63.25,63.25,26.0,26.25,0.0,,,,,,,,,,,
268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.25,45.75,22.5,9.75,57.0,31.25,17.5,8.5,26.0,26.0,0.0,26.25,21.0,37.25,25.0,16.25,8.75,17.5,26.25,26.25,0.0,0.0,23.5,42.25,10.0,0.0,19.0,10.0,9.75,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,8.75,9.75,18.75,0.0,10.0,0.0,13.75,39.75,63.25,63.25,26.0,26.25,0.0,,,,,,,,,,,
269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5,45.75,22.5,9.75,57.0,31.25,17.5,8.5,26.0,26.0,0.0,26.25,21.0,37.25,25.0,16.25,8.75,17.5,26.25,26.25,0.0,0.0,23.5,42.25,10.0,0.0,19.0,10.0,9.75,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,8.75,9.75,18.75,0.0,10.0,0.0,13.75,39.75,62.5,62.5,26.0,26.25,0.0,,,,,,,,,,,
270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5,45.75,22.5,9.75,57.0,31.25,17.5,8.5,26.0,26.0,0.0,26.25,21.0,37.25,25.0,16.25,8.75,17.5,27.25,26.25,0.0,0.0,23.5,42.25,10.0,0.0,19.0,10.0,9.75,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,8.75,9.75,18.75,0.0,10.0,0.0,13.75,39.75,62.25,63.25,26.0,26.0,0.0,,,,,,,,,,,
271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.5,22.25,9.75,56.75,31.0,17.25,8.5,26.0,26.0,0.0,26.0,20.75,37.0,25.0,16.25,8.75,17.5,26.25,26.25,0.0,0.0,23.25,42.0,9.75,0.0,18.75,9.75,9.75,0.0,0.0,9.75,10.0,0.0,0.0,0.0,0.0,0.0,8.75,9.75,18.75,0.0,10.0,0.0,13.75,39.5,62.0,63.25,25.0,26.0,0.0,0.0,,,,,,,,,,
272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,22.5,9.75,57.25,31.25,17.5,8.5,26.0,26.0,0.0,26.25,21.0,37.25,25.75,16.25,8.75,17.5,27.0,26.25,0.0,0.0,23.5,42.25,10.0,0.0,19.75,10.0,9.75,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,8.75,9.75,18.75,0.0,10.0,0.0,13.75,39.75,63.25,63.25,25.75,26.25,0.0,0.0,,,,,,,,,,
273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.5,9.75,57.0,31.25,17.5,8.5,26.0,26.0,0.0,26.25,21.0,37.25,25.0,16.25,8.75,17.5,26.25,26.25,0.0,0.0,23.5,42.25,10.0,0.0,19.0,10.0,9.75,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,8.75,9.75,18.75,0.0,10.0,0.0,13.75,39.75,63.25,63.25,26.0,26.25,0.0,0.0,0.0,,,,,,,,,
274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.5,9.25,56.5,31.25,17.5,8.5,26.0,26.0,0.0,19.25,20.5,36.5,25.0,16.25,8.75,17.5,26.5,26.25,0.0,0.0,23.5,42.25,10.0,0.0,19.0,10.0,9.75,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,8.75,9.75,18.75,0.0,10.0,0.0,13.75,39.75,52.75,62.75,25.5,26.25,0.0,0.0,0.0,,,,,,,,,
275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.5,9.75,57.0,31.25,17.5,8.5,26.0,26.0,0.0,26.25,21.0,37.0,25.0,16.25,8.75,17.5,26.25,26.25,0.0,0.0,23.5,42.25,10.0,0.0,19.75,10.0,9.75,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,8.75,9.75,18.75,0.0,10.0,0.0,13.75,39.75,63.25,63.25,26.0,26.25,0.0,0.0,0.0,,,,,,,,,
276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.5,9.75,57.0,31.25,17.5,8.5,17.5,26.0,0.0,26.25,21.0,27.5,25.0,16.25,8.75,17.5,17.5,26.25,0.0,0.0,23.5,42.25,10.0,0.0,19.0,10.0,9.75,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,8.75,9.75,18.75,0.0,10.0,0.0,13.75,39.75,62.5,63.25,25.25,26.0,0.0,0.0,0.0,,,,,,,,,
277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.5,9.75,57.0,31.25,17.5,8.5,26.25,26.0,0.0,26.25,21.0,37.25,25.0,16.25,8.75,17.5,27.25,26.25,0.0,0.0,23.5,42.25,10.0,0.0,19.0,10.0,9.75,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,8.75,9.75,18.75,0.0,10.0,0.0,13.75,39.75,63.25,62.5,26.0,26.25,0.0,0.0,0.0,,,,,,,,,
278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.75,57.0,31.25,17.5,8.5,26.0,26.0,0.0,26.25,21.0,37.0,25.0,16.25,8.75,17.5,26.25,26.25,0.0,0.0,23.5,42.25,10.0,0.0,19.0,10.0,9.75,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,8.75,9.75,18.75,0.0,10.0,0.0,13.75,39.75,62.5,63.25,25.0,26.0,0.0,0.0,0.0,27.25,,,,,,,,
279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.75,57.0,31.25,17.5,8.5,26.0,26.0,0.0,26.25,21.0,37.0,25.0,16.25,8.75,17.5,26.25,26.25,0.0,0.0,23.5,42.25,10.0,0.0,19.0,10.0,9.75,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,8.75,9.75,18.75,0.0,10.0,0.0,13.75,39.75,62.5,63.25,26.0,26.25,0.0,0.0,0.0,27.25,,,,,,,,
280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,31.25,17.5,8.5,26.0,26.0,0.0,26.25,21.0,37.25,25.0,16.25,8.75,17.5,27.25,26.25,0.0,0.0,23.5,42.25,10.0,0.0,19.75,10.0,9.75,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,8.75,9.75,18.75,0.0,10.0,0.0,13.75,40.0,62.25,63.25,26.0,26.25,0.0,0.0,0.0,27.25,0.0,,,,,,,
281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,9.5,5.0,2.5,8.0,8.0,0.0,8.0,6.0,11.0,8.0,5.0,3.0,5.0,8.0,8.0,0.0,0.0,7.0,13.0,3.0,0.0,6.0,3.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,6.0,0.0,3.0,0.0,4.0,12.0,19.0,19.0,8.0,8.0,0.0,0.0,0.0,8.0,0.0,,,,,,,
282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,19.25,11.0,5.0,15.5,17.0,0.0,17.0,14.0,21.0,15.5,11.0,6.0,12.0,18.0,17.0,0.0,0.0,15.0,28.0,6.0,0.0,13.0,6.0,6.0,0.0,0.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,12.0,0.0,7.0,0.0,9.0,26.0,41.0,39.0,17.0,15.0,0.0,0.0,0.0,18.0,0.0,,,,,,,
283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.25,31.25,17.5,8.5,26.0,26.0,0.0,26.25,21.0,37.25,25.0,16.25,8.75,17.5,26.25,26.25,0.0,0.0,23.5,42.25,10.0,0.0,19.0,10.0,9.75,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,8.75,9.75,18.75,0.0,10.0,0.0,13.75,39.75,62.5,37.5,26.0,26.25,0.0,0.0,0.0,27.25,0.0,,,,,,,
284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,31.25,17.5,8.5,26.0,26.0,0.0,26.25,21.0,37.0,25.0,16.25,8.75,17.5,27.0,26.25,0.0,0.0,23.5,42.0,10.0,0.0,19.75,10.0,9.75,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,8.75,9.75,18.75,0.0,10.0,0.0,13.75,39.75,63.25,63.25,25.75,26.0,0.0,0.0,0.0,27.25,0.0,,,,,,,
285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.25,17.5,8.5,26.25,26.0,0.0,26.25,21.0,37.25,25.0,16.25,8.75,17.5,26.25,26.25,0.0,0.0,23.5,31.25,10.0,0.0,19.0,10.0,9.75,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,8.75,9.75,18.75,0.0,10.0,0.0,13.75,39.75,63.25,62.5,26.0,26.25,0.0,0.0,0.0,27.25,0.0,23.75,,,,,,
286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.5,8.5,26.0,26.0,0.0,26.25,21.0,37.25,25.0,16.25,8.75,17.5,26.25,26.25,0.0,0.0,23.5,42.0,10.0,0.0,19.75,10.0,9.75,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,8.75,9.75,18.75,0.0,10.0,0.0,13.75,39.75,63.25,63.25,25.0,26.0,0.0,0.0,0.0,27.25,0.0,23.75,11.5,,,,,
287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5,26.0,26.0,0.0,26.25,21.0,37.0,25.75,16.25,8.75,17.5,27.25,26.25,0.0,0.0,23.5,42.25,10.0,0.0,19.75,10.0,9.75,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,8.75,9.75,18.75,0.0,10.0,0.0,13.75,39.75,63.25,63.25,26.0,26.0,0.0,0.0,0.0,27.25,0.0,23.5,12.25,0.0,,,,
288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.25,28.25,28.25,0.0,28.5,22.5,39.25,27.25,17.75,9.5,19.0,28.5,28.5,0.0,0.0,25.0,45.25,10.75,0.0,21.25,10.75,10.5,0.0,0.0,10.75,10.75,0.0,0.0,0.0,0.0,0.0,9.5,10.5,20.25,0.0,10.75,0.0,15.25,42.75,67.75,67.75,27.5,28.5,0.0,0.0,0.0,29.5,0.0,26.0,13.0,0.0,,,,
289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.25,25.75,22.25,0.0,26.5,20.75,33.5,25.5,13.25,5.25,18.0,27.0,22.5,0.0,0.0,18.75,42.25,10.0,0.0,15.5,10.0,9.5,0.0,0.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,8.75,9.5,19.25,0.0,10.0,0.0,13.75,34.5,63.25,63.25,25.75,15.5,0.0,0.0,0.0,27.0,0.0,23.5,7.0,0.0,,,,
290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,0.0,26.0,20.75,37.0,25.0,16.25,8.75,17.5,26.25,26.0,0.0,0.0,23.25,42.0,9.75,0.0,18.75,9.75,9.75,0.0,0.0,9.75,10.0,0.0,0.0,0.0,0.0,0.0,8.75,9.75,18.75,0.0,10.0,0.0,13.75,39.5,63.0,63.25,25.75,26.0,0.0,0.0,0.0,27.0,0.0,23.5,12.25,0.0,10.0,0.0,,
291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,26.25,21.0,36.75,25.75,16.25,8.75,17.75,26.5,26.5,0.0,0.0,23.5,42.25,10.0,0.0,17.25,10.0,9.75,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,8.75,9.75,18.75,0.0,10.0,0.0,13.75,37.25,62.75,63.25,26.0,26.25,0.0,0.0,0.0,27.25,0.0,23.75,9.25,0.0,10.0,0.0,0.0,
292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,26.25,21.0,37.25,25.0,16.25,8.75,17.5,26.25,26.25,0.0,0.0,23.5,42.25,10.0,0.0,19.0,10.0,9.75,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,8.75,9.75,18.75,0.0,10.0,0.0,13.75,39.75,63.25,63.25,26.0,26.25,0.0,0.0,0.0,27.25,0.0,23.75,11.5,0.0,10.0,0.0,0.0,
293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,26.25,21.0,37.25,25.0,16.25,8.75,17.5,26.25,26.25,0.0,0.0,23.5,42.25,10.0,0.0,19.0,10.0,9.75,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,8.75,9.75,18.75,0.0,10.0,0.0,13.75,39.75,62.5,62.5,25.25,26.25,0.0,0.0,0.0,27.25,0.0,23.75,11.5,0.0,10.0,0.0,0.0,
