,2020-03-01,2020-03-08,2020-03-15,2020-03-22,2020-03-29,2020-04-05,2020-04-12,2020-04-19,2020-04-26,2020-05-03,2020-05-10,2020-05-17,2020-05-24,2020-05-31,2020-06-07,2020-06-14,2020-06-21,2020-06-28,2020-07-05,2020-07-12,2020-07-19,2020-07-26,2020-08-02,2020-08-09,2020-08-16,2020-08-23,2020-08-30,2020-09-06,2020-09-13,2020-09-20,2020-09-27,2020-10-04,2020-10-11,2020-10-18,2020-10-25,2020-11-01,2020-11-08,2020-11-15,2020-11-22,2020-11-29,2020-12-06,2020-12-13,2020-12-20,2020-12-27,2021-01-03,2021-01-10,2021-01-17,2021-01-24,2021-01-31,2021-02-07,2021-02-14,2021-02-21,2021-02-28,2021-03-07,2021-03-14,2021-03-21,2021-03-28,2021-04-04,2021-04-11,2021-04-18,2021-04-25,2021-05-02,2021-05-09,2021-05-16,2021-05-23,2021-05-30,2021-06-06,2021-06-13,2021-06-20,2021-06-27,2021-07-04,2021-07-11,2021-07-18,2021-07-25,2021-08-01,2021-08-08,2021-08-15,2021-08-22,2021-08-29,2021-09-05,2021-09-12,2021-09-19,2021-09-26,2021-10-03,2021-10-10,2021-10-17,2021-10-24,2021-10-31,2021-11-07,2021-11-14,2021-11-21,2021-11-28,2021-12-05,2021-12-12,2021-12-19,2021-12-26,2022-01-02,2022-01-09,2022-01-16,2022-01-23,2022-01-30,2022-02-06,2022-02-13,2022-02-20,2022-02-27,2022-03-06,2022-03-13,2022-03-20,2022-03-27,2022-04-03,2022-04-10,2022-04-17,2022-04-24,2022-05-01,2022-05-08,2022-05-15,2022-05-22,2022-05-29,2022-06-05,2022-06-12,2022-06-19,2022-06-26,2022-07-03,2022-07-10,2022-07-17,2022-07-24,2022-07-31,2022-08-07,2022-08-14,2022-08-21,2022-08-28,2022-09-04,2022-09-11,2022-09-18,2022-09-25,2022-10-02,2022-10-09,2022-10-16,2022-10-23,2022-10-30,2022-11-06,2022-11-13,2022-11-20,2022-11-27,2022-12-04,2022-12-11,2022-12-18,2022-12-25
39,,,,,,,22.75,0.0,11.0,26.25,29.0,38.5,5.5,7.75,8.75,0.0,0.0,6.5,29.5,20.5,16.75,36.5,28.0,20.0,0.0,19.5,37.75,0.0,0.0,9.5,9.5,0.0,0.0,53.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,30.25,75.0,20.25,0.0,0.0,0.0,0.0,0.0,35.5,26.75,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,,,,,,,17.25,0.0,24.75,32.25,21.5,39.0,7.0,0.0,8.0,0.0,0.0,16.75,57.75,18.5,8.75,40.75,17.0,27.0,17.5,24.0,31.75,0.0,0.0,23.25,22.75,0.0,0.0,25.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,36.75,8.0,0.0,0.0,0.0,17.75,0.0,56.5,16.5,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,,,,,,,25.5,21.5,20.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,6.75,19.25,61.0,50.0,32.25,29.0,14.0,0.0,6.25,0.0,3.0,0.0,0.0,0.0,0.0,6.75,0.0,6.5,10.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.75,64.25,0.0,11.5,54.0,46.0,7.25,0.0,30.25,31.5,0.0,33.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,,,,,,,10.25,30.0,0.0,0.0,14.5,33.25,0.0,10.5,25.5,0.0,12.5,87.75,17.25,49.0,41.5,20.5,40.5,20.75,25.0,25.0,0.0,42.75,19.75,32.75,0.0,0.0,13.0,41.75,22.0,9.0,0.0,27.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,22.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,,,,,,,40.5,0.0,18.25,37.75,21.75,21.0,13.5,7.0,15.0,0.0,0.0,17.25,41.75,8.0,36.25,31.5,19.0,26.75,36.0,9.0,34.0,0.0,0.0,27.0,24.25,0.0,0.0,16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,82.0,12.25,0.0,0.0,0.0,0.0,20.5,0.0,16.75,59.5,0.0,7.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,,,,,,,25.25,0.0,22.5,20.25,0.0,0.0,0.0,4.75,0.0,0.0,20.25,0.0,6.5,27.5,61.5,82.5,39.25,4.75,17.0,9.75,5.25,0.0,10.25,0.0,15.5,0.0,0.0,6.25,0.0,20.5,4.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,48.0,0.0,7.25,23.0,33.5,0.0,19.25,0.0,26.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,,,,,,,,0.0,32.5,14.5,25.0,37.75,10.5,0.0,8.5,0.0,0.0,0.0,15.0,6.75,20.0,21.75,24.5,55.0,8.25,23.25,38.5,0.0,0.0,20.75,14.5,0.0,0.0,24.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,33.5,0.0,0.0,0.0,0.0,17.5,0.0,66.75,9.25,0.0,6.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,,,,,,,,0.0,17.5,21.25,0.0,0.0,0.0,5.0,0.0,0.0,21.5,0.0,13.5,34.5,71.5,57.75,40.75,11.75,17.25,16.25,6.5,0.0,17.0,0.0,22.0,0.0,0.0,6.5,0.0,15.25,4.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,59.0,0.0,7.75,22.75,49.5,0.0,27.5,0.0,39.5,0.0,7.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,,,,,,,,37.5,0.0,7.75,7.25,19.25,0.0,6.25,0.0,7.0,14.5,38.0,0.0,19.5,60.5,34.75,23.0,8.0,8.25,29.0,0.0,33.5,18.75,7.75,6.75,0.0,20.0,13.0,12.75,8.0,15.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.25,35.25,0.0,8.25,20.75,27.75,9.75,9.75,8.75,8.25,7.5,17.25,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,,,,,,,,,25.0,47.75,27.75,49.75,0.0,7.5,19.0,0.0,0.0,0.0,53.0,31.5,23.75,38.25,42.5,21.25,40.75,18.25,27.25,0.0,0.0,19.0,20.25,0.0,0.0,12.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.5,0.0,0.0,0.0,0.0,41.25,65.5,0.0,0.0,0.0,0.0,26.5,0.0,69.0,19.25,30.25,9.25,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,,,,,,,,,7.75,27.75,0.0,0.0,0.0,15.5,0.0,0.0,20.0,0.0,6.5,38.75,100.0,50.5,13.25,32.5,26.0,7.25,6.0,0.0,13.25,0.0,11.5,0.0,0.0,0.0,0.0,24.0,17.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,40.25,0.0,0.0,26.75,17.0,0.0,0.0,6.75,26.75,0.0,15.0,7.25,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,,,,,,,,,13.0,5.75,11.0,51.0,0.0,16.75,0.0,0.0,17.5,21.25,41.75,42.75,68.0,55.25,27.25,0.0,56.25,21.0,0.0,12.75,5.75,0.0,0.0,0.0,20.25,0.0,21.25,18.75,5.75,20.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.75,14.5,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,32.75,6.75,19.5,5.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,,,,,,,,,43.0,26.5,19.0,28.5,0.0,5.25,0.0,0.0,0.0,18.5,15.25,17.25,6.75,18.25,17.5,54.5,0.0,30.5,41.0,0.0,0.0,0.0,6.0,0.0,0.0,22.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.25,69.25,12.0,0.0,0.0,0.0,21.5,0.0,43.75,22.5,7.0,6.25,5.75,34.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,,,,,,,,,33.75,0.0,0.0,37.5,0.0,5.25,0.0,12.0,18.5,50.25,13.0,97.0,28.75,15.75,62.0,0.0,36.0,6.25,0.0,44.25,6.5,0.0,0.0,0.0,25.75,12.0,25.25,20.0,0.0,10.75,0.0,0.0,0.0,0.0,0.0,0.0,37.75,0.0,31.0,0.0,0.0,0.0,21.25,0.0,0.0,0.0,0.0,19.0,44.75,17.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,,,,,,,,,24.75,0.0,10.75,81.0,0.0,19.5,0.0,10.75,0.0,80.5,57.5,68.25,0.0,28.25,27.25,22.5,24.5,56.75,0.0,25.0,22.25,9.75,0.0,0.0,32.75,35.75,24.25,22.75,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,13.25,0.0,45.0,0.0,0.0,0.0,15.25,0.0,0.0,0.0,0.0,22.25,10.75,10.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,,,,,,,,,,38.25,25.25,47.75,7.75,22.25,0.0,0.0,0.0,0.0,42.5,0.0,6.5,33.25,19.5,58.5,0.0,27.75,49.0,0.0,0.0,20.25,26.25,0.0,0.0,9.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,0.0,0.0,0.0,0.0,40.5,53.0,22.5,0.0,0.0,0.0,18.5,0.0,41.75,37.0,0.0,0.0,19.5,24.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,,,,,,,,,,0.0,20.25,61.0,0.0,17.25,0.0,8.25,24.0,43.75,23.0,93.5,66.0,44.25,37.75,9.75,21.25,34.75,0.0,19.0,9.5,17.75,0.0,0.0,23.75,13.25,30.75,22.5,0.0,22.25,0.0,0.0,0.0,0.0,0.0,0.0,32.75,0.0,11.5,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,32.0,38.0,12.25,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,,,,,,,,,,0.0,0.0,60.75,0.0,24.25,0.0,12.0,28.0,60.25,44.75,70.5,44.25,27.0,46.5,8.75,33.25,21.75,0.0,22.75,8.25,13.0,0.0,0.0,45.75,0.0,34.5,17.0,0.0,12.75,0.0,0.0,0.0,0.0,0.0,0.0,10.25,0.0,29.25,0.0,0.0,0.0,20.5,0.0,0.0,0.0,0.0,8.0,8.75,28.25,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,,,,,,,,,,29.25,15.0,29.0,10.0,10.25,11.0,0.0,0.0,13.25,38.0,0.0,25.5,32.25,11.75,12.75,28.75,12.5,27.25,0.0,0.0,12.0,15.5,0.0,0.0,30.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,79.25,61.75,0.0,0.0,0.0,0.0,32.25,0.0,25.75,28.25,16.75,0.0,20.0,25.5,10.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,,,,,,,,,,0.0,30.25,52.25,0.0,26.0,0.0,18.0,10.75,43.25,41.75,55.5,54.0,53.5,9.75,10.5,23.75,30.0,0.0,30.0,8.75,0.0,0.0,0.0,21.0,11.25,31.25,13.5,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,29.25,0.0,28.0,0.0,0.0,0.0,12.25,0.0,0.0,0.0,0.0,24.75,45.75,22.5,0.0,0.0,20.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,,,,,,,,,,0.0,7.0,57.0,0.0,12.75,0.0,10.25,19.0,65.75,35.25,65.0,28.25,22.25,33.75,14.5,16.5,19.75,0.0,40.25,15.25,11.75,0.0,0.0,27.25,14.5,34.5,0.0,0.0,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.5,21.5,7.5,0.0,0.0,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,,,,,,,,,,,11.0,21.5,0.0,16.75,0.0,0.0,11.75,75.0,44.25,67.25,42.0,32.75,23.75,26.25,29.0,32.75,0.0,48.5,7.5,12.0,0.0,0.0,19.25,14.5,55.5,8.5,0.0,19.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.5,22.5,7.75,0.0,0.0,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,,,,,,,,,,,17.75,57.5,0.0,0.0,16.75,0.0,0.0,6.5,64.5,6.75,46.5,39.0,21.0,46.75,48.75,12.75,55.5,0.0,0.0,26.5,14.5,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.5,36.0,15.75,0.0,0.0,0.0,24.25,0.0,86.75,8.5,23.0,11.75,24.25,13.75,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,,,,,,,,,,,0.0,41.75,0.0,24.0,0.0,10.75,19.5,35.0,13.0,46.5,47.0,62.75,29.0,18.75,38.5,25.0,0.0,22.75,25.0,7.5,0.0,0.0,25.25,26.5,31.5,17.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.25,10.0,0.0,0.0,10.25,0.0,0.0,8.5,0.0,7.75,19.75,44.0,28.0,0.0,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,,,,,,,,,,,22.75,58.75,10.5,0.0,18.25,0.0,0.0,0.0,33.25,36.0,36.25,14.25,23.25,47.5,11.75,59.5,21.0,0.0,0.0,35.75,8.75,0.0,0.0,23.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.25,0.0,0.0,0.0,0.0,57.5,60.75,0.0,0.0,0.0,0.0,29.0,0.0,49.25,62.25,12.75,11.25,73.25,65.25,34.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,,,,,,,,,,,22.0,57.75,9.75,0.0,18.25,0.0,0.0,0.0,33.25,34.75,36.0,14.25,23.25,47.25,11.75,58.5,20.5,0.0,0.0,35.5,8.75,0.0,0.0,22.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.5,0.0,0.0,0.0,0.0,57.75,60.75,0.0,0.0,0.0,0.0,29.0,0.0,49.25,61.5,12.75,11.25,72.5,65.0,33.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,,,,,,,,,,,11.5,88.25,0.0,0.0,0.0,22.75,12.25,80.25,41.0,48.75,33.25,24.5,36.25,12.75,24.75,7.75,0.0,33.25,20.0,19.0,0.0,0.0,24.75,32.0,33.25,0.0,0.0,20.25,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,15.75,0.0,0.0,0.0,9.5,0.0,0.0,0.0,0.0,31.75,57.0,11.5,0.0,0.0,11.5,23.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,,,,,,,,,,,25.75,74.75,0.0,15.5,0.0,0.0,0.0,20.0,47.25,18.75,28.0,23.0,25.0,65.0,18.75,26.75,47.0,0.0,0.0,18.25,0.0,0.0,0.0,41.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,39.75,24.5,23.25,0.0,0.0,0.0,30.75,0.0,58.5,42.5,12.25,21.5,10.25,6.75,9.75,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,,,,,,,,,,,9.0,41.25,0.0,24.0,0.0,8.5,37.25,16.0,40.25,26.5,76.75,34.75,30.0,38.0,0.0,28.75,10.0,28.25,0.0,9.75,0.0,0.0,19.25,18.5,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,24.75,0.0,14.0,0.0,0.0,0.0,25.0,12.0,0.0,11.5,10.75,28.25,20.25,28.0,0.0,9.75,0.0,27.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,,,,,,,,,,,,76.75,10.25,6.0,11.5,0.0,0.0,7.5,47.25,20.75,28.5,9.0,25.0,78.0,20.25,28.75,37.25,0.0,0.0,30.25,0.0,0.0,0.0,16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,24.0,41.0,23.25,0.0,0.0,0.0,30.75,0.0,58.5,18.75,0.0,22.25,0.0,18.5,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,,,,,,,,,,,,24.0,0.0,6.75,0.0,0.0,26.75,55.5,63.25,77.75,80.0,38.25,33.25,8.25,31.75,34.0,0.0,40.5,0.0,22.0,0.0,0.0,20.25,20.5,32.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,0.0,0.0,0.0,0.0,0.0,14.25,0.0,0.0,0.0,0.0,27.75,9.0,22.0,0.0,0.0,0.0,7.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,,,,,,,,,,,,49.5,0.0,0.0,21.75,0.0,0.0,0.0,31.5,20.5,26.5,29.5,27.5,32.5,0.0,13.25,49.75,0.0,0.0,19.25,18.5,0.0,0.0,34.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.75,65.75,16.0,0.0,0.0,0.0,8.25,0.0,69.0,58.75,7.0,18.25,17.25,48.75,36.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,,,,,,,,,,,,20.0,7.75,18.25,8.5,0.0,0.0,9.75,45.0,16.5,16.75,66.25,26.25,21.0,20.5,39.25,53.75,0.0,0.0,14.25,17.0,0.0,0.0,31.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.75,0.0,0.0,0.0,0.0,55.0,39.5,12.25,0.0,0.0,0.0,16.5,0.0,43.25,52.0,9.25,26.75,33.5,38.25,13.5,0.0,9.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,,,,,,,,,,,,82.0,0.0,0.0,0.0,0.0,0.0,70.0,46.5,65.75,48.0,21.5,18.75,19.75,8.5,34.75,0.0,39.75,8.75,10.0,0.0,0.0,18.75,0.0,8.5,8.75,0.0,28.75,0.0,0.0,0.0,0.0,0.0,0.0,10.5,0.0,23.5,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,19.25,42.5,17.75,0.0,0.0,8.75,9.25,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,,,,,,,,,,,,,9.25,14.5,25.75,0.0,0.0,7.0,78.75,0.0,20.0,27.25,29.5,25.0,12.5,6.5,34.0,0.0,0.0,31.0,6.25,0.0,0.0,39.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.75,0.0,0.0,0.0,0.0,47.25,64.5,15.25,0.0,0.0,0.0,7.75,0.0,63.5,35.0,13.25,0.0,11.25,40.5,33.25,0.0,33.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,,,,,,,,,,,,,0.0,7.5,0.0,0.0,0.0,19.0,55.25,12.5,19.0,11.25,35.0,52.25,52.5,9.25,47.75,0.0,0.0,9.25,8.25,0.0,0.0,38.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.25,75.25,11.25,0.0,0.0,0.0,26.0,0.0,27.0,30.75,23.0,19.25,43.0,32.5,16.75,0.0,20.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,,,,,,,,,,,,,0.0,0.0,0.0,22.0,11.75,49.0,25.0,18.25,37.5,7.5,26.75,30.25,18.25,36.25,0.0,23.5,34.25,23.25,5.75,0.0,49.0,0.0,37.25,12.75,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.25,15.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,45.5,11.75,0.0,0.0,11.0,16.5,40.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,,,,,,,,,,,,,22.5,24.5,9.0,0.0,0.0,11.5,17.25,0.0,39.25,46.25,10.5,62.0,16.0,0.0,48.0,0.0,0.0,6.5,10.0,0.0,0.0,40.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.25,0.0,0.0,0.0,0.0,35.5,47.5,21.75,0.0,0.0,0.0,7.75,0.0,55.0,63.5,18.5,6.25,18.25,23.25,25.5,0.0,16.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,17.25,63.25,8.25,24.25,18.25,16.75,24.0,16.5,14.75,38.75,0.0,0.0,16.75,8.0,0.0,0.0,30.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.75,0.0,0.0,0.0,0.0,46.0,46.75,18.25,0.0,0.0,0.0,19.75,0.0,48.5,30.25,0.0,8.25,26.0,6.0,28.75,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,,,,,,,,,,,,,0.0,8.5,0.0,9.5,11.75,83.25,25.0,47.5,40.25,47.25,15.75,10.75,18.5,25.75,0.0,38.25,35.25,10.25,0.0,0.0,12.0,0.0,37.5,22.25,0.0,29.75,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,23.25,0.0,0.0,0.0,24.25,0.0,0.0,0.0,0.0,12.5,7.0,6.25,0.0,0.0,0.0,9.75,9.75,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,,,,,,,,,,,,,,0.0,9.25,0.0,0.0,19.0,55.0,8.25,26.25,30.0,7.25,15.0,36.25,6.5,13.75,0.0,0.0,8.5,8.0,0.0,0.0,21.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.25,0.0,0.0,0.0,0.0,60.0,60.5,19.75,0.0,0.0,0.0,10.0,0.0,39.75,50.5,0.0,17.25,26.0,6.0,30.25,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,,,,,,,,,,,,,,16.0,9.0,0.0,0.0,9.25,73.25,18.5,31.25,46.5,22.0,48.25,28.5,30.5,69.75,0.0,0.0,9.25,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.25,0.0,0.0,0.0,0.0,36.5,59.5,10.75,0.0,0.0,0.0,0.0,0.0,28.5,27.0,20.5,8.25,16.75,34.0,52.0,0.0,26.75,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
