ISO3_CODE,BOL,BOL,BOL,BOL,BOL,BOL,BOL,BOL,BOL,PRY,PRY,PRY,PRY,PRY,PRY,PRY,PRY,PRY,PRY,PRY,PRY,PRY,PRY,PRY,PRY,PRY
ADM1_ISOCODE,BO-B,BO-C,BO-H,BO-L,BO-N,BO-O,BO-P,BO-S,BO-T,PY-01,PY-02,PY-03,PY-04,PY-05,PY-06,PY-07,PY-08,PY-09,PY-10,PY-11,PY-12,PY-14,PY-16,PY-19,PY-ASU,PY-15
2021-05-13,,,,,,,,,,149,177,289,224,417,91,432,83,236,793,2937,88,78,13,54,1234,0
2021-05-14,694,1832,826,2025,292,803,467,5794,676,150,177,295,225,420,91,438,83,237,794,2963,88,78,13,54,1244,0
2021-05-15,697,1834,829,2031,292,810,471,5810,677,150,178,295,227,423,93,444,83,238,794,2982,88,78,14,55,1254,0
2021-05-16,699,1835,836,2038,292,815,471,5823,684,154,180,298,230,425,93,447,84,241,796,3006,88,80,14,55,1266,0
2021-05-17,702,1835,841,2042,292,825,471,5824,685,157,182,300,231,428,99,457,86,243,803,3043,88,81,14,55,1284,0
2021-05-18,706,1843,850,2049,292,838,476,5825,687,159,186,304,235,431,100,457,90,250,810,3098,88,81,15,55,1299,0
2021-05-19,711,1850,853,2056,292,846,479,5858,690,163,190,307,241,442,102,466,91,251,820,3135,88,84,15,55,1312,0
2021-05-20,712,1863,861,2060,293,854,480,5878,692,163,193,311,242,447,104,470,95,253,832,3182,89,84,15,55,1324,0
2021-05-21,719,1883,866,2065,293,862,483,5915,694,164,193,316,246,450,104,481,97,258,841,3224,91,84,15,55,1342,0
2021-05-22,729,1898,869,2072,294,872,491,5935,696,167,194,318,255,456,106,495,97,278,845,3260,91,89,15,55,1354,0
2021-05-23,730,1912,877,2073,295,881,496,5947,699,169,198,325,262,464,108,510,97,281,851,3307,91,90,16,57,1371,0
2021-05-24,734,1927,886,2077,295,888,498,5961,699,170,202,328,267,475,110,520,97,281,867,3352,91,91,17,57,1385,0
2021-05-25,740,1948,894,2081,295,899,502,5964,701,181,205,333,271,479,112,527,103,283,890,3390,92,93,17,57,1394,0
2021-05-26,742,1976,904,2088,295,915,505,5994,705,181,207,336,273,485,112,529,105,287,901,3448,93,94,17,58,1406,0
2021-05-27,744,1997,910,2095,296,923,513,6037,711,181,209,341,274,485,114,535,108,289,906,3498,95,94,17,58,1426,0
2021-05-28,750,2021,912,2103,296,930,517,6061,722,183,217,343,274,487,115,542,109,290,915,3531,97,94,17,58,1446,0
2021-05-29,754,2034,923,2109,296,943,522,6070,726,187,218,349,276,500,115,546,110,291,929,3566,97,96,17,58,1456,0
2021-05-30,756,2046,933,2116,296,948,524,6089,727,188,221,351,282,504,116,553,111,294,933,3615,99,97,17,58,1462,0
2021-05-31,757,2052,940,2120,296,956,525,6098,728,188,223,356,285,507,121,560,115,295,945,3654,103,101,17,59,1474,0
2021-06-01,759,2065,947,2127,297,965,531,6104,729,,,,,,,,,,,,,,,,,
2021-06-02,764,2076,959,2134,298,981,537,6158,732,,,,,,,,,,,,,,,,,
2021-06-03,766,2088,967,2143,298,994,542,6199,735,,,,,,,,,,,,,,,,,
