,2020-03-01,2020-03-08,2020-03-15,2020-03-22,2020-03-29,2020-04-05,2020-04-12,2020-04-19,2020-04-26,2020-05-03,2020-05-10,2020-05-17,2020-05-24,2020-05-31,2020-06-07,2020-06-14,2020-06-21,2020-06-28,2020-07-05,2020-07-12,2020-07-19,2020-07-26,2020-08-02,2020-08-09,2020-08-16,2020-08-23,2020-08-30,2020-09-06,2020-09-13,2020-09-20,2020-09-27,2020-10-04,2020-10-11,2020-10-18,2020-10-25,2020-11-01,2020-11-08,2020-11-15,2020-11-22,2020-11-29,2020-12-06,2020-12-13,2020-12-20,2020-12-27,2021-01-03,2021-01-10,2021-01-17,2021-01-24,2021-01-31,2021-02-07,2021-02-14,2021-02-21,2021-02-28,2021-03-07,2021-03-14,2021-03-21
11,,0.0,4.25,27.5,20.75,28.25,17.75,0.0,11.75,23.75,26.75,12.75,8.5,49.5,23.25,19.25,71.75,57.5,41.5,28.75,69.0,30.0,35.5,67.25,76.75,22.75,8.25,14.0,5.5,28.75,8.25,3.5,17.5,7.75,0.0,11.75,23.5,35.5,22.25,37.5,3.75,9.5,26.25,39.0,10.5,41.5,47.0,32.5,20.5,23.0,8.5,18.0,,,,
12,,0.0,16.0,21.25,20.75,31.5,0.0,32.25,11.0,15.75,55.5,38.0,31.25,32.75,13.75,45.25,67.25,20.75,89.75,10.25,65.5,53.25,53.5,49.5,32.5,69.75,4.25,8.25,0.0,5.0,8.75,27.75,5.75,15.25,10.5,0.0,0.0,12.75,12.75,28.0,12.0,21.0,17.75,23.5,23.75,41.75,59.25,62.0,27.75,11.5,11.25,39.25,,,,
13,,0.0,21.5,17.25,9.0,18.25,0.0,40.0,4.5,9.75,47.75,30.75,32.25,16.75,38.0,35.5,34.5,22.0,71.25,4.5,83.0,63.0,44.25,45.25,45.25,37.0,7.75,15.75,0.0,12.75,16.5,17.75,14.5,15.75,0.0,4.5,0.0,4.25,5.75,15.5,9.25,15.75,10.5,28.5,10.0,31.75,79.5,60.0,5.0,15.0,37.25,69.5,,,,
14,,0.0,12.5,20.0,4.75,18.25,0.0,21.25,6.25,8.25,54.0,61.25,50.0,32.5,36.0,39.5,25.5,14.0,74.5,5.0,74.0,38.5,56.5,40.25,58.0,56.0,17.25,17.75,11.25,8.25,15.5,0.0,15.0,22.5,11.25,6.0,0.0,3.5,12.75,45.25,30.0,18.25,7.25,37.0,10.75,50.75,65.0,61.5,12.25,0.0,13.75,23.5,,,,
15,,0.0,24.25,31.25,10.5,25.25,5.25,24.0,13.0,26.5,5.25,26.75,17.5,45.25,33.75,35.0,51.25,37.0,53.0,29.75,54.5,62.5,22.5,27.25,57.75,26.25,16.0,7.5,21.75,25.5,27.25,12.0,18.0,11.25,14.25,0.0,11.0,11.0,5.5,37.75,18.75,13.0,14.5,50.0,20.0,25.5,79.0,47.25,8.25,16.5,41.5,20.5,,,,
16,,0.0,0.0,27.5,28.0,34.5,35.0,18.25,7.5,25.0,28.0,7.25,4.5,24.25,20.5,17.0,52.25,60.5,16.25,33.75,23.0,14.75,28.75,55.0,55.0,0.0,19.75,15.5,13.0,20.0,9.25,30.5,25.5,7.75,17.25,4.75,36.25,15.5,14.75,35.75,10.5,10.5,11.5,58.0,13.5,53.25,13.5,8.25,11.25,16.25,34.25,0.0,,,,
17,,0.0,0.0,22.0,18.25,26.0,35.25,20.25,8.25,20.25,15.5,15.0,7.25,24.25,3.5,23.75,35.0,23.0,27.0,42.75,38.75,15.5,39.25,30.0,24.5,13.0,15.75,10.75,4.5,21.5,0.0,15.25,11.75,15.75,12.25,10.75,16.0,18.0,13.0,16.75,8.5,7.5,28.75,45.0,13.0,30.75,35.75,36.75,13.0,8.25,27.25,14.25,,,,
18,,0.0,0.0,34.0,27.5,28.25,38.75,12.5,19.0,16.25,18.5,0.0,0.0,36.25,17.5,16.0,63.75,49.25,29.25,80.25,56.75,3.75,26.0,40.5,58.5,10.25,8.25,26.0,7.5,43.25,0.0,29.25,24.75,12.5,20.75,11.75,17.5,17.25,26.5,6.0,6.0,6.5,45.5,46.75,8.0,49.5,19.25,14.25,20.25,5.0,28.25,7.0,,,,
19,,0.0,6.25,14.25,0.0,9.25,26.75,26.75,31.5,14.0,17.25,31.75,18.75,0.0,25.25,5.25,36.25,52.25,60.0,3.5,3.5,34.25,41.25,25.75,21.25,28.75,10.0,0.0,26.5,8.0,35.75,0.0,0.0,0.0,0.0,0.0,35.0,0.0,29.75,6.0,0.0,17.5,21.75,79.25,72.25,71.75,60.25,40.75,53.0,25.25,28.25,51.25,0.0,,,
20,,0.0,10.5,28.75,13.25,19.25,0.0,24.75,5.25,4.25,41.5,36.0,18.25,21.5,21.75,41.75,46.0,4.25,60.75,0.0,62.0,60.0,51.0,19.5,45.75,60.75,0.0,12.25,14.25,8.0,7.75,21.75,9.75,14.25,0.0,5.0,0.0,15.25,5.25,24.0,15.0,33.75,0.0,28.75,10.5,42.5,61.75,62.5,19.5,14.75,43.5,15.5,50.5,,,
21,,0.0,0.0,26.75,36.75,29.5,56.25,10.75,10.75,14.0,23.75,9.75,9.25,38.5,8.0,20.0,60.0,47.5,8.75,35.0,31.25,16.75,30.75,37.0,53.5,4.0,20.0,21.25,0.0,24.25,4.75,26.0,13.25,25.5,20.0,0.0,16.25,41.75,24.75,28.75,0.0,8.75,39.25,18.0,6.5,49.25,39.0,21.5,12.0,12.75,11.75,0.0,92.25,,,
22,,,0.0,40.5,31.0,24.75,49.25,16.25,0.0,5.25,25.5,0.0,0.0,39.25,21.75,25.25,89.25,22.5,25.25,42.75,43.25,4.5,37.75,47.0,45.75,9.0,30.25,30.0,5.25,18.5,9.25,26.25,5.25,5.25,10.5,22.5,18.5,16.5,13.0,47.0,13.25,10.75,41.75,49.75,6.0,48.25,38.75,39.25,6.0,18.75,17.75,8.5,72.25,,,
23,,,3.5,14.25,0.0,21.5,8.25,8.25,14.0,19.5,9.0,24.25,13.0,0.0,15.5,10.75,24.0,31.0,39.25,5.25,6.0,30.75,24.25,7.25,2.5,19.25,13.0,0.0,25.25,2.5,12.25,0.0,0.0,0.0,8.75,0.0,6.25,10.75,11.5,6.0,14.25,3.0,10.75,32.75,49.5,24.0,46.75,31.0,24.5,21.0,3.25,37.5,0.0,,,
24,,,,16.0,0.0,26.25,5.75,5.75,16.25,37.5,39.5,26.5,5.25,0.0,37.25,24.25,39.25,29.5,51.0,0.0,0.0,50.25,51.25,27.25,16.75,30.5,19.0,0.0,48.0,18.5,37.75,0.0,0.0,0.0,6.0,0.0,22.5,0.0,23.25,17.0,6.0,16.5,13.75,48.0,59.5,46.25,45.25,52.5,39.5,64.75,12.5,41.0,0.0,40.0,,
25,,,,39.5,14.75,30.5,37.0,10.25,7.75,22.0,19.5,6.0,5.75,36.5,10.75,16.5,60.25,71.75,19.0,60.0,31.0,8.25,15.5,73.25,57.75,6.5,22.25,27.0,4.0,12.25,6.75,13.0,12.5,28.0,15.75,26.5,12.5,35.5,12.0,19.0,12.0,14.0,20.5,37.75,0.0,33.5,26.5,21.0,18.0,28.5,17.75,7.0,89.25,67.75,,
26,,,,11.75,0.0,16.0,11.5,12.5,28.75,19.25,27.75,26.25,15.75,0.0,34.75,21.5,13.75,47.25,31.0,9.5,9.25,37.25,33.5,27.25,14.5,38.0,24.75,0.0,27.0,23.0,27.5,0.0,0.0,0.0,11.75,0.0,15.75,32.25,37.0,22.75,17.75,22.5,6.25,78.0,80.75,41.25,69.5,58.0,44.75,17.5,28.75,40.5,0.0,34.75,,
27,,,,42.5,33.0,17.0,22.5,17.25,0.0,18.5,28.0,6.25,4.75,37.0,22.0,23.75,74.5,56.5,9.75,51.5,39.0,5.25,39.75,59.0,66.0,11.0,9.5,18.5,13.0,34.5,5.0,26.75,0.0,23.75,23.25,5.0,30.75,38.75,19.5,26.75,12.75,0.0,42.0,54.25,0.0,39.0,38.0,40.25,13.25,6.75,13.75,7.25,36.25,49.0,,
