,2020-03-01,2020-03-08,2020-03-15,2020-03-22,2020-03-29,2020-04-05,2020-04-12,2020-04-19,2020-04-26,2020-05-03,2020-05-10,2020-05-17,2020-05-24,2020-05-31,2020-06-07,2020-06-14,2020-06-21,2020-06-28,2020-07-05,2020-07-12,2020-07-19,2020-07-26,2020-08-02,2020-08-09,2020-08-16,2020-08-23,2020-08-30,2020-09-06,2020-09-13,2020-09-20,2020-09-27,2020-10-04,2020-10-11,2020-10-18,2020-10-25,2020-11-01,2020-11-08,2020-11-15,2020-11-22,2020-11-29,2020-12-06,2020-12-13,2020-12-20,2020-12-27,2021-01-03,2021-01-10,2021-01-17,2021-01-24,2021-01-31,2021-02-07,2021-02-14,2021-02-21,2021-02-28,2021-03-07,2021-03-14,2021-03-21,2021-03-28,2021-04-04,2021-04-11,2021-04-18,2021-04-25,2021-05-02,2021-05-09,2021-05-16,2021-05-23,2021-05-30,2021-06-06,2021-06-13,2021-06-20,2021-06-27,2021-07-04,2021-07-11,2021-07-18,2021-07-25,2021-08-01,2021-08-08,2021-08-15,2021-08-22,2021-08-29,2021-09-05,2021-09-12,2021-09-19,2021-09-26,2021-10-03,2021-10-10,2021-10-17,2021-10-24,2021-10-31,2021-11-07,2021-11-14,2021-11-21,2021-11-28,2021-12-05,2021-12-12,2021-12-19,2021-12-26,2022-01-02,2022-01-09,2022-01-16,2022-01-23,2022-01-30,2022-02-06,2022-02-13,2022-02-20
28,,,,0.0,0.0,0.0,13.75,0.0,56.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,21.25,51.5,27.25,0.0,0.0,0.0,0.0,50.0,20.25,0.0,87.5,0.0,20.25,33.0,20.25,0.0,20.75,0.0,0.0,65.5,0.0,25.0,0.0,44.5,0.0,66.5,0.0,0.0,0.0,0.0,0.0,0.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,,,,0.0,0.0,24.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.5,48.25,10.0,0.0,0.0,0.0,0.0,7.25,30.25,0.0,0.0,0.0,7.0,0.0,0.0,19.25,47.25,25.0,0.0,24.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,19.25,91.75,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,,,,0.0,0.0,46.25,0.0,0.0,0.0,0.0,0.0,0.0,66.25,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.5,0.0,0.0,22.25,41.25,0.0,0.0,21.0,0.0,21.25,0.0,20.0,40.5,0.0,22.5,0.0,0.0,20.75,0.0,23.25,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,67.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,,,,,0.0,0.0,0.0,0.0,19.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.25,0.0,0.0,0.0,20.5,47.5,38.25,0.0,0.0,0.0,0.0,65.75,60.75,0.0,61.25,0.0,47.25,42.5,25.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,42.5,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,43.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,46.75,14.75,0.0,0.0,0.0,0.0,16.75,10.5,0.0,0.0,0.0,9.0,0.0,0.0,29.25,39.0,11.5,0.0,35.25,0.0,0.0,44.75,0.0,0.0,0.0,0.0,0.0,31.5,74.5,0.0,18.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,,,,,0.0,0.0,52.75,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.5,0.0,0.0,27.0,12.0,23.25,0.0,21.25,0.0,0.0,0.0,47.25,0.0,0.0,25.0,0.0,12.0,37.5,26.5,0.0,25.25,0.0,0.0,43.25,0.0,14.25,0.0,13.25,0.0,30.5,0.0,0.0,0.0,0.0,0.0,0.0,38.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.25,77.5,38.5,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,30.25,0.0,0.0,27.75,38.25,41.25,0.0,23.5,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,21.75,69.0,0.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,,,,,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.75,0.0,0.0,13.75,28.5,11.75,29.0,11.25,0.0,0.0,0.0,12.0,35.75,0.0,38.5,0.0,34.75,48.0,52.0,0.0,50.25,0.0,0.0,0.0,0.0,0.0,0.0,27.75,0.0,15.75,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.75,49.5,29.0,0.0,0.0,0.0,0.0,10.25,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.25,19.25,0.0,44.0,0.0,0.0,75.75,0.0,0.0,0.0,0.0,0.0,8.75,83.75,0.0,15.25,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,,,,,,0.0,44.0,0.0,20.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.75,0.0,0.0,0.0,21.0,40.75,17.25,16.75,0.0,0.0,0.0,0.0,22.0,0.0,41.5,0.0,0.0,88.5,21.5,0.0,21.5,0.0,0.0,48.5,0.0,50.0,0.0,46.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.75,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,,,,,,0.0,36.25,0.0,59.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.25,0.0,0.0,39.0,34.5,29.0,9.75,17.5,0.0,0.0,0.0,44.0,43.75,0.0,64.75,0.0,50.5,57.0,0.0,0.0,25.75,0.0,0.0,14.0,0.0,55.25,0.0,35.0,0.0,14.75,0.0,0.0,0.0,0.0,0.0,0.0,35.5,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.25,36.25,9.75,0.0,0.0,0.0,0.0,22.75,13.25,0.0,0.0,0.0,8.5,0.0,0.0,20.75,63.25,13.25,0.0,0.0,0.0,0.0,14.25,0.0,0.0,0.0,0.0,0.0,12.0,40.25,0.0,29.75,48.5,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.5,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,12.75,0.0,0.0,10.75,11.25,0.0,23.0,8.75,0.0,40.25,0.0,35.25,57.0,0.0,0.0,0.0,0.0,22.5,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,13.75,0.0,0.0,59.25,34.5,59.75,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.5,39.0,6.75,0.0,0.0,0.0,0.0,10.0,9.75,0.0,0.0,0.0,38.25,0.0,0.0,39.5,29.25,25.0,0.0,9.0,0.0,0.0,68.25,0.0,0.0,0.0,0.0,0.0,33.25,82.0,0.0,8.5,25.0,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,,,,,,,32.5,0.0,49.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.5,0.0,0.0,72.5,31.25,11.25,46.25,27.0,0.0,0.0,0.0,18.25,34.25,0.0,30.25,0.0,0.0,32.0,11.75,0.0,38.75,0.0,0.0,22.25,0.0,69.25,0.0,39.5,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.75,38.25,38.25,0.0,0.0,0.0,0.0,28.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.5,32.75,9.25,0.0,14.0,0.0,0.0,23.25,0.0,0.0,0.0,0.0,0.0,12.0,99.75,0.0,26.25,40.5,24.75,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,12.5,28.5,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,31.5,0.0,0.0,0.0,12.25,0.0,34.25,0.0,0.0,57.75,22.5,32.75,34.0,0.0,24.0,0.0,0.0,25.0,0.0,0.0,24.75,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,36.5,20.5,77.75,25.0,40.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
