,2020-03-01,2020-03-08,2020-03-15,2020-03-22,2020-03-29,2020-04-05,2020-04-12,2020-04-19,2020-04-26,2020-05-03,2020-05-10,2020-05-17,2020-05-24,2020-05-31,2020-06-07,2020-06-14,2020-06-21,2020-06-28,2020-07-05,2020-07-12,2020-07-19,2020-07-26,2020-08-02,2020-08-09,2020-08-16,2020-08-23,2020-08-30,2020-09-06,2020-09-13,2020-09-20,2020-09-27,2020-10-04,2020-10-11,2020-10-18,2020-10-25,2020-11-01,2020-11-08,2020-11-15,2020-11-22,2020-11-29,2020-12-06,2020-12-13,2020-12-20,2020-12-27,2021-01-03,2021-01-10,2021-01-17,2021-01-24,2021-01-31,2021-02-07,2021-02-14,2021-02-21,2021-02-28,2021-03-07,2021-03-14,2021-03-21,2021-03-28,2021-04-04,2021-04-11,2021-04-18,2021-04-25,2021-05-02
49,,,,,,,,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,8.5,26.75,0.0,19.25,0.0,36.25,11.5,0.0,23.25,57.5,8.75,39.0,8.25,25.0,45.5,7.25,17.75,7.5,7.5,0.0,0.0,0.0,0.0,15.5,0.0,66.75,0.0,0.0,43.75,0.0,0.0,0.0,20.5,18.5,76.0,57.25,65.25,18.5,20.0,35.25,0.0,0.0,0.0,,,,
50,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,25.0,0.0,19.25,35.5,25.25,18.75,0.0,40.5,10.25,21.5,11.0,0.0,0.0,0.0,0.0,0.0,17.75,0.0,11.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,75.0,12.0,87.25,18.5,66.25,27.5,0.0,36.75,51.25,0.0,20.75,,,
51,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,19.5,0.0,14.5,0.0,0.0,15.75,0.0,0.0,0.0,12.25,18.5,60.0,13.5,34.0,7.0,27.75,0.0,30.0,0.0,0.0,15.0,13.75,0.0,6.5,0.0,0.0,31.75,8.0,17.25,0.0,65.0,0.0,0.0,46.75,0.0,0.0,23.75,0.0,20.75,0.0,0.0,19.75,22.5,29.5,17.0,,,
52,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,13.25,0.0,7.75,0.0,0.0,8.0,0.0,0.0,0.0,13.75,32.5,56.0,38.5,27.75,21.75,27.75,8.0,22.75,8.75,0.0,15.0,7.25,0.0,6.5,0.0,0.0,34.0,8.0,9.5,9.25,58.0,0.0,0.0,39.75,0.0,9.25,16.25,8.5,24.5,0.0,13.25,28.5,15.75,29.5,11.75,,,
53,,,,,,,,,0.0,0.0,0.0,6.25,0.0,12.5,22.25,0.0,12.75,0.0,0.0,13.0,0.0,0.0,0.0,5.5,15.75,50.0,10.5,7.5,0.0,0.0,23.25,26.0,0.0,0.0,8.0,24.5,0.0,6.75,0.0,0.0,31.5,0.0,0.0,0.0,88.5,0.0,0.0,20.75,0.0,0.0,12.5,0.0,45.25,0.0,0.0,29.25,77.25,28.75,25.0,,,
54,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,18.75,0.0,12.25,0.0,9.5,21.75,0.0,7.0,57.25,13.5,15.75,21.75,19.0,28.75,38.0,18.75,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,56.25,0.0,0.0,21.75,0.0,0.0,0.0,13.25,21.25,46.5,46.5,40.5,50.5,25.5,44.0,17.25,12.0,13.0,16.5,,,
55,,,,,,,,,0.0,13.25,0.0,0.0,0.0,0.0,0.0,0.0,22.75,0.0,0.0,0.0,54.5,0.0,36.75,41.25,40.25,31.0,0.0,44.0,53.75,44.5,25.0,0.0,48.5,0.0,0.0,0.0,37.0,0.0,10.25,0.0,0.0,0.0,27.25,0.0,36.25,0.0,0.0,0.0,38.75,37.25,76.0,22.0,61.75,32.5,0.0,10.75,25.25,0.0,11.0,8.5,,
56,,,,,,,,,0.0,0.0,0.0,8.75,0.0,17.0,18.75,0.0,0.0,0.0,0.0,10.25,0.0,0.0,0.0,30.25,32.75,64.5,18.25,7.5,0.0,18.25,34.5,25.25,0.0,0.0,16.5,7.75,0.0,0.0,0.0,0.0,18.25,8.75,0.0,0.0,66.75,0.0,0.0,16.25,0.0,0.0,0.0,0.0,36.5,0.0,0.0,47.0,30.25,44.75,39.25,,,
57,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.75,0.0,43.25,0.0,21.25,6.5,16.0,16.75,16.5,0.0,0.0,25.75,7.5,0.0,14.0,0.0,0.0,8.0,11.75,32.5,0.0,50.5,0.0,0.0,41.25,0.0,0.0,27.0,0.0,23.75,0.0,0.0,38.25,22.5,25.25,20.5,21.0,,
58,,,,,,,,,,24.5,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,8.5,31.25,43.0,18.5,0.0,35.0,45.5,16.0,15.75,0.0,7.25,0.0,0.0,0.0,34.25,0.0,13.0,0.0,0.0,0.0,19.0,0.0,31.0,0.0,0.0,0.0,50.25,34.0,64.75,7.5,46.0,20.0,0.0,12.0,23.0,0.0,6.0,6.0,,
59,,,,,,,,,,0.0,0.0,36.75,0.0,26.75,21.75,0.0,20.0,0.0,0.0,27.5,0.0,0.0,0.0,21.0,10.5,67.0,7.0,12.0,9.5,0.0,24.5,7.75,0.0,0.0,18.75,6.25,0.0,7.25,0.0,0.0,32.5,7.0,9.25,0.0,39.25,0.0,0.0,32.5,0.0,0.0,24.75,0.0,62.75,0.0,0.0,31.25,65.75,23.5,23.25,5.5,,
60,,,,,,,,,,0.0,0.0,10.0,0.0,3.25,14.25,0.0,7.5,0.0,0.0,21.0,0.0,0.0,0.0,18.0,20.75,75.5,0.0,38.0,0.0,12.75,24.5,19.5,0.0,0.0,3.75,10.0,0.0,3.25,0.0,0.0,20.5,16.75,26.5,0.0,48.5,0.0,0.0,37.0,0.0,0.0,14.75,0.0,26.0,0.0,0.0,11.0,26.75,12.75,12.5,18.0,,
61,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,15.5,0.0,0.0,17.25,0.0,28.0,9.5,0.0,29.25,51.5,6.25,49.75,7.0,22.25,15.0,39.0,16.75,16.25,14.75,0.0,0.0,0.0,0.0,32.0,0.0,54.0,0.0,0.0,31.75,0.0,19.0,0.0,8.25,19.0,27.25,54.0,26.0,34.75,24.25,18.25,13.75,10.25,7.5,0.0,26.75,,
62,,,,,,,,,,41.5,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,37.75,0.0,25.0,43.5,29.5,0.0,0.0,21.25,77.25,67.5,10.75,0.0,14.75,0.0,0.0,0.0,34.0,0.0,11.25,0.0,0.0,0.0,30.0,0.0,12.25,0.0,0.0,0.0,53.75,25.0,40.25,11.75,34.5,11.25,0.0,12.75,51.25,0.0,20.25,17.5,29.0,
63,,,,,,,,,,0.0,0.0,7.5,0.0,7.0,21.25,0.0,16.25,0.0,0.0,20.5,0.0,0.0,0.0,15.25,33.5,73.5,0.0,23.5,0.0,29.75,42.0,8.25,0.0,0.0,26.0,9.75,0.0,9.25,0.0,0.0,27.75,7.75,0.0,0.0,69.75,0.0,0.0,17.0,0.0,0.0,0.0,0.0,65.25,0.0,0.0,24.75,46.5,37.75,39.0,29.25,68.25,
64,,,,,,,,,,0.0,0.0,10.25,0.0,8.75,7.75,0.0,8.5,0.0,0.0,24.75,0.0,0.0,0.0,6.75,14.75,83.5,0.0,50.5,19.0,19.0,42.5,26.5,0.0,0.0,18.5,28.25,0.0,7.25,0.0,0.0,43.0,28.75,13.25,0.0,77.75,0.0,0.0,26.25,0.0,0.0,0.0,0.0,64.25,0.0,0.0,15.0,41.5,36.75,17.0,14.75,48.0,
65,,,,,,,,,,,0.0,23.25,0.0,8.75,19.5,0.0,0.0,0.0,0.0,24.75,0.0,0.0,0.0,0.0,29.0,78.0,12.75,43.25,30.75,31.75,27.75,18.75,0.0,0.0,23.0,20.75,0.0,11.25,0.0,0.0,43.0,20.5,13.25,0.0,75.25,0.0,0.0,31.75,0.0,0.0,0.0,0.0,73.0,0.0,0.0,20.0,54.25,23.5,27.25,19.0,69.25,
66,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,11.25,0.0,0.0,0.0,25.25,0.0,0.0,27.25,43.5,54.0,0.0,58.5,42.5,31.0,20.0,0.0,44.25,0.0,0.0,0.0,57.75,0.0,0.0,0.0,0.0,0.0,37.25,0.0,10.5,0.0,0.0,0.0,34.25,59.5,43.0,22.5,28.5,8.0,0.0,17.75,36.25,0.0,24.25,0.0,9.75,
67,,,,,,,,,,,0.0,11.75,0.0,16.0,5.25,0.0,24.75,0.0,0.0,20.75,0.0,0.0,0.0,25.25,15.0,67.25,22.0,0.0,0.0,5.25,22.75,30.0,0.0,0.0,6.25,6.25,0.0,11.25,0.0,0.0,12.5,25.75,21.25,0.0,76.0,0.0,0.0,19.0,0.0,0.0,13.0,0.0,55.0,0.0,0.0,5.25,38.0,14.25,19.25,9.25,34.75,
68,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,11.25,0.0,0.0,0.0,37.5,0.0,25.0,28.75,60.5,9.75,0.0,38.5,10.0,30.5,0.0,0.0,32.0,0.0,0.0,0.0,65.25,0.0,30.25,0.0,0.0,0.0,13.5,0.0,58.0,0.0,0.0,0.0,49.0,12.75,34.0,11.25,54.75,0.0,0.0,19.0,33.0,0.0,24.0,16.75,16.5,16.75
69,,,,,,,,,,,0.0,10.25,0.0,11.75,26.5,0.0,10.75,0.0,0.0,15.25,0.0,0.0,0.0,29.25,19.5,57.75,0.0,38.0,21.25,30.0,41.25,18.75,0.0,0.0,4.75,31.75,0.0,0.0,0.0,0.0,29.5,16.0,28.5,0.0,46.0,0.0,0.0,14.25,0.0,0.0,19.75,0.0,30.0,0.0,0.0,51.75,48.75,31.25,19.25,12.5,32.5,12.0
70,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.75,0.0,46.75,34.75,42.0,26.25,0.0,54.5,61.75,33.0,11.75,0.0,12.5,0.0,0.0,0.0,43.75,0.0,11.0,0.0,0.0,0.0,26.75,0.0,32.5,0.0,0.0,0.0,53.5,34.75,35.75,24.25,61.0,32.5,0.0,27.75,33.5,0.0,9.0,8.25,0.0,24.5
71,,,,,,,,,,,0.0,13.75,0.0,6.75,16.75,0.0,14.5,0.0,0.0,17.75,0.0,0.0,0.0,11.75,25.25,96.25,5.75,20.75,7.25,5.75,27.75,14.25,0.0,0.0,17.75,14.0,0.0,5.75,0.0,0.0,6.75,19.25,18.75,0.0,46.5,0.0,0.0,42.5,0.0,0.0,0.0,0.0,61.0,0.0,0.0,6.75,53.25,26.25,13.5,14.0,36.25,19.5
72,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,60.5,27.5,48.75,40.0,0.0,66.5,65.25,45.0,23.5,0.0,25.25,0.0,0.0,0.0,55.75,0.0,22.75,0.0,0.0,0.0,41.75,0.0,24.0,0.0,0.0,0.0,49.25,25.0,26.5,24.25,61.0,32.5,0.0,31.25,37.75,0.0,9.0,8.25,10.5,28.0
73,,,,,,,,,,,,7.5,0.0,6.75,16.75,10.25,19.25,0.0,0.0,17.75,0.0,0.0,0.0,6.5,34.0,75.0,20.5,14.75,7.25,0.0,21.75,7.75,10.5,11.0,17.75,7.75,0.0,0.0,0.0,0.0,25.0,19.25,18.75,0.0,33.5,12.25,0.0,36.0,12.5,0.0,23.25,0.0,47.0,0.0,8.75,16.5,46.75,30.0,8.25,17.25,36.25,23.25
